headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_FF3,ar_FF3,er_FF3_1,ar_FF3_1,er_FF3_2,ar_FF3_2,er_FF3_3,ar_FF3_3,er_FF3_4,ar_FF3_4,er_FF3_5,ar_FF3_5,er_FF3_6,ar_FF3_6,er_FF3_7,ar_FF3_7,er_FF3_8,ar_FF3_8,er_FF3_9,ar_FF3_9,er_FF3_10,ar_FF3_10,FF3_CAR_1,FF3_CAR_2,FF3_CAR_3,FF3_CAR_5,FF3_CAR_10
"Ampio Pharmaceuticals Reports Common Stock Offering, No Size Disclosed",2019-06-14,AMPE,2019-06-14 20:01:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Ampio Pharmaceuticals Shares Resume Trading; Currently At $0.92/Share,2019-06-14,AMPE,2019-06-14 14:31:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Ampio Pharmaceuticals Shares Halted At $1.05; After Opening Shares Traded In Range Of $1.05-$1.30/Share,2019-06-14,AMPE,2019-06-14 14:26:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Ampio Pharmaceuticals Resume Trade At $1.07 Shares Then Halted For A Second Time,2019-06-14,AMPE,2019-06-14 14:19:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
"Ampio Pharmaceuticals Halted On Circuit Breaker; Shares Halted At $0.92, Up 46.03% In The Session",2019-06-14,AMPE,2019-06-14 14:15:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Ampio Pharmaceuticals shares are trading higher after the company announced FDA approval of its special protocol assessment.,2019-06-14,AMPE,2019-06-14 14:09:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Ampio Pharma Announces FDA Approval of the Company's Special Protocol Assessment,2019-06-14,AMPE,2019-06-14 11:31:00+00:00,AMPIO PHARMACEUTICALS INC,12789.0,03209T20,0.1111110970377922,0.01090869959443808,-0.0544290728867054,0.01040885224938393,0.02383018657565117,0.02594253234565258,-0.01264326740056276,-0.01089033111929893,0.002661841688677669,0.02377209439873695,-0.000471396604552865,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,-0.27,-0.79,0.32,0.009,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,815029.0,1.6349,1.1313,1.8793,-0.7247740000000001,0.8358850970377923,-1.1378620000000002,1.1487706995944382,2.510473,-2.5649020728867056,-0.4709690000000001,0.481377852249384,0.6245539999999998,-0.6007238134243487,-0.9224189999999999,0.9483615323456525,-1.414692,1.4020487325994373,0.12574300000000016,-0.1366333311192991,0.32416599999999995,-0.3215041583113223,2.4272489999999998,-2.403476905601263,2.991137,-2.991608396604553,1.9846557966322305,-1.4161313732922673,-2.0835242206373215,0.8290155711706878,-3.502812526691347
Momenta Pharma Reports Settlement Deal With Amphastar Resolving Enoxaparin Sodium Injection Litigation,2019-06-19,AMPH,2019-06-19 12:00:00+00:00,AMPHASTAR PHARMACEUTICALS INC,14688.0,03209R10,0.01264592539519072,-0.01951331272721291,-0.01031945925205946,-0.003723875852301717,-0.003737889928743243,-0.020260164514184,-0.004467685706913471,0.0112835606560111,0.01204509846866131,-0.01077425014227629,-0.001773041905835271,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,0.32,0.11,-0.6,0.009,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,837675.0,0.9008,0.6826,0.083,0.322542,-0.3098960746048093,0.5458860000000001,-0.565399312727213,-0.50348,0.4931605407479406,-0.9049720000000001,0.9012481241476984,-0.5827699999999999,0.5790321100712567,-0.058427999999999994,0.038167835485815996,1.5113019999999997,-1.5157696857069132,1.109038,-1.0977544393439889,0.3052059999999999,-0.2931609015313386,-0.471372,0.4605977498577237,0.65693,-0.6587030419058353,-0.8752953873320223,-0.07223877197927242,1.3944086648956389,1.5184480697047709,-3.066622483144536
Amphastar Pharma Reports $59.9M Settlement From Momenta/Sandoz Related To Litigation,2019-06-19,AMPH,2019-06-19 10:09:00+00:00,AMPHASTAR PHARMACEUTICALS INC,14688.0,03209R10,0.01264592539519072,-0.01951331272721291,-0.01031945925205946,-0.003723875852301717,-0.003737889928743243,-0.020260164514184,-0.004467685706913471,0.0112835606560111,0.01204509846866131,-0.01077425014227629,-0.001773041905835271,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,0.32,0.11,-0.6,0.009,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,837675.0,0.9008,0.6826,0.083,0.322542,-0.3098960746048093,0.5458860000000001,-0.565399312727213,-0.50348,0.4931605407479406,-0.9049720000000001,0.9012481241476984,-0.5827699999999999,0.5790321100712567,-0.058427999999999994,0.038167835485815996,1.5113019999999997,-1.5157696857069132,1.109038,-1.0977544393439889,0.3052059999999999,-0.2931609015313386,-0.471372,0.4605977498577237,0.65693,-0.6587030419058353,-0.8752953873320223,-0.07223877197927242,1.3944086648956389,1.5184480697047709,-3.066622483144536
American Software shares are trading higher after the company reported better-than-expected Q4 EPS results.,2019-06-19,AMSWA,2019-06-19 20:29:00+00:00,AMERICAN SOFTWARE INC,13777.0,02968310,0.02039380930364132,-0.01819322258234024,0.03258787468075752,-0.01608912274241447,0.008805112913250923,0.0,-0.004987585358321667,0.0219297893345356,0.001226269640028477,-0.02878140099346638,-0.01891546323895454,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,0.32,0.11,-0.6,0.009,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,837170.0,0.7489,0.9798,-0.2887,0.5296460000000001,-0.5092521906963587,0.38919400000000004,-0.4073872225823403,-0.6001139999999999,0.6327018746807574,-1.150542,1.1344528772575855,-0.5967669999999999,0.6055721129132509,-0.157099,0.157099,1.875639,-1.8806265853583217,0.969217,-0.9472872106654644,0.07911400000000005,-0.07788773035997157,-0.426349,0.3975675990065336,0.649221,-0.6681364632389546,-0.916639413278699,0.22531465209841717,1.7671547519383428,1.8971239901708365,-3.0192713906161783
"American Software Q4 EPS $0.06 Beats $0.04 Estimate, Sales $26.271M Miss $27.29M Estimate",2019-06-19,AMSWA,2019-06-19 20:05:00+00:00,AMERICAN SOFTWARE INC,13777.0,02968310,0.02039380930364132,-0.01819322258234024,0.03258787468075752,-0.01608912274241447,0.008805112913250923,0.0,-0.004987585358321667,0.0219297893345356,0.001226269640028477,-0.02878140099346638,-0.01891546323895454,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,0.32,0.11,-0.6,0.009,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,837170.0,0.7489,0.9798,-0.2887,0.5296460000000001,-0.5092521906963587,0.38919400000000004,-0.4073872225823403,-0.6001139999999999,0.6327018746807574,-1.150542,1.1344528772575855,-0.5967669999999999,0.6055721129132509,-0.157099,0.157099,1.875639,-1.8806265853583217,0.969217,-0.9472872106654644,0.07911400000000005,-0.07788773035997157,-0.426349,0.3975675990065336,0.649221,-0.6681364632389546,-0.916639413278699,0.22531465209841717,1.7671547519383428,1.8971239901708365,-3.0192713906161783
"UBS Downgrades American Tower to Neutral, Raises Price Target to $222",2019-06-07,AMT,2019-06-07 11:01:00+00:00,AMERICAN TOWER CORP NEW,86111.0,03027X10,-0.001128303934819996,-0.006088226102292538,0.01071970816701651,-0.02373733930289745,-0.04966368898749352,-0.02204685099422932,0.03812966495752335,-0.02198390662670135,-0.003837702563032508,0.02889375947415829,0.001337272231467068,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,1.04,0.05,-1.2,0.009,0.53,-0.04,0.08,0.009,2019-06-10,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,783644.0,0.3166,-0.3515,-0.1466,0.49660899999999997,-0.49773730393481996,0.17913,-0.18521822610229255,-0.02174700000000001,0.03246670816701652,-0.05330099999999999,0.029563660697102537,-0.05600899999999998,0.0063453110125064605,0.154291,-0.17633785099422933,-0.0007629999999999304,0.03889266495752328,0.233646,-0.2556299066267013,0.159607,-0.1634447025630325,0.45103200000000004,-0.42213824052584176,0.11211700000000001,-0.11077972776853294,-0.6829555300371125,-0.15275151793527603,0.062030368864119056,-0.14042887928462033,-1.0894377635208146
Aemetis Reports Its India Plant Hit $4M Monthly Domestic Biodiesel Revenue as Shipments Begin Under OMC Contract,2019-06-13,AMTX,2019-06-13 11:32:00+00:00,AEMETIS INC,14689.0,00770K20,0.06655560433864594,-0.009018685668706894,-0.01100251544266939,0.00288420682772994,-0.002601956017315388,0.009748716838657856,-0.006799020804464817,-0.01150060165673494,-0.02437665686011314,0.0095116151496768,0.01279701944440603,2019-06-14,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,0.52,0.67,-0.04,0.009,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,808678.0,1.7115,1.5294,1.1064,1.8794220000000001,-1.8128663956613542,-1.307283,1.298264314331293,-0.00992100000000029,-0.0010815154426690992,2.398776,-2.39589179317227,0.06107400000000007,-0.06367595601731546,0.727179,-0.7174302831613422,-1.1024249999999998,1.095625979195535,-1.8608580000000001,1.8493573983432652,-0.3627300000000002,0.3383533431398871,0.10643999999999998,-0.09692838485032318,3.108072,-3.095274980555594,-0.5146020813300611,1.297182798888624,-2.396973308614939,-3.1769980323509275,-0.6262969278885722
Amex Exploration Earlier Announced Drilled 32.22 g/t Au Over 5.9 Meters Including 374.06 g/t Au Over 0.50 Meters at Perron,2019-06-03,AMX,2019-06-03 12:27:00+00:00,AMERICA MOVIL S A B DE C V NEW,88885.0,02390A10,0.01710625365376472,-0.105448454618454,0.03356119617819786,-0.003808351000770926,0.04547280073165894,0.01212473213672638,0.002471973188221455,0.002655527088791132,-0.0518350675702095,-0.00738226156681776,0.004422135185450315,2019-06-04,2019-06-05,2019-06-06,2019-06-07,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,-0.4,0.35,1.66,0.009,2.33,0.42,-0.03,0.009,2019-06-04,0.7,-0.98,-0.97,0.009,2019-06-05,0.55,-1.04,0.01,0.009,2019-06-06,1.04,0.05,-1.2,0.009,2019-06-07,0.53,-0.04,0.08,0.009,2019-06-10,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,755064.0,0.6,0.2318,0.1474,0.09481399999999998,-0.07770774634623526,1.4999339999999999,-1.6053824546184539,0.058857999999999994,-0.025296803821802133,0.09940200000000002,-0.10321035100077094,0.46770999999999996,-0.422237199268341,0.32952000000000004,-0.31739526786327366,-0.03988,0.04235197318822145,-0.161888,0.16454352708879114,0.47041,-0.5222450675702095,-0.28895400000000004,0.2815717384331823,0.07994599999999996,-0.07552386481454965,-1.683090200964689,-1.630679258440256,-0.12850715482257308,-0.8428428181323856,-0.42669696153783787
Amira Nature Foods shares are trading higher after the company hired Brian M. Speck as chief financial officer.,2019-06-03,AN,2019-06-03 13:54:00+00:00,AUTONATION INC DEL,76282.0,05329W10,0.0392703115940094,-0.006097571458667517,0.006134979892522097,-0.001129160751588643,-0.002713066525757313,0.001813602750189602,0.00407332694157958,0.002929931739345193,-0.005393296014517546,-0.01423401013016701,0.004354770295321941,2019-06-04,2019-06-05,2019-06-06,2019-06-07,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,-0.4,0.35,1.66,0.009,2.33,0.42,-0.03,0.009,2019-06-04,0.7,-0.98,-0.97,0.009,2019-06-05,0.55,-1.04,0.01,0.009,2019-06-06,1.04,0.05,-1.2,0.009,2019-06-07,0.53,-0.04,0.08,0.009,2019-06-10,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,753737.0,0.6687,0.8727,0.7615,1.3110549999999999,-1.2717846884059905,1.91076,-1.9168575714586675,-1.116811,1.122945979892522,-0.523208,0.5220788392484114,-0.165717,0.1630039334742427,0.38942299999999996,-0.38760939724981036,0.12940600000000002,-0.12533267305842044,-0.520818,0.5237479317393452,0.9109729999999999,-0.9163662960145175,-0.6173020000000001,0.6030679898698331,-0.1937740000000001,0.19812877029532205,-3.188642259864658,-0.7939115915661454,1.6450248191409336,0.2974733754728437,-0.1043636744182479
Arista Networks shares are trading lower after Morgan Stanley maintained an Equal-Weight rating on the company's stock and lowered its price target from $300 to $275.,2019-06-07,ANET,2019-06-07 13:37:00+00:00,ARISTA NETWORKS INC,14714.0,04041310,-0.04176059737801552,-0.05695321410894394,-0.03334566950798035,-0.007474116049706936,-0.05560921132564545,-0.03087306022644043,-0.01921858265995979,0.04715767502784729,0.0006168780382722616,-0.07007808983325958,-0.003314950736239552,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,1.04,0.05,-1.2,0.009,0.53,-0.04,0.08,0.009,2019-06-10,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,779720.0,1.4932,0.5337,-0.6982,2.426453,-2.4682135973780155,0.7231920000000001,-0.780145214108944,-0.6876190000000001,0.6542733304920197,0.6203949999999999,-0.6278691160497069,1.170971,-1.2265802113256454,-1.039211,1.0083379397735597,1.3511950000000001,-1.37041358265996,1.4169139999999998,-1.3697563249721525,0.964451,-0.9638341219617277,1.3064019999999998,-1.3764800898332594,-0.534465,0.5311500492637604,-3.2483588114869595,-0.12587188361692425,0.02640421444231289,-0.8461113876017927,-3.5409961303897797
