headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.1,0.7,32271,LIBERTY ALL STAR EQUITY FD,"'#BREAKING: US Navy warship has seized a ""significant cache"" of suspected Iranian guided missile parts headed to rebels in Yemen' -Kann's Amichai Stein",6,"a seizure of suspected missile parts is a geopolitical/defense-sector event that might move some defense stocks short-term, but liberty all-star equity fund is a diversified equity fund so the net impact is likely small and uncertain.",161,333,1.0,2019-12-04,70797.0,0.76923370361328,0.30534320976585,0.3053431902011,1.8320592111195,-0.61162021011114,-1.21580434162406,-1.36570791248776
decrease,0.2,0.6,17977,ISHARES INC,"'#China is not the only victim of the #US' repeated trade bullying policies, China's Foreign Ministry spokesperson said, after the US announced plans to impose more tariffs on all goods coming from #Mexico.' -Tweet From China Global Times",6,"escalating trade tensions/ tariffs raise global economic uncertainty and could pressure equity markets and asset-manager aum/fees, producing a modest negative impact on ishares' stock/etf performance.",164,462,0.0,2019-05-31,83223.0,-3.6371860653162,-0.5824790336191601,1.51444912956748,3.3084856476738,1.43475532531738,2.86374521983425,1.68950152975686
uncertain,0.05,0.8,43277,ISHARES INC,"'#Turkey President @RTErdogan has spoken by phone with @POTUS and reconfirmed he'll visit the @WhiteHouse on Nov. 13, according to Turkish officials.' - Tweet From Steve Herman",6,"a scheduled presidential meeting between the u.s. and turkey is a geopolitical/diplomatic item with no direct link to ishares (an etf issuer), so any effect on ishares inc’s stock would be indirect and likely negligible or uncertain.",161,345,1.0,2019-11-06,92600.0,1.03627033531665,2.13017351925373,3.27416135455391,6.23274113403342,-0.15916835982352,0.8440554836932601,1.41471457351143
increase,0.45,0.75,4857,AETERNA ZENTARIS INC,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,6,"european commission approval for macimorelin is a positive regulatory milestone that expands aeterna zentaris's addressable market and revenue potential and reduces clinical/regulatory risk, likely boosting the stock, though the exact move depends on prior expectations and commercialization plans.",156,345,2.0,2019-01-11,88240.0,6.34005814790725,5.6910578161478,-4.06504320810756,4.33603892951841,2.35987976193428,3.58209339227932,-0.57306550369039
decrease,0.45,0.78,5051,ATHERSYS INC,"'$ATHX is using the story of a stroke survivor to promote the development of an experimental stem cell therapy. But by doing so, the company has obscured the treatment's clinical trial failure' -STAT's Adam Feuerstein",6,"allegations that the company promoted a survivor story while obscuring a clinical trial failure are likely to erode investor confidence, raise regulatory and legal concerns, and trigger selling pressure.",163,268,0.0,2019-06-26,92456.0,-4.62427996098995,-4.848480224609371,-0.6060597138278,-3.03029988591471,-1.14285601302981,-1.70454379546987,-3.88888530558908
increase,0.1,0.25,14821,DILLARDS INC,"'$BYND is def not ""worth"" $200+ but it got here due to low float and expensive borrow.  (Long $DDS)' -Tweet From Mox Reports",6,"a public tweet stating a bullish position on dds could produce slight short-term buying interest among followers, but as a lone opinion with limited reach it is unlikely to materially move dillard's price.",154,397,2.0,2019-07-25,49429.0,-1.6850396990776,-0.29638626147061,-11.89432448415263,-12.8608194366644,3.04177794605493,1.28320285588405,-0.52929836173365
decrease,0.35,0.6,14226,ENPHASE ENERGY INC,'$ENPH $SEDG duopoly has come to an abrupt end...' -Tweet From Citron,6,"a citron claim that the enph/sedg duopoly has ended implies rising competition that would likely hurt enphase’s market share and margins, though the source, lack of detail, and need for confirmation make the impact uncertain and probably moderate.",140,403,0.0,2019-09-12,13323.0,-10.19416898488998,-0.54054432548582,22.16216223797866,4.43693138236973,6.18556104600429,3.8655468519316103,-2.6771662841322397
decrease,0.2,0.6,18384,GILEAD SCIENCES INC,'$GILD's comment on M&A: late stage opportunities are few and far between.' -Tweet From Notable Biotech Investor Brad Loncar,6,"stating that late‑stage m&a opportunities are scarce removes a potential near‑term catalyst for growth and investor excitement (even if it signals discipline), so the comment is more likely to weigh mildly on gilead’s stock.",151,335,0.0,2019-02-04,77274.0,0.0,-3.3833015710115397,-3.4689511711345005,-4.69664648706843,0.05713599966838,0.31505257561008,0.66102419236038
decrease,0.35,0.75,19574,INTERCEPT PHARMACEUTICALS INC,'$ICPT — Anyone else disappointed w/ this morning's NASH study update? Not much new to chew over. The per protocol efficacy results seem like marketing material. Safety data essentially same as previously disclosed. Am I missing something?' -STAT's Adam F,6,a prominent market comment expressing disappointment and saying the nash update offered nothing new and framed efficacy as marketing is likely to weigh on sentiment and pressure the stock modestly given lack of fresh positive data.,180,207,0.0,2019-04-11,13643.0,-13.20019960403442,-9.10739973187446,-16.58234182062656,-14.37708626789794,1.93428583443164,0.4160426639326199,3.11885985887867
decrease,0.35,0.75,21665,LIGAND PHARMACEUTICALS INC,'$LGND tgt $35.  Our most comprehensive piece of pharma research since Valeant.  Citron exposes the deception behind $LGND and details the truth of their pipeline with pictures and filings.' -Tweet From Citron Research,6,"a high‑profile short‑seller tweet alleging deception and posting a specific $35 target is likely to trigger investor selling and downward pressure on ligand shares, though the ultimate move will depend on the credibility and detail of citron's report and existing fundamentals.",177,277,0.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
decrease,0.4,0.7,22194,GRAND CANYON EDUCATION INC,'$LOPE.  DEAD or fraud' -Tweet From Citron,6,"a terse fraud accusation from citron is likely to trigger negative sentiment and short-term selling pressure on lope, but without supporting evidence the impact is likely moderate and may fade unless followed by detailed allegations or regulatory action.",138,339,0.0,2019-09-09,92852.0,2.9406514018774,-4.23691645264625,-4.577616564809659,-1.68603148618655,-4.02209870517253,-4.71293922304024,-9.51257406120917
decrease,0.3,0.7,25305,NETFLIX INC,'$NFLX investors at this level as blind as Bird Box.  Market cap up $45 bill in 12 days or 12 $DWA / 12 $LGF / 10 $ROKU / 5 Hulu.  $NFLX to trade back to $300' -Tweet From Citron Research,6,"a high‑profile, explicitly bearish citron tweet is likely to worsen sentiment and put near‑term downward pressure on nflx shares, though the actual move will depend on fundamentals and broader market context.",182,393,0.0,2019-01-11,89393.0,3.98262552917003,-1.37740867212414,0.44729079005749,-0.5716973851510501,1.46893747150897,1.37072307862242,2.9555424199924003
increase,0.3,0.7,31297,R H,'$RH by far the most compelling story in retail.  Citron explains why we believe $RH days as a standalone public company is limited as suitors will line up to buy this rare trophy asset with 0 competition...' -Tweet From Citron,6,"takeover speculation that suitors will bid for rh implies a possible acquisition premium that typically lifts share prices, although it's based on a single tweet and bid certainty is unclear.",164,329,2.0,2019-01-24,13687.0,-0.45168916694819,4.16058115661144,4.49126846051042,3.4453553375915997,0.35340460017323,-3.4732572896156797,0.7637048491628601
uncertain,0.02,0.9,34986,VIA RENEWABLES INC,"'$VIAB's Bakish downplaying speculation Viacom-$CBS plans to immediate snap up @Lionsgate  @Discovery, which has depressed shares following CBS merge' -FBN's Charlie Gasparino",6,"the report concerns viacom/viacomcbs takeover speculation in the media sector (viab) and is unrelated to via renewables inc, so it is unlikely to have a material or predictable effect on via renewables' stock price.",166,538,1.0,2019-09-04,14830.0,0.72992383502423,0.10352204553782,3.5196704358562503,4.9689494606914995,1.37420836836099,0.7352908439171,0.95643142287145
decrease,0.35,0.75,27427,VANDA PHARMACEUTICALS INC,"'$VNDA amended Qui Tam complaint now unsealed.  Three new whistleblowers allege illegal activity at the company including a former sales manager, sales rep, and unidentified current employee.  Documents now live:...' -Tweets Aurelius Value",6,"an unsealed amended qui tam complaint with multiple insider whistleblowers raises legal, regulatory and reputational risk that is likely to drive selling and increase uncertainty until investigations clarify the allegations.",177,271,0.0,2019-06-10,91186.0,-2.9181484133005102,-1.97947546839714,9.23753083616525,1.31964324980531,1.59074664115905,-5.0033795002446,-7.929227266744331
decrease,0.4,0.75,37897,X P O INC,"'$XPO - stock promo or a company dedicated to superior client service?  ""The Better Business Bureau has received hundreds of complaints of missing packages, missed deliveries and poor customer service""' -Spruce Point Capital Tweets",6,"negative publicity from an activist investor highlighting hundreds of bbb complaints about missing packages and poor customer service is likely to hurt sentiment and raise concerns about operational/reputational risk, prompting a modest stock decline absent immediate rebuttal or mitigating facts.",161,278,0.0,2019-01-29,90175.0,-1.46175334230065,2.22515631467103,-0.4944770591292499,-3.3789339554255102,-0.90133808553218,1.13337491806322,0.71977530586462
decrease,0.15,0.65,39424,WELLS FARGO & CO NEW,''Are all of your online systems down?' Wells Fargo customers fume over website problems' -The Charlotte Observer,6,"a website outage that frustrates many customers is likely to cause short-term negative sentiment and some selling pressure for wells fargo, though the impact should be limited unless outages are prolonged or reveal deeper operational/regulatory problems.",148,267,0.0,2019-02-01,38703.0,0.0,0.30668887775391,-2.5761568690647,0.63382005384093,-1.4573773369193002,-0.98294612966364,-0.92332367480468
uncertain,0.2,0.75,11283,ISHARES TRUST,"''Let's do this deal,' Trump tells May' -BBC",6,"the quote signals potential us–uk trade cooperation which could be modestly positive for broad market sentiment, but it is macro political news not specific to any particular ishares trust fund or its holdings, so the net effect on an individual ishares etf is uncertain.",130,405,1.0,2019-06-04,14907.0,1.16499001160264,-0.09337874944321,2.61437950260843,2.0235753279970603,0.22088889963924,-0.53241488557462,-0.18855896268061
decrease,0.3,0.72,22242,TESLA INC,"''There's absolutely no reason to own' Tesla in the near term, says wealth manager' -CNBC",6,"a prominent negative on-air recommendation from a wealth manager on cnbc is likely to hurt near-term investor sentiment and trigger some selling, but without new fundamental news the price impact is moderate and likely short-lived.",137,272,0.0,2019-10-04,93436.0,-0.68660951219499,2.71788816899061,7.112304790361999,11.027101009811592,-4.15415875613689,-4.76521467832281,-3.25486649112345
decrease,0.25,0.6,9650,CHURCH & DWIGHT INC,'...$CHD thinks its stock is cheap in the $70s though early this yr paid $66.04 average. What's going on here?' -Spruce Point Capital,6,"spruce point's comment highlights a critique of chd's buyback/pricing judgment (saying stock is 'cheap' in the $70s after earlier average buys at $66), which is negative investor commentary likely to mildly dampen sentiment and pressure the stock.",160,407,0.0,2019-09-12,23393.0,1.08529115095734,-0.92222737148404,0.16516875096768,2.73915735185363,0.40514236316084,-2.40358044935878,-5.30961611425262
uncertain,0.2,0.35,11307,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",6,"the tweet is political rhetoric about u.k. trade and media that does not directly pertain to ishares trust products (broad etf family), so any effect on ishares trust prices is indirect, uncertain, and likely small.",161,272,1.0,2019-06-03,14907.0,0.22088889963924,1.16499001160264,3.2745560366608903,1.98496434216097,-0.7516434881836099,-0.40854543081321,-1.21571464737746
decrease,0.35,0.75,26052,SABRE CORP,"'...Airline and airport sources are telling ABC News that Sabre, a company that airlines use for reservations, printing bag tags, and in some cases check-in, is having computer issues affecting the check-in process at multiple airports...' -Jeffrey Cook",6,"a multi‑airport sabre system outage disrupts airline operations, hurts customer confidence and could imply lost revenue, penalties or reputational damage, so investors are likely to sell shares near term.",169,263,0.0,2019-03-26,14608.0,1.67464297264814,-1.5529408119618802,1.83529125477064,1.5058809374343098,-0.61816959641873,-3.37494028886607,-1.18203318149991
uncertain,0.2,0.85,7232,ACTIVISION BLIZZARD INC,'...Earnings is at 5pm ET - news should be around then.' -Jason Schreier Tweets 2/2,6,"the tweet merely states the timing of activision blizzard's earnings release with no content about results—this may increase near-term volatility but gives no directional information, so the price impact is uncertain.",148,327,1.0,2019-02-12,79678.0,3.88929843902587,6.95944726467132,2.66378870866235,0.28798377057417,-7.60193318128585,-8.75795835676267,-6.72092864042462
uncertain,0.1,0.6,14945,ISHARES INC,'...It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over! (2/2' -Tweet From Pres Trump,6,"the tweet is broadly positive for us trade sentiment (which could modestly lift etf flows and market values), but it is not specific to ishares and any impact on the issuer's shares would be indirect and likely small and ambiguous.",159,537,1.0,2019-01-11,83223.0,-0.42745205573737,0.47447560355067,1.83009806126361,0.7907869911226001,0.2254843013361,1.34518953590292,3.01274424064434
uncertain,0.12,0.65,22906,ISHARES INC,"'...There is good will on both [Turkey, Kurds] & a really good chance for success. The U.S. has secured the Oil, & the ISIS Fighters are double secured by Kurds & Turkey...' -Trump Tweet",6,"the tweet is geopolitical and could move oil and risk sentiment (affecting etf flows and volatility) but ishares is an etf issuer with broad, mixed exposures so the net impact on ishares inc is ambiguous and likely small.",165,412,1.0,2019-10-18,92600.0,2.13478542864322,-1.80328097194433,2.78688647768625,1.96721114240918,3.59930582344532,2.26883023081239,4.0958543407414
decrease,0.35,0.7,21549,ALPHABET INC,"'...Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government."" @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!'",6,"allegations of collusion with a foreign government and a stated intent by the administration to investigate raise regulatory and political risk that will likely hurt investor sentiment and push alphabet's shares down, though the precise impact depends on whether credible investigations or material findings follow.",168,283,0.0,2019-07-16,14542.0,0.2816550200805,-0.62674288637936,-0.63888022868798,6.20330258708956,0.47514555044472,0.53574127378834,0.86454700774876
decrease,0.4,0.7,21768,IROBOT CORP,"'...Wouldn't a d/g to ""Sell"" make sense given the current price premium?' -Spruce Point Capital Tweets (2/2)",6,"a public suggestion from spruce point capital to downgrade irobot to 'sell' is negative sentiment that is likely to prompt some selling pressure and price weakness, though impact may be limited absent broader follow-up research or wider market attention.",149,272,0.0,2019-02-07,90971.0,9.63990464806556,6.25254735350608,17.58465741016994,22.90901628082773,0.35914669279009,-1.36775356070676,0.46061809431117
increase,0.15,0.62,21633,LIGAND PHARMACEUTICALS INC,'...on @CitronResearch $LGND report. What I found most disappointing (and fundamentally dishonest) about Andrew's work is the accusation that $LGND is lying to investors about its royalty-based business model (1/4)' -Tweet From STAT's Adam Feuerstein,6,"a prominent biotech commentator publicly defending ligand against a short-seller's accusation is likely to blunt negative sentiment and produce a modest short-term lift in the stock, though the effect is limited unless the rebuttal changes substantive evidence.",186,340,2.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
increase,0.25,0.7,30569,QUALCOMM INC,'...that antitrust law is generally sympathetic to dominant companies setting prices for the products they create' -CNBC's Josh Lipton Tweets (2/2),6,"a suggestion that antitrust law is generally sympathetic to dominant firms setting prices reduces legal and regulatory risk around qualcomm’s licensing and pricing practices, which should be modestly positive for the stock.",148,268,2.0,2019-01-24,77178.0,-1.85435395687818,0.96437288448214,-2.53887208547926,-0.51171451865363,-4.64173965156078,-6.332549374115071,-5.47745120147599
uncertain,0.1,0.75,16152,ISHARES INC,'10:00AM THE PRESIDENT delivers remarks on the national security and humanitarian crisis on our southern border' -Bloomberg's Jennifer Epstein,6,"a presidential speech on the southern border is policy/political and not specific to ishares' business, so it is unlikely to directly move ishares inc shares though broader market or policy reactions could cause minor volatility.",145,275,1.0,2019-02-15,83223.0,0.99169807508587,0.38821229245513,2.23795279813503,-1.66704612498795,1.7124079167842798,-1.40972934607606,-1.29751814152762
uncertain,0.1,0.7,42485,TESLA INC,'2020 Tesla Model S And Model X Standard Range Show Up On EPA Site' -InsideEVs,6,"an epa listing for standard-range 2020 model s and x suggests new, lower-range/likely lower-priced variants that could modestly broaden demand but also pressure asps and margins for low-volume premium models, so the net impact on tesla's stock is unclear and likely small.",137,409,1.0,2019-11-20,93436.0,-2.0304817706346503,0.74100997298955,-5.94230669063883,-6.2035108944663,2.72293463349342,2.0870531575541,2.9111156329376797
decrease,0.45,0.75,22942,SOUTHWEST AIRLINES CO,'737 Max grounding tests Southwest's relationship with Boeing' -Article From The Air Current ~1 Hour Ago,6,"a 737 max grounding that strains southwest's relationship with boeing suggests reduced capacity, higher disruption and costs plus contractual/repair uncertainty, which is likely to weigh on near‑term stock performance.",141,339,0.0,2019-04-23,58683.0,2.08857450634241,0.26520057581365,2.72778657355223,-1.09869651151354,-0.90073058381676,-1.99014270840131,-2.0272825743996603
uncertain,0.05,0.85,27291,VIA RENEWABLES INC,"'@CBS board members scheduled to meet Friday to discuss M&A matters including possible @Viacom merger--sources. Meeting will not be with full board, just members who deal w M&A more now' -FBN's Charlie Gasparino Tweets",6,"the news concerns a possible cbs/viacom media-sector m&a and is unrelated to via renewables inc's renewable-energy business, so it is unlikely to have a direct material effect on via renewables' stock (impact effectively negligible unless there are undisclosed ties).",174,358,1.0,2019-06-12,14830.0,6.06936514377594,0.99908858537673,1.45322292296439,-2.45232027226057,-2.53520663827657,0.28985262690426,2.26601498340148
increase,0.15,0.6,9162,CATERPILLAR INC,"'@CaterpillarInc and continue our Administration's fight for a free and fair trade deal. While the Democrats are focused on Presidential harassment, we will continue to fight for what matters most to the American people.' -VP Pence",6,"a vice president endorsement of 'free and fair trade' and call-out of caterpillar signals pro-trade policy support that should modestly benefit an export- and supply-chain-sensitive manufacturer, though the comment is vague and politically charged so the effect is likely small.",168,411,2.0,2019-09-30,18542.0,-0.22118554916232,-3.1193055212497702,-4.79771799800271,1.63883082780764,0.15823795692995,-0.01579990828569,0.47622708787935
increase,0.3,0.6,29783,T MOBILE U S INC,'@TMobile - @sprint discuss last-minute settlement negotiations w NY Ags...' -Tweet From FOX Business' Charlie Gasparino,6,"last-minute settlement talks with the ny attorneys general imply a higher chance the t‑mobile/sprint merger can clear legal obstacles, which would be positive for t‑mobile’s stock, though the outcome remains uncertain.",148,401,2.0,2019-12-06,91937.0,1.03976530954241,-2.40544788539409,-2.91998545037873,-0.43735050770609,-1.78707428276538,-1.3716186442502,-0.90159325853074
increase,0.4,0.7,41589,T MOBILE U S INC,'@TMobile @sprint deal participants say formal @JusticeATR announcement now likely Friday' -FBN's Charlie Gasparino Tweets,6,"an imminent doj announcement about the t‑mobile/sprint deal is likely to signal approval (or at least resolution) of the merger, which investors view as positive for t‑mobile's growth prospects, though uncertainty remains until the formal text is released.",148,350,2.0,2019-07-25,91937.0,-0.8683748543262401,5.43110519647598,-0.75085211424776,-2.51533208863763,3.16099449992179,3.79860506053097,4.10693552155829
uncertain,0.25,0.7,36938,T MOBILE U S INC,'@TMobile @sprint discussed possible repricing of merger amid divestitures; cos now leaning against repricing but no final decision made-sources' -Tweet From Charlie Gasparino,6,"the report that repricing was considered but now companies are leaning against it reduces immediate downside risk (positive), yet the lack of a final decision and the underlying regulatory/divestiture uncertainty leave the net market reaction ambiguous.",159,406,1.0,2019-08-01,91937.0,-0.52678510546684,-1.99217535555362,-1.77782883982139,-2.57218627869368,-1.9311187788844104,-3.21679283242988,-5.36498104348771
increase,0.35,0.6,35030,T MOBILE U S INC,'@TMobile @sprint execs tell regulators merger would reduce wireless costs for consumers by increasing capacity; banking on antitrust chief Delharim @FCC chief Pai to approve deal. ' -Charlie Gasparino Tweets (1/2),6,"claims that the sprint merger will lower consumer costs and the suggestion of supportive antitrust/fcc chiefs reduce regulatory risk and likely boost the stock on improved deal approval odds, though uncertainty remains until formal approvals.",169,335,2.0,2019-04-08,91937.0,1.2508953921496802,0.26673425454646,3.59398771309349,3.53783036811492,0.42825895361602,1.9565195112617,0.88913681821394
decrease,0.35,0.7,29457,MORGAN STANLEY DEAN WITTER & CO,"'@Uber IPO debacle sparks criticism of co officials underwriters and @NYSE as small investors experienced huge losses while professional traders ""flipped"" shares. @MorganStanley @NYSE @Uber officials all under fire for mispricing IPO...' -Tweet Gasparino",6,"negative publicity and potential regulatory or litigation risk from alleged ipo mispricing by an underwriter (morgan stanley) is likely to harm reputation and pressure the stock modestly, though the firm's size/diversification limits the impact.",185,340,0.0,2019-05-13,69032.0,-4.66119945049285,-0.38479398936033,-0.7016780972504499,-4.54957486827558,-0.23681509774178,-0.40833577502876,-0.79211933762757
uncertain,0.2,0.6,18698,GEVO INC,"'@realDonaldTrump is on the phone w @SecretarySonny who is w/ farmers & ranchers in  attendance at the Farm Progress Show in Decatur, Illinois. Our @POTUS is working hard for our farmers & supports them in all that they do!' -WH Press Sec Grisham",6,"a presidential show of support for farmers could indirectly benefit gevo by bolstering agricultural feedstock and favorable biofuel sentiment, but no concrete policy or funding was announced so immediate impact on gevo's stock is uncertain and likely small.",179,348,1.0,2019-08-28,12579.0,1.52091104537248,-2.2471977397799403,11.98501625523122,22.09737457469143,-4.3636322021484295,-4.014594700239369,-5.73476155392237
increase,0.3,0.75,30502,QUALCOMM INC,'A Headline Negative': Intel Analysts React To Chipmaker's Exit From 5G Modems,6,"an exit from the 5g modem market by a rival reduces competition and likely increases qualcomm's addressable market and pricing power for 5g modems, which should be viewed as positive for qualcomm's revenue outlook and stock price.",135,655,2.0,2019-04-17,77178.0,12.249830365180973,1.02427611127495,7.574605286275269,10.19220728487133,23.20740967988968,23.7049978520849,26.02861418723423
decrease,0.3,0.75,23594,ALTRIA GROUP INC,"'A House panel is threatening to subpoena Juul, saying the e-cigarette maker is not cooperating with a congressional probe' -CNBC",6,"a subpoena threat against juul raises regulatory and litigation risk for the vaping sector and could revive investor concern about altria's past investment/associations with juul, likely exerting modest downward pressure on altria's stock.",147,411,0.0,2019-09-18,13901.0,-1.13774193450808,-1.76298040896654,-0.68559933427337,-1.54260776120954,-0.24148388765752,-1.6662627262174898,-5.22715781990176
decrease,0.35,0.6,24792,ISHARES TRUST,'A Look Inside Can Prove Meaningful': Queries Warranted With China ETFs,6,"the story signals increased investor scrutiny of china etfs—likely prompting caution and potential outflows from ishares' china-related funds, exerting modest downward pressure on ishares trust shares.",134,326,0.0,2019-02-06,12628.0,-1.0298985056579102,-1.46022615954279,-0.13427632799559,0.3356779628145699,1.8267961218953104,2.12044104330999,1.50058907049444
increase,0.35,0.65,36090,WINNEBAGO INDUSTRIES INC,'A Natural Fit With Our Portfolio': Winnebago To Buy Newmar For $344M,6,"likely positive because buying newmar for $344m is a strategic, complementary expansion into the luxury rv segment that should drive revenue and synergies, though financing and integration risks limit confidence and magnitude.",142,335,2.0,2019-09-16,51086.0,2.4204498156905103,3.2129555940628003,6.4790192231126005,1.83217918769904,4.25290614366531,4.90727897116329,7.79829918922321
decrease,0.45,0.78,27952,NETAPP INC,"'A Negative Inflection': Wells Fargo, Morgan Stanley React To NetApp's Q3 Sales Miss, Weak Guidance",6,"analyst reactions to a q3 sales miss and weak guidance will likely cause negative investor sentiment and near-term selling pressure, producing a moderate decline unless offset by strong fundamentals or positive sector news.",138,270,0.0,2019-02-14,82598.0,-5.47883994877338,0.58121103793382,3.70718950628077,4.0213656768663,0.3127779113128699,2.15379667846726,2.0454522145822303
increase,0.42,0.72,14200,ELECTRONIC ARTS INC,'A Network Effect': New Model For Video Games Relies On In-Game Cash,6,"a shift toward a network-effect, in‑game cash model would likely boost ea's recurring, high‑margin revenue and lifetime monetization (supporting a higher valuation), though potential consumer backlash and regulatory scrutiny temper the upside.",138,404,2.0,2019-02-20,75828.0,-4.20551858842372,-1.79458241909742,-0.80097418429977,-3.913617277434641,-3.6315962672233497,-2.17577285902458,0.69437565108072
