"","question","return","model","prompt","mag_v_conf","ret","up.coef","down.coef","up.se","down.se","group_id","id","return_type"
"11","q1",0.0508469629610664,"gpt-3.5-turbo","base_json","confidence","1",-0.509704961285113,-0.781240885767783,0.845752999062596,1.2286498706183,"q1_confidence_1_base_json",11,"realized_fe"
"12","q1",0.0508469629610664,"gpt-3.5-turbo","cot1","confidence","1",-1.33153193915075,-3.23161224075505,0.913834319462335,1.3255144711265,"q1_confidence_1_cot1",12,"realized_fe"
"13","q1",0.0508469629610664,"gpt-3.5-turbo","cot2","confidence","1",0.365178599991957,-2.12459724602218,1.0136122457514,1.48666628541563,"q1_confidence_1_cot2",13,"realized_fe"
"14","q1",0.0508469629610664,"gpt-3.5-turbo","cot3","confidence","1",-0.157989764748616,-0.351780927745509,292258.179146228,292258.179147987,"q1_confidence_1_cot3",14,"realized_fe"
"15","q1",0.0508469629610664,"gpt-3.5-turbo","persona1","confidence","1",-2.01127158608358,-0.723669474846269,0.818270245869102,1.14337207734382,"q1_confidence_1_persona1",15,"realized_fe"
"16","q1",0.0508469629610664,"gpt-3.5-turbo","persona2","confidence","1",-1.41407363173257,0.260358089595041,0.779800622591812,1.16312473931425,"q1_confidence_1_persona2",16,"realized_fe"
"17","q1",0.0508469629610664,"gpt-3.5-turbo","persona3","confidence","1",0.839928867924548,1.97545310762101,286043.25653451,286043.256539019,"q1_confidence_1_persona3",17,"realized_fe"
"18","q1",0.0508469629610664,"gpt-3.5-turbo","persona4","confidence","1",-2.96857862004922,-1.42763807049825,1.24006051701836,2.01769064881437,"q1_confidence_1_persona4",18,"realized_fe"
"19","q1",0.0508469629610664,"gpt-3.5-turbo","base_blanks","no_interaction","1",0.366063635190151,-0.547150657198743,0.0635890117179616,0.0646917488435685,"q1_no_interaction_1_base_blanks",64,"realized_fe"
"20","q1",0.0508469629610664,"gpt-3.5-turbo","base_json","no_interaction","1",0.421806205805459,-0.613334295085891,0.0576694555833975,0.0672301882749178,"q1_no_interaction_1_base_json",65,"realized_fe"
"21","q1",0.0508469629610664,"gpt-3.5-turbo","cot1","no_interaction","1",0.403445293176728,-0.609900298539856,0.0596695857942478,0.0682138833504102,"q1_no_interaction_1_cot1",66,"realized_fe"
"22","q1",0.0508469629610664,"gpt-3.5-turbo","cot2","no_interaction","1",0.424894508751179,-0.616546860869486,0.0586108587816537,0.0678072192394762,"q1_no_interaction_1_cot2",67,"realized_fe"
"23","q1",0.0508469629610664,"gpt-3.5-turbo","cot3","no_interaction","1",0.353732538016888,-0.664133417780396,292258.431096276,292258.431096281,"q1_no_interaction_1_cot3",68,"realized_fe"
"24","q1",0.0508469629610664,"gpt-3.5-turbo","persona1","no_interaction","1",0.400576583406935,-0.627999047041199,0.0589801036598745,0.068098982975631,"q1_no_interaction_1_persona1",69,"realized_fe"
"25","q1",0.0508469629610664,"gpt-3.5-turbo","persona2","no_interaction","1",0.476665908487917,-0.567649702662887,0.0607772771740855,0.0700242309983783,"q1_no_interaction_1_persona2",70,"realized_fe"
"26","q1",0.0508469629610664,"gpt-3.5-turbo","persona3","no_interaction","1",-0.084422082640232,-1.09065423201797,286052.337738793,286052.337738798,"q1_no_interaction_1_persona3",71,"realized_fe"
"27","q1",0.0508469629610664,"gpt-3.5-turbo","persona4","no_interaction","1",0.52675352558281,-0.48699422617181,0.0612579231041869,0.0701257569118722,"q1_no_interaction_1_persona4",72,"realized_fe"
"28","q1",0.313137252866608,"gpt-3.5-turbo","base_blanks","magnitude","5",0.407539752528427,-0.70003816231808,0.927431580181446,0.5767270263291,"q1_magnitude_5_base_blanks",46,"realized_fe"
"29","q1",0.313137252866608,"gpt-3.5-turbo","base_json","magnitude","5",0.580265714986554,-0.212989264817686,0.647380910972605,0.721012706544483,"q1_magnitude_5_base_json",47,"realized_fe"
"30","q1",0.313137252866608,"gpt-3.5-turbo","cot1","magnitude","5",0.432745845629607,0.00972184473069209,0.569300433248563,0.728290401025303,"q1_magnitude_5_cot1",48,"realized_fe"
"31","q1",0.313137252866608,"gpt-3.5-turbo","cot2","magnitude","5",0.296019848231998,-0.645279028646365,0.559048707834789,0.722617416869873,"q1_magnitude_5_cot2",49,"realized_fe"
"32","q1",0.313137252866608,"gpt-3.5-turbo","cot3","magnitude","5",0.779183473609756,1.05128737036168,544931.602077811,544931.602078692,"q1_magnitude_5_cot3",50,"realized_fe"
"33","q1",0.313137252866608,"gpt-3.5-turbo","persona1","magnitude","5",0.306102305931879,0.416867299822727,0.579478436739145,0.75239522819604,"q1_magnitude_5_persona1",51,"realized_fe"
"34","q1",0.313137252866608,"gpt-3.5-turbo","persona2","magnitude","5",-0.00569770345823142,0.271889634673251,0.597294560851678,0.779562293639044,"q1_magnitude_5_persona2",52,"realized_fe"
"35","q1",0.313137252866608,"gpt-3.5-turbo","persona3","magnitude","5",-0.0700150732132755,0.223146405345845,533448.935332262,533448.935332543,"q1_magnitude_5_persona3",53,"realized_fe"
"36","q1",0.313137252866608,"gpt-3.5-turbo","persona4","magnitude","5",-0.477382880244251,-1.26157784978674,0.867903523056811,1.73566080755853,"q1_magnitude_5_persona4",54,"realized_fe"
"37","q1",0.313137252866608,"gpt-3.5-turbo","base_blanks","confidence","5",-2.03862145987966,-3.21549060284098,3.00556437669801,1.98324937835325,"q1_confidence_5_base_blanks",19,"realized_fe"
"38","q1",0.313137252866608,"gpt-3.5-turbo","base_json","confidence","5",-2.0784488829471,-8.69138733242527,1.57692255471158,2.29084105521223,"q1_confidence_5_base_json",20,"realized_fe"
"39","q1",0.313137252866608,"gpt-3.5-turbo","cot1","confidence","5",-3.77018501552461,-11.3784309963074,1.70386793876083,2.47145632596156,"q1_confidence_5_cot1",21,"realized_fe"
"40","q1",0.313137252866608,"gpt-3.5-turbo","cot2","confidence","5",0.674081283971821,-3.01625323156775,1.89029750516883,2.77250159725182,"q1_confidence_5_cot2",22,"realized_fe"
"41","q1",0.313137252866608,"gpt-3.5-turbo","cot3","confidence","5",0.00785959054692334,-6.02421069481739,544883.560119481,544883.560122759,"q1_confidence_5_cot3",23,"realized_fe"
"42","q1",0.313137252866608,"gpt-3.5-turbo","persona1","confidence","5",-0.789277956197868,-5.89626697729897,1.52598414883811,2.13226336294021,"q1_confidence_5_persona1",24,"realized_fe"
"43","q1",0.313137252866608,"gpt-3.5-turbo","persona2","confidence","5",-2.11194404411843,-4.54450812926289,1.45439750122602,2.16933106420243,"q1_confidence_5_persona2",25,"realized_fe"
"44","q1",0.313137252866608,"gpt-3.5-turbo","persona3","confidence","5",0.832634506605564,0.74969245246327,533456.491000107,533456.491008515,"q1_confidence_5_persona3",26,"realized_fe"
"45","q1",0.313137252866608,"gpt-3.5-turbo","persona4","confidence","5",-1.45496782131295,-0.0547982613873922,2.31275574218246,3.76306282633156,"q1_confidence_5_persona4",27,"realized_fe"
"46","q1",0.313137252866608,"gpt-3.5-turbo","base_blanks","no_interaction","5",0.269421441085657,-0.401391506168959,0.118553997741275,0.12060991732811,"q1_no_interaction_5_base_blanks",73,"realized_fe"
"47","q1",0.313137252866608,"gpt-3.5-turbo","base_json","no_interaction","5",0.29225263797725,-0.39687799802009,0.107540789577423,0.125369443102648,"q1_no_interaction_5_base_json",74,"realized_fe"
"48","q1",0.313137252866608,"gpt-3.5-turbo","cot1","no_interaction","5",0.252561496314964,-0.411402275931412,0.111270930907982,0.127204206300697,"q1_no_interaction_5_cot1",75,"realized_fe"
"49","q1",0.313137252866608,"gpt-3.5-turbo","cot2","no_interaction","5",0.311157914444368,-0.376319694553191,0.109304271870832,0.126454702773896,"q1_no_interaction_5_cot2",76,"realized_fe"
"50","q1",0.313137252866608,"gpt-3.5-turbo","cot3","no_interaction","5",0.785233313831726,0.0691583182884929,544946.294782657,544946.294782667,"q1_no_interaction_5_cot3",77,"realized_fe"
"51","q1",0.313137252866608,"gpt-3.5-turbo","persona1","no_interaction","5",0.315708740439949,-0.354844546834349,0.10998805688928,0.126993246007492,"q1_no_interaction_5_persona1",78,"realized_fe"
"52","q1",0.313137252866608,"gpt-3.5-turbo","persona2","no_interaction","5",0.384764779544475,-0.300187425543129,0.113352298752615,0.130598274899927,"q1_no_interaction_5_persona2",79,"realized_fe"
"53","q1",0.313137252866608,"gpt-3.5-turbo","persona3","no_interaction","5",0.244437569971674,-0.380580005357578,533445.82705446,533445.827054469,"q1_no_interaction_5_persona3",80,"realized_fe"
"54","q1",0.313137252866608,"gpt-3.5-turbo","persona4","no_interaction","5",0.365791832847086,-0.31493320263648,0.114239845618012,0.130777460898131,"q1_no_interaction_5_persona4",81,"realized_fe"
"55","q1",0.584484578064182,"gpt-3.5-turbo","base_blanks","magnitude","10",0.46352403176833,-0.730298103623598,1.00717328562239,0.626314723832746,"q1_magnitude_10_base_blanks",28,"realized_fe"
"56","q1",0.584484578064182,"gpt-3.5-turbo","base_json","magnitude","10",0.294357719760276,-0.970240547185716,0.703034711073854,0.782996457316809,"q1_magnitude_10_base_json",29,"realized_fe"
"57","q1",0.584484578064182,"gpt-3.5-turbo","cot1","magnitude","10",0.217554789164107,-0.589040578538269,0.618287009474925,0.790957581939211,"q1_magnitude_10_cot1",30,"realized_fe"
"58","q1",0.584484578064182,"gpt-3.5-turbo","cot2","magnitude","10",-0.206775420410384,-1.03289549942341,0.607143409488522,0.784783858875886,"q1_magnitude_10_cot2",31,"realized_fe"
"59","q1",0.584484578064182,"gpt-3.5-turbo","cot3","magnitude","10",0.124656318535364,-0.606309782898168,591831.361576206,591831.361577163,"q1_magnitude_10_cot3",32,"realized_fe"
"60","q1",0.584484578064182,"gpt-3.5-turbo","persona1","magnitude","10",-0.0166327930286667,-0.242237355971141,0.629295473902944,0.817077705866525,"q1_magnitude_10_persona1",33,"realized_fe"
"61","q1",0.584484578064182,"gpt-3.5-turbo","persona2","magnitude","10",-0.613966625077246,-0.593070757594766,0.648656201500525,0.846597222489203,"q1_magnitude_10_persona2",34,"realized_fe"
"62","q1",0.584484578064182,"gpt-3.5-turbo","persona3","magnitude","10",-0.188785089700065,-0.193255856363091,579263.659617578,579263.659617884,"q1_magnitude_10_persona3",35,"realized_fe"
"63","q1",0.584484578064182,"gpt-3.5-turbo","persona4","magnitude","10",-1.1426495219558,-2.56220724462119,0.942538018843796,1.88491722349415,"q1_magnitude_10_persona4",36,"realized_fe"
"64","q1",0.584484578064182,"gpt-3.5-turbo","base_blanks","confidence","10",-2.45148042932837,-4.87882239018389,3.26402036280396,2.15379394487471,"q1_confidence_10_base_blanks",1,"realized_fe"
"65","q1",0.584484578064182,"gpt-3.5-turbo","base_json","confidence","10",0.260752367541149,-11.4758150501773,1.71241782603249,2.48767895914203,"q1_confidence_10_base_json",2,"realized_fe"
"66","q1",0.584484578064182,"gpt-3.5-turbo","cot1","confidence","10",-0.969523181145795,-11.4009224590172,1.85043729960413,2.68405482952384,"q1_confidence_10_cot1",3,"realized_fe"
"67","q1",0.584484578064182,"gpt-3.5-turbo","cot2","confidence","10",1.81155716803337,-4.1223687342691,2.0528276790848,3.01088479648447,"q1_confidence_10_cot2",4,"realized_fe"
"68","q1",0.584484578064182,"gpt-3.5-turbo","cot3","confidence","10",0.309853820658173,-7.31712357424636,591761.861732709,591761.861736269,"q1_confidence_10_cot3",5,"realized_fe"
"69","q1",0.584484578064182,"gpt-3.5-turbo","persona1","confidence","10",0.392796086465672,-6.18321413935673,1.65721442155746,2.31563191420674,"q1_confidence_10_persona1",6,"realized_fe"
"70","q1",0.584484578064182,"gpt-3.5-turbo","persona2","confidence","10",-1.16032144991976,-6.90872140440019,1.57946157150531,2.35587248251741,"q1_confidence_10_persona2",7,"realized_fe"
"71","q1",0.584484578064182,"gpt-3.5-turbo","persona3","confidence","10",-0.735379703789027,-3.55310969477382,579319.735105197,579319.735114328,"q1_confidence_10_persona3",8,"realized_fe"
"72","q1",0.584484578064182,"gpt-3.5-turbo","persona4","confidence","10",-1.49654772657367,-1.35035945026913,2.51170315451904,4.08676826487136,"q1_confidence_10_persona4",9,"realized_fe"
"73","q1",0.584484578064182,"gpt-3.5-turbo","base_blanks","no_interaction","10",0.232287504149339,-0.284014443865302,0.128750794547546,0.130983543213757,"q1_no_interaction_10_base_blanks",55,"realized_fe"
"74","q1",0.584484578064182,"gpt-3.5-turbo","base_json","no_interaction","10",0.229988497585738,-0.281381123890553,0.116788513860672,0.13615030167653,"q1_no_interaction_10_base_json",56,"realized_fe"
"75","q1",0.584484578064182,"gpt-3.5-turbo","cot1","no_interaction","10",0.15338681755839,-0.306437577274327,0.120841197644671,0.138144873143263,"q1_no_interaction_10_cot1",57,"realized_fe"
"76","q1",0.584484578064182,"gpt-3.5-turbo","cot2","no_interaction","10",0.210648942971582,-0.283545940235023,0.118705561965168,0.137331106085701,"q1_no_interaction_10_cot2",58,"realized_fe"
"77","q1",0.584484578064182,"gpt-3.5-turbo","cot3","no_interaction","10",-0.0818305932799999,-0.612116188372094,591818.958740487,591818.958740497,"q1_no_interaction_10_cot3",59,"realized_fe"
"78","q1",0.584484578064182,"gpt-3.5-turbo","persona1","no_interaction","10",0.255889191530936,-0.230416556910816,0.119446398848774,0.137913936682973,"q1_no_interaction_10_persona1",60,"realized_fe"
"79","q1",0.584484578064182,"gpt-3.5-turbo","persona2","no_interaction","10",0.249839813815685,-0.26386581590897,0.123101647177233,0.141830937136731,"q1_no_interaction_10_persona2",61,"realized_fe"
"80","q1",0.584484578064182,"gpt-3.5-turbo","persona3","no_interaction","10",0.0178938626398547,-0.437053811998562,579309.788666583,579309.788666593,"q1_no_interaction_10_persona3",62,"realized_fe"
"81","q1",0.584484578064182,"gpt-3.5-turbo","persona4","no_interaction","10",0.266340752932051,-0.218393595058975,0.124066677008281,0.142026846355028,"q1_no_interaction_10_persona4",63,"realized_fe"
"82","q1",0.0508469629610666,"gpt-4o-mini","base_blanks","magnitude","1",0.181556427937862,0.0262785430978273,0.214952002084852,0.22824561268355,"q1_magnitude_1_base_blanks",37,"realized_fe"
"83","q1",0.0508469629610666,"gpt-4o-mini","base_json","magnitude","1",-0.909354444289243,2.46791823753297,0.355807209355122,0.420587105655806,"q1_magnitude_1_base_json",38,"realized_fe"
"84","q1",0.0508469629610666,"gpt-4o-mini","cot1","magnitude","1",-0.807985939041946,1.77978788621146,0.362483650920034,0.427651118034058,"q1_magnitude_1_cot1",39,"realized_fe"
"85","q1",0.0508469629610666,"gpt-4o-mini","cot2","magnitude","1",-0.770212812293029,1.89586029379093,0.356003540497991,0.427428273718436,"q1_magnitude_1_cot2",40,"realized_fe"
"86","q1",0.0508469629610666,"gpt-4o-mini","cot3","magnitude","1",-0.0196926731011559,3.69657313870094,227501.482316184,227501.482316638,"q1_magnitude_1_cot3",41,"realized_fe"
"87","q1",0.0508469629610666,"gpt-4o-mini","persona1","magnitude","1",-0.990022302900474,2.83202456257899,0.354434108539397,0.431112552470642,"q1_magnitude_1_persona1",42,"realized_fe"
"88","q1",0.0508469629610666,"gpt-4o-mini","persona2","magnitude","1",-1.133329542999,2.34897972179679,298587.547342397,298587.547342598,"q1_magnitude_1_persona2",43,"realized_fe"
"89","q1",0.0508469629610666,"gpt-4o-mini","persona3","magnitude","1",-2.16446720806572,2.61239990274834,0.454972884265972,0.568149992993702,"q1_magnitude_1_persona3",44,"realized_fe"
"90","q1",0.0508469629610666,"gpt-4o-mini","persona4","magnitude","1",-1.46205951142325,1.9776193784081,0.530461607636428,0.605316745519669,"q1_magnitude_1_persona4",45,"realized_fe"
"91","q1",0.0508469629610666,"gpt-4o-mini","base_blanks","confidence","1",-2.68411874805383,0.912081860207862,0.831499813218515,0.867595576817734,"q1_confidence_1_base_blanks",10,"realized_fe"
"92","q1",0.0508469629610666,"gpt-4o-mini","base_json","confidence","1",-1.71642863618122,4.39354983236897,0.937937011252322,1.09855142547164,"q1_confidence_1_base_json",11,"realized_fe"
"93","q1",0.0508469629610666,"gpt-4o-mini","cot1","confidence","1",-2.20310723705219,2.40684087405576,0.935540372125466,1.00383570594649,"q1_confidence_1_cot1",12,"realized_fe"
"94","q1",0.0508469629610666,"gpt-4o-mini","cot2","confidence","1",-0.913125625976684,4.26781250946717,0.967779712037668,1.0470291697859,"q1_confidence_1_cot2",13,"realized_fe"
"95","q1",0.0508469629610666,"gpt-4o-mini","cot3","confidence","1",-1.84846727243692,4.62790466031198,227515.532138271,227515.53213882,"q1_confidence_1_cot3",14,"realized_fe"
"96","q1",0.0508469629610666,"gpt-4o-mini","persona1","confidence","1",-1.3136812004139,4.64802330650943,1.06131521232236,1.17521362958673,"q1_confidence_1_persona1",15,"realized_fe"
"97","q1",0.0508469629610666,"gpt-4o-mini","persona2","confidence","1",-0.0929292684126798,6.23118288616465,298588.113791014,298588.113792822,"q1_confidence_1_persona2",16,"realized_fe"
"98","q1",0.0508469629610666,"gpt-4o-mini","persona3","confidence","1",-3.02484600415466,5.4456328321991,1.16462894766932,1.32486488567333,"q1_confidence_1_persona3",17,"realized_fe"
"99","q1",0.0508469629610666,"gpt-4o-mini","persona4","confidence","1",-4.99915758687281,-0.562623877427299,1.25346558611575,1.35046815920085,"q1_confidence_1_persona4",18,"realized_fe"
"100","q1",0.0508469629610666,"gpt-4o-mini","base_blanks","no_interaction","1",0.378273664403272,-0.55120866370377,0.0715711477616164,0.0752141308271059,"q1_no_interaction_1_base_blanks",64,"realized_fe"
"101","q1",0.0508469629610666,"gpt-4o-mini","base_json","no_interaction","1",0.367610087145652,-0.617785656904689,0.0612453156648045,0.0667749214719558,"q1_no_interaction_1_base_json",65,"realized_fe"
"102","q1",0.0508469629610666,"gpt-4o-mini","cot1","no_interaction","1",0.369282371754917,-0.618652370657871,0.0620343630286671,0.0670903311406301,"q1_no_interaction_1_cot1",66,"realized_fe"
"103","q1",0.0508469629610666,"gpt-4o-mini","cot2","no_interaction","1",0.361415809995933,-0.628832699943834,0.0615758872478212,0.0668747853624181,"q1_no_interaction_1_cot2",67,"realized_fe"
"104","q1",0.0508469629610666,"gpt-4o-mini","cot3","no_interaction","1",0.663543248643594,-0.332836784724729,227664.856031768,227664.856031772,"q1_no_interaction_1_cot3",68,"realized_fe"
"105","q1",0.0508469629610666,"gpt-4o-mini","persona1","no_interaction","1",0.405655782545277,-0.579862039539495,0.061060409144612,0.0668873811688444,"q1_no_interaction_1_persona1",69,"realized_fe"
"106","q1",0.0508469629610666,"gpt-4o-mini","persona2","no_interaction","1",0.373845412563467,-0.690031903542551,298737.289631783,298737.289631783,"q1_no_interaction_1_persona2",70,"realized_fe"
"107","q1",0.0508469629610666,"gpt-4o-mini","persona3","no_interaction","1",0.410387993443091,-0.635423979189209,0.0596101671533694,0.0664103281864761,"q1_no_interaction_1_persona3",71,"realized_fe"
"108","q1",0.0508469629610666,"gpt-4o-mini","persona4","no_interaction","1",0.341647230165816,-0.740014713236553,0.0600311961976166,0.0664372700053196,"q1_no_interaction_1_persona4",72,"realized_fe"
"109","q1",0.313137252866607,"gpt-4o-mini","base_blanks","magnitude","5",0.457238104139919,-0.26358807942088,0.400873010067725,0.425664822396436,"q1_magnitude_5_base_blanks",46,"realized_fe"
"110","q1",0.313137252866607,"gpt-4o-mini","base_json","magnitude","5",-0.661444114116575,1.34588603977136,0.663963241623646,0.784847441856132,"q1_magnitude_5_base_json",47,"realized_fe"
"111","q1",0.313137252866607,"gpt-4o-mini","cot1","magnitude","5",-0.620985870796951,0.0110833786673164,0.676293148813924,0.797877422816103,"q1_magnitude_5_cot1",48,"realized_fe"
"112","q1",0.313137252866607,"gpt-4o-mini","cot2","magnitude","5",-0.470361885848389,0.486939321655933,0.664224784325215,0.797487723093948,"q1_magnitude_5_cot2",49,"realized_fe"
"113","q1",0.313137252866607,"gpt-4o-mini","cot3","magnitude","5",-0.457490716952908,2.36957543772937,424587.468977668,424587.468978515,"q1_magnitude_5_cot3",50,"realized_fe"
"114","q1",0.313137252866607,"gpt-4o-mini","persona1","magnitude","5",-0.317919365502924,1.36428247905391,0.661469105564922,0.804571647056559,"q1_magnitude_5_persona1",51,"realized_fe"
"115","q1",0.313137252866607,"gpt-4o-mini","persona2","magnitude","5",-0.395461848097345,1.28910387071186,557234.37611448,557234.376114856,"q1_magnitude_5_persona2",52,"realized_fe"
"116","q1",0.313137252866607,"gpt-4o-mini","persona3","magnitude","5",-1.55091841975631,1.63346428015368,0.849096362591239,1.06031394208358,"q1_magnitude_5_persona3",53,"realized_fe"
"117","q1",0.313137252866607,"gpt-4o-mini","persona4","magnitude","5",-0.233617921834048,0.264151359901669,0.989956925432007,1.12965292055193,"q1_magnitude_5_persona4",54,"realized_fe"
"118","q1",0.313137252866607,"gpt-4o-mini","base_blanks","confidence","5",-2.85543010655115,-1.95267791211379,1.55133171323484,1.61867568841645,"q1_confidence_5_base_blanks",19,"realized_fe"
"119","q1",0.313137252866607,"gpt-4o-mini","base_json","confidence","5",-1.64052353073131,1.82761120204651,1.75009006526521,2.0497793698682,"q1_confidence_5_base_json",20,"realized_fe"
"120","q1",0.313137252866607,"gpt-4o-mini","cot1","confidence","5",-2.15680365886547,-0.328259895244588,1.74548130631667,1.87290309595298,"q1_confidence_5_cot1",21,"realized_fe"
"121","q1",0.313137252866607,"gpt-4o-mini","cot2","confidence","5",-0.917580207418805,1.86620208934655,1.8056781137637,1.95354132023898,"q1_confidence_5_cot2",22,"realized_fe"
"122","q1",0.313137252866607,"gpt-4o-mini","cot3","confidence","5",-2.23389210588672,3.79531207415445,424567.926636782,424567.926637807,"q1_confidence_5_cot3",23,"realized_fe"
"123","q1",0.313137252866607,"gpt-4o-mini","persona1","confidence","5",0.451209284005707,1.67430621944591,1.98036579568735,2.19289504912161,"q1_confidence_5_persona1",24,"realized_fe"
"124","q1",0.313137252866607,"gpt-4o-mini","persona2","confidence","5",0.0783565282758066,1.18160239821524,557267.760560852,557267.760564226,"q1_confidence_5_persona2",25,"realized_fe"
"125","q1",0.313137252866607,"gpt-4o-mini","persona3","confidence","5",-1.68830912439726,1.64336458359467,2.17373419779537,2.47280828388277,"q1_confidence_5_persona3",26,"realized_fe"
"126","q1",0.313137252866607,"gpt-4o-mini","persona4","confidence","5",-2.11831634398102,-1.81090996838623,2.33914605109029,2.52016672552359,"q1_confidence_5_persona4",27,"realized_fe"
"127","q1",0.313137252866607,"gpt-4o-mini","base_blanks","no_interaction","5",0.360971915837079,-0.253092298861038,0.133461785914321,0.140255012531215,"q1_no_interaction_5_base_blanks",73,"realized_fe"
"128","q1",0.313137252866607,"gpt-4o-mini","base_json","no_interaction","5",0.275462454688432,-0.326372349461363,0.11421935379211,0.124531783325082,"q1_no_interaction_5_base_json",74,"realized_fe"
"129","q1",0.313137252866607,"gpt-4o-mini","cot1","no_interaction","5",0.291320254075092,-0.352319084003621,0.115692527464514,0.125121780883021,"q1_no_interaction_5_cot1",75,"realized_fe"
"130","q1",0.313137252866607,"gpt-4o-mini","cot2","no_interaction","5",0.297275401806698,-0.328047692949456,0.114838439426217,0.124720833612594,"q1_no_interaction_5_cot2",76,"realized_fe"
"131","q1",0.313137252866607,"gpt-4o-mini","cot3","no_interaction","5",0.0701913416553914,-0.549753879692221,424624.981371277,424624.981371285,"q1_no_interaction_5_cot3",77,"realized_fe"
"132","q1",0.313137252866607,"gpt-4o-mini","persona1","no_interaction","5",0.38391980289431,-0.252133490853478,0.11386879257157,0.124735248889873,"q1_no_interaction_5_persona1",78,"realized_fe"
"133","q1",0.313137252866607,"gpt-4o-mini","persona2","no_interaction","5",0.26526461707435,-0.435377387027158,557269.016640328,557269.016640328,"q1_no_interaction_5_persona2",79,"realized_fe"
"134","q1",0.313137252866607,"gpt-4o-mini","persona3","no_interaction","5",0.373813683526883,-0.331433168178553,0.111185988397476,0.123869774768728,"q1_no_interaction_5_persona3",80,"realized_fe"
"135","q1",0.313137252866607,"gpt-4o-mini","persona4","no_interaction","5",0.304667982827864,-0.44761323508183,0.111994889782225,0.123946134726083,"q1_no_interaction_5_persona4",81,"realized_fe"
"136","q1",0.584484578064181,"gpt-4o-mini","base_blanks","magnitude","10",0.881590384799287,-0.137656890819558,0.435337168601397,0.462260401427311,"q1_magnitude_10_base_blanks",28,"realized_fe"
"137","q1",0.584484578064181,"gpt-4o-mini","base_json","magnitude","10",-0.452918670762252,1.12968900286978,0.721061278660534,0.852341010014848,"q1_magnitude_10_base_json",29,"realized_fe"
"138","q1",0.584484578064181,"gpt-4o-mini","cot1","magnitude","10",-0.211880491353981,-0.367611133968695,0.734481283313657,0.866526645234734,"q1_magnitude_10_cot1",30,"realized_fe"
"139","q1",0.584484578064181,"gpt-4o-mini","cot2","magnitude","10",0.227718973775016,0.0530065064417532,0.721354121113599,0.866078877462751,"q1_magnitude_10_cot2",31,"realized_fe"
"140","q1",0.584484578064181,"gpt-4o-mini","cot3","magnitude","10",-0.323676231211904,2.22714401883974,461124.198209953,461124.198210873,"q1_magnitude_10_cot3",32,"realized_fe"
"141","q1",0.584484578064181,"gpt-4o-mini","persona1","magnitude","10",0.399038407677901,1.18849915571943,0.718371314387593,0.873784106850147,"q1_magnitude_10_persona1",33,"realized_fe"
"142","q1",0.584484578064181,"gpt-4o-mini","persona2","magnitude","10",-0.0484113613323569,0.963864393767173,605145.986686817,605145.986687226,"q1_magnitude_10_persona2",34,"realized_fe"
"143","q1",0.584484578064181,"gpt-4o-mini","persona3","magnitude","10",-2.34547392114993,0.928480816316815,0.922082241049102,1.15145547549908,"q1_magnitude_10_persona3",35,"realized_fe"
"144","q1",0.584484578064181,"gpt-4o-mini","persona4","magnitude","10",-0.130349013655823,-0.693816363990702,1.07508845048529,1.22679762800019,"q1_magnitude_10_persona4",36,"realized_fe"
