"return_type","question","mag_v_conf","model","prompt","W","V","coef","se","t","return"
"Realized Returns","q1","confidence","GPT-3.5","cot1","1 day","Negative",-1.68627591605921,1.47037946758315,-1.14683042931151,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","cot2","1 day","Positive",0.709275313800607,0.62544779499376,1.13402800278108,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","cot2","1 day","Negative",-1.87013222786046,1.34771124158815,-1.38763569684014,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","cot3","1 day","Positive",-0.105044457466723,0.690580939546241,-0.152110276220112,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","cot3","1 day","Negative",-0.457381557343794,1.20067847057871,-0.380935919608305,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona1","1 day","Positive",-1.46145303687085,0.622276629938751,-2.34855844902081,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona1","1 day","Negative",1.03349208501331,1.31300348733428,0.78712059410562,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona2","1 day","Positive",-1.82403651797226,0.504003044674057,-3.61909821229727,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona2","1 day","Negative",1.06664091256436,1.33699434338151,0.797790146117316,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona3","1 day","Positive",-1.30342064890328,0.555406467324479,-2.34678694899279,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona3","1 day","Negative",0.923971483849244,1.56217824664128,0.591463545108123,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona4","1 day","Positive",-1.96274560141337,0.830501821198534,-2.36332486132402,0.0508469629610664
"Realized Returns","q1","confidence","GPT-3.5","persona4","1 day","Negative",1.35594607070517,2.10707815834052,0.64351958912292,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","1 day","Positive",0.493864380766479,0.0773536033772092,6.38450387835438,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","1 day","Negative",-0.582025287211215,0.0972197557871345,-5.98669768812808,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","1 day","Positive",0.44285378397566,0.0743573706927424,5.95574829838469,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","1 day","Negative",-0.787943770286258,0.113814766916398,-6.92303636543962,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","1 day","Positive",0.431633462550956,0.0746548111350621,5.7817233208194,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","1 day","Negative",-0.77438793168103,0.112068068037545,-6.90997841973679,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","1 day","Positive",0.440709947218553,0.0746952267398422,5.90010856722495,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","1 day","Negative",-0.787454457827745,0.112652108108195,-6.99014400220053,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","1 day","Positive",0.441181922027865,0.0748804812521009,5.8918147246214,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","1 day","Negative",-0.766333117348326,0.110503883112141,-6.93489763224555,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","1 day","Positive",0.431744115132376,0.0741572791995858,5.82200587443865,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","1 day","Negative",-0.782622794961025,0.114166337062329,-6.85510996585406,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","1 day","Positive",0.428826066869321,0.0729769976386015,5.87618127280275,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","1 day","Negative",-0.796623795434837,0.115556836403395,-6.89378335569796,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","1 day","Positive",0.422891524132599,0.0728820320454166,5.80241127016153,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","1 day","Negative",-0.768560580343263,0.113057844397333,-6.79794121708368,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","1 day","Positive",0.435143741319295,0.0730180298523698,5.95940129032627,0.0508469629610664
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","1 day","Negative",-0.76506118948307,0.114698014886047,-6.67022171432663,0.0508469629610664
"Realized Returns","q1","magnitude","GPT-3.5","base_blanks","5 days","Positive",0.85406556894557,0.68273601815079,1.25094552834466,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","base_blanks","5 days","Negative",-0.396110651885571,0.74816049054416,-0.529446097317258,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","base_json","5 days","Positive",0.828251189130131,0.627950901231424,1.31897444132322,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","base_json","5 days","Negative",0.668300587788406,0.860170950085114,0.776939267388974,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot1","5 days","Positive",0.192369882847404,0.522754035118885,0.36799310942412,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot1","5 days","Negative",0.489267085915508,0.833576567398935,0.586949183855061,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot2","5 days","Positive",-0.0149427710443116,0.530503935601916,-0.0281671257110607,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot2","5 days","Negative",0.107369892598924,1.21144282532627,0.0886297647352914,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot3","5 days","Positive",0.152133718419915,0.640254122841266,0.237614586134625,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","cot3","5 days","Negative",1.26978316683813,0.815163620516801,1.55770342895468,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona1","5 days","Positive",0.608957437272342,0.717028832293332,0.84927887115036,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona1","5 days","Negative",1.27553002820113,0.766563585091344,1.66395854565559,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona2","5 days","Positive",-0.142129153629002,0.595047629678528,-0.238853406921034,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona2","5 days","Negative",1.10348223671861,0.751719656498463,1.46794383674716,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona3","5 days","Positive",0.337074491939906,0.570739442367659,0.590592601313104,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona3","5 days","Negative",1.34342360530763,0.899681362525163,1.49322155739339,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona4","5 days","Positive",0.310728582751437,1.44480872341788,0.215065550003303,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","persona4","5 days","Negative",0.990899603563275,1.54791765853444,0.640150073939626,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","base_blanks","5 days","Positive",-0.652845817075195,2.22353897404397,-0.29360664449603,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","base_blanks","5 days","Negative",1.21169776387203,1.51961103044303,0.797373630223498,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","base_json","5 days","Positive",-0.232588339320236,1.56756880349096,-0.148375202927147,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","base_json","5 days","Negative",-6.04522565333215,4.73219817686276,-1.27746671364889,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot1","5 days","Positive",-0.835790299143818,0.980385735612835,-0.852511688801112,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot1","5 days","Negative",-9.47665186872174,4.76187787242697,-1.99010813015492,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot2","5 days","Positive",-0.146996561245408,1.04427148726873,-0.140764698679914,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot2","5 days","Negative",-4.76778724904652,2.24922355363285,-2.11974805320965,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot3","5 days","Positive",-0.463990984272414,1.00756178287175,-0.460508717341331,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","cot3","5 days","Negative",-7.03081855888716,3.70211365391222,-1.89913633565985,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona1","5 days","Positive",-0.703238168912953,1.34344462566198,-0.523458991520721,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona1","5 days","Negative",-3.51583970893734,3.30500930406635,-1.06379116833698,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona2","5 days","Positive",-2.6756495907031,1.06712701871973,-2.50733937363255,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona2","5 days","Negative",-4.19459831532559,3.61036781519708,-1.16182021612017,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona3","5 days","Positive",-1.89985163222768,1.10108688312161,-1.72543298930376,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona3","5 days","Negative",-0.0169182963941499,3.4200487886961,-0.00494679972112329,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona4","5 days","Positive",-0.165106584681383,3.66498490784366,-0.0450497311265943,0.313137252866608
"Realized Returns","q1","confidence","GPT-3.5","persona4","5 days","Negative",3.35848905111552,4.1258883039997,0.814003871083894,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","5 days","Positive",0.714834915162,0.144885120419455,4.93380488688204,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","5 days","Negative",-0.269308847359058,0.203868034383227,-1.32099594805931,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","5 days","Positive",0.66334080947733,0.14389412355755,4.60992285909458,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","5 days","Negative",-0.434834049178741,0.234214714400788,-1.85656161821948,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","5 days","Positive",0.644453974135616,0.14450114239641,4.45985383539519,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","5 days","Negative",-0.428104166351867,0.230456771830694,-1.85763326870853,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","5 days","Positive",0.666698532040876,0.145408373935828,4.58500782310588,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","5 days","Negative",-0.424713444378326,0.233201919379191,-1.8212261953459,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","5 days","Positive",0.681090817305985,0.144574563876325,4.71100032429368,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","5 days","Negative",-0.432639659704249,0.234343848805939,-1.84617459305501,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","5 days","Positive",0.654622361834119,0.144614633835144,4.52666749189689,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","5 days","Negative",-0.413175827520408,0.23808887732082,-1.73538483682991,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","5 days","Positive",0.652926421852033,0.147616820630973,4.42311668183318,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","5 days","Negative",-0.432078853681002,0.240522289401319,-1.79641917909764,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","5 days","Positive",0.6437600313367,0.148666506706645,4.3302290852034,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","5 days","Negative",-0.386117863990668,0.240505136872113,-1.60544539302703,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","5 days","Positive",0.653549932593412,0.150373064615888,4.34619015222464,0.313137252866608
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","5 days","Negative",-0.416214659699506,0.237330163478285,-1.75373687692921,0.313137252866608
"Realized Returns","q1","magnitude","GPT-3.5","base_blanks","10 days","Positive",0.529975224312592,0.903941266940596,0.586293870735985,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","base_blanks","10 days","Negative",-1.22927987344039,0.938854734691848,-1.30933980307813,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","base_json","10 days","Positive",1.78642082909424,0.80324768985851,2.22399746883668,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","base_json","10 days","Negative",0.967719585282686,0.947778778739421,1.02103951575049,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot1","10 days","Positive",0.74393966299525,0.667115425386593,1.11515883861348,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot1","10 days","Negative",0.615918092418374,0.98430676610213,0.625737944337637,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot2","10 days","Positive",0.117345484606707,0.704449948855857,0.166577462028772,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot2","10 days","Negative",0.405150630593455,1.21201527735396,0.334278484903234,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot3","10 days","Positive",1.25254364890769,0.794770398733963,1.57598175637007,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","cot3","10 days","Negative",1.77696701050718,1.01802779346474,1.74549950592162,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona1","10 days","Positive",1.32404884034517,0.897104577238801,1.4759135935082,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona1","10 days","Negative",1.79213806059866,0.950897950747719,1.88467969584901,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona2","10 days","Positive",0.532582050623024,0.804965744801461,0.661620763445507,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona2","10 days","Negative",1.38929678347384,1.0223492771027,1.35892577477147,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona3","10 days","Positive",1.00966023234216,0.782377720834704,1.29050227972363,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona3","10 days","Negative",1.91505139109184,1.11241324087212,1.72152876352897,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona4","10 days","Positive",1.27175727004178,1.86797100280322,0.680822811560396,0.584484578064182
"Realized Returns","q1","magnitude","GPT-3.5","persona4","10 days","Negative",0.80853035351061,1.75695488733161,0.460188454092053,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","base_blanks","10 days","Positive",0.0448740153000019,2.73795398306559,0.0163896163257492,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","base_blanks","10 days","Negative",-0.451814041699862,1.77707631157069,-0.254245717394387,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","base_json","10 days","Positive",2.60242362602135,1.82335814998504,1.42726958279848,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","base_json","10 days","Negative",-9.83826371291571,5.36914337158082,-1.83237120561731,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot1","10 days","Positive",-0.105429680855734,1.24228637697988,-0.0848674531166025,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot1","10 days","Negative",-13.5870541469638,4.9953267394102,-2.71995303926166,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot2","10 days","Positive",0.0530455897581516,1.308633618243,0.0405350963162415,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot2","10 days","Negative",-8.02375528979829,3.59022242386653,-2.23489086259926,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot3","10 days","Positive",0.731642431355741,1.22047010012095,0.599475916110714,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","cot3","10 days","Negative",-8.36072707702936,3.794564415666,-2.20334303524056,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona1","10 days","Positive",0.774817484611422,1.58535178865166,0.488735364704387,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona1","10 days","Negative",-3.08113242463102,3.92521233935871,-0.784959425949019,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona2","10 days","Positive",-1.72780811881465,1.37427183339218,-1.25725353371306,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona2","10 days","Negative",-6.67535422913,4.38962716716612,-1.52071097952483,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona3","10 days","Positive",-1.04811331758674,1.41727566365037,-0.73952678682649,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona3","10 days","Negative",-2.15301111894995,3.96248650513451,-0.543348505076326,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona4","10 days","Positive",1.18731653216122,4.75280820899387,0.249813684868333,0.584484578064182
"Realized Returns","q1","confidence","GPT-3.5","persona4","10 days","Negative",3.49814082513533,4.08936929532545,0.855423067105739,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","10 days","Positive",0.994939361116228,0.209006751560203,4.76032163405804,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","base_blanks","10 days","Negative",-0.0163643314281442,0.305765689496502,-0.0535191880262661,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","10 days","Positive",0.965156999025629,0.207021950267883,4.66209982939844,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","base_json","10 days","Negative",-0.166907369803842,0.341696136263566,-0.488467243525103,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","10 days","Positive",0.92866503066428,0.207602082332632,4.47329342860983,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot1","10 days","Negative",-0.161159141993461,0.339579392397272,-0.474584576100901,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","10 days","Positive",0.952638378172395,0.208871105831673,4.56089115045006,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot2","10 days","Negative",-0.169521905958309,0.339017708142075,-0.500038499131337,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","10 days","Positive",0.979070091517805,0.207479942539002,4.71886621683327,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","cot3","10 days","Negative",-0.165983672951752,0.344985115050547,-0.481132853883948,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","10 days","Positive",0.964763434153452,0.20881051647785,4.62028182500948,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona1","10 days","Negative",-0.132468657571243,0.353781909505128,-0.374435927932383,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","10 days","Positive",0.951067996041828,0.21224091911545,4.48107744729699,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona2","10 days","Negative",-0.185068033887125,0.357100299846647,-0.518252250044597,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","10 days","Positive",0.95356276147585,0.214068271765612,4.45447965553684,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona3","10 days","Negative",-0.12484279602376,0.357164840737244,-0.349538313362718,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","10 days","Positive",0.9519695533698,0.216223720638052,4.40270637541822,0.584484578064182
"Realized Returns","q1","no_interaction","GPT-3.5","persona4","10 days","Negative",-0.149006622663237,0.356123500630363,-0.418412776465145,0.584484578064182
"Realized Returns","q1","magnitude","GPT-4o-mini","base_blanks","1 day","Positive",0.0801315249160065,0.169443119921444,0.472911056838168,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","base_blanks","1 day","Negative",0.0448463807211347,0.198174528435423,0.226297400958612,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","base_json","1 day","Positive",-1.59307572838929,0.353339310883998,-4.50862861650936,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","base_json","1 day","Negative",3.18985629321509,0.587999472251377,5.42493053778012,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot1","1 day","Positive",-1.5345403807852,0.34027106797809,-4.5097586165745,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot1","1 day","Negative",2.59366372139567,0.58943803596791,4.40023134431195,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot2","1 day","Positive",-1.28435052919709,0.357085113028321,-3.5967630190599,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot2","1 day","Negative",2.7022423198237,0.611671236483422,4.4178018495021,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot3","1 day","Positive",-1.73800673140461,0.321961065290109,-5.39818915631474,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","cot3","1 day","Negative",3.20779251085413,0.554331140844711,5.78678027354908,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona1","1 day","Positive",-1.88279799718554,0.373787290424525,-5.03708404597484,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona1","1 day","Negative",3.61691804123931,0.602011281453806,6.00805691299465,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona2","1 day","Positive",-3.09862545407139,0.66101345335969,-4.68768893934338,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona2","1 day","Negative",2.39642511418279,0.654642109606826,3.66066447455094,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona3","1 day","Positive",-3.32001003659905,0.608498574928394,-5.45606871304462,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona3","1 day","Negative",3.57916575394956,0.801683876905646,4.46455998063038,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona4","1 day","Positive",-2.40832114500985,0.849711083188152,-2.83428237274925,0.0508469629610666
"Realized Returns","q1","magnitude","GPT-4o-mini","persona4","1 day","Negative",2.89290203276496,0.912045706247717,3.17188273893286,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","base_blanks","1 day","Positive",-1.8584738666566,0.40153552832323,-4.62841700314139,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","base_blanks","1 day","Negative",2.78329771647859,0.601887794602127,4.62428004262566,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","base_json","1 day","Positive",-2.7201450390331,0.555679957406776,-4.89516492861711,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","base_json","1 day","Negative",5.60621497497097,1.07913557022258,5.19509793733761,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot1","1 day","Positive",-2.75450431456447,0.527130344345554,-5.22547097527512,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot1","1 day","Negative",3.92163266316842,0.858585961507072,4.56754808369426,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot2","1 day","Positive",-2.98963840745886,0.598633281117603,-4.99410657870112,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot2","1 day","Negative",4.58495556178561,0.912006221388568,5.02732925966757,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot3","1 day","Positive",-3.2179615565623,0.58827611205064,-5.47015506943667,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","cot3","1 day","Negative",5.42550406578294,0.953863668015298,5.68792401651252,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona1","1 day","Positive",-3.33352723429051,0.534874895638044,-6.23234939885148,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona1","1 day","Negative",5.2647321137541,0.926159896152095,5.68447428530151,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona2","1 day","Positive",-5.37407089352703,0.928018212944643,-5.79091101722547,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona2","1 day","Negative",4.1810036577304,1.162617070618,3.59620012762065,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona3","1 day","Positive",-5.52906276973312,0.854002872612184,-6.4742905990715,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona3","1 day","Negative",6.33832720902715,1.29779323273939,4.88392684530198,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona4","1 day","Positive",-4.66335619390752,0.941964202696615,-4.95067241468143,0.0508469629610666
"Realized Returns","q1","confidence","GPT-4o-mini","persona4","1 day","Negative",2.74914745936548,1.19181660757037,2.30668665120372,0.0508469629610666
