,headline_,confidence_mean,confidence_std,magnitude_mean,magnitude_std,headline type num_mean,headline type num_std,headline type num_nunique
10,'Blackstone sells Tokyo-area Amazon hub to Nuveen for over $365m' -Nikkei,0.8777777777777778,0.04409585518440983,0.7666666666666667,0.05000000000000004,1.7777777777777777,0.6666666666666666,2
11,"'Breaking: @ATF_Newark Agents responding to reports of an active shooter in Jersey City, NJ' -ATF",0.7111111111111111,0.105409255338946,0.13333333333333336,0.2645751311064591,0.8888888888888888,0.3333333333333333,2
12,'Call Of Duty' Launches Battle Pass As Industry Continues To Shift,0.8222222222222223,0.04409585518440985,0.6222222222222222,0.04409585518440983,2.0,0.0,1
13,'Car And Driver's Long-Term Tesla Model Had 3-Way Failure While Parked' -InsideEVs,0.8444444444444446,0.05270462766947299,0.7444444444444445,0.05270462766947305,0.0,0.0,1
14,'China's central bank lifts yuan transfer limits for Macau' -Reuters,0.8333333333333334,0.05000000000000002,0.6444444444444444,0.07264831572567791,2.0,0.0,1
15,'Chinese private firms diversify markets amid trade war' -Earlier Global Times Article,0.788888888888889,0.033333333333333375,0.4888888888888888,0.22607766610417557,1.7777777777777777,0.4409585518440984,2
16,'Christmas Eve... so many robots about to find new homes' -Tweets Colin Angle,0.8555555555555556,0.052704627669472974,0.6777777777777777,0.08333333333333334,2.0,0.0,1
17,"'Citron took A LOT of criticism for change of heart on TSLA. Short interest now at all-time lows. Capitulation has created a ""too much too fast"" stock.  Short term risk/reward now skewed to downside. Much respect to Musk but we are buyers 100 pts lower'",0.8111111111111112,0.03333333333333333,0.711111111111111,0.03333333333333336,0.0,0.0,1
18,"'Coca-Cola internal documents reveal efforts to sell to teens, despite obesity crisis' -Washington Post",0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
19,"'Cord Cutters Love to Watch, Until the Free Trials Expire' -Earlier Bloomberg Article",0.7444444444444445,0.11303883305208783,0.35555555555555557,0.3811532208676424,0.5555555555555556,0.5270462766947299,2
20,'Did Someone At 10 Downing Street Ask If You Were A Pedophile?' Musk's Lawyer To UK Caver,0.8111111111111112,0.03333333333333333,0.7,0.05000000000000002,0.0,0.0,1
21,'Dish Chair Charlie Ergen eyes deep-pocketed tech companies as possible investors in 5G buildout' -FOX Business,0.8222222222222223,0.04409585518440984,0.5888888888888889,0.16158932858054428,1.8888888888888888,0.3333333333333333,2
22,"'Disney Plus Signed Up 24 Million U.S. Subscribers in November and Took Bite Out of Netflix, Analysts Estimate' -Variety",0.8444444444444446,0.05270462766947299,0.7666666666666667,0.0707106781186548,0.0,0.0,1
23,'Elon Musk announces Tesla's 'two most critical priorities' by end of year' -Electrek,0.8444444444444446,0.05270462766947299,0.6777777777777777,0.09718253158075506,2.0,0.0,1
24,"'Ford Motor Co. is adding 3,000 jobs at two factories in the Detroit area and investing $1.45 billion to build new pickup trucks, SUVs, and electric, autonomous vehicles' -Tweet From AP White House Reporter",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
25,"'Frozen 2' Continues To Bring The Heat, Disney Continues To Set Box Office Records",0.7666666666666667,0.05000000000000005,0.3222222222222222,0.42946995755750417,0.3333333333333333,0.5,2
26,'Funding Secured': Tesla's Stock Hits Musk's Infamous $420 Level,0.8,0.0866025403784439,0.48888888888888893,0.3723051317281446,1.4444444444444444,0.7264831572567789,3
27,"'Goldman Sachs agreed to lend $125 million to Mercado Credito, the bank's third loan to a Latin American fintech this year' -Bloomberg",0.8777777777777778,0.044095855184409824,0.7555555555555556,0.10137937550497032,1.8888888888888888,0.3333333333333333,2
28,'I Can't Fight It Anymore': Why Cramer Likes Tesla Now,0.8888888888888888,0.03333333333333333,0.7777777777777778,0.06666666666666668,2.0,0.0,1
29,'I Don't Have A Lot Of Cash:' Day Two Of Elon Musk's Defamation Trial,0.7444444444444445,0.052704627669473036,0.3444444444444444,0.3503966006938106,0.5555555555555556,0.5270462766947299,2
30,'I'm at a conference and Ted Sarandos from $NFLX is speaking. He said that @TheIrishmanFilm had been viewed 26 million times in the first week and they expect that to tick up to 40 million soon...' -Earlier Tweet,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
31,"'In USMCA negotiations, the #1 priority for the U.S. dairy industry has been for Canada to eliminate its program that allows low priced dairy ingredients to undersell U.S. dairy sales. Under USMCA, Canada will eliminate milk classes 6 & 7...' -Tweet",0.8555555555555556,0.052704627669472974,0.7,0.10000000000000003,1.7777777777777777,0.6666666666666666,2
32,'Japan will partner with the U.S. and Europe to develop quantum computers and related technology' -Tweet From Nikkei,0.8444444444444446,0.0726483157256779,0.6222222222222222,0.3032234233110042,1.7777777777777777,0.4409585518440984,2
33,'Kroger Says Facebook Posts Claiming Free Groceries Are Fake ' -RTT News,0.8555555555555556,0.05270462766947301,0.6888888888888889,0.19649710204252663,0.1111111111111111,0.33333333333333337,2
34,'Live Nation to settle with Justice Dept. over ticketing practices' -CNBC,0.8111111111111112,0.060092521257733185,0.6444444444444444,0.1810463415200036,0.1111111111111111,0.33333333333333337,2
35,'More Details On The All-Electric Ford F-150 Revealed Via Patent App' -InsideEVs,0.8999999999999999,0.0,0.7111111111111111,0.23154073315749674,1.8888888888888888,0.3333333333333333,2
36,"'Nearly 7% of Disney+ users with Netflix plan to cancel Netflix, survey shows' -Recent CNBC Article",0.8333333333333334,0.05,0.7333333333333333,0.05000000000000005,0.0,0.0,1
37,'On USMCA: Multiple sources in many sectors saying there is an agreement between the U-S & Mexico over changes. When looking for a ratification vote in the House...' -FOX's Edward Lawrence,0.7666666666666667,0.0866025403784439,0.37777777777777777,0.32317865716108857,1.5555555555555556,0.5270462766947299,2
38,'PG&E Judge to Delay Decision on $11B Insurance Settlement' -Dow Jones,0.7444444444444445,0.05270462766947305,0.07777777777777778,0.2333333333333333,0.8888888888888888,0.3333333333333333,2
39,'PG&E attorney Stephen Karotkin says Newsom isn't blocking the company's bankruptcy exit plan from advancing. ' -SF Chronicle Reporter,0.7888888888888889,0.0781735959970572,0.16666666666666666,0.282842712474619,1.2222222222222223,0.44095855184409843,2
40,"'Russia, Syria, and Iran are killing, or on their way to killing, thousands of innocent civilians in Idlib Province. Don't do it! Turkey is working hard to stop this carnage' -Trump Tweet",0.6666666666666666,0.1,0.08888888888888889,0.2666666666666667,0.8888888888888888,0.3333333333333333,2
41,"'SGEN Tucatinib pivotal HER2CLIMB data out at #SABC19 Beautiful PFS and OS curves and great news for MBC patients! #BCSM PFS HR=0.54 OS  HR=0.66
Another amazing drug out of $ARRY's powerful discovery machine!' -Tweet From Andy Biotech",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
42,'Saudi Gunman Legally Purchased Pistol Used In Pensacola Air Station Attack' -NPR,0.8111111111111111,0.11666666666666667,0.5555555555555556,0.35394600969325507,0.3333333333333333,0.5,2
43,'Something Wrong With The Silicon Valley Propaganda': Peter Thiel Talks About Tech And Trump,0.8111111111111112,0.033333333333333354,0.5,0.4183300132670378,0.0,0.0,1
44,'Spending deal to include $1.375 billion for border barriers' -The Hill,0.6555555555555554,0.05270462766947298,0.08888888888888889,0.18333333333333335,1.0,0.0,1
45,'State AG case to breakup @TMobile - @sprint deal continues in Fed court but @FoxBusiness has learned low-level settlement negotiations between lawyers have begun...' -Tweet From FOX's Charlie Gasparino,0.6777777777777777,0.06666666666666667,0.14444444444444446,0.22973414586817031,0.8888888888888888,0.3333333333333333,2
46,'Still reading positives about the $KSS relationship with Amazon returns' -CNBC's Jim Cramer,0.8888888888888888,0.03333333333333334,0.7666666666666667,0.07071067811865477,2.0,0.0,1
47,'TSM's 2019 Revenue Will Exceed Last Year' -Gizchina,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
48,'Tesla (TSLA) close to all-time high on EV tax credit talk' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
49,'Tesla Dials Up VW Challenge With German Service Expansion' -Bloomberg,0.8,0.0,0.5555555555555556,0.13333333333333333,1.8888888888888888,0.3333333333333333,2
50,'Tesla Files New Patent For Advanced Battery Chemistry' -InsideEVs,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
51,"'Tesla Gigafactory 3 starts producing a lot of Model 3 vehicles, but still no sales approval' -Electrek",0.7333333333333333,0.050000000000000044,0.17777777777777778,0.22791323885295572,0.8888888888888888,0.3333333333333333,2
52,'Tesla Loses Its Third General Counsel in the Course of a Year' -Bloomberg,0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
53,"'Tesla Model 3 Deliveries In The Netherlands Exceed 11,000 This Month' -Inside EVs",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
54,"'Tesla Model Y deliveries will start in Q1, says Deutsche Bank' -Electrek",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
55,"'Tesla Supercharger network reaches 15,000 chargers — still one of its best assets' -Electrek",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
56,'Tesla batteries help power new solar water desalination plant in Africa' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
57,'Tesla delays some US deliveries to next year in end-of-year rush ' -Electrek,0.7333333333333333,0.050000000000000044,0.15555555555555556,0.2351122663277647,0.8888888888888888,0.3333333333333333,2
58,"'Tesla delivers 5,000 cars in November alone in China' -Electrek",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
59,'Tesla is going to deploy a big battery in Alaska to replace fossil-fuel plant' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
60,'Tesla leaks 'Acceleration Boost' upgrade planned for Model 3' -Electrek,0.8888888888888888,0.03333333333333334,0.7666666666666667,0.07071067811865478,2.0,0.0,1
61,'Tesla opens first Supercharger V3 in Europe' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
62,'Tesla partners with EVgo to deploy Tesla connectors on their nationwide charging network' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
63,"'Tesla releases Autopilot update with new speed adjustments, stop sign warnings, and more' -Electrek",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
64,'Tesla scores large order from taxi company in Germany' -Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
65,'Tesla's Biggest Market In Europe Becomes The Netherlands As Model 3 Sales Surge' - Electrek,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
66,'The first case of severe pulmonary illness related to vaping has been confirmed in Clark County by the Ohio Department of Health.' -WDTN,0.8666666666666667,0.04999999999999998,0.8333333333333334,0.05000000000000002,0.0,0.0,1
67,"'The total cuts is 496,000 b/d' -Energy Intel Reporter",0.8111111111111112,0.03333333333333333,0.711111111111111,0.03333333333333336,0.0,0.0,1
68,"'This Pioneer, $PXD, acts better than the whole group.. .kind of interesting.. intriguing...' -CNBC's Jim Cramer",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
69,"'Thought He Was Just Some Random Creepy Guy,' Musk Testifies In Defamation Case",0.6666666666666666,0.07071067811865477,0.14444444444444446,0.22973414586817034,0.8888888888888888,0.3333333333333333,2
70,'Three Wisconsinites Have Been Hospitalized With Hepatitis A In An Ongoing Outbreak Tied To Blackberries Sold In Several States.' - NBC26 News,0.8333333333333334,0.13228756555322954,0.6222222222222222,0.35276684147527876,0.2222222222222222,0.44095855184409843,2
71,"'Today, the House will pass historic legislation to lighten the load on American families by taking action to restore sanity to our system of prescription drug pricing' -Tweet From Nancy Pelosi",0.7,0.1118033988749895,0.23333333333333334,0.35355339059327373,1.1111111111111112,0.6009252125773316,3
72,'Toyota Fined $12M In China For Telling Lexus Dealers Not To Discount' - Nikkei Asain Review,0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
73,"'Turn on auto navigate feature & car will activate traffic-based navigation to work, home or calendar, depending on context, as soon as you sit down. No input required at all' -Tweet Form Elon Musk",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
74,'U.K. prime minister uses Huawei phone for selfie on live TV after hinting at ban on companies using Huawei products' -Bloomberg Technology,0.6888888888888888,0.06009252125773316,0.07777777777777778,0.2333333333333333,0.8888888888888888,0.3333333333333333,2
75,'U.S. Advances Plan to Allow Imports of Certain Drugs in Bid to Cut Prices' -WSJ,0.7111111111111111,0.07817359599705717,0.17777777777777776,0.2538591035287969,1.2222222222222223,0.4409585518440984,2
76,'U.S. energy chief says the Permian slowdown is only temporary' -Earlier Article From World Oil,0.8111111111111112,0.03333333333333333,0.5666666666666667,0.14142135623730948,1.8888888888888888,0.3333333333333333,2
77,"'US Steel closing mill, laying off 1,500 Detroit workers' -The Hill, NOTE: News Of Layoffs Was Released Earlier This Morning",0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
78,"'US extends tax credits for EV chargers, motorcycles, fuel cells, again retroactively' -Electrek",0.8333333333333334,0.050000000000000024,0.6222222222222222,0.1855921454276674,1.8888888888888888,0.3333333333333333,2
79,'US raises tobacco and e-cigarette purchase age from 18 to 21' -AFP,0.8222222222222223,0.04409585518440985,0.5888888888888889,0.48847836299176145,0.0,0.0,1
80,'Unilever Stock Slumps After Weak Demand Hits Sales and Growth' -Bloomberg,0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
81,'Verizon Media plans to lay off 150 people this week' -CNN,0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
82,'Wendy's announces layoffs in corporate IT department' -NBC4,0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
83,"'White House considered kicking Huawei out of U.S. banking system' -Reuters, From Earlier",0.8,0.05000000000000002,0.6555555555555554,0.2554951619459315,0.1111111111111111,0.3333333333333333,2
84,'Whoa … the stock is so high lol' -Tweet From Elon Musk,0.6888888888888888,0.06009252125773316,0.08888888888888889,0.10540925533894598,1.0,0.0,1
85,'Xerox Still Wants to Take Over HP. Here's How It Could Happen.' -Barron's,0.8222222222222223,0.04409585518440985,0.6444444444444444,0.0881917103688197,1.7777777777777777,0.6666666666666666,2
86,'Xerox to Woo HP Investors With $1.5 Billion Sales Growth Target. CEO to Meet with Investors to Sell the Tie-up.' -Bloomberg Reporter,0.8333333333333334,0.05000000000000002,0.6888888888888889,0.09279607271383372,2.0,0.0,1
87,10 Patients Reportedly Taken To Hospital Following Naval Air Station Pensacola Shooting,0.6777777777777777,0.097182531580755,0.15555555555555556,0.2603416558635552,0.8888888888888888,0.3333333333333333,2
88,21Vianet Announces $21M Buyback,0.8888888888888888,0.03333333333333334,0.788888888888889,0.033333333333333375,2.0,0.0,1
89,22nd Century Enters CBD Space With $24M Investment In Panacea,0.8777777777777778,0.04409585518440984,0.7555555555555556,0.08819171036881972,2.0,0.0,1
90,"22nd Century Group CEO Cliff Fleet To Step Away From CEO Position, Will Remain As Board Member",0.7555555555555555,0.07264831572567797,0.12222222222222223,0.27284509239574833,0.8888888888888888,0.3333333333333333,2
91,22nd Century Group Makes Investment In Panacea Life Sciences,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
92,22nd Century Group shares are trading higher on a confirmed rumor that the FDA permitted the sale of two new reduced nicotine cigarettes through the premarket application pathway.,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
93,"22nd Century Shares Halted On Circuit Breaker, Up 23.6%",0.7777777777777778,0.10929064207170006,0.5555555555555556,0.3205897343611891,1.7777777777777777,0.44095855184409843,2
94,22nd Century Shares Reacting To FDA Alert 'FDA permits sale of two new reduced nicotine cigarettes through premarket tobacco product application pathway',0.8666666666666667,0.04999999999999998,0.7111111111111111,0.09279607271383375,2.0,0.0,1
95,3 Energy Stocks Moving In Thursday's Pre-Market Session,0.6777777777777777,0.0666666666666667,0.06666666666666667,0.16583123951777,1.0,0.0,1
96,3 Leveraged Emerging Markets Traders Should Consider in Q1,0.8,0.0,0.5555555555555556,0.13333333333333333,1.8888888888888888,0.3333333333333333,2
97,3 Stocks Moving In Thursday's After-Hours Session,0.6555555555555554,0.05270462766947298,0.044444444444444446,0.08819171036881969,1.0,0.0,1
98,"3M Chair, CEO, Currently Speaking At Credit Suisse Industrials Conference, Says Sees Q4 Forecast On Track",0.8666666666666667,0.049999999999999975,0.6777777777777778,0.23333333333333334,1.8888888888888888,0.3333333333333333,2
99,3M Shares Tick To Session High; Hearing Co. To Plan $1B Sale Of Drug Delivery Systems Arm,0.8,0.0,0.6111111111111112,0.03333333333333333,1.7777777777777777,0.6666666666666666,2
100,3M Will Divest Substantially All Of Its Drug Delivery Unit to Altaris Capital For ~$650M,0.8222222222222223,0.04409585518440985,0.6555555555555556,0.0881917103688197,1.7777777777777777,0.6666666666666666,2
101,3M shares are trading higher amid a rally in US equities following strong November jobs data.,0.8111111111111112,0.09279607271383372,0.6222222222222222,0.2488864087178013,1.8888888888888888,0.3333333333333333,2
102,4 Communication Services Stocks Moving In Tuesday's Pre-Market Session,0.7111111111111111,0.07817359599705719,0.022222222222222223,0.06666666666666668,1.0,0.0,1
103,"4 Stocks To Watch For December 2, 2019",0.6777777777777777,0.06666666666666667,0.022222222222222223,0.06666666666666668,1.0,0.0,1
104,"4 Stocks To Watch For December 31, 2019",0.6777777777777777,0.06666666666666667,0.044444444444444446,0.08819171036881969,1.0,0.0,1
105,4 Technology Stocks Moving In Wednesday's Pre-Market Session,0.6888888888888888,0.06009252125773315,0.044444444444444446,0.08819171036881969,1.0,0.0,1
106,5 Communication Services Stocks Moving In Wednesday's Pre-Market Session,0.6888888888888888,0.06009252125773316,0.022222222222222223,0.06666666666666668,1.0,0.0,1
107,5 Low Float Stocks to Watch This Week,0.6666666666666666,0.05000000000000002,0.022222222222222223,0.06666666666666668,1.0,0.0,1
108,"5 Stocks To Watch For December 27, 2019",0.6777777777777777,0.06666666666666668,0.12222222222222223,0.2438123139721299,1.1111111111111112,0.33333333333333337,2
109,"5 Top Travel Destinations For Christmas, According To Tripadvisor",0.788888888888889,0.09279607271383374,0.5222222222222223,0.25385910352879687,1.7777777777777777,0.44095855184409843,2
110,8x8 Option Alert: Feb 21 $20 Calls Sweep (24) near the Ask: 674 @ $0.5 vs 1319 OI; Earnings 1/28 After Close [est] Ref=$17.0392,0.788888888888889,0.03333333333333337,0.5888888888888889,0.03333333333333333,1.8888888888888888,0.3333333333333333,2
111,"8x8 shares are trading higher after the company's CEO Vikram Verma bought 5,825 shares at an average price of $16.95 per share. When an insider buys shares, the market may perceive it as a sign of confidence in the company's outlook.",0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
112,A Brexit Recap: What's Next?,0.7444444444444445,0.05270462766947304,0.1,0.17320508075688773,1.0,0.0,1
113,A Joint Venture Including Fluor Wins a $10B US Department of Energy Clean Up Contract,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
114,A Look At Oil-Dri Corp's Volatile November Through Benzinga's Securities Lending Volatility Index,0.6666666666666666,0.07071067811865477,0.07777777777777778,0.1715938356831167,1.0,0.0,1
115,"A Peek Into The Markets: US Stock Futures Up Ahead Of Home Price, Consumer Confidence Data",0.6555555555555554,0.0726483157256779,0.07777777777777778,0.1715938356831167,1.0,0.0,1
116,A Peek Into The Markets: US Stock Futures Up Ahead Of Initial Jobless Claims Data,0.6666666666666666,0.05000000000000002,0.03333333333333334,0.07071067811865475,1.0,0.0,1
117,A Preview Of American Eagle Outfitters Q3 Earnings,0.7444444444444445,0.05270462766947303,0.17777777777777778,0.2538591035287969,1.2222222222222223,0.44095855184409843,2
118,A Preview Of FedEx's Earnings,0.7777777777777778,0.06666666666666671,0.23333333333333328,0.3082207001484488,1.3333333333333333,0.5,2
119,A Solid Idea For International Equity Exposure In 2020,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
120,A Tesla Short Squeeze Years In The Making May Have Finally Arrived,0.8444444444444446,0.05270462766947299,0.7,0.10000000000000003,2.0,0.0,1
121,"AAR Narrows FY20 Guidance: Adj. EPS From $2.45-$2.65 To $2.50-$2.65 vs $2.61 Estimate, Raises Sales From $2.1B-$2.2B To $2.15B-$2.225B vs $2.21B Est.",0.711111111111111,0.03333333333333337,0.044444444444444446,0.08819171036881969,1.0,0.0,1
122,"AAR Q2 Adj. EPS $0.64 Beats $0.6 Estimate, Sales $560.9M Beat $525.21M Estimate",0.8555555555555556,0.052704627669472974,0.5777777777777778,0.22791323885295575,2.0,0.0,1
123,AAR shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
124,"ABM Industries Q4 Adj. EPS $0.66 Beats $0.62 Estimate, Sales $1.648B Miss $1.67B Estimate",0.6666666666666666,0.07071067811865477,0.13333333333333333,0.18708286933869708,0.8888888888888888,0.3333333333333333,2
125,ABM Industries Raises Quarterly Dividend From $0.180 To $0.185/Share,0.8999999999999999,0.0,0.7333333333333334,0.13228756555322957,2.0,0.0,1
126,ABM Industries Sees FY20 Adj. EPS $1.90-$2.10 vs $2.10 Est.,0.8,0.0,0.48888888888888893,0.18333333333333332,0.0,0.0,1
127,ACADIA Pharmaceuticals shares are trading higher after the company reported the results from its pivotal phase 3 HARMONY trial of pimavanserin in patients with dementia-related psychosis met the primary endpoint and key secondary endpoint.,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
128,"ACADIA Pharmaceuticals shares are trading lower potentially after the company's CEO, Stephen Davis, sold $7.9 million worth of shares.",0.7444444444444445,0.07264831572567794,0.4666666666666667,0.27838821814150105,0.5555555555555556,0.5270462766947299,2
129,ACADIA Pharmaceuticals shares are trading lower. Not seeing any company-specific news to justify the price action.,0.7444444444444445,0.05270462766947305,0.16666666666666666,0.15811388300841897,1.0,0.0,1
130,ADMA Biologics Added To NASDAQ Biotechnology Index,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
131,AECOM Provides 2021 Guidance At Investor Day; Sees FY21 Adj. EBITDA $825M-$865M,0.8333333333333334,0.050000000000000024,0.6444444444444444,0.18782379449307737,1.8888888888888888,0.3333333333333333,2
132,AES Raises Quarterly Dividend From $0.1365 To $0.1433/Share,0.8999999999999999,0.0,0.788888888888889,0.033333333333333375,2.0,0.0,1
133,AHAM Data Shows November Shipments Of Major Home Appliances Down -2.8% Y/Y,0.8111111111111112,0.03333333333333333,0.6222222222222222,0.46308146631499353,0.0,0.0,1
134,AIMCO Sees Now Expects 2020 FFO and AFFO Growth Up 7% and 9%,0.8999999999999999,0.0,0.788888888888889,0.03333333333333337,2.0,0.0,1
135,"ALLETE 8-K Shows Minnesota Public Utilities Commission Accepted As Complete Minnesota Power's 2020 Retail Rate Request Filing, Approved Interim Rate Increase Of $36.1M To Begin Jan. 1, 2020",0.8666666666666667,0.04999999999999998,0.7333333333333334,0.10000000000000003,2.0,0.0,1
136,AMC Entertainment shares are trading lower after Bank of America downgraded the stock from Neutral to Underperform.,0.8999999999999999,0.0,0.6222222222222222,0.5333333333333333,0.0,0.0,1
137,AMCON Distributing Company Announces $0.28/Share Special Dividend,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
138,AMSC Announces $11M Of D-VAR System Orders,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
139,ASUR Nov. Total Traffic Up 7.3%,0.8666666666666667,0.04999999999999998,0.7,0.0,2.0,0.0,1
140,"AZZ Q2 EPS $0.59 Beats $0.56 Estimate, Sales $236.2M Beat $234.9M Estimate",0.8222222222222223,0.04409585518440984,0.5,0.23979157616563596,2.0,0.0,1
141,AZZ shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
142,AbbVie Receives European Commission Approval Of RINVOQ For The Treatment Of Adults With Moderate To Severe Active Rheumatoid Arthritis,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
143,AbbVie Reports Deal With Pan-Canadian Pharma Alliance For Skyrizi For Treatment Of Moderate To Severe Plaque Psoriasis,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
144,AbbVie and Scripps Research to Collaborate on New Therapies,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
145,AbbVie shares are trading higher. Not seeing any news to justify the price action.,0.7222222222222222,0.04409585518440988,0.16666666666666666,0.15811388300841897,1.0,0.0,1
146,Abbvie Reaches An Agreement With The Pan-Canadian Pharmaceutical Alliance For The Combination Venclexta With Rituximab As A Treatment For Patients With Chronic Lymphocytic Leukemia,0.8999999999999999,0.0,0.8,0.0,2.0,0.0,1
147,Acadia Healthcare Co Option Alert: Mar 20 $40 Calls Sweep (4) near the Ask: 635 @ $0.5 vs 190 OI; Ref=$33.04,0.788888888888889,0.03333333333333337,0.5888888888888889,0.03333333333333333,1.8888888888888888,0.3333333333333333,2
148,Acasti Delays Data Readout For Drug To Treat Elevated Triglycerides,0.8222222222222223,0.04409585518440985,0.7666666666666667,0.08660254037844392,0.0,0.0,1
149,Acasti Expects to Report Trilogy 1 Topline Results in January 2020 With Topline Results for Trilogy 2 Still Expected by End of January 2020; Says Implementation of Trilogy 2 Study Remains on Track,0.8888888888888888,0.03333333333333334,0.7444444444444445,0.07264831572567793,2.0,0.0,1
150,Acasti Pharma Shares Halted On Circuit Breaker,0.7555555555555555,0.07264831572567795,0.26666666666666666,0.4031128874149275,0.6666666666666666,0.5,2
151,"Acasti Pharma Shares Halted On Circuit Breaker As Shares Rebound From Low; Up ~38% From Session Low, Down 43% For Session",0.6666666666666666,0.07071067811865477,0.30000000000000004,0.2915475947422651,0.8888888888888888,0.3333333333333333,2
152,"Acasti Pharma Shares Halted On Second Circuit Breaker, Down 46.7%",0.8999999999999999,0.0,0.8,0.0,0.0,0.0,1
153,Acasti Pharma Shares Resume Trade,0.7333333333333333,0.05000000000000004,0.07777777777777778,0.19860625479688307,1.1111111111111112,0.3333333333333333,2
