headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Credit Suisse Maintains Neutral on Bank of New York Mellon, Raises Price Target to $48",2019-10-18,BK,2019-10-18 12:58:00+00:00,BANK OF NEW YORK MELLON CORP,49656.0,06405810,0.02163134515285492,0.007278297562152147,0.017644447015207287,0.030657242174932042,0.029775052253072865,0.047093363716627534,0.09083329663629369,0.1254699203774825,-0.0013500801287590347,0.0004508668791829429,0.01070373966731486,0.02022990907322031,0.045958066636204054,0.036431605181958426,-0.05161291123231826,-0.49,-0.36,0.86,0.007,49656,252,2.1631%,-0.0001,0.9208,0.0698,0.8897,1.1481%,1.5275%,43.5042%,1.8868%,15
Foreign Trade Bank Q3 EPS $0.52 Misses $0.55 Estimate,2019-10-18,BLX,2019-10-18 11:05:00+00:00,BANCO LATINOAMERICANO DE CO EX S,77920.0,P1699413,-0.007063541561365128,0.006605648435652256,0.04268293582450888,0.05284547934946593,0.06961376751472059,0.07692542203249264,0.08572299112125137,0.15869102172386373,-0.0025164138060063124,-0.0010080875334949058,0.007625806399905066,0.021123124748172906,0.030145526809198797,0.09201102244403225,-0.061063527938164275,-0.49,-0.36,0.86,0.007,77920,252,-0.7064%,0.0005,0.6137,0.3381,0.7202,1.9391%,2.0801%,13.1015%,-0.9110%,9
"Baird Maintains Neutral on Badger Meter, Raises Price Target to $52",2019-10-18,BMI,2019-10-18 13:24:00+00:00,BADGER METER INC,53110.0,05652510,0.06420228630304337,-0.03240812569856644,-0.029582827828154135,-0.036064453215389536,-0.03722781876355519,-0.032574356482772404,0.018898192489398946,0.06239385718962609,0.10128556191921234,0.05465398947890754,0.06982029649311938,0.08522078130011757,0.07797903240448845,0.08856377616109934,0.06625176602957628,-0.49,-0.36,0.86,0.007,53110,252,6.4202%,0.0011,0.7935,0.808,-0.0203,1.4455%,1.7818%,34.1876%,7.1745%,11
"UPDATE: Credit Suisse Maintains Outperform On Burlington Stores, Raises Tgt To $245 On 'Conservative 4Q guidance + emerging SSS/margin drivers (with accelerating tailwinds from stepped up 2019 new store opens) that should support a best-in-class EPS algo'",2019-10-18,BURL,2019-10-18 14:11:00+00:00,BURLINGTON STORES INC,14182.0,12201710,-0.0004937353660352528,-0.03255122900009155,-0.0370955518061844,-0.04485058904849004,-0.031266987736262686,-0.052161014841367814,0.11410227903238868,0.10698940010395552,-0.014642899855971336,-0.0007399793178404224,0.010678107231717915,0.026453156009190293,0.046283417439124896,-0.007983101933855874,0.11291210560432363,-0.49,-0.36,0.86,0.007,14182,252,-0.0494%,0.001,0.9827,0.1881,-0.0361,2.1786%,2.4357%,19.9974%,0.5366%,37
"Credit Suisse Maintains Outperform on Burlington Stores, Raises Price Target to $245",2019-10-18,BURL,2019-10-18 13:34:00+00:00,BURLINGTON STORES INC,14182.0,12201710,-0.0004937353660352528,-0.03255122900009155,-0.0370955518061844,-0.04485058904849004,-0.031266987736262686,-0.052161014841367814,0.11410227903238868,0.10698940010395552,-0.014642899855971336,-0.0007399793178404224,0.010678107231717915,0.026453156009190293,0.046283417439124896,-0.007983101933855874,0.11291210560432363,-0.49,-0.36,0.86,0.007,14182,252,-0.0494%,0.001,0.9827,0.1881,-0.0361,2.1786%,2.4357%,19.9974%,0.5366%,12
"Morgan Stanley Maintains Equal-Weight on Cheesecake Factory, Lowers Price Target to $43",2019-10-18,CAKE,2019-10-18 13:37:00+00:00,CHEESECAKE FACTORY INC,77902.0,16307210,0.002210064558312297,0.024257399141788483,0.044234062788769624,0.06291356118890379,0.08885726376921266,0.08859776799671693,0.14949689530450128,0.027588484661404733,0.001562436344102025,0.003915366943669563,0.013438690487255212,-0.0028519730473588467,-0.05480461007263382,-0.02976792036110576,-0.12424472389942187,-0.49,-0.36,0.86,0.007,77902,252,0.2210%,-0.0007,0.5608,0.5246,0.3948,1.5891%,1.7381%,16.4064%,0.3391%,12
"Barclays Maintains Underweight on Cheesecake Factory, Lowers Price Target to $37",2019-10-18,CAKE,2019-10-18 13:16:00+00:00,CHEESECAKE FACTORY INC,77902.0,16307210,0.002210064558312297,0.024257399141788483,0.044234062788769624,0.06291356118890379,0.08885726376921266,0.08859776799671693,0.14949689530450128,0.027588484661404733,0.001562436344102025,0.003915366943669563,0.013438690487255212,-0.0028519730473588467,-0.05480461007263382,-0.02976792036110576,-0.12424472389942187,-0.49,-0.36,0.86,0.007,77902,252,0.2210%,-0.0007,0.5608,0.5246,0.3948,1.5891%,1.7381%,16.4064%,0.3391%,11
Caterpillar shares are trading lower after Morgan Stanley downgraded the stock from Overweight to Equal-Weight and lowered the price target $150 to $145 per share.,2019-10-18,CAT,2019-10-18 13:16:00+00:00,CATERPILLAR INC,18542.0,14912310,-0.002498679561540484,0.011628711596131325,0.022798527718472128,0.03542184466774523,0.06900763894754447,0.1054242077462686,0.09371891521486564,0.11368678656185938,0.01444047037512064,0.007937178628103503,0.028742812543343543,0.07645288528869676,0.1002166449708155,0.0738272181595081,0.0012129753754639427,-0.49,-0.36,0.86,0.007,18542,252,-0.2499%,-0.0001,1.4671,0.2103,0.4299,1.3278%,2.0436%,57.7801%,0.1779%,25
UPDATE: Morgan Stanley On Caterpillar Also Notes 'We believe that the US Construction Equipment market peaked in 2019 and that E&T markets will fail to re-accelerate in 2020',2019-10-18,CAT,2019-10-18 13:14:00+00:00,CATERPILLAR INC,18542.0,14912310,-0.002498679561540484,0.011628711596131325,0.022798527718472128,0.03542184466774523,0.06900763894754447,0.1054242077462686,0.09371891521486564,0.11368678656185938,0.01444047037512064,0.007937178628103503,0.028742812543343543,0.07645288528869676,0.1002166449708155,0.0738272181595081,0.0012129753754639427,-0.49,-0.36,0.86,0.007,18542,252,-0.2499%,-0.0001,1.4671,0.2103,0.4299,1.3278%,2.0436%,57.7801%,0.1779%,28
"UPDATE: Morgan Stanley Downgrades Caterpillar To Equal-Weight, Lowers Target To $145 As Firm Notes 'We see increasing downside risks to CAT's Construction and Energy & Transportation segments'",2019-10-18,CAT,2019-10-18 13:13:00+00:00,CATERPILLAR INC,18542.0,14912310,-0.002498679561540484,0.011628711596131325,0.022798527718472128,0.03542184466774523,0.06900763894754447,0.1054242077462686,0.09371891521486564,0.11368678656185938,0.01444047037512064,0.007937178628103503,0.028742812543343543,0.07645288528869676,0.1002166449708155,0.0738272181595081,0.0012129753754639427,-0.49,-0.36,0.86,0.007,18542,252,-0.2499%,-0.0001,1.4671,0.2103,0.4299,1.3278%,2.0436%,57.7801%,0.1779%,27
"Morgan Stanley Downgrades Caterpillar to Equal-Weight, Lowers Price Target to $145",2019-10-18,CAT,2019-10-18 10:07:00+00:00,CATERPILLAR INC,18542.0,14912310,-0.002498679561540484,0.011628711596131325,0.022798527718472128,0.03542184466774523,0.06900763894754447,0.1054242077462686,0.09371891521486564,0.11368678656185938,0.01444047037512064,0.007937178628103503,0.028742812543343543,0.07645288528869676,0.1002166449708155,0.0738272181595081,0.0012129753754639427,-0.49,-0.36,0.86,0.007,18542,252,-0.2499%,-0.0001,1.4671,0.2103,0.4299,1.3278%,2.0436%,57.7801%,0.1779%,11
Crown Castle International shares are trading higher after SunTrust Robinson Humphrey maintained a Buy rating on the company's stock and raised the price target from $135 to $150.,2019-10-18,CCI,2019-10-18 14:30:00+00:00,CROWN CASTLE INC,86339.0,22822V10,0.0320962592959404,-0.004928442649543174,-0.019158646064282414,-0.021935330425102206,-0.021241132731639856,-0.0460919030017829,-0.09100375237357472,0.00902090311688264,0.03630558401346207,0.03661350142947062,0.025343397070087148,0.009839389142052735,0.016309926529813445,-0.04323631609750844,0.0890119560071454,-0.49,-0.36,0.86,0.007,86339,252,3.2096%,0.0009,0.3473,-0.4184,-0.3141,1.1021%,1.2003%,15.7055%,3.5246%,28
"SunTrust Robinson Humphrey Maintains Buy on Crown Castle Intl, Raises Price Target to $150",2019-10-18,CCI,2019-10-18 13:11:00+00:00,CROWN CASTLE INC,86339.0,22822V10,0.0320962592959404,-0.004928442649543174,-0.019158646064282414,-0.021935330425102206,-0.021241132731639856,-0.0460919030017829,-0.09100375237357472,0.00902090311688264,0.03630558401346207,0.03661350142947062,0.025343397070087148,0.009839389142052735,0.016309926529813445,-0.04323631609750844,0.0890119560071454,-0.49,-0.36,0.86,0.007,86339,252,3.2096%,0.0009,0.3473,-0.4184,-0.3141,1.1021%,1.2003%,15.7055%,3.5246%,14
"UBS Maintains Neutral on Crown Castle Intl, Raises Price Target to $137",2019-10-18,CCI,2019-10-18 11:58:00+00:00,CROWN CASTLE INC,86339.0,22822V10,0.0320962592959404,-0.004928442649543174,-0.019158646064282414,-0.021935330425102206,-0.021241132731639856,-0.0460919030017829,-0.09100375237357472,0.00902090311688264,0.03630558401346207,0.03661350142947062,0.025343397070087148,0.009839389142052735,0.016309926529813445,-0.04323631609750844,0.0890119560071454,-0.49,-0.36,0.86,0.007,86339,252,3.2096%,0.0009,0.3473,-0.4184,-0.3141,1.1021%,1.2003%,15.7055%,3.5246%,12
"Crown Holdings shares are trading higher after analysts at multiple firms reiterated bullish ratings and raised price targets following Q3 results, citing positive global beverage can outlook.",2019-10-18,CCK,2019-10-18 14:09:00+00:00,CROWN HOLDINGS INC,17726.0,22836810,0.03526455536484718,-0.005581785924732685,-0.01173607665298737,-0.008158003173128647,0.0008587023300639096,0.047803009610200675,0.084156247060992,0.03520822995025541,0.06233274191617966,0.07365569733532551,0.05420183188825711,0.07759854089559637,0.0874959102399262,0.031168842709180078,0.04716835761177984,-0.49,-0.36,0.86,0.007,17726,252,3.5265%,0.0015,0.892,0.2256,0.1246,1.4169%,1.7196%,32.1097%,3.9673%,27
"Deutsche Bank Maintains Buy on Crown Holdings, Raises Price Target to $75",2019-10-18,CCK,2019-10-18 13:08:00+00:00,CROWN HOLDINGS INC,17726.0,22836810,0.03526455536484718,-0.005581785924732685,-0.01173607665298737,-0.008158003173128647,0.0008587023300639096,0.047803009610200675,0.084156247060992,0.03520822995025541,0.06233274191617966,0.07365569733532551,0.05420183188825711,0.07759854089559637,0.0874959102399262,0.031168842709180078,0.04716835761177984,-0.49,-0.36,0.86,0.007,17726,252,3.5265%,0.0015,0.892,0.2256,0.1246,1.4169%,1.7196%,32.1097%,3.9673%,12
"Wells Fargo Maintains Outperform on Crown Holdings, Raises Price Target to $75",2019-10-18,CCK,2019-10-18 12:26:00+00:00,CROWN HOLDINGS INC,17726.0,22836810,0.03526455536484718,-0.005581785924732685,-0.01173607665298737,-0.008158003173128647,0.0008587023300639096,0.047803009610200675,0.084156247060992,0.03520822995025541,0.06233274191617966,0.07365569733532551,0.05420183188825711,0.07759854089559637,0.0874959102399262,0.031168842709180078,0.04716835761177984,-0.49,-0.36,0.86,0.007,17726,252,3.5265%,0.0015,0.892,0.2256,0.1246,1.4169%,1.7196%,32.1097%,3.9673%,12
Citizens Financial Group Q3 EPS $0.98 Beats $0.96 Estimate,2019-10-18,CFG,2019-10-18 10:26:00+00:00,CITIZENS FINANCIAL GROUP INC,14889.0,17461010,0.008854652754962444,0.007361329160630703,0.01755376439103329,0.01868629317796544,0.01500562904798386,0.030951976780339674,0.09558314653037181,0.11474364553446281,-0.0034159619826822363,-0.003132135964953875,0.013020744632938674,0.03671891843904129,0.04726287919725225,0.02368413759743726,-0.06047727189332175,-0.49,-0.36,0.86,0.007,14889,252,0.8855%,0.0005,1.2977,0.2326,1.544,0.9617%,1.7870%,71.0382%,0.2704%,9
Comstock Holding Cos. Reports Rolls-Royce North America To Move Its Headquarters To Reston Station In Early 2020,2019-10-18,CHCI,2019-10-18 19:32:00+00:00,COMSTOCK HOLDING COMPANIES INC,90476.0,20568420,0.04236842691898346,0.07043670862913132,0.19666745843991817,0.2017168038841124,0.13102753072124695,0.024993683655345933,0.06033825925752834,0.10578140692036309,-0.012987000867724419,-0.0026246698195905305,-0.010416657155599585,0.00026320800642198883,0.005291001359134961,-0.09523806453848016,-0.22761085651462676,-0.49,-0.36,0.86,0.007,90476,252,4.2368%,0.0001,0.7215,-0.4128,0.4847,4.6245%,4.6819%,2.4336%,4.0383%,17
"Wells Fargo Maintains Market Perform on Choice Hotels Intl, Lowers Price Target to $88",2019-10-18,CHH,2019-10-18 12:25:00+00:00,CHOICE HOTELS INTERNATIONAL INC,85517.0,16990510,-0.01141552533954382,0.004041553009301424,-0.014780585630611354,-0.004618954756948734,0.010161719618461351,0.02575061695799641,0.12170901981778703,0.1633798144391576,-0.00826450064778328,-0.006915322664169388,-0.003299589431614569,-0.0030727694438932307,0.0005710493850643594,-0.052112385028221575,-0.0029259851470530007,-0.49,-0.36,0.86,0.007,85517,252,-1.1416%,0.0004,0.8091,0.1154,-0.1005,0.9112%,1.2840%,49.6318%,-0.6283%,14
Chemung Financial Q3 EPS $0.4 Down From $1.11 YoY,2019-10-18,CHMG,2019-10-18 20:00:00+00:00,CHEMUNG FINANCIAL CORP,13694.0,16402410,0.01319443713873625,-0.013022610917687416,-0.02810142848342756,-0.019648174575328303,-0.02444596046927905,-0.00982408825616965,0.025588277784156954,-0.06037681258574279,-0.013473398983478546,-0.02085218030680558,0.021276630391561913,0.028571444436954474,0.035971220217131616,0.024808825940924484,-0.07960396908346301,-0.49,-0.36,0.86,0.007,13694,252,1.3194%,0.0006,0.803,0.2715,0.5216,1.6597%,1.8789%,21.9674%,1.3818%,9
"UPDATE: Mizuho On Cigna Also Notes 'In the near-term, we think earnings will be a catalyst to drive multiple expansion if CI meets its guidance for Express Scripts'",2019-10-18,CI,2019-10-18 15:32:00+00:00,CIGNA GROUP,64186.0,12552310,0.01280573289841413,-0.0008389225113205612,0.020973154620914203,0.03613374155737059,0.027624645237419143,0.07568306314052031,0.18012941858680143,0.24778277762708556,0.020437251776456833,0.028783719415879983,0.08701677250282747,0.09242194752269617,0.10874102486173065,0.091192082915873,-0.038007909162731,-0.49,-0.36,0.86,0.007,64186,252,1.2806%,-0.001,0.898,-0.0201,0.0673,1.8104%,2.0446%,21.5971%,1.6653%,28
"UPDATE: Mizhuo Initiates Cigna With Buy, $180 Target As Firm Thinks 'Cigna and Express Scripts combined create revenue synergies that support the company's 2021 adjusted EPS outlook of $21.00-22.00 and the long-term EPS CAGR of +10-13%'",2019-10-18,CI,2019-10-18 15:32:00+00:00,CIGNA GROUP,64186.0,12552310,0.01280573289841413,-0.0008389225113205612,0.020973154620914203,0.03613374155737059,0.027624645237419143,0.07568306314052031,0.18012941858680143,0.24778277762708556,0.020437251776456833,0.028783719415879983,0.08701677250282747,0.09242194752269617,0.10874102486173065,0.091192082915873,-0.038007909162731,-0.49,-0.36,0.86,0.007,64186,252,1.2806%,-0.001,0.898,-0.0201,0.0673,1.8104%,2.0446%,21.5971%,1.6653%,36
"Mizuho Initiates Coverage On Cigna with Buy Rating, Announces $180 Price Target",2019-10-18,CI,2019-10-18 11:41:00+00:00,CIGNA GROUP,64186.0,12552310,0.01280573289841413,-0.0008389225113205612,0.020973154620914203,0.03613374155737059,0.027624645237419143,0.07568306314052031,0.18012941858680143,0.24778277762708556,0.020437251776456833,0.028783719415879983,0.08701677250282747,0.09242194752269617,0.10874102486173065,0.091192082915873,-0.038007909162731,-0.49,-0.36,0.86,0.007,64186,252,1.2806%,-0.001,0.898,-0.0201,0.0673,1.8104%,2.0446%,21.5971%,1.6653%,12
"Citigroup Maintains Neutral on Core Laboratories, Lowers Price Target to $44",2019-10-18,CLB,2019-10-18 13:29:00+00:00,CORE LABORATORIES INC,82656.0,21867A10,-0.0399334505200386,0.041346918791532516,0.047784114278330625,0.08442683870803602,0.09532068498573465,0.1532558208351813,0.0866551127792945,-0.012874484021708654,-0.022252820432186016,-0.04332210084308219,-0.03356006473540629,-0.0004690367888680047,-0.05645336835160053,-0.017293044743687314,-0.22367944600834755,-0.49,-0.36,0.86,0.007,82656,252,-3.9933%,-0.0026,1.4208,1.393,1.1967,2.1127%,2.7903%,42.6698%,-3.8628%,11
"ClearSign Wins Purchase Order From ExxonMobil To Perform Daily Engineering, Installation Planning, No Terms Disclosed",2019-10-18,CLIR,2019-10-18 12:31:00+00:00,CLEARSIGN TECHNOLOGIES CORP,13369.0,18506410,0.2095238417387009,-0.11811021715402614,-0.08661418492592643,-0.15748026168737983,-0.1338582368212523,-0.21259841033898663,-0.2196850323387799,-0.25196849356165163,-0.009433954022824653,-0.06250004807952847,-0.10064245529903593,-0.04545461169119647,-0.06250004742902304,-0.15993281612457733,-0.17322837094691435,-0.49,-0.36,0.86,0.007,13369,252,20.9524%,0.0013,-0.355,0.3271,1.0185,5.4746%,5.5385%,2.2969%,20.1875%,15
Argus Research Downgrades Comerica to Hold,2019-10-18,CMA,2019-10-18 12:38:00+00:00,COMERICA INC,25081.0,20034010,0.01331476494669914,0.0009168096585199237,0.006569905467830095,0.004889223836662904,0.0021390286100393396,0.033155168410481606,0.07104662826284636,0.032877376657101554,-0.013742580078542233,-0.035970203875872464,-0.010266713991081922,0.011431188577656348,0.018448409256062392,0.04614036884657691,-0.09826951909975534,-0.49,-0.36,0.86,0.007,25081,252,1.3315%,-0.0004,1.1907,0.4482,1.5639,0.9943%,1.7683%,68.3830%,0.7230%,6
