return type,question,month,file,gpt-3.5-turbo response rows,gpt-3.5-turbo prompt rows,gpt-3.5-turbo empty headlines,gpt-3.5-turbo duplicate headlines,gpt-4o-mini response rows,gpt-4o-mini prompt rows,gpt-4o-mini empty headlines,gpt-4o-mini duplicate headlines,gpt-4o response rows,gpt-4o prompt rows,gpt-4o empty headlines,gpt-4o duplicate headlines,gpt-3.5-turbo deduplicated,gpt-3.5-turbo clean,gpt-4o-mini deduplicated,gpt-4o-mini clean,gpt-4o deduplicated,gpt-4o clean,deduplicated equal for all models?
cumulative,1,may,persona4,5066,5066.0,1,22,5066,5066.0,0,22,5066,5066.0,1,22,5044,5043,5044,5044,5044,5043,True
cumulative,1,may,cot1,5066,5066.0,0,22,5066,5066.0,0,22,5066,5066.0,0,22,5044,5044,5044,5044,5044,5044,True
cumulative,1,may,cot2,5066,5066.0,0,22,5066,5066.0,0,22,5066,5066.0,0,22,5044,5044,5044,5044,5044,5044,True
cumulative,1,may,cot3,5066,5066.0,1,22,5066,5066.0,0,22,5066,5066.0,1,22,5044,5043,5044,5044,5044,5043,True
cumulative,1,jun,base_blanks,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,base_json,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,persona1,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,persona2,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,persona3,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,persona4,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,cot1,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,cot2,3222,3222.0,0,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3182,3182,3182,3182,3182,True
cumulative,1,jun,cot3,3222,3222.0,1,40,3222,3222.0,0,40,3222,3222.0,0,40,3182,3181,3182,3182,3182,3182,True
cumulative,1,jul,base_blanks,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,2,28,5188,5188,5188,5188,5188,5186,True
cumulative,1,jul,base_json,5216,5216.0,1,28,5216,5216.0,0,28,5216,5216.0,0,28,5188,5187,5188,5188,5188,5188,True
cumulative,1,jul,persona1,5216,5216.0,1,28,5216,5216.0,0,28,5216,5216.0,0,28,5188,5187,5188,5188,5188,5188,True
cumulative,1,jul,persona2,5216,5216.0,0,28,5216,5216.0,3,28,5216,5216.0,1,28,5188,5188,5188,5185,5188,5187,True
cumulative,1,jul,persona3,5216,5216.0,0,28,5216,5216.0,2,28,5216,5216.0,2,28,5188,5188,5188,5186,5188,5186,True
cumulative,1,jul,persona4,5216,5216.0,1,28,5216,5216.0,13,28,5216,5216.0,2,28,5188,5187,5188,5175,5188,5186,True
cumulative,1,jul,cot1,5216,5216.0,1,28,5216,5216.0,0,28,5216,5216.0,0,28,5188,5187,5188,5188,5188,5188,True
cumulative,1,jul,cot2,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,28,5188,5188,5188,5188,5188,5188,True
cumulative,1,jul,cot3,5216,5216.0,1,28,5216,5216.0,0,28,5216,5216.0,0,28,5188,5187,5188,5188,5188,5188,True
cumulative,1,aug,base_blanks,4698,4698.0,0,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4671,4671,4671,4671,4671,True
cumulative,1,aug,base_json,4698,4698.0,2,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4669,4671,4671,4671,4671,True
cumulative,1,aug,persona1,4698,4698.0,1,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4670,4671,4671,4671,4671,True
cumulative,1,aug,persona2,4698,4698.0,0,27,4698,4698.0,1,27,4698,4698.0,1,27,4671,4671,4671,4670,4671,4670,True
cumulative,1,aug,persona3,4698,4698.0,0,27,4698,4698.0,1,27,4698,4698.0,2,27,4671,4671,4671,4670,4671,4669,True
cumulative,1,aug,persona4,4698,4698.0,0,27,4698,4698.0,2,27,4698,4698.0,1,27,4671,4671,4671,4669,4671,4670,True
cumulative,1,aug,cot1,4698,4698.0,1,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4670,4671,4671,4671,4671,True
cumulative,1,aug,cot2,4698,4698.0,1,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4670,4671,4671,4671,4671,True
cumulative,1,aug,cot3,4698,4698.0,3,27,4698,4698.0,0,27,4698,4698.0,0,27,4671,4668,4671,4671,4671,4671,True
cumulative,1,sep,base_blanks,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,sep,base_json,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,sep,persona1,4130,4130.0,1,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4109,4110,4110,4110,4110,True
cumulative,1,sep,persona2,4130,4130.0,1,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4109,4110,4110,4110,4110,True
cumulative,1,sep,persona3,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,sep,persona4,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,1,20,4110,4110,4110,4110,4110,4109,True
cumulative,1,sep,cot1,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,sep,cot2,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,sep,cot3,4130,4130.0,0,20,4130,4130.0,0,20,4130,4130.0,0,20,4110,4110,4110,4110,4110,4110,True
cumulative,1,octfirst,base_blanks,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,base_json,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,persona1,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,persona2,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,persona3,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,persona4,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,cot1,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,cot2,3239,3239.0,0,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3226,3226,3226,3226,3226,True
cumulative,1,octfirst,cot3,3239,3239.0,5,13,3239,3239.0,0,13,3239,3239.0,0,13,3226,3221,3226,3226,3226,3226,True
cumulative,1,octsecond,base_blanks,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,base_json,3239,3239.0,1,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3210,3211,3211,3211,3211,True
cumulative,1,octsecond,persona1,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,persona2,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,persona3,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,persona4,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,cot1,3239,3239.0,0,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3211,3211,3211,3211,3211,True
cumulative,1,octsecond,cot2,3239,3239.0,1,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3210,3211,3211,3211,3211,True
cumulative,1,octsecond,cot3,3239,3239.0,1,28,3239,3239.0,0,28,3239,3239.0,0,28,3211,3210,3211,3211,3211,3211,True
cumulative,1,nov,base_blanks,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,0,11,5264,5264,5243,5243,5243,5243,False
cumulative,1,nov,base_json,5264,5264.0,1,0,5254,5254.0,0,11,5254,5254.0,1,11,5264,5263,5243,5243,5243,5242,False
cumulative,1,nov,persona1,5264,5264.0,1,0,5254,5254.0,0,11,5254,5254.0,1,11,5264,5263,5243,5243,5243,5242,False
cumulative,1,nov,persona2,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,0,11,5264,5264,5243,5243,5243,5243,False
cumulative,1,nov,persona3,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,1,11,5264,5264,5243,5243,5243,5242,False
cumulative,1,nov,persona4,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,0,11,5264,5264,5243,5243,5243,5243,False
cumulative,1,nov,cot1,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,0,11,5264,5264,5243,5243,5243,5243,False
cumulative,1,nov,cot2,5264,5264.0,0,0,5254,5254.0,0,11,5254,5254.0,1,11,5264,5264,5243,5243,5243,5242,False
cumulative,1,nov,cot3,5264,5264.0,3,0,5254,5254.0,0,11,5254,5254.0,1,11,5264,5261,5243,5243,5243,5242,False
cumulative,1,dec,base_blanks,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,base_json,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,persona1,3834,3834.0,1,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3833,3826,3826,3826,3826,False
cumulative,1,dec,persona2,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,persona3,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,persona4,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,cot1,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,cot2,3834,3834.0,0,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3834,3826,3826,3826,3826,False
cumulative,1,dec,cot3,3834,3834.0,1,0,3856,3856.0,0,30,3856,3856.0,0,30,3834,3833,3826,3826,3826,3826,False
cumulative,2,jan,base_blanks,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
cumulative,2,jan,base_json,4294,4294.0,1,44,4294,4294.0,0,44,4252,4252.0,3,0,4250,4249,4250,4250,4252,4249,False
cumulative,2,jan,persona1,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,68,0,4250,4250,4250,4250,4252,4184,False
cumulative,2,jan,persona2,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,287,0,4250,4250,4250,4250,4252,3965,False
cumulative,2,jan,persona3,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,269,0,4250,4250,4250,4250,4252,3983,False
cumulative,2,jan,persona4,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,105,0,4250,4250,4250,4250,4252,4147,False
cumulative,2,jan,cot1,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
cumulative,2,jan,cot2,4294,4294.0,0,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4250,4250,4250,4252,4252,False
cumulative,2,jan,cot3,4294,4294.0,8,44,4294,4294.0,0,44,4252,4252.0,0,0,4250,4242,4250,4250,4252,4252,False
cumulative,2,feb,base_blanks,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,0,0,4563,4563,4555,4555,4563,4563,False
cumulative,2,feb,base_json,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,2,0,4563,4563,4555,4555,4563,4561,False
cumulative,2,feb,persona1,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,99,0,4563,4563,4555,4555,4563,4464,False
cumulative,2,feb,persona2,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,551,0,4563,4563,4555,4555,4563,4012,False
cumulative,2,feb,persona3,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,484,0,4563,4563,4555,4555,4563,4079,False
cumulative,2,feb,persona4,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,188,0,4563,4563,4555,4555,4563,4375,False
cumulative,2,feb,cot1,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,0,0,4563,4563,4555,4555,4563,4563,False
cumulative,2,feb,cot2,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,0,0,4563,4563,4555,4555,4563,4563,False
cumulative,2,feb,cot3,4563,4563.0,0,0,4590,4590.0,0,35,4563,4563.0,0,0,4563,4563,4555,4555,4563,4563,False
cumulative,2,mar,base_blanks,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,1,0,3519,3519,3491,3491,3519,3518,False
cumulative,2,mar,base_json,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,2,0,3519,3519,3491,3491,3519,3517,False
cumulative,2,mar,persona1,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,47,0,3519,3519,3491,3491,3519,3472,False
cumulative,2,mar,persona2,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,215,0,3519,3519,3491,3491,3519,3304,False
cumulative,2,mar,persona3,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,215,0,3519,3519,3491,3491,3519,3304,False
cumulative,2,mar,persona4,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,73,0,3519,3519,3491,3491,3519,3446,False
cumulative,2,mar,cot1,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,0,0,3519,3519,3491,3491,3519,3519,False
cumulative,2,mar,cot2,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,0,0,3519,3519,3491,3491,3519,3519,False
cumulative,2,mar,cot3,3519,3519.0,0,0,3515,3515.0,0,24,3519,3519.0,0,0,3519,3519,3491,3491,3519,3519,False
cumulative,2,apr,base_blanks,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4337,4337,4337,4377,4377,False
cumulative,2,apr,base_json,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,2,0,4337,4337,4337,4337,4377,4375,False
cumulative,2,apr,persona1,4362,4362.0,1,25,4362,4362.0,0,25,4377,4377.0,42,0,4337,4336,4337,4337,4377,4335,False
cumulative,2,apr,persona2,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,345,0,4337,4337,4337,4337,4377,4032,False
cumulative,2,apr,persona3,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,286,0,4337,4337,4337,4337,4377,4091,False
cumulative,2,apr,persona4,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,110,0,4337,4337,4337,4337,4377,4267,False
cumulative,2,apr,cot1,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4337,4337,4337,4377,4377,False
cumulative,2,apr,cot2,4362,4362.0,0,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4337,4337,4337,4377,4377,False
cumulative,2,apr,cot3,4362,4362.0,3,25,4362,4362.0,0,25,4377,4377.0,0,0,4337,4334,4337,4337,4377,4377,False
cumulative,2,may,base_blanks,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
cumulative,2,may,base_json,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
cumulative,2,may,persona1,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,90,0,5044,5044,5044,5044,5060,4970,False
cumulative,2,may,persona2,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,490,0,5044,5044,5044,5044,5060,4570,False
cumulative,2,may,persona3,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,472,0,5044,5044,5044,5044,5060,4588,False
cumulative,2,may,persona4,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,163,0,5044,5044,5044,5044,5060,4897,False
cumulative,2,may,cot1,5066,5066.0,0,22,5066,5066.0,3,22,5060,5060.0,0,0,5044,5044,5044,5041,5060,5060,False
cumulative,2,may,cot2,5066,5066.0,0,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5044,5044,5044,5060,5060,False
cumulative,2,may,cot3,5066,5066.0,2,22,5066,5066.0,0,22,5060,5060.0,0,0,5044,5042,5044,5044,5060,5060,False
cumulative,2,jun,base_blanks,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
cumulative,2,jun,base_json,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,3,0,3182,3182,3182,3182,3198,3195,False
cumulative,2,jun,persona1,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,26,0,3182,3182,3182,3182,3198,3172,False
cumulative,2,jun,persona2,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,126,0,3182,3182,3182,3182,3198,3072,False
cumulative,2,jun,persona3,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,110,0,3182,3182,3182,3182,3198,3088,False
cumulative,2,jun,persona4,3222,3222.0,0,40,3222,3222.0,2,40,3198,3198.0,48,0,3182,3182,3182,3180,3198,3150,False
cumulative,2,jun,cot1,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
cumulative,2,jun,cot2,3222,3222.0,0,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3182,3182,3182,3198,3198,False
cumulative,2,jun,cot3,3222,3222.0,2,40,3222,3222.0,0,40,3198,3198.0,0,0,3182,3180,3182,3182,3198,3198,False
cumulative,2,jul,base_blanks,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5188,5188,5188,5216,5216,False
cumulative,2,jul,base_json,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,20,0,5188,5188,5188,5188,5216,5196,False
cumulative,2,jul,persona1,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,97,0,5188,5188,5188,5188,5216,5119,False
cumulative,2,jul,persona2,5216,5216.0,0,28,5216,5216.0,1,28,5216,5216.0,429,0,5188,5188,5188,5187,5216,4787,False
cumulative,2,jul,persona3,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,401,0,5188,5188,5188,5188,5216,4815,False
cumulative,2,jul,persona4,5216,5216.0,0,28,5216,5216.0,7,28,5216,5216.0,161,0,5188,5188,5188,5181,5216,5055,False
cumulative,2,jul,cot1,5216,5216.0,0,28,5216,5216.0,0,28,5216,5216.0,3,0,5188,5188,5188,5188,5216,5213,False
cumulative,2,jul,cot2,5216,5216.0,1,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5187,5188,5188,5216,5216,False
cumulative,2,jul,cot3,5216,5216.0,4,28,5216,5216.0,0,28,5216,5216.0,0,0,5188,5184,5188,5188,5216,5216,False
cumulative,2,aug,base_blanks,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4671,4671,4671,4685,4685,False
cumulative,2,aug,base_json,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,10,0,4671,4671,4671,4671,4685,4675,False
cumulative,2,aug,persona1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,82,0,4671,4671,4671,4671,4685,4603,False
cumulative,2,aug,persona2,4698,4698.0,0,27,4698,4698.0,1,27,4685,4685.0,443,0,4671,4671,4671,4670,4685,4242,False
cumulative,2,aug,persona3,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,419,0,4671,4671,4671,4671,4685,4266,False
cumulative,2,aug,persona4,4698,4698.0,0,27,4698,4698.0,2,27,4685,4685.0,129,0,4671,4671,4671,4669,4685,4556,False
cumulative,2,aug,cot1,4698,4698.0,0,27,4698,4698.0,0,27,4685,4685.0,1,0,4671,4671,4671,4671,4685,4684,False
cumulative,2,aug,cot2,4698,4698.0,0,27,4698,4698.0,1,27,4685,4685.0,0,0,4671,4671,4671,4670,4685,4685,False
cumulative,2,aug,cot3,4698,4698.0,5,27,4698,4698.0,0,27,4685,4685.0,0,0,4671,4666,4671,4671,4685,4685,False
cumulative,2,sep,base_blanks,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,0,0,4110,4110,4110,4110,4125,4125,False
cumulative,2,sep,base_json,4130,4130.0,0,20,4130,4130.0,0,20,4125,4125.0,4,0,4110,4110,4110,4110,4125,4121,False
