headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
UPDATE: RBC Capital Upgrades Applied Materials As Firm Thinks 'expectations are now reset after the Lam Research conference call combined with Apple's pre-announcement',2019-01-29,AMAT,2019-01-29 13:55:00+00:00,APPLIED MATERIALS INC,14702.0,03822210,-0.01291989628225565,0.036649152636528015,0.02303667500609885,0.029057605383983054,0.024083719106626544,0.06518318710868809,0.015653046507341006,0.1695798031492104,-0.012503135949373245,0.02326814190102211,0.12795101483485372,0.08373010010952875,0.11270851567878548,0.1315789419194371,0.25064101850829945,-0.19,-0.01,0.17,0.01,14702,252,-1.2920%,-0.0008,1.6166,0.1947,-0.0439,1.9349%,2.6664%,47.3402%,-0.9846%,23
"RBC Capital Upgrades Applied Materials to Outperform, Raises Price Target to $45",2019-01-29,AMAT,2019-01-29 11:00:00+00:00,APPLIED MATERIALS INC,14702.0,03822210,-0.01291989628225565,0.036649152636528015,0.02303667500609885,0.029057605383983054,0.024083719106626544,0.06518318710868809,0.015653046507341006,0.1695798031492104,-0.012503135949373245,0.02326814190102211,0.12795101483485372,0.08373010010952875,0.11270851567878548,0.1315789419194371,0.25064101850829945,-0.19,-0.01,0.17,0.01,14702,252,-1.2920%,-0.0008,1.6166,0.1947,-0.0439,1.9349%,2.6664%,47.3402%,-0.9846%,12
RBC Upgrades Applied Materials to Outperform from Sector Perform; Raises Price Target to $45 from $38,2019-01-29,AMAT,2019-01-29 10:06:00+00:00,APPLIED MATERIALS INC,14702.0,03822210,-0.01291989628225565,0.036649152636528015,0.02303667500609885,0.029057605383983054,0.024083719106626544,0.06518318710868809,0.015653046507341006,0.1695798031492104,-0.012503135949373245,0.02326814190102211,0.12795101483485372,0.08373010010952875,0.11270851567878548,0.1315789419194371,0.25064101850829945,-0.19,-0.01,0.17,0.01,14702,252,-1.2920%,-0.0008,1.6166,0.1947,-0.0439,1.9349%,2.6664%,47.3402%,-0.9846%,16
A O Smith Sees FY19 EPS $2.67-$2.77 vs $2.80 Est.,2019-01-29,AOS,2019-01-29 11:58:00+00:00,SMITH A O CORP,65402.0,83186520,-0.007053944747895002,0.003343055257573724,0.004602510575307139,0.011109496187876156,0.04049614459230799,0.06820352051617307,0.07911855882596486,0.1616109955676246,0.012605090625584126,0.03879308625921807,0.03700519062739738,0.003957560940441196,0.04013812294540986,0.13225278362706905,0.14550463028120308,-0.19,-0.01,0.17,0.01,65402,252,-0.7054%,-0.0008,1.1235,0.575,0.4508,1.1871%,1.6943%,50.9088%,-0.5729%,10
"A O Smith Q4 EPS $0.74 Beats $0.71 Estimate, Sales $812.5M Miss $820.15M Estimate",2019-01-29,AOS,2019-01-29 11:57:00+00:00,SMITH A O CORP,65402.0,83186520,-0.007053944747895002,0.003343055257573724,0.004602510575307139,0.011109496187876156,0.04049614459230799,0.06820352051617307,0.07911855882596486,0.1616109955676246,0.012605090625584126,0.03879308625921807,0.03700519062739738,0.003957560940441196,0.04013812294540986,0.13225278362706905,0.14550463028120308,-0.19,-0.01,0.17,0.01,65402,252,-0.7054%,-0.0008,1.1235,0.575,0.4508,1.1871%,1.6943%,50.9088%,-0.5729%,14
Arrow Financial Q4 EPS $0.60 Misses $0.63 Estimate,2019-01-29,AROW,2019-01-29 12:53:00+00:00,ARROW FINANCIAL CORP,15070.0,04274410,-0.01536531094461679,0.009872594848275185,0.014331234879628951,0.037579689206472144,0.09044592846413457,0.1089172025630889,0.10518729107321145,0.06797344098523816,-0.02477068454027176,-0.01146928008223047,-0.0034375198333983503,-0.017862698849659187,-0.026259561188545333,-0.05929209557854753,-0.07869168822875294,-0.19,-0.01,0.17,0.01,15070,252,-1.5365%,0.0004,0.8213,1.2253,1.0407,1.1388%,1.5131%,43.3507%,-1.5556%,8
ASA Gold And Precious Metals Limited Late Monday Reported FY18 Net Investment Income Per Share $(0.07) Up From $(0.09) YoY,2019-01-29,ASA,2019-01-29 13:48:00+00:00,A S A GOLD & PRECIOUS METALS LTD,26649.0,G3156P10,0.02453995123505592,0.008981955237686634,0.0329341222812114,0.022954045069380147,0.024950098870795134,0.007984023679808772,0.04291410407788132,-0.04690621261410599,0.015576284378767014,0.04710916223217909,0.04935622903920067,0.05387931195665718,0.017689914721119582,0.07709249666124074,0.1063607493912635,-0.19,-0.01,0.17,0.01,26649,252,2.4540%,-0.0006,0.1019,0.4174,0.2,1.4868%,1.5037%,2.2350%,2.4358%,20
Activision Blizzard shares are trading lower after Oppenheimer downgraded the company's stock from Outperform to Market Perform.,2019-01-29,ATVI,2019-01-29 18:22:00+00:00,ACTIVISION BLIZZARD INC,79678.0,00507V10,-0.02160894498229027,0.012683180160820484,0.033019946682871115,0.006122869481272275,0.04614040540195252,-0.08878200507270917,-0.044390955348308836,0.04516429796990051,-0.022175680845975876,-0.01121215915622209,0.01564539800452347,-0.03926001547570657,0.004297396420787081,-0.035294103525285614,-0.28334865626880734,-0.19,-0.01,0.17,0.01,79678,252,-2.1609%,-0.0016,1.0615,0.0628,-1.0489,1.8946%,2.4472%,40.0638%,-1.7897%,17
UPDATE: Oppenheimer Downgrades Activison Blizzard As Firm Has 'lack of confidence in consecutive Y/Y sales growth in 2019-2020'; Believes 'management and studio transitions take time',2019-01-29,ATVI,2019-01-29 14:01:00+00:00,ACTIVISION BLIZZARD INC,79678.0,00507V10,-0.02160894498229027,0.012683180160820484,0.033019946682871115,0.006122869481272275,0.04614040540195252,-0.08878200507270917,-0.044390955348308836,0.04516429796990051,-0.022175680845975876,-0.01121215915622209,0.01564539800452347,-0.03926001547570657,0.004297396420787081,-0.035294103525285614,-0.28334865626880734,-0.19,-0.01,0.17,0.01,79678,252,-2.1609%,-0.0016,1.0615,0.0628,-1.0489,1.8946%,2.4472%,40.0638%,-1.7897%,25
Oppenheimer Downgrades Activision Blizzard to Market Perform,2019-01-29,ATVI,2019-01-29 11:05:00+00:00,ACTIVISION BLIZZARD INC,79678.0,00507V10,-0.02160894498229027,0.012683180160820484,0.033019946682871115,0.006122869481272275,0.04614040540195252,-0.08878200507270917,-0.044390955348308836,0.04516429796990051,-0.022175680845975876,-0.01121215915622209,0.01564539800452347,-0.03926001547570657,0.004297396420787081,-0.035294103525285614,-0.28334865626880734,-0.19,-0.01,0.17,0.01,79678,252,-2.1609%,-0.0016,1.0615,0.0628,-1.0489,1.8946%,2.4472%,40.0638%,-1.7897%,7
Auburn National Bancorp Q4 EPS $0.66 Up From $0.50 YoY,2019-01-29,AUBN,2019-01-29 13:31:00+00:00,AUBURN NATIONAL BANCORP,82251.0,05047310,-0.0005966723547317088,0.0,-0.028059661388397217,-0.017313488554222323,-0.010149258456887966,0.038507488594463846,0.004150140749600517,0.06760499164045264,0.010856471955776215,0.0005970286299730176,0.0005970286299730176,-0.002380892345622443,-0.029811831375349596,-0.08164382356858702,-0.15596322324344247,-0.19,-0.01,0.17,0.01,82251,252,-0.0597%,-0.0001,0.6303,0.4148,-0.4982,2.5148%,2.6762%,11.6982%,0.1380%,10
Atlantic Equities Upgrades American Express to Overweight,2019-01-29,AXP,2019-01-29 11:07:00+00:00,AMERICAN EXPRESS CO,59176.0,02581610,0.00577806169167161,0.016937391832470894,0.0172345271299561,0.020800301877080374,0.029120467755519908,0.05982568291223522,0.1107369303630581,0.15184625441396804,-0.003870193613693118,0.006618491600736798,0.0067194677836561745,-0.0009952838606641645,0.018569195506551228,-0.06216035622428273,-0.003863963536956949,-0.19,-0.01,0.17,0.01,59176,252,0.5778%,0.0007,1.1416,-0.4028,0.5172,0.9137%,1.5440%,64.9780%,0.6911%,7
Alibaba Group Holding's Q3 Earnings Preview,2019-01-29,BABA,2019-01-29 18:44:00+00:00,ALIBABA GROUP HOLDING LTD,14888.0,01609W10,-0.01283660531044006,0.0633605420589447,0.07400560934069311,0.07069094673004206,0.0952957423816283,0.07540796133780625,0.1518357421544303,0.19760325817949687,-0.001821547164581716,0.01963298743506825,0.04531999755380878,0.01210032845724851,0.05022462523143445,0.04897688348579976,0.19148291773540227,-0.19,-0.01,0.17,0.01,14888,252,-1.2837%,-0.0008,1.2313,0.1858,-0.8312,1.6083%,2.3047%,51.3027%,-0.9142%,6
"Biogen Earlier Guided FY19 Adj. EPS $28-$29 vs $28.02 Estimate, Sales $13.6B-$13.8B vs $13.65B Est.",2019-01-29,BIIB,2019-01-29 13:35:00+00:00,BIOGEN INC,76841.0,09062X10,0.01354504749178886,-0.019791992381215096,-0.0020928384157704594,-0.01067330683062595,0.007504121980151046,-0.04499527505330536,-0.04161688373796202,-0.31269435419706704,-0.02007298544049263,-0.008591898805271558,-0.021380675950300687,-0.021960771743049667,-0.009603498845167868,0.022937989640749112,0.09652452153603508,-0.19,-0.01,0.17,0.01,76841,252,1.3545%,-0.0001,0.8796,-0.0649,-0.3984,1.9277%,2.2200%,24.6002%,1.5833%,15
"Biogen Idec Q4 Adj. EPS $6.99 Beats $6.71 Estimate, Sales $3.53B Beat $3.39B Estimate",2019-01-29,BIIB,2019-01-29 11:51:00+00:00,BIOGEN INC,76841.0,09062X10,0.01354504749178886,-0.019791992381215096,-0.0020928384157704594,-0.01067330683062595,0.007504121980151046,-0.04499527505330536,-0.04161688373796202,-0.31269435419706704,-0.02007298544049263,-0.008591898805271558,-0.021380675950300687,-0.021960771743049667,-0.009603498845167868,0.022937989640749112,0.09652452153603508,-0.19,-0.01,0.17,0.01,76841,252,1.3545%,-0.0001,0.8796,-0.0649,-0.3984,1.9277%,2.2200%,24.6002%,1.5833%,14
"Bank Of New York Mellon Form 4 Filing From Nelson Peltz's Trian Fund Showed Sale Of 2.107M Shares On Jan. 25-28, 2019",2019-01-29,BK,2019-01-29 21:49:00+00:00,BANK OF NEW YORK MELLON CORP,49656.0,06405810,-0.015531400218606,-0.001520658261142671,-0.0055122775542518765,0.0001900459351353856,0.00019004618614881785,0.004371783266629903,-0.0032313618453346793,-0.0771716594580627,0.0007490093703381717,0.00019008131710673837,0.01244264888820279,0.020133089310266694,0.11730878234627151,0.11777376033862819,0.17369909860341282,-0.19,-0.01,0.17,0.01,49656,252,-1.5531%,0.0004,1.0563,-0.1139,1.1018,0.9002%,1.4542%,61.6831%,-1.5503%,22
UPDATE: Jefferies Upgrades Blackrock And Raises Target From $427 To $468 As Firm Believes 'BLK's industry leading organic growth will continue unimpeded while valuation provides a rare entry point',2019-01-29,BLK,2019-01-29 14:04:00+00:00,BLACKROCK INC,87267.0,09247X10,0.005575315561145544,0.0017417974304407835,0.01830133910234255,0.022545514836911362,0.024385463817832687,0.043888953006056663,0.06750113966189986,0.17283237821972564,-0.011196552775800228,-0.0029516244579286255,-0.0076381361848714135,-0.033591671917592825,0.018722779520627064,0.03919803316523707,0.04577015106763138,-0.19,-0.01,0.17,0.01,87267,252,0.5575%,-0.0007,1.2913,-0.2459,0.6211,0.9455%,1.6737%,68.0882%,0.6862%,29
Jefferies Upgrades BlackRock to Buy,2019-01-29,BLK,2019-01-29 11:11:00+00:00,BLACKROCK INC,87267.0,09247X10,0.005575315561145544,0.0017417974304407835,0.01830133910234255,0.022545514836911362,0.024385463817832687,0.043888953006056663,0.06750113966189986,0.17283237821972564,-0.011196552775800228,-0.0029516244579286255,-0.0076381361848714135,-0.033591671917592825,0.018722779520627064,0.03919803316523707,0.04577015106763138,-0.19,-0.01,0.17,0.01,87267,252,0.5575%,-0.0007,1.2913,-0.2459,0.6211,0.9455%,1.6737%,68.0882%,0.6862%,5
PiperJaffray Upgrades British American Tobacco to Overweight,2019-01-29,BTI,2019-01-29 13:33:00+00:00,BRITISH AMERICAN TOBACCO PLC,59504.0,11044810,0.04031252861022949,0.03844994679093361,0.05977764380863482,0.0657854764875776,0.0808050006893446,0.06758786000733363,0.18443974995410328,0.1669886392342823,0.01878383196890354,0.01651843939997888,-0.011430303912983164,-0.027355668420232626,-0.021406751583550432,-0.049094668770792826,-0.28032228193988495,-0.19,-0.01,0.17,0.01,59504,252,4.0313%,-0.0024,0.5216,0.0396,0.1774,1.7342%,1.8213%,9.3362%,4.0951%,7
"First Busey Q4 EPS $0.53 Misses $0.54 Estimate, Sales $83.18M Miss $84.68M Estimate",2019-01-29,BUSE,2019-01-29 22:01:00+00:00,FIRST BUSEY CORP,86382.0,31938320,-0.00309357768855989,-0.015128056518733501,-0.03956557226091639,-0.0182312340271511,-0.012800618007338116,0.029092318186463295,0.022110148874232127,-0.0074840427015332445,-0.0034682138357311487,0.0011614667929666922,-0.0045725854639456776,-0.016588295564179845,0.022362529198478365,-0.010241293475989788,-0.06792116046421615,-0.19,-0.01,0.17,0.01,86382,252,-0.3094%,-0.0001,0.9357,1.1597,1.2268,0.7010%,1.2929%,70.6033%,-0.3399%,13
"Camden National Q4 EPS $0.89 Beats $0.84 Estimate, Sales $41.066M Beat $40.71M Estimate",2019-01-29,CAC,2019-01-29 13:35:00+00:00,CAMDEN NATIONAL CORP,85418.0,13303410,0.02065266482532024,0.0,0.012240861542522907,0.019735221881681975,0.041219124954782194,0.0789407925997696,0.09342997428843303,0.07442143659750311,-0.01974499225616455,-0.014820400545937473,-0.01728886607852753,-0.010844899866582991,0.03956132998732742,0.05144993605294679,-0.03550831422399392,-0.19,-0.01,0.17,0.01,85418,252,2.0653%,0.0004,0.8602,1.0469,0.8868,1.0817%,1.4618%,45.2440%,2.0781%,13
The Street Reacts To Caterpillar's First Notable Miss In Years,2019-01-29,CAT,2019-01-29 17:41:00+00:00,CATERPILLAR INC,18542.0,14912310,0.01736750081181526,0.028293700888752937,0.05239868042402884,0.034616336773640954,0.043230865431465704,0.048526037514298626,0.055085764614948296,0.08232541707060337,-0.091261126101017,-0.06298495506608703,-0.05651649220967081,-0.08953149792432213,-0.052588946697596506,-0.0017308499214119255,0.09802598928417328,-0.19,-0.01,0.17,0.01,18542,252,1.7368%,-0.0003,1.5509,0.0228,0.2526,1.3788%,2.1870%,60.2536%,1.9754%,10
Capital City Bank Group Q4 EPS $0.50 Beats $0.37 Estimate,2019-01-29,CCBG,2019-01-29 12:11:00+00:00,CAPITAL CITY BANK GROUP,84516.0,13967410,-0.008368153125047684,0.014767867513000965,0.01265819512459232,0.012236244562320087,0.03037971705868192,0.04978896059486382,0.007672348757609804,-0.04489447702833205,-0.009941996075212955,0.002096403339385766,0.026632255415117934,-0.061641134039105094,-0.007887110290035082,-0.0736433967312975,0.0016667696344196958,-0.19,-0.01,0.17,0.01,84516,252,-0.8368%,0.0006,0.9106,1.1204,0.9067,1.3697%,1.7219%,36.7273%,-0.8147%,10
Cameco Option Alert: Feb 15 $12 Calls Sweep (3) near the Ask: 750 @ $0.451 vs 3642 OI; Earnings 2/8 Before Open [est] Ref=$12.16,2019-01-29,CCJ,2019-01-29 14:30:00+00:00,CAMECO CORP,83188.0,13321L10,0.02323649264872074,-0.023519868031144142,-0.017031634016921315,-0.017842682585239023,0.049472804188864794,-0.01703163301859978,-0.026763985045550553,-0.09083535475053783,-0.004954539239406475,0.03344771523731915,0.047826104101145184,0.016020281436042838,-0.005775553547664347,0.001662546187475078,0.16337513946625704,-0.19,-0.01,0.17,0.01,83188,252,2.3236%,0.0018,1.0692,0.6015,0.4374,2.0892%,2.3871%,23.3992%,2.4444%,24
Capitol Federal Financial Q1 EPS $0.18 Misses $0.19 Estimate,2019-01-29,CFFN,2019-01-29 14:04:00+00:00,CAPITOL FEDERAL FINANCIAL INC,86820.0,14057J10,-0.01755667664110661,-0.0312732756137849,-0.03536861018939186,-0.038366684693570074,-0.024125777139768045,-0.021877239097443546,-0.013632550924826181,-0.0031392539210385317,-0.0029175756499171257,0.0051470360528207415,-0.00436995390061401,0.0021993939961388875,0.012592598486023343,0.024737625775064664,0.16147361058909215,-0.19,-0.01,0.17,0.01,86820,252,-1.7557%,0.0007,0.6918,0.7647,0.8565,0.6796%,1.0362%,56.9806%,-1.7739%,9
"Chunghwa Telecom Sees FY19 EPS NT$4.40-NT$4.60, Sales NT$220.56M-NT$222.91M",2019-01-29,CHT,2019-01-29 12:53:00+00:00,CHUNGHWA TELECOM CO LTD,89778.0,17133Q50,-0.002877654042094946,0.009812413714826107,0.01298692415997671,0.01298692415997671,0.017315972451888317,-0.008369435342889586,0.00750355791560664,0.02597395749653475,0.004916083067655563,0.0066627906142042725,0.004045055776785933,0.0060798804470572065,0.0008640200672538345,-0.010535278393498215,-0.013624740743906516,-0.19,-0.01,0.17,0.01,89778,252,-0.2878%,-0.0001,0.3039,-0.0573,0.057,0.6711%,0.7496%,19.8630%,-0.2502%,8
RelaDyne Acquires CIRCOR Reliability Services Business; Financial Terms Not Disclosed,2019-01-29,CIR,2019-01-29 09:27:00+00:00,CIRCOR INTERNATIONAL INC,87268.0,17273K10,-0.0007707305485382676,0.052834514528512955,0.06633240780382477,0.09988431222414507,0.14654837016776634,0.14037792260221216,0.11839567259111639,0.33281918218893813,-0.013682961463928223,0.011301672300654264,0.023264989844665296,-0.04490243867072652,-0.04419885198969109,-0.11190960102806424,-0.17382995393952083,-0.19,-0.01,0.17,0.01,87268,252,-0.0771%,-0.002,1.6089,1.4359,0.7666,2.0576%,2.7330%,43.3187%,0.1044%,10
"Canadian National Railway Q4 Adj. EPS C$1.49, Up 24% Year Over Year, Sales C$3.808M, Up 16 YoY",2019-01-29,CNI,2019-01-29 21:26:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,-0.0007166509749367833,-0.0038245453033596277,-0.0017927756031704822,-0.004422076474222325,0.00011954198050023734,-0.02485958929925347,0.06118156145313902,0.12806073348334945,0.0034755622036755085,0.02035103479422773,0.02849772297903197,0.016387547191403673,0.04819737442409222,0.060410386438266794,0.0244050162960725,-0.19,-0.01,0.17,0.01,84181,252,-0.0717%,0.0006,0.7839,0.0067,0.1885,1.0752%,1.3695%,38.3611%,0.0354%,17
"Coherent Q1 Adj. EPS $2.09 Beats $2.07 Estimate, Sales $383.1M Miss $385.84M Estimate",2019-01-29,COHR,2019-01-29 21:08:00+00:00,COHERENT CORP,11752.0,19247G10,-0.02002385444939137,0.01189385075122118,0.1576699636309531,0.1500456879593881,0.14394624468898298,0.14852085499560141,0.21134492772095625,0.19701125223492988,-0.015303133055567741,-0.0008958668634388989,0.034312229787248905,-0.02647657688436278,-0.03182876970591608,-0.023635864668304918,-0.07492393673551934,-0.19,-0.01,0.17,0.01,24476,252,-1.3416%,-0.0024,1.5859,0.8124,-0.4651,2.5477%,3.2219%,37.4713%,-0.9672%,13
Commvault Shares Tick Modestly Higher Into Close AS Traders Circulate Upgrade To Overweight From MUFG Securities America,2019-01-29,CVLT,2019-01-29 20:58:00+00:00,COMMVAULT SYSTEMS INC,91463.0,20416610,0.03004707582294941,0.03547776862978935,0.04178495152385486,0.04194266417039394,0.06827502319587908,0.06701356434012351,0.026805499197404936,-0.033743286689869256,-0.011400113813578971,-0.019585980231407008,-0.019429864702307453,-0.015352616430162613,0.008022231572546668,0.06301798783150891,0.11640976425821048,-0.19,-0.01,0.17,0.01,91463,252,3.0047%,0.0005,0.7324,0.3921,-0.7628,1.4211%,1.8137%,38.6069%,3.2700%,17
"CommVault Systems Q3 EPS $0.54 Beats $0.42 Estimate, Sales $184.3M Beat $180.66M Estimate",2019-01-29,CVLT,2019-01-29 12:40:00+00:00,COMMVAULT SYSTEMS INC,91463.0,20416610,0.03004707582294941,0.03547776862978935,0.04178495152385486,0.04194266417039394,0.06827502319587908,0.06701356434012351,0.026805499197404936,-0.033743286689869256,-0.011400113813578971,-0.019585980231407008,-0.019429864702307453,-0.015352616430162613,0.008022231572546668,0.06301798783150891,0.11640976425821048,-0.19,-0.01,0.17,0.01,91463,252,3.0047%,0.0005,0.7324,0.3921,-0.7628,1.4211%,1.8137%,38.6069%,3.2700%,13
"Aetna Announces Attain, a Personalized Well-being Experience that Combines Health History with Apple Watch Information to Empower Better Health",2019-01-29,CVS,2019-01-29 10:12:00+00:00,C V S HEALTH CORP,17005.0,12665010,0.004598452709615231,0.006408272311091423,0.00015261111872533206,-0.004882509832193627,0.001983479532849941,0.022429069892347053,-0.13686299711844907,-0.18007890733584253,-0.0032085422426463284,0.004001146292966995,-0.00556651282167131,0.0033883063015074377,-0.0010332631729538244,-0.1175570672484102,-0.06801818102556878,-0.19,-0.01,0.17,0.01,17005,252,0.4598%,-0.0002,0.9296,-0.2817,0.589,1.5507%,1.8472%,29.5226%,0.5232%,19
