Main Directory,Model Directory,Question,File,Row Count
cumulative,gpt-4o,q1,cot1.csv,42535
cumulative,gpt-4o,q1,persona4.csv,42535
cumulative,gpt-4o,q1,base_blanks.csv,42535
cumulative,gpt-4o,q1,persona3.csv,42535
cumulative,gpt-4o,q1,persona2.csv,42535
cumulative,gpt-4o,q1,persona1.csv,42535
cumulative,gpt-4o,q2,base_json.csv,40670
cumulative,gpt-4o,q2,cot3.csv,40670
cumulative,gpt-4o,q2,cot2.csv,40670
cumulative,gpt-4o,q2,cot1.csv,40670
cumulative,gpt-4o,q2,persona4.csv,40670
cumulative,gpt-4o,q2,base_blanks.csv,40670
cumulative,gpt-4o,q2,persona3.csv,40670
cumulative,gpt-4o,q2,persona2.csv,40670
cumulative,gpt-4o,q2,persona1.csv,40670
cumulative,gpt-4o,q3,base_json.csv,43366
cumulative,gpt-4o,q3,cot3.csv,43366
cumulative,gpt-4o,q3,cot2.csv,43366
cumulative,gpt-4o,q3,cot1.csv,43366
cumulative,gpt-4o,q3,persona4.csv,43366
cumulative,gpt-4o,q3,base_blanks.csv,43366
cumulative,gpt-4o,q3,persona3.csv,43366
cumulative,gpt-4o,q3,persona2.csv,43366
cumulative,gpt-4o,q3,persona1.csv,43366
cumulative,gpt-4o,q4,base_json.csv,43686
cumulative,gpt-4o,q4,cot3.csv,43686
cumulative,gpt-4o,q4,cot2.csv,43686
cumulative,gpt-4o,q4,cot1.csv,43686
cumulative,gpt-4o,q4,persona4.csv,43686
cumulative,gpt-4o,q4,base_blanks.csv,43686
cumulative,gpt-4o,q4,persona3.csv,43686
cumulative,gpt-4o,q4,persona2.csv,43686
cumulative,gpt-4o,q4,persona1.csv,43686
cumulative,gpt-4o,q5,base_json.csv,44755
cumulative,gpt-4o,q5,cot3.csv,44755
cumulative,gpt-4o,q5,cot2.csv,44755
cumulative,gpt-4o,q5,cot1.csv,44755
cumulative,gpt-4o,q5,persona4.csv,44755
cumulative,gpt-4o,q5,base_blanks.csv,44755
cumulative,gpt-4o,q5,persona3.csv,44755
cumulative,gpt-4o,q5,persona2.csv,44755
cumulative,gpt-4o,q5,persona1.csv,44755
cumulative,gpt-4o-mini,q1,base_json.csv,51045
cumulative,gpt-4o-mini,q1,cot3s.csv,54190
cumulative,gpt-4o-mini,q1,cot3.csv,51045
cumulative,gpt-4o-mini,q1,cot2.csv,51045
cumulative,gpt-4o-mini,q1,cot1.csv,51045
cumulative,gpt-4o-mini,q1,persona4.csv,51045
cumulative,gpt-4o-mini,q1,base_blanks.csv,51045
cumulative,gpt-4o-mini,q1,persona3.csv,51045
cumulative,gpt-4o-mini,q1,persona2.csv,51045
cumulative,gpt-4o-mini,q1,persona1.csv,51045
cumulative,gpt-4o-mini,q2,base_json.csv,51046
cumulative,gpt-4o-mini,q2,cot3s.csv,54191
cumulative,gpt-4o-mini,q2,cot3.csv,51046
cumulative,gpt-4o-mini,q2,cot2.csv,51046
cumulative,gpt-4o-mini,q2,cot1.csv,51046
cumulative,gpt-4o-mini,q2,persona4.csv,51046
cumulative,gpt-4o-mini,q2,base_blanks.csv,51046
cumulative,gpt-4o-mini,q2,persona3.csv,51046
cumulative,gpt-4o-mini,q2,persona2.csv,51046
cumulative,gpt-4o-mini,q2,persona1.csv,51046
cumulative,gpt-4o-mini,q3,base_json.csv,51036
cumulative,gpt-4o-mini,q3,cot3s.csv,54181
cumulative,gpt-4o-mini,q3,cot3.csv,51036
cumulative,gpt-4o-mini,q3,cot2.csv,51036
cumulative,gpt-4o-mini,q3,cot1.csv,51036
cumulative,gpt-4o-mini,q3,persona4.csv,51036
cumulative,gpt-4o-mini,q3,base_blanks.csv,51036
cumulative,gpt-4o-mini,q3,persona3.csv,51036
cumulative,gpt-4o-mini,q3,persona2.csv,51036
cumulative,gpt-4o-mini,q3,persona1.csv,51036
cumulative,gpt-4o-mini,q4,base_json.csv,51055
cumulative,gpt-4o-mini,q4,cot3s.csv,54200
cumulative,gpt-4o-mini,q4,cot3.csv,51055
cumulative,gpt-4o-mini,q4,cot2.csv,51055
cumulative,gpt-4o-mini,q4,cot1.csv,51055
cumulative,gpt-4o-mini,q4,persona4.csv,51055
cumulative,gpt-4o-mini,q4,base_blanks.csv,51055
cumulative,gpt-4o-mini,q4,persona3.csv,51055
cumulative,gpt-4o-mini,q4,persona2.csv,51055
cumulative,gpt-4o-mini,q4,persona1.csv,51055
cumulative,gpt-4o-mini,q5,base_json.csv,51052
cumulative,gpt-4o-mini,q5,cot3s.csv,54197
cumulative,gpt-4o-mini,q5,cot3.csv,51052
cumulative,gpt-4o-mini,q5,cot2.csv,51052
cumulative,gpt-4o-mini,q5,cot1.csv,51052
cumulative,gpt-4o-mini,q5,persona4.csv,51052
cumulative,gpt-4o-mini,q5,base_blanks.csv,51052
cumulative,gpt-4o-mini,q5,persona3.csv,51052
cumulative,gpt-4o-mini,q5,persona2.csv,51052
cumulative,gpt-4o-mini,q5,persona1.csv,51052
CAPM,gpt-3.5-turbo,q1,base_json.csv,49299
CAPM,gpt-3.5-turbo,q1,cot3.csv,49299
CAPM,gpt-3.5-turbo,q1,cot2.csv,49299
CAPM,gpt-3.5-turbo,q1,cot1.csv,49299
CAPM,gpt-3.5-turbo,q1,persona4.csv,49299
CAPM,gpt-3.5-turbo,q1,base_blanks.csv,49299
CAPM,gpt-3.5-turbo,q1,persona3.csv,49299
CAPM,gpt-3.5-turbo,q1,persona2.csv,49299
CAPM,gpt-3.5-turbo,q1,persona1.csv,49299
CAPM,gpt-3.5-turbo,q2,base_json.csv,50964
CAPM,gpt-3.5-turbo,q2,cot3.csv,50964
CAPM,gpt-3.5-turbo,q2,cot2.csv,50964
CAPM,gpt-3.5-turbo,q2,cot1.csv,50964
CAPM,gpt-3.5-turbo,q2,persona4.csv,50964
CAPM,gpt-3.5-turbo,q2,base_blanks.csv,50964
CAPM,gpt-3.5-turbo,q2,persona3.csv,50964
CAPM,gpt-3.5-turbo,q2,persona2.csv,50964
CAPM,gpt-3.5-turbo,q2,persona1.csv,50964
CAPM,gpt-3.5-turbo,q3,base_json.csv,50828
CAPM,gpt-3.5-turbo,q3,cot3.csv,50828
CAPM,gpt-3.5-turbo,q3,cot2.csv,50828
CAPM,gpt-3.5-turbo,q3,cot1.csv,50828
CAPM,gpt-3.5-turbo,q3,persona4.csv,50828
CAPM,gpt-3.5-turbo,q3,base_blanks.csv,50828
CAPM,gpt-3.5-turbo,q3,persona3.csv,50828
CAPM,gpt-3.5-turbo,q3,persona2.csv,50828
CAPM,gpt-3.5-turbo,q3,persona1.csv,50828
CAPM,gpt-3.5-turbo,q4,base_json.csv,50985
CAPM,gpt-3.5-turbo,q4,cot3.csv,50985
CAPM,gpt-3.5-turbo,q4,cot2.csv,50985
CAPM,gpt-3.5-turbo,q4,cot1.csv,50985
CAPM,gpt-3.5-turbo,q4,persona4.csv,50985
CAPM,gpt-3.5-turbo,q4,base_blanks.csv,50985
CAPM,gpt-3.5-turbo,q4,persona3.csv,50985
CAPM,gpt-3.5-turbo,q4,persona2.csv,50985
CAPM,gpt-3.5-turbo,q4,persona1.csv,50985
CAPM,gpt-3.5-turbo,q5,base_json.csv,50990
CAPM,gpt-3.5-turbo,q5,cot3.csv,50990
CAPM,gpt-3.5-turbo,q5,cot2.csv,50990
CAPM,gpt-3.5-turbo,q5,cot1.csv,50990
CAPM,gpt-3.5-turbo,q5,persona4.csv,50990
CAPM,gpt-3.5-turbo,q5,base_blanks.csv,50990
CAPM,gpt-3.5-turbo,q5,persona3.csv,50990
CAPM,gpt-3.5-turbo,q5,persona2.csv,50990
CAPM,gpt-3.5-turbo,q5,persona1.csv,50990
CAPM,gpt-4o,q1,base_json.csv,42502
CAPM,gpt-4o,q1,cot3.csv,42502
CAPM,gpt-4o,q1,cot2.csv,42502
CAPM,gpt-4o,q1,cot1.csv,42502
CAPM,gpt-4o,q1,persona4.csv,42502
CAPM,gpt-4o,q1,base_blanks.csv,42502
CAPM,gpt-4o,q1,persona3.csv,42502
CAPM,gpt-4o,q1,persona2.csv,42502
CAPM,gpt-4o,q1,persona1.csv,42502
CAPM,gpt-4o,q2,base_json.csv,40503
CAPM,gpt-4o,q2,cot3.csv,40503
CAPM,gpt-4o,q2,cot2.csv,40503
CAPM,gpt-4o,q2,cot1.csv,40503
CAPM,gpt-4o,q2,persona4.csv,40503
CAPM,gpt-4o,q2,base_blanks.csv,40503
CAPM,gpt-4o,q2,persona3.csv,40503
CAPM,gpt-4o,q2,persona2.csv,40503
CAPM,gpt-4o,q2,persona1.csv,40503
CAPM,gpt-4o,q3,base_json.csv,43185
CAPM,gpt-4o,q3,cot3.csv,43185
CAPM,gpt-4o,q3,cot2.csv,43185
CAPM,gpt-4o,q3,cot1.csv,43185
CAPM,gpt-4o,q3,persona4.csv,43185
CAPM,gpt-4o,q3,base_blanks.csv,43185
CAPM,gpt-4o,q3,persona3.csv,43185
CAPM,gpt-4o,q3,persona2.csv,43185
CAPM,gpt-4o,q3,persona1.csv,43185
CAPM,gpt-4o,q4,base_json.csv,43520
CAPM,gpt-4o,q4,cot3.csv,43520
CAPM,gpt-4o,q4,cot2.csv,43520
CAPM,gpt-4o,q4,cot1.csv,43520
CAPM,gpt-4o,q4,persona4.csv,43520
CAPM,gpt-4o,q4,base_blanks.csv,43520
CAPM,gpt-4o,q4,persona3.csv,43520
CAPM,gpt-4o,q4,persona2.csv,43520
CAPM,gpt-4o,q4,persona1.csv,43520
CAPM,gpt-4o,q5,base_json.csv,42611
CAPM,gpt-4o,q5,cot3.csv,42611
CAPM,gpt-4o,q5,cot2.csv,42611
CAPM,gpt-4o,q5,cot1.csv,42611
CAPM,gpt-4o,q5,persona4.csv,42611
CAPM,gpt-4o,q5,base_blanks.csv,42611
CAPM,gpt-4o,q5,persona3.csv,42611
CAPM,gpt-4o,q5,persona2.csv,42611
CAPM,gpt-4o,q5,persona1.csv,42611
CAPM,gpt-4o-mini,q1,base_json.csv,50998
CAPM,gpt-4o-mini,q1,cot3.csv,50998
CAPM,gpt-4o-mini,q1,cot2.csv,50998
CAPM,gpt-4o-mini,q1,cot1.csv,50998
CAPM,gpt-4o-mini,q1,persona4.csv,50998
CAPM,gpt-4o-mini,q1,base_blanks.csv,50998
CAPM,gpt-4o-mini,q1,persona3.csv,50998
CAPM,gpt-4o-mini,q1,persona2.csv,50998
CAPM,gpt-4o-mini,q1,persona1.csv,50998
CAPM,gpt-4o-mini,q2,base_json.csv,50999
CAPM,gpt-4o-mini,q2,cot3.csv,50999
CAPM,gpt-4o-mini,q2,cot2.csv,50999
CAPM,gpt-4o-mini,q2,cot1.csv,50999
CAPM,gpt-4o-mini,q2,persona4.csv,50999
CAPM,gpt-4o-mini,q2,base_blanks.csv,50999
CAPM,gpt-4o-mini,q2,persona3.csv,50999
CAPM,gpt-4o-mini,q2,persona2.csv,50999
CAPM,gpt-4o-mini,q2,persona1.csv,50999
CAPM,gpt-4o-mini,q3,base_json.csv,50989
CAPM,gpt-4o-mini,q3,cot3.csv,50989
CAPM,gpt-4o-mini,q3,cot2.csv,50989
CAPM,gpt-4o-mini,q3,cot1.csv,50989
CAPM,gpt-4o-mini,q3,persona4.csv,50989
CAPM,gpt-4o-mini,q3,base_blanks.csv,50989
CAPM,gpt-4o-mini,q3,persona3.csv,50989
CAPM,gpt-4o-mini,q3,persona2.csv,50989
CAPM,gpt-4o-mini,q3,persona1.csv,50989
CAPM,gpt-4o-mini,q4,base_json.csv,51008
CAPM,gpt-4o-mini,q4,cot3.csv,51008
CAPM,gpt-4o-mini,q4,cot2.csv,51008
CAPM,gpt-4o-mini,q4,cot1.csv,51008
CAPM,gpt-4o-mini,q4,persona4.csv,51008
CAPM,gpt-4o-mini,q4,base_blanks.csv,51008
CAPM,gpt-4o-mini,q4,persona3.csv,51008
CAPM,gpt-4o-mini,q4,persona2.csv,51008
CAPM,gpt-4o-mini,q4,persona1.csv,51008
CAPM,gpt-4o-mini,q5,base_json.csv,51005
CAPM,gpt-4o-mini,q5,cot3.csv,51005
CAPM,gpt-4o-mini,q5,cot2.csv,51005
CAPM,gpt-4o-mini,q5,cot1.csv,51005
CAPM,gpt-4o-mini,q5,persona4.csv,51005
CAPM,gpt-4o-mini,q5,base_blanks.csv,51005
CAPM,gpt-4o-mini,q5,persona3.csv,51005
CAPM,gpt-4o-mini,q5,persona2.csv,51005
CAPM,gpt-4o-mini,q5,persona1.csv,51005
FF3,gpt-3.5-turbo,q1,base_json.csv,49299
FF3,gpt-3.5-turbo,q1,cot3.csv,49299
FF3,gpt-3.5-turbo,q1,cot2.csv,49299
FF3,gpt-3.5-turbo,q1,cot1.csv,49299
FF3,gpt-3.5-turbo,q1,persona4.csv,49299
FF3,gpt-3.5-turbo,q1,base_blanks.csv,49299
FF3,gpt-3.5-turbo,q1,persona3.csv,49299
FF3,gpt-3.5-turbo,q1,persona2.csv,49299
FF3,gpt-3.5-turbo,q1,persona1.csv,49299
FF3,gpt-3.5-turbo,q2,base_json.csv,50964
FF3,gpt-3.5-turbo,q2,cot3.csv,50964
FF3,gpt-3.5-turbo,q2,cot2.csv,50964
FF3,gpt-3.5-turbo,q2,cot1.csv,50964
FF3,gpt-3.5-turbo,q2,persona4.csv,50964
FF3,gpt-3.5-turbo,q2,base_blanks.csv,50964
FF3,gpt-3.5-turbo,q2,persona3.csv,50964
FF3,gpt-3.5-turbo,q2,persona2.csv,50964
FF3,gpt-3.5-turbo,q2,persona1.csv,50964
FF3,gpt-3.5-turbo,q3,base_json.csv,50828
FF3,gpt-3.5-turbo,q3,cot3.csv,50828
FF3,gpt-3.5-turbo,q3,cot2.csv,50828
FF3,gpt-3.5-turbo,q3,cot1.csv,50828
FF3,gpt-3.5-turbo,q3,persona4.csv,50828
FF3,gpt-3.5-turbo,q3,base_blanks.csv,50828
FF3,gpt-3.5-turbo,q3,persona3.csv,50828
FF3,gpt-3.5-turbo,q3,persona2.csv,50828
FF3,gpt-3.5-turbo,q3,persona1.csv,50828
FF3,gpt-3.5-turbo,q4,base_json.csv,50985
FF3,gpt-3.5-turbo,q4,cot3.csv,50985
FF3,gpt-3.5-turbo,q4,cot2.csv,50985
FF3,gpt-3.5-turbo,q4,cot1.csv,50985
FF3,gpt-3.5-turbo,q4,persona4.csv,50985
FF3,gpt-3.5-turbo,q4,base_blanks.csv,50985
FF3,gpt-3.5-turbo,q4,persona3.csv,50985
FF3,gpt-3.5-turbo,q4,persona2.csv,50985
FF3,gpt-3.5-turbo,q4,persona1.csv,50985
FF3,gpt-3.5-turbo,q5,base_json.csv,50990
FF3,gpt-3.5-turbo,q5,cot3.csv,50990
FF3,gpt-3.5-turbo,q5,cot2.csv,50990
FF3,gpt-3.5-turbo,q5,cot1.csv,50990
FF3,gpt-3.5-turbo,q5,persona4.csv,50990
FF3,gpt-3.5-turbo,q5,base_blanks.csv,50990
FF3,gpt-3.5-turbo,q5,persona3.csv,50990
FF3,gpt-3.5-turbo,q5,persona2.csv,50990
FF3,gpt-3.5-turbo,q5,persona1.csv,50990
FF3,gpt-4o,q1,base_json.csv,42502
FF3,gpt-4o,q1,cot3.csv,42502
FF3,gpt-4o,q1,cot2.csv,42502
FF3,gpt-4o,q1,cot1.csv,42502
FF3,gpt-4o,q1,persona4.csv,42502
FF3,gpt-4o,q1,base_blanks.csv,42502
FF3,gpt-4o,q1,persona3.csv,42502
FF3,gpt-4o,q1,persona2.csv,42502
FF3,gpt-4o,q1,persona1.csv,42502
FF3,gpt-4o,q2,base_json.csv,40503
FF3,gpt-4o,q2,cot3.csv,40503
FF3,gpt-4o,q2,cot2.csv,40503
FF3,gpt-4o,q2,cot1.csv,40503
FF3,gpt-4o,q2,persona4.csv,40503
FF3,gpt-4o,q2,base_blanks.csv,40503
FF3,gpt-4o,q2,persona3.csv,40503
FF3,gpt-4o,q2,persona2.csv,40503
FF3,gpt-4o,q2,persona1.csv,40503
FF3,gpt-4o,q3,base_json.csv,43185
FF3,gpt-4o,q3,cot3.csv,43185
FF3,gpt-4o,q3,cot2.csv,43185
FF3,gpt-4o,q3,cot1.csv,43185
FF3,gpt-4o,q3,persona4.csv,43185
FF3,gpt-4o,q3,base_blanks.csv,43185
FF3,gpt-4o,q3,persona3.csv,43185
FF3,gpt-4o,q3,persona2.csv,43185
FF3,gpt-4o,q3,persona1.csv,43185
FF3,gpt-4o,q4,base_json.csv,43520
FF3,gpt-4o,q4,cot3.csv,43520
FF3,gpt-4o,q4,cot2.csv,43520
FF3,gpt-4o,q4,cot1.csv,43520
FF3,gpt-4o,q4,persona4.csv,43520
FF3,gpt-4o,q4,base_blanks.csv,43520
FF3,gpt-4o,q4,persona3.csv,43520
FF3,gpt-4o,q4,persona2.csv,43520
FF3,gpt-4o,q4,persona1.csv,43520
FF3,gpt-4o,q5,base_json.csv,42611
FF3,gpt-4o,q5,cot3.csv,42611
FF3,gpt-4o,q5,cot2.csv,42611
FF3,gpt-4o,q5,cot1.csv,42611
FF3,gpt-4o,q5,persona4.csv,42611
FF3,gpt-4o,q5,base_blanks.csv,42611
FF3,gpt-4o,q5,persona3.csv,42611
FF3,gpt-4o,q5,persona2.csv,42611
FF3,gpt-4o,q5,persona1.csv,42611
FF3,gpt-4o-mini,q1,base_json.csv,50998
FF3,gpt-4o-mini,q1,cot3.csv,50998
FF3,gpt-4o-mini,q1,cot2.csv,50998
FF3,gpt-4o-mini,q1,cot1.csv,50998
FF3,gpt-4o-mini,q1,persona4.csv,50998
FF3,gpt-4o-mini,q1,base_blanks.csv,50998
FF3,gpt-4o-mini,q1,persona3.csv,50998
FF3,gpt-4o-mini,q1,persona2.csv,50998
FF3,gpt-4o-mini,q1,persona1.csv,50998
FF3,gpt-4o-mini,q2,base_json.csv,50999
FF3,gpt-4o-mini,q2,cot3.csv,50999
FF3,gpt-4o-mini,q2,cot2.csv,50999
FF3,gpt-4o-mini,q2,cot1.csv,50999
FF3,gpt-4o-mini,q2,persona4.csv,50999
FF3,gpt-4o-mini,q2,base_blanks.csv,50999
FF3,gpt-4o-mini,q2,persona3.csv,50999
FF3,gpt-4o-mini,q2,persona2.csv,50999
FF3,gpt-4o-mini,q2,persona1.csv,50999
FF3,gpt-4o-mini,q3,base_json.csv,50989
FF3,gpt-4o-mini,q3,cot3.csv,50989
FF3,gpt-4o-mini,q3,cot2.csv,50989
FF3,gpt-4o-mini,q3,cot1.csv,50989
FF3,gpt-4o-mini,q3,persona4.csv,50989
FF3,gpt-4o-mini,q3,base_blanks.csv,50989
FF3,gpt-4o-mini,q3,persona3.csv,50989
FF3,gpt-4o-mini,q3,persona2.csv,50989
FF3,gpt-4o-mini,q3,persona1.csv,50989
FF3,gpt-4o-mini,q4,base_json.csv,51008
FF3,gpt-4o-mini,q4,cot3.csv,51008
FF3,gpt-4o-mini,q4,cot2.csv,51008
FF3,gpt-4o-mini,q4,cot1.csv,51008
FF3,gpt-4o-mini,q4,persona4.csv,51008
FF3,gpt-4o-mini,q4,base_blanks.csv,51008
FF3,gpt-4o-mini,q4,persona3.csv,51008
FF3,gpt-4o-mini,q4,persona2.csv,51008
FF3,gpt-4o-mini,q4,persona1.csv,51008
FF3,gpt-4o-mini,q5,base_json.csv,51005
FF3,gpt-4o-mini,q5,cot3.csv,51005
FF3,gpt-4o-mini,q5,cot2.csv,51005
FF3,gpt-4o-mini,q5,cot1.csv,51005
FF3,gpt-4o-mini,q5,persona4.csv,51005
FF3,gpt-4o-mini,q5,base_blanks.csv,51005
FF3,gpt-4o-mini,q5,persona3.csv,51005
FF3,gpt-4o-mini,q5,persona2.csv,51005
FF3,gpt-4o-mini,q5,persona1.csv,51005
