headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Citigroup CFO Mark Mason Speaking At An Investor Conference Says Slow Down In Market Activity Has Persisted Through Most Of Q2; Says Bank Expects Trading Revenue To Be Down Mid Single Digits,2019-06-11,C,2019-06-11 17:13:00+00:00,CITIGROUP INC,70519.0,17296742,0.01132292114198208,-0.01576310768723488,-0.01178543719187175,-0.005892662671404203,0.0014732768507770277,-0.0197406666459784,0.07557461777438301,-0.015314985204754383,0.02176891826093197,0.009778870433108322,0.020370993985421082,0.07203325646933734,0.04239794162956301,-0.028234848816247493,0.0536171746372891,-0.12,-0.25,0.55,0.009,70519,252,1.1323%,0.0005,1.4548,-0.0351,1.1313,0.8739%,1.5834%,69.5370%,0.6692%,32
Casey's General Stores Inc. shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,2019-06-11,CASY,2019-06-11 14:46:00+00:00,CASEYS GENERAL STORES INC,21742.0,14752810,0.1003458127379417,0.023908736184239388,0.04030325763753706,0.03818564331570129,0.04071320964919667,0.05649295993162773,0.11189292317196875,0.16487716298502852,-0.00642270827665925,-0.008422187339420573,0.014410975629221223,0.03259854888515945,-0.0018007608883136017,0.02232408453826973,0.044672162133023496,-0.12,-0.25,0.55,0.009,21742,252,10.0346%,0.0019,0.6506,0.2882,0.1722,1.3579%,1.5104%,19.1637%,10.1176%,18
"Casey's General Reports Big Q4 Earnings Beat, Shares Rise 10%",2019-06-11,CASY,2019-06-11 11:37:00+00:00,CASEYS GENERAL STORES INC,21742.0,14752810,0.1003458127379417,0.023908736184239388,0.04030325763753706,0.03818564331570129,0.04071320964919667,0.05649295993162773,0.11189292317196875,0.16487716298502852,-0.00642270827665925,-0.008422187339420573,0.014410975629221223,0.03259854888515945,-0.0018007608883136017,0.02232408453826973,0.044672162133023496,-0.12,-0.25,0.55,0.009,21742,252,10.0346%,0.0019,0.6506,0.2882,0.1722,1.3579%,1.5104%,19.1637%,10.1176%,10
"CymaBay Therapeutics Shares Slightly Higher After Hours As Hearing Raymond James Upgraded To Strong Buy, Set $19 Price Target",2019-06-11,CBAY,2019-06-11 20:12:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.4544634819030762,0.019834691658616066,0.11570244708051991,0.03801652959011892,0.17272719625389055,0.1338842792642172,0.07933883800959007,-0.003305789536227066,-0.03649001568555832,-0.027192937226745983,-0.09469386560566162,-0.0735171343298131,-0.14031004189679108,-0.14823351012861075,-0.1469230700160764,-0.12,-0.25,0.55,0.009,14691,252,-45.4463%,-0.0013,1.1575,2.358,-1.1143,3.9334%,4.5511%,25.3036%,-44.2756%,19
CymaBay Therapeutics shares are trading lower after the company reported data from its Phase 2b study of Seladelpar in patients with nonalcoholic steatohepatitis. Data showed reductions in liver fat were minimal and not significant compared to the placebo.,2019-06-11,CBAY,2019-06-11 13:38:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.4544634819030762,0.019834691658616066,0.11570244708051991,0.03801652959011892,0.17272719625389055,0.1338842792642172,0.07933883800959007,-0.003305789536227066,-0.03649001568555832,-0.027192937226745983,-0.09469386560566162,-0.0735171343298131,-0.14031004189679108,-0.14823351012861075,-0.1469230700160764,-0.12,-0.25,0.55,0.009,14691,252,-45.4463%,-0.0013,1.1575,2.358,-1.1143,3.9334%,4.5511%,25.3036%,-44.2756%,38
Viking Therapeutics Shares Up 5.7% Following Concerning Data From A Phase 2b Study Of Seladelpar In Patients With Nonaloholic Steatohepatitis By CymaBay Therapeutics,2019-06-11,CBAY,2019-06-11 13:25:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.4544634819030762,0.019834691658616066,0.11570244708051991,0.03801652959011892,0.17272719625389055,0.1338842792642172,0.07933883800959007,-0.003305789536227066,-0.03649001568555832,-0.027192937226745983,-0.09469386560566162,-0.0735171343298131,-0.14031004189679108,-0.14823351012861075,-0.1469230700160764,-0.12,-0.25,0.55,0.009,14691,252,-45.4463%,-0.0013,1.1575,2.358,-1.1143,3.9334%,4.5511%,25.3036%,-44.2756%,23
CymaBay Therapeutics Plummets 40% Following Liver Disease Data,2019-06-11,CBAY,2019-06-11 12:30:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.4544634819030762,0.019834691658616066,0.11570244708051991,0.03801652959011892,0.17272719625389055,0.1338842792642172,0.07933883800959007,-0.003305789536227066,-0.03649001568555832,-0.027192937226745983,-0.09469386560566162,-0.0735171343298131,-0.14031004189679108,-0.14823351012861075,-0.1469230700160764,-0.12,-0.25,0.55,0.009,14691,252,-45.4463%,-0.0013,1.1575,2.358,-1.1143,3.9334%,4.5511%,25.3036%,-44.2756%,8
"CymaBay Therapeutics Reports Data From Phase 2b Study Of Seladelpar In Patients With Nonalcoholic Steatohepatitis; Reductions In Liver Fat Were Minimal, Not Significant Compared To Placebo, Reductions In Markers Of Liver Injury Were Clinically Meaningful",2019-06-11,CBAY,2019-06-11 11:05:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.4544634819030762,0.019834691658616066,0.11570244708051991,0.03801652959011892,0.17272719625389055,0.1338842792642172,0.07933883800959007,-0.003305789536227066,-0.03649001568555832,-0.027192937226745983,-0.09469386560566162,-0.0735171343298131,-0.14031004189679108,-0.14823351012861075,-0.1469230700160764,-0.12,-0.25,0.55,0.009,14691,252,-45.4463%,-0.0013,1.1575,2.358,-1.1143,3.9334%,4.5511%,25.3036%,-44.2756%,35
"Deutsche Bank Reinstates Buy on CDW, Announces $113 Price Target",2019-06-11,CDW,2019-06-11 12:05:00+00:00,C D W CORP NEW,13949.0,12514G10,-0.004982128273695707,-0.0045346785336732864,0.002456326240743767,-0.015210209783470985,-0.016249421989667723,0.01525741878500364,0.07321681690700887,0.12216726322946281,0.014495485462248325,0.020725350083130367,0.031013732507722436,0.07065213946999793,0.030913796525563253,0.013265852997326633,0.10418918627886087,-0.12,-0.25,0.55,0.009,13949,252,-0.4982%,0.0007,1.0259,0.1392,-0.4045,1.2497%,1.7239%,47.4519%,-0.1286%,10
Coherus BioSciences shares are trading higher after Barclays initiated coverage on the company's stock with an overweight rating and a $30 price target.,2019-06-11,CHRS,2019-06-11 13:40:00+00:00,COHERUS BIOSCIENCES INC,15059.0,19249H10,0.01738118380308151,0.01993168517947197,0.0392938813659951,0.06207290271572896,0.1025057632539439,0.20387243820198564,0.013667402545789242,0.19874713829873292,-0.03629255294799805,-0.039510245383226006,-0.07403429296604835,-0.06042463667170472,-0.15225934534362273,0.11354839868403777,0.18952446201354856,-0.12,-0.25,0.55,0.009,15059,252,1.7381%,0.0022,1.2617,2.2807,0.0254,3.5129%,4.0065%,23.1227%,2.4371%,23
"Barclays Initiates Coverage On Coherus BioSciences with Overweight Rating, Announces $30 Price Target",2019-06-11,CHRS,2019-06-11 11:04:00+00:00,COHERUS BIOSCIENCES INC,15059.0,19249H10,0.01738118380308151,0.01993168517947197,0.0392938813659951,0.06207290271572896,0.1025057632539439,0.20387243820198564,0.013667402545789242,0.19874713829873292,-0.03629255294799805,-0.039510245383226006,-0.07403429296604835,-0.06042463667170472,-0.15225934534362273,0.11354839868403777,0.18952446201354856,-0.12,-0.25,0.55,0.009,15059,252,1.7381%,0.0022,1.2617,2.2807,0.0254,3.5129%,4.0065%,23.1227%,2.4371%,13
Chico's FAS Q1 Comparable Sales Down 7.0%,2019-06-11,CHS,2019-06-11 11:17:00+00:00,CHICOS FAS INC,78963.0,16861510,0.0821114256978035,-0.037940409034490585,-0.05420055577985183,-0.06300817768666134,-0.1352983479604194,-0.11305517145864685,-0.09081205975459106,-0.040765009406240726,0.0029411735013127327,0.011869496201192709,-0.044817886001475404,-0.025714261922386905,-0.08086252219056522,-0.06830601671466174,-0.28208194818605814,-0.12,-0.25,0.55,0.009,78963,252,8.2111%,-0.001,0.2411,2.0665,1.0736,3.5331%,3.7100%,9.3102%,8.1933%,7
"Chico's FAS Q1 Adj. EPS $0.05 Beats $0.03 Estimate, Sales $517.73M Miss $518.3M Estimate",2019-06-11,CHS,2019-06-11 11:16:00+00:00,CHICOS FAS INC,78963.0,16861510,0.0821114256978035,-0.037940409034490585,-0.05420055577985183,-0.06300817768666134,-0.1352983479604194,-0.11305517145864685,-0.09081205975459106,-0.040765009406240726,0.0029411735013127327,0.011869496201192709,-0.044817886001475404,-0.025714261922386905,-0.08086252219056522,-0.06830601671466174,-0.28208194818605814,-0.12,-0.25,0.55,0.009,78963,252,8.2111%,-0.001,0.2411,2.0665,1.0736,3.5331%,3.7100%,9.3102%,8.1933%,14
"Argus Research Maintains Buy on Colgate-Palmolive, Raises Price Target to $82",2019-06-11,CL,2019-06-11 13:27:00+00:00,COLGATE PALMOLIVE CO,18729.0,19416210,0.004107942804694176,-0.0038183387368916355,-0.007909475282550593,0.00027269366393678496,-0.006000305925408678,0.007909475019903134,-0.02228834472304919,0.01899833110524396,-0.012974713928997517,-0.0010942659184380865,0.01543382537743132,0.033102225608278024,0.02570227534809799,0.024263614490689367,0.10924126892185249,-0.12,-0.25,0.55,0.009,18729,252,0.4108%,0.0003,0.4919,-0.4468,-0.0439,1.0768%,1.1895%,18.0444%,0.3760%,11
5 Tips To Spring Clean Your Finances,2019-06-11,CMCSA,2019-06-11 19:44:00+00:00,COMCAST CORP NEW,89525.0,20030N10,-0.001695318263955414,0.005579804535955191,0.011402169049405497,0.026443477038972762,0.04924790788522926,0.03711787338279726,0.09387899480406658,0.13142244464420072,-0.004580487497150898,0.003402172154952199,-0.0002420900995336872,0.00805668533261894,-0.03234116123439079,-0.04155062460740444,0.041050065117105294,-0.12,-0.25,0.55,0.009,89525,252,-0.1695%,0.0012,0.8766,0.0035,0.3038,1.2779%,1.5166%,29.0030%,-0.2409%,7
Alberta Premier Say Government May Have To Consider Extending Oil Curtailments Into Next Year Because Of Delay To Line 3 Pipeline,2019-06-11,CNI,2019-06-11 17:34:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,0.003428502473980188,0.008376440964639187,0.006061891378394746,0.0076049243772731145,0.010580833578401894,0.007494767596837537,0.034938807495195956,0.03273441382606812,-0.008878715336322784,-0.005280565302073881,-0.0048305175684427715,0.01371997820846893,-0.007332262791167721,-0.04016945112401149,0.03686691415384025,-0.12,-0.25,0.55,0.009,84181,252,0.3429%,0.0004,0.8528,-0.0786,0.2496,0.9992%,1.2767%,38.7378%,0.2814%,21
Alberta Government Has Started Talks With The Private Sector About Offloading Crude-By-Rail Contracts Signed By Previous Government,2019-06-11,CNI,2019-06-11 17:34:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,0.003428502473980188,0.008376440964639187,0.006061891378394746,0.0076049243772731145,0.010580833578401894,0.007494767596837537,0.034938807495195956,0.03273441382606812,-0.008878715336322784,-0.005280565302073881,-0.0048305175684427715,0.01371997820846893,-0.007332262791167721,-0.04016945112401149,0.03686691415384025,-0.12,-0.25,0.55,0.009,84181,252,0.3429%,0.0004,0.8528,-0.0786,0.2496,0.9992%,1.2767%,38.7378%,0.2814%,17
"Corcept Therapeutics 8-K Shows Co. Received Paragraph IV Notice Letter Advising Sun Pharma Submitted Abbreviated New Drug Application For FDA Authorization To Manufacture, Use Or Sell Generic Version Of KORLYM, 300mg In US",2019-06-11,CORT,2019-06-11 20:10:00+00:00,CORCEPT THERAPEUTICS INC,90125.0,21835210,0.01290964428335428,0.020588239654898643,0.020588239654898643,0.015686260222275372,0.029411783882498987,0.012745109975953017,0.0813725425784706,0.2343137636940229,-0.004940730519592873,0.01614529337739734,-0.011776239260633647,0.028600587019208756,-0.02327843897142945,-0.1677686426849534,-0.17323485306456743,-0.12,-0.25,0.55,0.009,90125,252,1.2910%,-0.0015,1.2209,0.7803,0.0447,3.5366%,3.7917%,13.0032%,1.6085%,33
"Catalyst Pharmaceuticals CEO Buys 25,000 @ Avg Price: $3.23",2019-06-11,CPRX,2019-06-11 18:09:00+00:00,CATALYST PHARMACEUTICALS INC,91606.0,14888U10,0.091743104159832,-0.11947834031741067,-0.09522666122474621,-0.12880584756582092,-0.12320936324863829,-0.2267452518976153,-0.4067671513293495,-0.38997755978152027,-0.08880925144489504,-0.11912103191845469,-0.12791227260099503,-0.1399291776210434,-0.13992918015004363,-0.0429004100176984,-0.10833477701528393,-0.12,-0.25,0.55,0.009,91606,252,9.1743%,0.0021,1.1003,1.651,-0.4878,5.0446%,5.3294%,10.4021%,10.0156%,9
"Tableau Wanted Salesforce Shares, Benioff Tells Cramer: 'I Can't Blame Them'",2019-06-11,CRM,2019-06-11 17:57:00+00:00,SALESFORCE INC,90215.0,79466L30,-0.01727861538529396,0.007525840308517218,0.007925424463384179,-0.0009323967481214002,0.0029304194190904465,-0.0053945883865044175,0.06393610699802843,0.024109293413330235,-0.052582692354917526,-0.0409265233903342,-0.03566024454882988,0.05299784272110131,-0.011131971990379075,-0.0793565483546037,-0.049044657575371575,-0.12,-0.25,0.55,0.009,90215,252,-1.7279%,-0.0004,1.3736,-0.2834,-1.4064,1.1739%,2.2396%,72.5274%,-0.8734%,11
"Volatility Still Elevated Despite Rally, Pointing To Possible Anxiety In Market",2019-06-11,CRM,2019-06-11 13:54:00+00:00,SALESFORCE INC,90215.0,79466L30,-0.01727861538529396,0.007525840308517218,0.007925424463384179,-0.0009323967481214002,0.0029304194190904465,-0.0053945883865044175,0.06393610699802843,0.024109293413330235,-0.052582692354917526,-0.0409265233903342,-0.03566024454882988,0.05299784272110131,-0.011131971990379075,-0.0793565483546037,-0.049044657575371575,-0.12,-0.25,0.55,0.009,90215,252,-1.7279%,-0.0004,1.3736,-0.2834,-1.4064,1.1739%,2.2396%,72.5274%,-0.8734%,11
Federal Judge Nears Blocking CVS-Aetna Deal,2019-06-11,CVS,2019-06-11 08:44:00+00:00,C V S HEALTH CORP,17005.0,12665010,-0.01926217600703239,-0.005743957124650478,0.011487842935379966,0.003705705195937048,0.012784854188800043,-0.005373372710459234,0.046692615170663254,0.1732528076989568,0.02058606594800949,0.01700236890649931,0.034982145390159314,0.03071735073607096,0.0369323353240536,0.02802166930885308,-0.005819743562658686,-0.12,-0.25,0.55,0.009,17005,252,-1.9262%,-0.0005,0.9297,-0.1988,0.529,1.6270%,1.8295%,20.9107%,-2.1694%,6
"'Deutsche Bank threatens to axe 1,000 clients in compliance push' -FT",2019-06-11,DB,2019-06-11 18:17:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.01306243147701025,-0.014326633885502815,-0.015759331474274885,-0.027220638484527604,0.014326634750699618,0.02005728861341205,0.13467049486301752,0.12034385758951882,0.019230714067816734,0.020740720021411807,-0.004335291173109046,0.023774121065145426,-0.04038996974026887,-0.14431840531884166,-0.2134644221569595,-0.12,-0.25,0.55,0.009,89199,252,1.3062%,-0.0008,1.4147,0.5624,1.3827,1.8624%,2.3078%,34.8780%,0.8466%,11
JLD-Laguë Acquires Quebec Peterbilt Dealer Transdiff,2019-06-11,DE,2019-06-11 19:12:00+00:00,DEERE & CO,19350.0,24419910,0.001268289517611265,-0.008066711015999317,0.010199992064266139,0.010066630243610541,0.06253336625900352,0.10873331690560528,0.11967249789307188,0.04680477596535604,0.007396885193884373,0.02266360844465809,0.024552019988489437,0.04550216028566756,0.07815761494485529,-0.09211562109354976,-0.04582757269027615,-0.12,-0.25,0.55,0.009,19350,252,0.1268%,0.0,1.2699,0.2015,0.2151,1.4016%,1.8781%,44.3023%,0.2006%,6
Maxim Group Downgrades Denny's to Hold,2019-06-11,DENN,2019-06-11 12:29:00+00:00,DENNYS CORP,85726.0,24869P10,-0.004826181568205357,0.0,0.0009698617504909635,0.008729311022530606,-0.006789588087350196,-0.02376341747947386,0.052376323917071144,0.14500482795195757,0.0038759654853492975,0.0033898158566394443,0.027777751971390874,0.06093182711221545,0.0724637485370776,0.09340361278591502,0.1523915388091348,-0.12,-0.25,0.55,0.009,85726,252,-0.4826%,0.001,0.3635,0.1211,-0.2522,1.9744%,2.0319%,5.5819%,-0.2799%,6
"Piper Jaffray Initiates Coverage On Danaher with Neutral Rating, Announces $148 Price Target",2019-06-11,DHR,2019-06-11 11:03:00+00:00,DANAHER CORP,49680.0,23585110,-0.0004348594520706683,0.006235955283045769,0.010949129632957355,0.012471910481914428,0.02247836133137482,0.031107195100982477,0.03589913046629145,0.03778663841009178,0.0032722291070967913,0.02260601101567783,0.02809243142048179,0.04586115141736391,0.044910694503764725,0.05376925759001705,0.07837518597837612,-0.12,-0.25,0.55,0.009,49680,252,-0.0435%,0.0007,0.8102,-0.278,-0.3771,0.9832%,1.3435%,46.4363%,0.1831%,13
