"","headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","headline.type"
"31","Acorda Therapeutics Amended 13D Filing From Scopia Capital Shows Cut Stake From ~7.1M Shares To ~4.8M Shares, Or 10.1% Stake",0.6,0.8,4554,"ACORDA THERAPEUTICS INC",7,"the reduction in stake by a significant shareholder like scopia capital typically signals a lack of confidence in the company's future performance, which can lead to a decrease in stock price.",174,70,0,"2019-01-23",91086,0.502196606248617,-2.81074196100235,2.87319870342762,-0.687074191890136,-2.02951971441507,-5.68383121726822,-5.17856513516972,"decrease"
"32","Raymond James Upgrades Ares Commercial Real to Strong Buy",0.6,0.8,4562,"ARES COMMERCIAL REAL ESTATE CORP",7,"an upgrade to 'strong buy' from a reputable firm like raymond james is likely to positively influence investor sentiment and increase the stock price.",146,62,2,"2019-01-11",13332,2.94118225574493,-0.836242735385895,-2.99651768561003,-1.32404544815741,-0.782922469079494,-0.143269742863916,0.143674604246335,"increase"
"33","AcelRx Pharma Reports DSUVIA Will Be Highlighted During Presentation At Boswick Burn, Wound Symposium",0.4,0.7,4570,"ACELRX PHARMACEUTICALS INC",7,"the news that dsuvia will be highlighted at a specialized symposium could positively impact acelrx pharmaceuticals inc.'s stock price as it suggests increased visibility and potential validation within the medical community.",158,73,2,"2019-01-31",12573,0,0.813007354736328,-1.62601466026407,6.91057198293001,2.07468681037426,1.65289098182022,-1.99203009646243,"increase"
"34","Acasti Pharma Awarded Broad Composition-of-Matter And Method Of Use Patents By European Patent Office",0.6,0.8,4578,"ACASTI PHARMA INC",7,"the awarding of broad composition-of-matter and method of use patents by the european patent office is likely to be viewed positively by investors as it strengthens acasti pharma's intellectual property portfolio and potential market exclusivity.",151,78,2,"2019-01-09",13750,14.1304269433021,4.76191192865372,3.80953203680583,-1.90475977476446,0,2.22222674638033,5.39580784296481,"increase"
"35","BZ NOTE: Adobe Has Not Paid Cash Dividend Since 2005",0.3,0.7,4586,"ADOBE INC",7,"the fact that adobe has not paid a cash dividend since 2005 is not new information and is likely already factored into the stock price, making its impact on the stock price uncertain.",137,74,1,"2019-01-25",75510,0.98532298579812,-1.26556064933538,0.992042675941462,4.9193727290219,-1.05246054008603,-0.529017205340154,-1.99991794053519,"uncertain"
"36","Adobe Says Does Not Anticipate Paying Any Cash Dividends In The Foreseeable Future",0.4,0.7,4594,"ADOBE INC",7,"investors may react negatively to the news that adobe does not anticipate paying any cash dividends in the foreseeable future, as dividends are often seen as a sign of financial health and a way to return value to shareholders.",143,78,0,"2019-01-25",75510,0.98532298579812,-1.26556064933538,0.992042675941462,4.9193727290219,-1.05246054008603,-0.529017205340154,-1.99991794053519,"decrease"
"37","Adobe Acquires Allegorithmic; Terms Not Disclosed",0.6,0.8,4610,"ADOBE INC",7,"acquisitions are generally seen as positive moves for companies as they can lead to growth and expansion, and allegorithmic's expertise in 3d design could enhance adobe's product offerings.",135,73,2,"2019-01-23",75510,0.529010966420174,-1.05246054008603,-1.00758782654086,3.75703974702477,-1.47872343659401,-0.225035853263211,0.785290106784409,"increase"
"38","Hearing M Science Initiated Positive Coverage On Adobe, Citing Revenue Strength; Unconfirmed",0.6,0.8,4618,"ADOBE INC",7,"positive coverage citing revenue strength is likely to boost investor confidence and increase adobe's stock price.",142,53,2,"2019-01-17",75510,1.01260468363762,1.2725044041872,0.225042277522292,1.21931746889568,-0.169171346351504,3.15057972881387,1.85223916920387,"increase"
"39","Stephens & Co. Initiates Coverage On Adobe with Equal-Weight Rating, Announces $278 Price Target",0.3,0.6,4626,"ADOBE INC",7,"the initiation of coverage with an equal-weight rating and a price target of $278 suggests a neutral stance, which may not significantly impact the stock price.",145,67,1,"2019-01-17",75510,1.01260468363762,1.2725044041872,0.225042277522292,1.21931746889568,-0.169171346351504,3.15057972881387,1.85223916920387,"uncertain"
"40","Adobe shares are trading higher after Atlantic Equities initiated coverage on the stock with a Neutral rating and a price target of $250.",0.3,0.7,4634,"ADOBE INC",7,"the initiation of coverage by atlantic equities with a neutral rating and a price target of $250 is generally positive news, as it reflects analyst interest and a valuation that is above the current trading price, leading to a moderate increase in stock price.",149,84,2,"2019-01-09",75510,1.18188075721264,0.993930920958519,2.76940265714809,3.02850341751546,1.49175534024835,2.86926486435564,7.87204277103541,"increase"
"41","Atlantic Equities Initiates Coverage On Adobe with Neutral Rating, Announces $250 Price Target",0.5,0.7,4642,"ADOBE INC",7,"the neutral rating and $250 price target, which is below adobe's current stock price, may lead to a decrease in investor confidence and a subsequent drop in the stock price.",141,71,0,"2019-01-09",75510,1.18188075721264,0.993930920958519,2.76940265714809,3.02850341751546,1.49175534024835,2.86926486435564,7.87204277103541,"decrease"
"42","Pivotal Research Upgrades Adobe to Buy, Raises Price Target to $262",0.6,0.8,4650,"ADOBE INC",7,"an upgrade to 'buy' and a raised price target from a reputable research firm like pivotal research typically signals positive sentiment and can lead to an increase in stock price.",140,70,2,"2019-01-07",75510,1.35726248845458,1.49175534024835,2.31178711500688,6.36395903690838,4.86323870718479,0.721376537803264,-0.0221016543690222,"increase"
"43","Raymond James Upgrades Agree Realty to Strong Buy",0.6,0.8,4658,"AGREE REALTY CORP",7,"an upgrade to 'strong buy' from a reputable financial services firm like raymond james typically signals positive sentiment and can attract more investors, likely leading to an increase in the stock price.",138,71,2,"2019-01-08",80412,2.33937483280897,-1.0601282119751,1.54050071002259,1.52393893800948,0.494039012119174,0.152801592475238,2.39541930865816,"increase"
"44","RBC Capital Downgrades Analog Devices to Sector Perform",0.6,0.8,4666,"ANALOG DEVICES INC",7,"a downgrade from rbc capital is likely to negatively impact investor sentiment, leading to a decrease in analog devices inc's stock price.",137,56,0,"2019-01-04",60871,2.42784470319748,0.62885070219636,8.91280067954014,10.4849410831498,-6.04049675166607,-5.94197629024217,-5.53474802315252,"decrease"
"45","UPDATE: Archer-Daniels-Midland CEO Says Pursuing Growth Through Smaller Acquisitions, Joint Ventures",0.5,0.7,4674,"ARCHER DANIELS MIDLAND CO",7,"pursuing growth through smaller acquisitions and joint ventures is generally seen as a positive strategy for long-term growth, which can boost investor confidence and potentially increase the stock price.",154,69,2,"2019-01-16",10516,-0.413984153419733,0.254042982123792,0.854500964106197,3.69515539147167,1.47024756297469,0.741426514683519,0.253632907048562,"increase"
"46","Archer-Daniels-Midland Says Its The Wrong Time For 'Monster' Acquistions",0.3,0.6,4682,"ARCHER DANIELS MIDLAND CO",7,"the statement about avoiding 'monster' acquisitions could be seen as a cautious approach to financial management, which might be interpreted positively or negatively by investors depending on their perspective on growth versus stability.",152,73,1,"2019-01-16",10516,-0.413984153419733,0.254042982123792,0.854500964106197,3.69515539147167,1.47024756297469,0.741426514683519,0.253632907048562,"uncertain"
"47","ADMA Biologics Submits Response and Provides Supplemental Information to FDA for BIVIGAM CRL",0.3,0.6,4690,"ADMA BIOLOGICS INC",7,"the submission of a response and supplemental information to the fda for bivigam crl could be seen as a positive step towards regulatory approval, but the outcome and timing of the fda's decision remain uncertain.",149,73,1,"2019-01-07",15056,6.44067972898483,8.59872549772263,5.41400765860145,8.28025440085072,4.98221032321453,12.595426640283,23.4309593930063,"uncertain"
"48","ADP shares are trading higher after the company announced better than expected Q4 EPS and revenue results. The company expects 2019 EPS to increase 18% to 20%.",0.7,0.9,4698,"AUTOMATIC DATA PROCESSING INC",7,"the announcement of better than expected q4 eps and revenue results, along with an optimistic eps growth forecast for 2019, is likely to boost investor confidence and drive the stock price higher.",163,73,2,"2019-01-30",44644,4.03731614351273,0.308437459170818,4.3970944356853,7.92626261048874,-1.1070110835135,-1.76673531145319,-0.556586323661867,"increase"
"49","Automatic Data Sees FY19 EPS Up 18%-20%",0.7,0.8,4706,"AUTOMATIC DATA PROCESSING INC",7,"the news of automatic data processing inc. expecting a significant increase in fy19 eps by 18%-20% is likely to positively impact investor sentiment and increase the stock price.",140,70,2,"2019-01-30",44644,4.03731614351273,0.308437459170818,4.3970944356853,7.92626261048874,-1.1070110835135,-1.76673531145319,-0.556586323661867,"increase"
"50","Automatic Data Q2 Adj. EPS $1.20 Beats $1.18 Estimate, Sales $3.506B Beat $3.44B Estimate",0.6,0.8,4714,"AUTOMATIC DATA PROCESSING INC",7,"the news indicates that automatic data processing inc. has beaten both earnings and sales estimates, which is generally viewed positively by investors and likely to increase the stock price.",159,67,2,"2019-01-30",44644,4.03731614351273,0.308437459170818,4.3970944356853,7.92626261048874,-1.1070110835135,-1.76673531145319,-0.556586323661867,"increase"
"51","Morgan Stanley Downgrades Autodesk to Equal-Weight, Lowers Price Target to $150",0.6,0.8,4722,"AUTODESK INC",7,"a downgrade from a major financial institution like morgan stanley typically leads to a decrease in stock price due to reduced investor confidence.",142,64,0,"2019-01-15",85631,0.838593579828739,-0.426848558709025,1.18486937632223,7.44774411596616,-1.45532060414553,-1.43369658345899,-1.47693513874257,"decrease"
"52","Atlantic Equities Initiates Coverage On Autodesk with Overweight Rating, Announces $180 Price Target",0.6,0.8,4730,"AUTODESK INC",7,"initiating coverage with an 'overweight' rating and a specific price target of $180 is generally seen as a positive signal by investors, likely leading to an increase in autodesk's stock price.",142,69,2,"2019-01-09",85631,2.16628760099411,-0.0438674818724393,-1.07479798187398,-0.526432173512015,0.866481196135283,4.35765230278156,9.86458500528364,"increase"
"53","Needham Downgrades Adtran to Hold",0.6,0.8,4738,"ADTRAN HOLDINGS INC",7,"a downgrade from a reputable firm like needham typically signals a lack of confidence in the stock, which can lead to a decrease in its price.",135,65,0,"2019-01-29",80791,-0.953025184571743,0.962195079773664,-1.71821303304258,0.836411282495431,4.62962687015534,8.33332695439957,19.7228933037925,"decrease"
"54","ADTRAN Shares Spike Higher As Exec On Call Issues Correction Moving Q1 Sales Guidance Sharply Higher; Originally Said Q1 Sales Guidance For $100-$142M, But Was Supposed To Be $140M-$142M",0.8,0.9,4746,"ADTRAN HOLDINGS INC",7,"the correction moving q1 sales guidance sharply higher from $100-$142m to $140m-$142m indicates stronger than expected financial performance, which is likely to positively impact investor sentiment and increase the stock price.",171,78,2,"2019-01-24",80791,10.5134464800358,3.53981964290142,7.52211999737367,5.3783742593605,4.15959879755974,3.19596389115187,3.36984481602258,"increase"
"55","Adtran Late Wednesday Reported Q4 EPS $(0.12) Misses $(0.03) Estimate, Sales $140.088M Beat $134.78M Estimate",0.3,0.6,4754,"ADTRAN HOLDINGS INC",7,"while adtran's sales beat estimates, the eps miss could create mixed reactions among investors, leading to uncertainty in the stock price movement.",162,63,1,"2019-01-24",80791,10.5134464800358,3.53981964290142,7.52211999737367,5.3783742593605,4.15959879755974,3.19596389115187,3.36984481602258,"uncertain"
"56","Citigroup Downgrades Aegon to Sell",0.6,0.8,4762,"AEGON N V",7,"a downgrade to 'sell' by a major financial institution like citigroup typically signals a negative outlook, which can lead to a decrease in stock price.",136,66,0,"2019-01-17",85172,-0.982321985065937,2.97619234770536,2.97619231781243,2.57936731583117,2.41449438035488,1.59680482202496,3.03643914939258,"decrease"
"57","Aehr Receives Order From a New Customer for FOX-NP System  for Production Test and Burn-in of Silicon Photonics Devices",0.6,0.8,4770,"AEHR TEST SYSTEMS",7,"the order from a new customer for the fox-np system suggests growing demand and potential revenue growth for aehr test systems, which is likely to positively impact the stock price.",152,71,2,"2019-01-23",85272,-2.67856884747744,-1.83486063033342,11.9266049138919,28.4403607721854,-0.884954910725355,5.66038352233298,-1.75438422502052,"increase"
"58","Aehr Test Systems shares are trading lower after the company cut FY19 sales guidance and missed the Q2 sales estimate.",0.7,0.9,4778,"AEHR TEST SYSTEMS",7,"the company's shares are trading lower due to the cut in fy19 sales guidance and missing the q2 sales estimate, which typically leads to a decrease in stock price.",149,69,0,"2019-01-11",85272,-24.0641742944717,-9.85915437340736,-20.4225330885923,-16.9014095420871,25.5033552646637,37.4999988028479,37.4999988028479,"decrease"
"59","Aehr Test Systems Cuts Guidance",0.6,0.8,4794,"AEHR TEST SYSTEMS",7,"cutting guidance typically signals lower future performance expectations, which can lead to a decrease in stock price.",132,56,0,"2019-01-10",85272,25.5033552646637,-24.0641742944717,-43.315511702326,-41.17647001429,9.55882295966148,9.55882295966148,3.47221878180708,"decrease"
"60","Aehr Test Systems Q2 EPS $(0.02), Inline, Sales $5.9M Miss $6.07M Estimate",0.5,0.7,4802,"AEHR TEST SYSTEMS",7,"the news indicates that aehr test systems missed its sales estimate and reported an eps in line with expectations, which is likely to negatively impact investor sentiment and lead to a decrease in stock price.",153,74,0,"2019-01-10",85272,25.5033552646637,-24.0641742944717,-43.315511702326,-41.17647001429,9.55882295966148,9.55882295966148,3.47221878180708,"decrease"
"61","American Eagle Outfitters shares are trading higher after the company reaffirmed Q4 EPS guidance.",0.6,0.8,4810,"AMERICAN EAGLE OUTFITTERS INC NE",7,"reaffirming q4 eps guidance is generally seen as a positive signal by investors, indicating that the company is on track to meet its financial targets, which can boost investor confidence and drive the stock price higher.",155,77,2,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"increase"
"62","American Eagle Outfitters Reaffirms Q4 EPS Guidance Of $0.40-$0.42 vs $0.42 Est.",0.3,0.7,4818,"AMERICAN EAGLE OUTFITTERS INC NE",7,"the reaffirmed q4 eps guidance of $0.40-$0.42 is slightly below the $0.42 estimate, which may lead to a minor decrease in stock price due to investor disappointment.",164,77,0,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"decrease"
"63","American Eagle Outfitters Reports Q4 Comps Up 6%",0.6,0.8,4826,"AMERICAN EAGLE OUTFITTERS INC NE",7,"a 6% increase in q4 comparable sales is a positive indicator of the company's performance, likely leading to an increase in stock price.",150,63,2,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"increase"
"64","Webush Adds American Eagle To Best Ideas List As Firm Views 'American Eagle as an attractive story backed by solid fundamentals and led by a best-in-class management team'",0.6,0.8,4834,"AMERICAN EAGLE OUTFITTERS INC NE",7,"being added to webush's best ideas list and being recognized for solid fundamentals and strong management is likely to positively influence investor sentiment and increase the stock price.",170,61,2,"2019-01-07",80432,3.33854667842388,-0.302874646149576,0.100961579767977,2.62493925417928,0.366490543819964,-1.4395921035177,-0.827728058035027,"increase"
"65","AerCap Highlights 145 Transactions In Q4'18; Reports Leased, Purchased, Sold 436 Aircraft In 2018",0.6,0.8,4842,"AERCAP HOLDINGS N V",7,"the news highlights a significant number of transactions and activity in leasing, purchasing, and selling aircraft, which suggests strong operational performance and could positively influence investor sentiment.",156,61,2,"2019-01-02",91602,2.95455064624548,-5.05273826420307,8.1922989088675,11.3563922326344,0.354788126423955,2.21991926760767,1.95674121691582,"increase"
