custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
32,DOMINOS PIZZA INC,"UPDATE: Wedbush Initiates Domino's With Outperform, Announces $280 Target As Firm Views Current Economics Of Third Party Delivery 'as unsustainable beyond the near-term from the point of view of both restaurants and third party marketplaces'",1,increase,0.7,0.5,,156,11,2,,,,,,,,,
33,DOMINOS PIZZA INC,"Wedbush Initiates Coverage On Domino's Pizza with Outperform Rating, Announces $280 Price Target",1,increase,0.8,0.5,,130,11,2,,,,,,,,,
34,DEVON ENERGY CORP NEW,"Morgan Stanley Maintains Equal-Weight on Devon Energy, Lowers Price Target to $27",1,decrease,0.7,0.5,,126,12,0,,,,,,,,,
35,ELECTRONIC ARTS INC,Electronic Arts Says Implemented Fix Related To FIFA 20 Global Series Registration Page Issue,1,uncertain,0.6,0.2,,124,12,1,,,,,,,,,
36,EQUIFAX INC,6 Tips For Cancelling A Bank Account,1,uncertain,0.5,0.1,,112,12,1,,,,,,,,,
37,8X8 INC NEW,8x8 shares are trading lower despite no company-specific news. The stock has dropped approximately 26% over the last month.,1,decrease,0.8,0.3,,133,12,0,,,,,,,,,
38,EMCOR GROUP INC,"EMCOR Reports Purchase Of Batchelor & Kimball In All-Cash Deal, No Terms Disclosed",1,increase,0.7,0.5,,125,11,2,,,,,,,,,
39,EOG RESOURCES INC,"Morgan Stanley Maintains Equal-Weight on EOG Resources, Lowers Price Target to $95",1,decrease,0.7,0.5,,125,12,0,,,,,,,,,
40,EQUINIX INC,Equinix Reports Purchase Of 3 Data Centers From Axtel For $175M In Cash,1,increase,0.7,0.5,,124,11,2,,,,,,,,,
41,EMBRAER S A,Boeing Shares Edge Lower; Hearing Co. Faces In-Depth EU Probe Into Its Embraer Deal,1,decrease,0.7,0.5,,128,12,0,,,,,,,,,
42,ISHARES INC,CAN Ivey PMI for Sep 48.7 vs 60.6 Prior,1,decrease,0.7,0.5,,120,12,0,,,,,,,,,
43,ISHARES INC,Nikkei Survey Shows A Quarter Of Japanese Companies Want To Cut China Risk,1,decrease,0.7,0.5,,119,12,0,,,,,,,,,
44,ISHARES TRUST,"Spain's Acting Ag Minister Says US Tariffs On Ag, Food Sectors Are 'Unacceptable'",1,decrease,0.7,0.5,,123,12,0,,,,,,,,,
45,ISHARES TRUST,'Glasgow Airport partially evacuated amid 'concerns' over cargo' -Earlier Metro Article,1,decrease,0.7,0.5,,123,12,0,,,,,,,,,
46,ISHARES TRUST,"Hearing Court Docs Show UK Gov't. Will Send A Letter To EU Asking For Brexit Extension If No Deal By Oct. 19, 2019",1,uncertain,0.7,0.5,,135,12,1,,,,,,,,,
47,ISHARES TRUST,Spokesperson For UK Prime Minister Johnson Says 'We Are Ready To Talk At Any Point Including Over The Weekend',1,uncertain,0.6,0.2,,126,12,1,,,,,,,,,
48,EXELIXIS INC,Exelixis shares are trading lower despite no company-specific news. The stock has dropped approximately 15% over the past month.,1,decrease,0.8,0.15,,132,12,0,,,,,,,,,
49,DIAMONDBACK ENERGY INC,"Morgan Stanley Maintains Overweight on Diamondback Energy, Lowers Price Target to $131",1,increase,0.7,0.2,,128,11,2,,,,,,,,,
50,FEDEX CORP,UPS To Invest $220 Million In Louisville Maintenance Hangar,1,decrease,0.7,0.5,,115,12,0,,,,,,,,,
51,PHOENIX NEW MEDIA LTD,Phoenix New Media Offers Update On Proposed Sale Of Investment In Yidian: 2 Shareholders Of Particle Notified Co. Of Intention To Exercise Co-Sale Rights Related To 16M Particle Shares For Total Price Of RMB240M,1,uncertain,0.6,0.3,,157,12,1,,,,,,,,,
52,FIVE BELOW INC,William Blair Initiates Coverage On Five Below with Outperform Rating,1,increase,0.8,0.5,,114,11,2,,,,,,,,,
53,AMICUS THERAPEUTICS INC,"Amicus Therapeutics shares are trading lower. NOTE: the stock saw increased volatility after the company announced ""positive"" data in Pompe Disease Phase 1/2 study of AT-GAA on October 2nd.",1,decrease,0.7,0.5,,156,12,0,,,,,,,,,
54,FULTON FINANCIAL CORP PA,"Fulton Financial 8-K Shows Co. Received Letter From Dept. Of Justice Indicated Completion Of Review Of Possible Discriminatory Lending by Fulton Under Fair Housing Act, Determined Circumstances Do Not Require Enforcement Action",1,increase,0.8,0.5,,158,11,2,,,,,,,,,
55,FORWARD AIR CORP,"Transplace's McGuigan, Schneider's Rourke, Forward Air's Campbell Highlight Back-To-Back Discussions At FreightWaves LIVE Chicago",1,increase,0.7,0.5,,135,11,2,,,,,,,,,
56,GENERAL DYNAMICS CORP,"UPDATE: Exela, General Dynamics Contracts For VA Program Have Maximum Potential Value $900M Over 5 Years",1,increase,0.7,0.5,,130,11,2,,,,,,,,,
57,GENERAL DYNAMICS CORP,"Exela, General Dynamics Report Co.'s Selected By US Dept. Of Veterans Affairs To Provide Services Under VA's New $2B Veterans Intake, Conversion, Communication Services Program",1,increase,0.7,0.5,,143,11,2,,,,,,,,,
58,GENETIC TECHNOLOGIES LTD,Genetic Technologies to Issue Up to 1.13B Fully Paid Ordinary Shares @ A$0.004/New Ordinary Share,1,decrease,0.7,0.5,,135,12,0,,,,,,,,,
59,GEO GROUP INC NEW,The GEO Group Option Alert: Jan 17 $15 Puts at the Bid: 1200 @ $1.351 vs 3160 OI; Earnings 11/6 Before Open [est] Ref=$15.76,1,decrease,0.7,0.6,,151,12,0,,,,,,,,,
60,GEVO INC,EPA Official Says Increases To Biofuel Mandates To Be Informed By Waived Amounts From Last Three Compliance Years,1,increase,0.7,0.5,,126,11,2,,,,,,,,,
61,GEVO INC,"'New White House Ethanol Plan Revealed, More Details Expected' -Michigan Ag Today",1,increase,0.7,0.5,,120,11,2,,,,,,,,,
62,GILEAD SCIENCES INC,Gilead Highlights New Data From HIV Clinical Development Program At IDWeek,1,increase,0.7,0.5,,122,11,2,,,,,,,,,
63,BARRICK GOLD CORP,Barrick Gold shares are trading higher after National Bank Financial initiated coverage on the company's stock with an Outperform rating.﻿,1,increase,0.8,0.5,,131,11,2,,,,,,,,,
64,H D F C BANK LTD,"Top 10 Most Oversold Stocks Via Benzinga Pro's Screener Tool For Fri., October 04, 2019",1,increase,0.7,0.5,,133,11,2,,,,,,,,,
65,HERON THERAPEUTICS INC,Heron Therapeutics Late Thursday Priced 8.571M Shares At $17.50/Share,1,increase,0.7,0.5,,133,11,2,,,,,,,,,
66,HUB GROUP INC,"JP Morgan Upgrades Hub Group to Overweight, Raises Price Target to $60",1,increase,0.8,0.5,,118,11,2,,,,,,,,,
67,INTERCONTINENTALEXCHANGE GRP INC,"Wells Fargo Maintains Market Perform on Intercontinental Exchange, Raises Price Target to $95",1,increase,0.7,0.2,,132,11,2,,,,,,,,,
68,JABIL INC,Apple's Stock Higher On Reports Of 'Much Busier' iPhone 11 Demand,1,increase,0.7,0.5,,119,11,2,,,,,,,,,
69,JABIL INC,"Bank of America Reiterates Neutral on Jabil, Raises Price Target to $37",1,increase,0.7,0.2,,119,11,2,,,,,,,,,
70,KINDER MORGAN INC,Kinder Morgan Reports Commercial In Service Of First Unit At Elba Island Facility,1,increase,0.7,0.5,,120,11,2,,,,,,,,,
71,LIBERTY BROADBAND CORP,"Citigroup Initiates Coverage On Liberty Broadband with Buy Rating, Announces $125 Price Target",1,increase,0.8,0.5,,129,11,2,2019-10-04,14988.0,2.5958005338907237,0.0834071717690676,-0.7970348484014456,2.8915616256483645,0.7278943434357643,1.476262846133758,0.4776918641653971
72,LATTICE SEMICONDUCTOR CORP,Lattice Semiconductor Option Alert: Dec 20 $25 Calls Sweep (33) near the Ask: 1000 @ $0.5 vs 128 OI; Earnings 10/24 After Close [est] Ref=$18.9099,1,increase,0.7,0.5,,164,11,2,2019-10-04,75854.0,3.2620251178741464,-1.8643124029040337,-0.2589294536275099,0.2589387953278788,2.860288508236408,4.93827777298228,2.269625105095341
73,SOUTHWEST AIRLINES CO,5 Easy Ways To Plan A Vacation On A Budget,1,increase,0.7,0.4,,116,11,2,2019-10-04,58683.0,1.014164928346872,0.473574548959732,2.1405517668479312,1.3070631584653825,0.4227467346936464,-2.079821385417535,-3.240140882961551
74,MASTERCARD INC,"U.S. Helps Mastercard, Visa Score Victory in Indonesia in Global Lobbying Effort",1,increase,0.7,0.5,,123,11,2,2019-10-04,91233.0,2.150653675198555,-0.6823305506259203,0.7994341748242428,-1.129531409853013,1.440561655908823,-0.9780741005869008,-1.207791293936089
75,MANHATTAN ASSOCIATES INC,PreMarket Prep Recap: All About The Jobs Number,1,uncertain,0.5,0.5,,121,12,1,2019-10-04,85992.0,2.19341404736042,0.9367969818413258,2.739235693088382,-7.079332671366845,2.662353217601776,2.7390400994713016,2.2932918860234075
76,MANNKIND CORP,MannKind shares are trading higher on above-average volume despite no company-specific news.,1,increase,0.7,0.5,,124,11,2,2019-10-04,90285.0,4.838705062866211,3.076929412782192,-1.5384600707453844,-1.5384601264548214,0.0,-1.5873000025749209,-0.7999991900864201
77,ALTRIA GROUP INC,Oregon Governor Kate Brown Issues Temporary Ban On Flavored Vaping Products,1,decrease,0.8,0.5,,120,12,0,2019-10-04,13901.0,2.058319374918938,1.2484912760555744,2.2088790037876116,6.434574163221063,1.4921718277037144,-0.850336376421823,-0.2200491927207948
78,ALTRIA GROUP INC,Investigators Focusing On 'Dank' Brand Vape Cartridge As Possible Cause Of Lung Illnesses,1,decrease,0.8,0.6,,125,12,0,2019-10-04,13901.0,2.058319374918938,1.2484912760555744,2.2088790037876116,6.434574163221063,1.4921718277037144,-0.850336376421823,-0.2200491927207948
79,MOSAIC CO NEW,"Stifel Nicolaus Maintains Hold on Mosaic, Lowers Price Target to $23",1,decrease,0.7,0.5,,123,12,0,2019-10-04,90386.0,-1.723264902830124,-0.9798794984817504,6.859205838768556,0.8251668659198685,-1.6940714791417122,-2.375059615677988,-3.756099677701064
80,MARATHON OIL CORP,"Morgan Stanley Maintains Equal-Weight on Marathon Oil, Lowers Price Target to $15",1,decrease,0.7,0.5,,128,12,0,2019-10-04,15069.0,-0.8576280437409878,-1.2975827790796757,1.557087738721763,-2.249136805800278,3.1858377158641815,-1.1026300663955269,-4.971479690233515
81,MARVELL TECHNOLOGY INC,Marvell Technology Group Option Alert: Oct 25 $26 Calls Sweep (43) near the Ask: 1150 @ $0.211 vs 942 OI; Earnings 12/3 After Close [est] Ref=$24.22,1,increase,0.7,0.5,,158,11,2,2019-10-04,88360.0,2.195732481777668,0.3478657454252243,-1.363179789874469,-2.840272774876318,-0.3334719687700271,-0.37500063831023,-4.2450921048929
82,MARVELL TECHNOLOGY INC,"Stifel Reinstates Buy on Marvell Technology Group, Announces $29 Price Target",1,increase,0.7,0.5,,125,11,2,2019-10-04,88360.0,2.195732481777668,0.3478657454252243,-1.363179789874469,-2.840272774876318,-0.3334719687700271,-0.37500063831023,-4.2450921048929
83,ARCELORMITTAL S A LUXEMBOURG,ArcelorMittal Option Alert: Jan 17 $16 Calls Sweep (31) near the Ask: 765 @ $0.37 vs 2508 OI; Earnings 10/31 Before Open [est] Ref=$12.89,1,increase,0.7,0.5,,171,11,2,2019-10-04,85261.0,1.4809083193540569,1.689702831208706,13.364053469043968,12.058369440858495,-2.5816259905695915,-6.418673135580988,-9.90168447577785
84,MATADOR RESOURCES CO,Capital One Financial Upgrades Matador Resources to Overweight,1,increase,0.8,0.5,,117,11,2,2019-10-04,13244.0,0.3858486423268913,-0.8968571200966835,-8.071744242620627,-20.371552998051413,-0.320514035411179,-1.892745590304412,-5.9286172097461005
85,MICROVISION INC WA,"Microvision Shares Spike 13% Over Last Min., Now Up 23% For Session; Traders Circulate Blog Post From 'Ben's MicroVision Blog' 'Apparent MVIS logo on HL2 Prototype PCB board'",1,increase,0.8,0.2,,149,11,2,2019-10-04,83885.0,27.60758101940155,-0.0809253251645714,-4.235234384956687,-4.89614338051897,0.18967823125422,-3.1505310191772495,-3.0212022143919826
86,NORDIC AMERICAN TANKERS LTD,Nordic American Tankers shares are trading higher on continued momentum after the stock has increased roughly 30% in the last month.,1,increase,0.8,0.5,,139,11,2,2019-10-04,85346.0,19.74249184131622,10.39426401257515,48.02868015497483,43.369178513608865,5.429859086871147,6.880727270527287,7.870362646112294
87,NEPTUNE WELLNESS SOLUTIONS INC,Neptune Wellness Solutions Partners With American Media,1,increase,0.7,0.5,,120,11,2,2019-10-04,92222.0,3.5326052457094193,-0.7874008268117905,-11.811024805962,-7.349080664500107,1.6574636101722715,2.793300117652353,3.3707900471321883
88,NEPTUNE WELLNESS SOLUTIONS INC,Neptune Wellness Solutions Reports Strategic Partnership With American Media; Neptune To Issue To AMI 3M Warrants With Exercise Price At $8/Share,1,increase,0.7,0.5,,142,11,2,2019-10-04,92222.0,3.5326052457094193,-0.7874008268117905,-11.811024805962,-7.349080664500107,1.6574636101722715,2.793300117652353,3.3707900471321883
89,NETFLIX INC,The Latest Battle In The Streaming Wars: Advertising,1,increase,0.7,0.5,,113,11,2,2019-10-04,89393.0,1.7303802073001862,0.6121862679719925,3.717139308828976,0.9201140750134896,0.0447692873422056,-0.5304520788586342,0.1980415722999229
90,NETFLIX INC,Netflix Option Alert: Fri $270 Puts Sweep (3) near the Bid: 1200 @ $0.59 vs 1663 OI; Earnings 10/16 After Close Ref=$273.38,1,decrease,0.7,0.5,,148,12,0,2019-10-04,89393.0,1.7303802073001862,0.6121862679719925,3.717139308828976,0.9201140750134896,0.0447692873422056,-0.5304520788586342,0.1980415722999229
91,NETFLIX INC,'Exclusive data that predicted Netflix's big Q2 subscriber miss suggests international growth has bounced back' -Business Insider,1,increase,0.7,0.5,,126,11,2,2019-10-04,89393.0,1.7303802073001862,0.6121862679719925,3.717139308828976,0.9201140750134896,0.0447692873422056,-0.5304520788586342,0.1980415722999229
92,NETFLIX INC,Disney Bans Netflix Ads As Streaming's Marketing Wars Intensify,1,decrease,0.7,0.5,,116,12,0,2019-10-04,89393.0,1.7303802073001862,0.6121862679719925,3.717139308828976,0.9201140750134896,0.0447692873422056,-0.5304520788586342,0.1980415722999229
93,NETFLIX INC,Netflix Option Alert: Oct 18 $285 Calls at the Ask: 648 @ $9.6 vs 16962 OI; Earnings 10/16 After Close Ref=$271.61,1,increase,0.7,0.5,,144,11,2,2019-10-04,89393.0,1.7303802073001862,0.6121862679719925,3.717139308828976,0.9201140750134896,0.0447692873422056,-0.5304520788586342,0.1980415722999229
94,N I O INC,"Goldman Sachs Downgrades NIO to Neutral, Lowers Price Target to $1.47",1,decrease,0.8,0.6,,124,12,0,2019-10-04,18087.0,-1.219511032104492,-4.320991039276123,-3.703707766416442,-6.172841063313028,3.1446509063243866,24.24241873319066,5.1282090112673595
95,SERVICENOW INC,ServiceNow shares are trading higher after on seemingly no company-specific news.,1,increase,0.7,0.5,,119,11,2,2019-10-04,13447.0,3.5396572202444077,0.6266822572797537,1.4447520731118324,-8.811171562916764,4.261692985892296,2.8944910087786546,1.3866413762808172
96,NORFOLK SOUTHERN CORP,"Snow, Slush, Slow Downs In Northern Rockies",1,decrease,0.7,0.5,,122,12,0,2019-10-04,64311.0,1.295355893671513,-0.6654375232756138,3.286652231316811,5.2598055510738595,0.542164035141468,-2.4974254672435525,-5.037294115508639
97,NORTHERN TRUST CORP,"Morgan Stanley Maintains Underweight on Northern Trust, Lowers Price Target to $90",1,decrease,0.8,0.5,,125,12,0,2019-10-04,58246.0,2.545495331287384,-0.2920388011261821,2.897901702863903,6.346177310838774,-0.4471957217901945,-3.404536857401408,-6.965281001262547
98,NORTHERN TRUST CORP,"Buckingham Maintains Buy on Northern Trust, Lowers Price Target to $112",1,decrease,0.7,0.2,,124,12,0,2019-10-04,58246.0,2.545495331287384,-0.2920388011261821,2.897901702863903,6.346177310838774,-0.4471957217901945,-3.404536857401408,-6.965281001262547
99,NOVARTIS A G,"Conatus Pharmaceuticals And Novartis Mutually Agree To Terminate Collaboration Agreement Dated December 19, 2016",1,decrease,0.7,0.5,,130,12,0,2019-10-04,88233.0,0.8803850039839745,0.3258072771131992,0.7679729982989381,1.0937801967121574,0.995855312794447,-0.9879108355297372,-1.9677779857296795
100,OCCIDENTAL PETROLEUM CORP,"Morgan Stanley Maintains Equal-Weight on Occidental Petroleum, Lowers Price Target to $51",1,decrease,0.7,0.5,,130,12,0,2019-10-04,34833.0,-0.3009283915162086,-2.0664021372795105,-4.527515066926336,-6.0831179425225645,0.6055010482668877,-1.3022611849856758,-2.8558589778316823
101,PALO ALTO NETWORKS INC,Palo Alto Networks Achieves New FedRAMP Milestone For Cortex Offerings,1,increase,0.7,0.5,,126,11,2,2019-10-04,13511.0,1.012184843420982,1.0637746192514896,-0.0712394937515736,0.9687958127439832,1.4848366379737854,1.6878081166775472,2.2715030894158383
102,PETROLEO BRASILEIRO SA PETROBRAS,"Petrobras Will Announce Non-Binding Phase For Sale Of Reman, Lubnor Refineries, Xisto Unit In Coming Weeks",1,increase,0.7,0.5,,147,11,2,2019-10-04,88490.0,0.2826852491125464,-2.6074692606925964,1.4799158193156137,2.396054783463719,0.9272407740354538,-1.393733471954317,-2.21147643903592
103,PETROLEO BRASILEIRO SA PETROBRAS,Petrobras Has Opened Non-Binding Phase For Sale Of Regap Refinery,1,increase,0.7,0.5,,137,11,2,2019-10-04,88490.0,0.2826852491125464,-2.6074692606925964,1.4799158193156137,2.396054783463719,0.9272407740354538,-1.393733471954317,-2.21147643903592
104,P G & E CORP,PG&E Says it has Received $34B of Commitments for its Bankruptcy Reorganization,1,increase,0.7,0.5,,125,11,2,2019-10-04,13688.0,13.82198631763458,5.795769393444061,-26.218946300258484,-28.610852660187845,6.584823131561279,-3.5353476368360504,-4.499997822334201
105,P G & E CORP,PG&E shares are trading higher after the California Public Utilities Commissions and Safety Enforcement division submitted proposed settlement deal.,1,increase,0.7,0.5,,129,11,2,2019-10-04,13688.0,13.82198631763458,5.795769393444061,-26.218946300258484,-28.610852660187845,6.584823131561279,-3.5353476368360504,-4.499997822334201
106,P G & E CORP,"UPDATE: PG&E Settlement Will Create System Enhancements To Include Locate, Mark Ticket Compliance Audits To Verify Categorization Of Timeliness",1,increase,0.7,0.5,,134,11,2,2019-10-04,13688.0,13.82198631763458,5.795769393444061,-26.218946300258484,-28.610852660187845,6.584823131561279,-3.5353476368360504,-4.499997822334201
107,P G & E CORP,"PG&E 8-K Shows California Public Utilities Commission's Safety and Enforcement Division, Coalition Of Utilities Employees Jointly Submitted Proposed Settlement Deal",1,increase,0.7,0.5,,134,11,2,2019-10-04,13688.0,13.82198631763458,5.795769393444061,-26.218946300258484,-28.610852660187845,6.584823131561279,-3.5353476368360504,-4.499997822334201
108,PEPSICO INC,Analysts React To PepsiCo's Q3 Beat,1,increase,0.8,0.5,,114,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
109,PEPSICO INC,CORRECTION: Credit Suisse Raised Price Target On Pepsi To $126; A prior headline incorrectly suggested the price target was lowered.,1,increase,0.7,0.5,,129,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
110,PEPSICO INC,"UPDATE: Credit Suisse Maintains Underperform On Pepsi, Raises Target To $126 As Firm Notes 'Despite two home-run innovations (Gatorade Zero, Bubly), volumes have been flat for four quarters. Core CSD brands are declining, despite increased investments'",1,decrease,0.7,0.5,,156,12,0,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
111,PEPSICO INC,"UPDATE: Morgan Stanley Maintains Overweight On Pepsi, Raises Target To $154 As Firm Sees 'superior PEP organic sales growth, and high EPS visibility post a re-base under a new CEO as not fully priced into a discounted valuation vs peers'",1,increase,0.8,0.5,,155,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
112,PEPSICO INC,"Morgan Stanley Maintains Overweight on PepsiCo, Raises Price Target to $154",1,increase,0.8,0.2,,120,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
113,PEPSICO INC,"BMO Capital Maintains Market Perform on PepsiCo, Raises Price Target to $133",1,increase,0.7,0.2,,121,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
114,PEPSICO INC,"Credit Suisse Maintains Underperform on PepsiCo, Raises Price Target to $126",1,decrease,0.7,0.2,,120,12,0,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
115,PEPSICO INC,"Citigroup Maintains Neutral on PepsiCo, Raises Price Target to $143",1,increase,0.7,0.2,,119,11,2,2019-10-04,13856.0,1.703767292201519,-1.382950134575367,-1.8819500063370296,-2.872825002863011,2.978938445448875,0.4076563343071715,0.6053876568690386
116,INSULET CORP,"UBS Downgrades Insulet to Neutral, Raises Price Target to $160",1,decrease,0.7,0.3,,122,12,0,2019-10-04,92050.0,-1.94719024002552,1.5874043107032776,-1.4203128977785084,-1.1953732706994955,0.8804613724350929,-2.542528798616017,-3.7834176890290223
117,P T C THERAPEUTICS INC,PTC Therapeutics Highlights Analysis Showing Translarna™ Slows Disease Progression in Patients with Duchenne Muscular Dystrophy,1,increase,0.8,0.6,,140,11,2,2019-10-04,13967.0,3.531491383910179,-3.354179486632347,0.3126791543493601,3.1267720792350406,-0.176267244387418,5.462440395636636,0.4730926540020164
