"","headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","headline.type"
"11","AbbVie Announces Phase 3 Study of Ibrutinib In Metastatic Pancreatic Cancer Did Not Meet Primary Endpoint Of Improving Progression-Free Survival",0.6,0.8,4355,"ABBVIE INC",8,"the failure of a phase 3 study to meet its primary endpoint in a significant area like metastatic pancreatic cancer is likely to negatively impact investor sentiment and abbvie inc's stock price.",163,68,0,"2019-01-18",13721,2.63761822134256,-0.938543397933245,-13.8100564901488,-12.2569845584529,1.92868951708078,1.98830057405626,2.87871019261898,"decrease"
"12","AbbVie Reports Strategic Collaboration With Tizona Therapeutics To Develop First-In-Class Immunotherapy For Cancer Targeting CD39",0.6,0.8,4371,"ABBVIE INC",8,"the strategic collaboration with tizona therapeutics to develop a first-in-class immunotherapy for cancer targeting cd39 is likely to be viewed positively by investors, as it represents a potential advancement in cancer treatment and could lead to significant future revenue for abbvie.",155,80,2,"2019-01-03",13721,-3.2948587089777,3.22169288992882,2.21346175304458,2.33027974892017,-3.21075916290283,-2.07418701694897,-0.756312047709817,"increase"
"13","Bank of America Downgrades AbbVie to Neutral",0.6,0.8,4379,"ABBVIE INC",8,"a downgrade from a major financial institution like bank of america is generally perceived negatively by the market, leading to a likely decrease in the stock price.",142,329,0,"2019-01-03",13721,-3.2948587089777,3.22169288992882,2.21346175304458,2.33027974892017,-3.21075916290283,-2.07418701694897,-0.756312047709817,"decrease"
"14","AmerisourceBergen Narrows FY19 Adj. EPS Guidance From $6.65-$6.95 To $6.65-$6.85 vs $6.78 Estimate",0.3,0.7,4395,"AMERISOURCEBERGEN CORP",8,"the narrowing of the fy19 adjusted eps guidance to a lower range suggests a slight reduction in expected earnings, which could negatively impact investor sentiment and lead to a decrease in stock price.",177,76,0,"2019-01-31",81540,6.16325475275517,0.467793410643935,2.91471775736043,3.69436739299374,-1.2698040343821,-1.98452810023854,-1.41853480587347,"decrease"
"15","AmerisourceBergen Q1 EPS $1.60 Beats $1.50 Estimate, Sales $45.4B Beat $43.82B Estimate",0.7,0.8,4403,"AMERISOURCEBERGEN CORP",8,"amerisourcebergen's q1 eps and sales both beat estimates, which is typically viewed positively by investors and likely to increase the stock price.",172,69,2,"2019-01-31",81540,6.16325475275517,0.467793410643935,2.91471775736043,3.69436739299374,-1.2698040343821,-1.98452810023854,-1.41853480587347,"increase"
"16","UBS Initiates Coverage On AmerisourceBergen with Buy Rating, Announces $89 Price Target",0.6,0.8,4411,"AMERISOURCEBERGEN CORP",8,"a 'buy' rating from a reputable financial institution like ubs typically signals positive sentiment and confidence in the stock, which is likely to lead to an increase in the stock price.",160,65,2,"2019-01-17",81540,-1.5782680362463,4.96845245361328,4.70557525416087,10.0946371358811,0.0517744163516908,0.572472601054996,0.966569362630509,"increase"
"17","Ambev shares are trading higher after after Goldman Sachs published a positive report on the stock.",0.7,0.9,4419,"AMBEV SA",8,"a positive report from a reputable financial institution like goldman sachs typically boosts investor confidence, leading to an increase in the stock price.",149,64,2,"2019-01-28",85254,4.41500656306744,0.422832556068897,5.0739908654621,4.22832597287919,1.11607564613223,-0.220258876365986,-0.87527267893226,"increase"
"18","ABM Industries Wins a Contract to Install Water Meters for the Rainbow Municipal Water District in San Diego",0.3,0.7,4427,"A B M INDUSTRIES INC",8,"winning a contract to install water meters for the rainbow municipal water district in san diego is likely to be viewed positively by investors as it indicates new business and potential revenue growth for abm industries.",156,77,2,"2019-01-24",47730,-1.7645375803113,0.14722979394719,0.677266155878264,2.12014506050175,-1.87340285629034,-3.9188433367386,-1.11555888035786,"increase"
"19","CL King Downgrades ABM Industries to Neutral",0.6,0.8,4435,"A B M INDUSTRIES INC",8,"a downgrade from a financial analyst typically signals a negative outlook on the stock, which can lead to a decrease in stock price as investors may lose confidence and sell their shares.",146,65,0,"2019-01-11",47730,-2.58596166968346,-0.49591064453125,4.95916227480702,-1.22519888252108,0.77319722622633,0.600340442556302,5.10752410309705,"decrease"
"20","ACADIA Pharmaceuticals Option Alert: Mar 15 $23 Calls Sweep (9) near the Ask: 500 @ $1.6 vs 303 OI; Earnings 2/26 After Close [est] Ref=$20.53",0.5,0.7,4443,"ACADIA PHARMACEUTICALS",8,"the option alert indicates a significant purchase of call options near the ask price, suggesting bullish sentiment among investors ahead of the earnings report.",191,65,2,"2019-01-10",90177,4.91387695074081,1.78658068180084,4.20087345444378,9.17431987110335,6.47248551249504,8.28305154492868,12.350598324215,"increase"
"21","Arch Capital Group Sees Pre-Tax Catastrophe Losses Of $110M-$130M Due To Hurricane Michael And California Wildfires",0.6,0.8,4451,"ARCH CAPITAL GROUP LTD NEW",8,"the news reports significant pre-tax catastrophe losses for arch capital group due to hurricane michael and california wildfires, which is likely to negatively impact investor sentiment and lead to a decrease in the stock price.",162,70,0,"2019-01-10",82276,1.30743505433202,-1.62242073565722,4.12978957528862,6.30530629942263,1.28641752526164,1.67109964150469,1.4399434640211,"decrease"
"22","Barclays Upgrades Arch Capital Group to Overweight, Raises Price Target to $32",0.7,0.85,4459,"ARCH CAPITAL GROUP LTD NEW",8,"an upgrade from barclays to 'overweight' and a raised price target to $32 is likely to positively influence investor sentiment and increase arch capital group ltd new's stock price.",152,65,2,"2019-01-09",82276,1.28641752526164,1.30743505433202,4.10907878636153,7.58311082482301,0.379796349443495,0.151576038041967,2.52133287234879,"increase"
"23","Deutsche Bank Initiates Coverage On Acadia Healthcare Co with Hold Rating, Announces $27 Price Target",0.4,0.7,4467,"ACADIA HEALTHCARE CO INC",8,"a 'hold' rating from deutsche bank with a price target of $27, which may be below the current market price, is likely to be perceived as a lack of strong confidence in the stock's near-term growth potential, potentially leading to a decrease in stock price.",158,85,0,"2019-01-03",13105,-1.77881270647049,2.91338488459587,12.8740176414455,14.9606345758279,0.583436526358128,1.17371343114918,0.232563460068169,"decrease"
"24","ACI Worldwide, T-Systems Hungary and Takarékinfo Partner to Ready Hungarian Banks for Real-Time Payments",0.6,0.8,4475,"A C I WORLDWIDE INC",8,"the partnership to prepare hungarian banks for real-time payments suggests business expansion and strategic positioning in a growing market, which is likely to be viewed positively by investors.",159,272,2,"2019-01-28",81282,-1.40266800299287,-0.763356406241655,3.74739734828768,4.99653191372358,2.16707065701485,2.81392620667356,3.54233086143703,"increase"
"25","Stephens & Co. Downgrades ACI Worldwide to Equal-Weight, Lowers Price Target to $30",0.6,0.8,4491,"A C I WORLDWIDE INC",8,"a downgrade from a reputable firm like stephens & co. typically signals a negative outlook, which can lead to a decrease in stock price.",161,67,0,"2019-01-03",81282,-7.2955034673214,4.01430949568748,11.6852170160421,13.7519914867595,-1.91543437540531,-0.403672013553002,-1.23726405435881,"decrease"
"26","Axcelis Reports $35M Buyback",0.5,0.7,4507,"AXCELIS TECHNOLOGIES INC",8,"stock buybacks are generally perceived positively by investors as they indicate confidence in the company's future prospects and can increase the value of remaining shares.",147,475,2,"2019-01-14",88417,2.26394161581993,0,-0.26998467162811,10.2051795450795,0.16593299806118,0.221366436874226,1.85601751172431,"increase"
"27","Jacobs, AECOM Awarded Contract by Transport Scotland to  Lead its Second Strategic Transport Projects Review",0.6,0.8,4515,"A E C O M",8,"being awarded a contract by transport scotland to lead its second strategic transport projects review is likely to be seen as a positive development for aecom, as it suggests new business and revenue opportunities, which typically boosts investor confidence and stock price.",155,77,2,"2019-01-29",91975,-0.264900410547853,0.697208102792501,0.166000088819729,-0.79681826937561,-1.14565789699554,0.633123969504368,2.13054126076797,"increase"
"28","Citigroup Upgrades Accenture to Buy, Raises Price Target to $169",0.7,0.8,4523,"ACCENTURE PLC IRELAND",8,"an upgrade from citigroup to 'buy' and a raised price target generally signals positive sentiment and confidence in the stock, likely leading to an increase in accenture's stock price.",153,66,2,"2019-01-16",89071,0.673977471888065,0.838511064648628,1.53502088407622,3.83418848504977,1.35238170623779,0.451346272553099,-0.0884266799340616,"increase"
"29","Accenture To Acquire Business and Technology Consultancy, Orbium; Terms Not Disclosed",0.5,0.7,4531,"ACCENTURE PLC IRELAND",8,"the acquisition of orbium is likely to be seen as a strategic move to enhance accenture's consulting capabilities, which should positively influence investor sentiment despite the undisclosed financial terms.",154,448,2,"2019-01-09",89071,0.502959731966257,0.788379553705454,1.37794603392576,2.93411867739404,2.52896435558796,2.8850867557866,6.88563702020777,"increase"
"30","Accenture shares are trading higher after Bank of America upgraded the company's stock from Neutral to Buy.",0.6,0.8,4539,"ACCENTURE PLC IRELAND",8,"an upgrade from a major financial institution like bank of america typically signals positive sentiment and can lead to increased investor confidence, likely resulting in a higher stock price.",156,61,2,"2019-01-08",89071,2.52896435558796,0.502959731966257,1.2057324426481,2.25988620185675,0.34733833745122,4.24921161742173,0.68995031192145,"increase"
"31","Bank of America Upgrades Accenture to Buy",0.6,0.8,4547,"ACCENTURE PLC IRELAND",8,"an upgrade to 'buy' from a reputable financial institution like bank of america is generally perceived positively by investors, leading to increased buying activity and a likely increase in stock price.",147,319,2,"2019-01-08",89071,2.52896435558796,0.502959731966257,1.2057324426481,2.25988620185675,0.34733833745122,4.24921161742173,0.68995031192145,"increase"
"32","Acorda Therapeutics Amended 13D Filing From Scopia Capital Shows Cut Stake From ~7.1M Shares To ~4.8M Shares, Or 10.1% Stake",0.5,0.7,4555,"ACORDA THERAPEUTICS INC",8,"the reduction in stake by a major shareholder like scopia capital is likely to be perceived negatively by the market, leading to a decrease in stock price.",182,326,0,"2019-01-23",91086,0.502196606248617,-2.81074196100235,2.87319870342762,-0.687074191890136,-2.02951971441507,-5.68383121726822,-5.17856513516972,"decrease"
"33","Raymond James Upgrades Ares Commercial Real to Strong Buy",0.7,0.9,4563,"ARES COMMERCIAL REAL ESTATE CORP",8,"an upgrade to 'strong buy' from a reputable financial services firm like raymond james typically signals strong confidence in the stock, which is likely to positively influence investor sentiment and increase the stock price.",154,68,2,"2019-01-11",13332,2.94118225574493,-0.836242735385895,-2.99651768561003,-1.32404544815741,-0.782922469079494,-0.143269742863916,0.143674604246335,"increase"
"34","AcelRx Pharma Reports DSUVIA Will Be Highlighted During Presentation At Boswick Burn, Wound Symposium",0.4,0.7,4571,"ACELRX PHARMACEUTICALS INC",8,"the news about dsuvia being highlighted at a reputable symposium is likely to positively impact the stock price due to increased visibility and potential validation.",166,260,2,"2019-01-31",12573,0,0.813007354736328,-1.62601466026407,6.91057198293001,2.07468681037426,1.65289098182022,-1.99203009646243,"increase"
"35","Acasti Pharma Awarded Broad Composition-of-Matter And Method Of Use Patents By European Patent Office",0.6,0.8,4579,"ACASTI PHARMA INC",8,"the awarding of broad composition-of-matter and method of use patents by the european patent office is likely to be viewed positively by investors as it strengthens acasti pharma's intellectual property portfolio and potential market exclusivity, which can enhance future revenue prospects.",159,89,2,"2019-01-09",13750,14.1304269433021,4.76191192865372,3.80953203680583,-1.90475977476446,0,2.22222674638033,5.39580784296481,"increase"
"36","BZ NOTE: Adobe Has Not Paid Cash Dividend Since 2005",0.2,0.7,4587,"ADOBE INC",8,"the news that adobe has not paid a cash dividend since 2005 is not new information and is likely already factored into the stock price, making its immediate impact on the stock price uncertain.",145,70,1,"2019-01-25",75510,0.98532298579812,-1.26556064933538,0.992042675941462,4.9193727290219,-1.05246054008603,-0.529017205340154,-1.99991794053519,"uncertain"
"37","Adobe Says Does Not Anticipate Paying Any Cash Dividends In The Foreseeable Future",0.4,0.7,4595,"ADOBE INC",8,"the announcement that adobe will not pay dividends is likely to disappoint income-focused investors, leading to selling pressure and a decrease in stock price.",151,342,0,"2019-01-25",75510,0.98532298579812,-1.26556064933538,0.992042675941462,4.9193727290219,-1.05246054008603,-0.529017205340154,-1.99991794053519,"decrease"
"38","Adobe Acquires Allegorithmic; Terms Not Disclosed",0.4,0.7,4611,"ADOBE INC",8,"the acquisition of allegorithmic is likely seen as a strategic fit for adobe, enhancing its 3d design capabilities, but the undisclosed terms introduce some uncertainty.",143,327,2,"2019-01-23",75510,0.529010966420174,-1.05246054008603,-1.00758782654086,3.75703974702477,-1.47872343659401,-0.225035853263211,0.785290106784409,"increase"
"39","Hearing M Science Initiated Positive Coverage On Adobe, Citing Revenue Strength; Unconfirmed",0.6,0.8,4619,"ADOBE INC",8,"positive coverage citing revenue strength is likely to boost investor confidence and increase the stock price.",150,56,2,"2019-01-17",75510,1.01260468363762,1.2725044041872,0.225042277522292,1.21931746889568,-0.169171346351504,3.15057972881387,1.85223916920387,"increase"
"40","Stephens & Co. Initiates Coverage On Adobe with Equal-Weight Rating, Announces $278 Price Target",0.5,0.7,4627,"ADOBE INC",8,"the 'equal-weight' rating suggests a neutral stance, but the $278 price target is likely below the current market price, which could lead to a decrease in stock price.",153,67,0,"2019-01-17",75510,1.01260468363762,1.2725044041872,0.225042277522292,1.21931746889568,-0.169171346351504,3.15057972881387,1.85223916920387,"decrease"
"41","Adobe shares are trading higher after Atlantic Equities initiated coverage on the stock with a Neutral rating and a price target of $250.",0.3,0.7,4635,"ADOBE INC",8,"the initiation of coverage by atlantic equities with a neutral rating and a price target of $250 is generally positive news, as it suggests confidence in the stock's stability and potential, leading to a moderate increase in stock price.",157,75,2,"2019-01-09",75510,1.18188075721264,0.993930920958519,2.76940265714809,3.02850341751546,1.49175534024835,2.86926486435564,7.87204277103541,"increase"
"42","Pivotal Research Upgrades Adobe to Buy, Raises Price Target to $262",0.6,0.8,4651,"ADOBE INC",8,"an upgrade to 'buy' and a raised price target from a reputable research firm like pivotal research is likely to positively influence investor sentiment and increase adobe's stock price.",148,65,2,"2019-01-07",75510,1.35726248845458,1.49175534024835,2.31178711500688,6.36395903690838,4.86323870718479,0.721376537803264,-0.0221016543690222,"increase"
"43","Raymond James Upgrades Agree Realty to Strong Buy",0.7,0.9,4659,"AGREE REALTY CORP",8,"an upgrade to 'strong buy' from a reputable firm like raymond james is a strong positive signal that typically leads to an increase in stock price.",146,292,2,"2019-01-08",80412,2.33937483280897,-1.0601282119751,1.54050071002259,1.52393893800948,0.494039012119174,0.152801592475238,2.39541930865816,"increase"
"44","RBC Capital Downgrades Analog Devices to Sector Perform",0.6,0.8,4667,"ANALOG DEVICES INC",8,"a downgrade from rbc capital to 'sector perform' is likely to decrease analog devices' stock price as it signals a less favorable outlook.",145,282,0,"2019-01-04",60871,2.42784470319748,0.62885070219636,8.91280067954014,10.4849410831498,-6.04049675166607,-5.94197629024217,-5.53474802315252,"decrease"
"45","Archer-Daniels-Midland Says Its The Wrong Time For 'Monster' Acquistions",0.2,0.5,4683,"ARCHER DANIELS MIDLAND CO",8,"the news can be interpreted both positively as a sign of financial prudence and negatively as a lack of growth opportunities, making the overall impact on the stock price uncertain.",160,357,1,"2019-01-16",10516,-0.413984153419733,0.254042982123792,0.854500964106197,3.69515539147167,1.47024756297469,0.741426514683519,0.253632907048562,"uncertain"
"46","ADMA Biologics Submits Response and Provides Supplemental Information to FDA for BIVIGAM CRL",0.3,0.6,4691,"ADMA BIOLOGICS INC",8,"the news indicates progress in addressing fda concerns, but the outcome and timeline remain uncertain.",157,395,1,"2019-01-07",15056,6.44067972898483,8.59872549772263,5.41400765860145,8.28025440085072,4.98221032321453,12.595426640283,23.4309593930063,"uncertain"
"47","ADP shares are trading higher after the company announced better than expected Q4 EPS and revenue results. The company expects 2019 EPS to increase 18% to 20%.",0.7,0.9,4699,"AUTOMATIC DATA PROCESSING INC",8,"the news reports better than expected q4 eps and revenue results, along with a positive outlook for 2019 eps growth, which are strong indicators that typically lead to an increase in stock price.",171,78,2,"2019-01-30",44644,4.03731614351273,0.308437459170818,4.3970944356853,7.92626261048874,-1.1070110835135,-1.76673531145319,-0.556586323661867,"increase"
"48","Automatic Data Sees FY19 EPS Up 18%-20%",0.6,0.8,4707,"AUTOMATIC DATA PROCESSING INC",8,"the news indicates a positive financial outlook with an 18%-20% increase in eps, which is likely to boost investor confidence and increase the stock price.",148,61,2,"2019-01-30",44644,4.03731614351273,0.308437459170818,4.3970944356853,7.92626261048874,-1.1070110835135,-1.76673531145319,-0.556586323661867,"increase"
"49","Morgan Stanley Downgrades Autodesk to Equal-Weight, Lowers Price Target to $150",0.6,0.8,4723,"AUTODESK INC",8,"a downgrade from morgan stanley and a lowered price target typically signals negative sentiment, likely leading to a decrease in autodesk's stock price.",150,57,0,"2019-01-15",85631,0.838593579828739,-0.426848558709025,1.18486937632223,7.44774411596616,-1.45532060414553,-1.43369658345899,-1.47693513874257,"decrease"
"50","Atlantic Equities Initiates Coverage On Autodesk with Overweight Rating, Announces $180 Price Target",0.6,0.8,4731,"AUTODESK INC",8,"initiating coverage with an 'overweight' rating and a specific price target of $180 is generally perceived positively by investors, likely leading to an increase in autodesk's stock price.",150,75,2,"2019-01-09",85631,2.16628760099411,-0.0438674818724393,-1.07479798187398,-0.526432173512015,0.866481196135283,4.35765230278156,9.86458500528364,"increase"
"51","Needham Downgrades Adtran to Hold",0.6,0.8,4739,"ADTRAN HOLDINGS INC",8,"a downgrade from needham, a reputable financial services firm, typically leads to a decrease in stock price due to negative investor sentiment.",143,315,0,"2019-01-29",80791,-0.953025184571743,0.962195079773664,-1.71821303304258,0.836411282495431,4.62962687015534,8.33332695439957,19.7228933037925,"decrease"
"52","ADTRAN Shares Spike Higher As Exec On Call Issues Correction Moving Q1 Sales Guidance Sharply Higher; Originally Said Q1 Sales Guidance For $100-$142M, But Was Supposed To Be $140M-$142M",0.7,0.9,4747,"ADTRAN HOLDINGS INC",8,"the correction of q1 sales guidance from a range of $100-$142m to a more precise and higher range of $140m-$142m indicates stronger expected performance, which is likely to positively impact investor sentiment and increase the stock price.",179,88,2,"2019-01-24",80791,10.5134464800358,3.53981964290142,7.52211999737367,5.3783742593605,4.15959879755974,3.19596389115187,3.36984481602258,"increase"
"53","Citigroup Downgrades Aegon to Sell",0.7,0.9,4763,"AEGON N V",8,"a downgrade from a major financial institution like citigroup typically signals negative sentiment and can lead to a decrease in stock price.",144,64,0,"2019-01-17",85172,-0.982321985065937,2.97619234770536,2.97619231781243,2.57936731583117,2.41449438035488,1.59680482202496,3.03643914939258,"decrease"
"54","Aehr Receives Order From a New Customer for FOX-NP System  for Production Test and Burn-in of Silicon Photonics Devices",0.6,0.8,4771,"AEHR TEST SYSTEMS",8,"the news of receiving an order from a new customer for a production test and burn-in system indicates potential revenue growth and market expansion, which is likely to positively impact aehr test systems's stock price.",160,80,2,"2019-01-23",85272,-2.67856884747744,-1.83486063033342,11.9266049138919,28.4403607721854,-0.884954910725355,5.66038352233298,-1.75438422502052,"increase"
"55","Aehr Test Systems shares are trading lower after the company cut FY19 sales guidance and missed the Q2 sales estimate.",0.8,0.9,4779,"AEHR TEST SYSTEMS",8,"the news indicates that aehr test systems has cut its fy19 sales guidance and missed q2 sales estimates, which are negative indicators likely to decrease investor confidence and lead to a drop in stock price.",157,71,0,"2019-01-11",85272,-24.0641742944717,-9.85915437340736,-20.4225330885923,-16.9014095420871,25.5033552646637,37.4999988028479,37.4999988028479,"decrease"
"56","Aehr Test Systems Cuts FY19 Sales Guidance From $30M-$35M To $20M-$25M vs $30.16M Est.",0.7,0.9,4787,"AEHR TEST SYSTEMS",8,"the significant reduction in sales guidance from $30m-$35m to $20m-$25m is likely to negatively impact investor sentiment, leading to a decrease in aehr test systems' stock price.",164,72,0,"2019-01-10",85272,25.5033552646637,-24.0641742944717,-43.315511702326,-41.17647001429,9.55882295966148,9.55882295966148,3.47221878180708,"decrease"
"57","Aehr Test Systems Cuts Guidance",0.6,0.8,4795,"AEHR TEST SYSTEMS",8,"when a company cuts its guidance, it typically signals to investors that future performance may be weaker than previously expected, which often leads to a decrease in stock price.",140,72,0,"2019-01-10",85272,25.5033552646637,-24.0641742944717,-43.315511702326,-41.17647001429,9.55882295966148,9.55882295966148,3.47221878180708,"decrease"
"58","American Eagle Outfitters shares are trading higher after the company reaffirmed Q4 EPS guidance.",0.6,0.8,4811,"AMERICAN EAGLE OUTFITTERS INC NE",8,"reaffirming q4 eps guidance is generally seen as a positive signal, indicating that the company is on track to meet its earnings expectations, which can boost investor confidence and lead to a higher stock price.",163,80,2,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"increase"
"59","American Eagle Outfitters Reaffirms Q4 EPS Guidance Of $0.40-$0.42 vs $0.42 Est.",0.3,0.7,4819,"AMERICAN EAGLE OUTFITTERS INC NE",8,"the reaffirmed q4 eps guidance of $0.40-$0.42 is slightly below the analyst estimate of $0.42, which is likely to cause a small decrease in the stock price.",172,317,0,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"decrease"
"60","American Eagle Outfitters Reports Q4 Comps Up 6%",0.6,0.8,4827,"AMERICAN EAGLE OUTFITTERS INC NE",8,"a 6% increase in q4 comparable sales (comps) is a positive indicator of the company's performance, likely leading to an increase in stock price.",158,62,2,"2019-01-14",80432,0.659894198179245,-0.45385854318738,2.52143199683452,5.84972150316454,2.76474021375179,-0.404448397134438,-0.253160547191378,"increase"
"61","Webush Adds American Eagle To Best Ideas List As Firm Views 'American Eagle as an attractive story backed by solid fundamentals and led by a best-in-class management team'",0.6,0.8,4835,"AMERICAN EAGLE OUTFITTERS INC NE",8,"the addition of american eagle to webush's best ideas list, along with positive comments about the company's fundamentals and management, is likely to boost investor confidence and positively impact the stock price.",178,67,2,"2019-01-07",80432,3.33854667842388,-0.302874646149576,0.100961579767977,2.62493925417928,0.366490543819964,-1.4395921035177,-0.827728058035027,"increase"
"62","AerCap Highlights 145 Transactions In Q4'18; Reports Leased, Purchased, Sold 436 Aircraft In 2018",0.6,0.8,4843,"AERCAP HOLDINGS N V",8,"the news highlights a significant number of transactions and activities by aercap, indicating strong business performance and operational activity, which is likely to positively influence investor sentiment and increase the stock price.",164,66,2,"2019-01-02",91602,2.95455064624548,-5.05273826420307,8.1922989088675,11.3563922326344,0.354788126423955,2.21991926760767,1.95674121691582,"increase"
"63","Aeterna Zentaris Reports Received European Marketing Clearance For Macimorelin",0.7,0.9,4851,"AETERNA ZENTARIS INC",8,"receiving european marketing clearance for macimorelin is a significant positive development that is likely to increase the stock price due to potential revenue growth from a new market.",154,286,2,"2019-01-16",88240,-10.0000023841858,5.55555708706379,-1.66666511012782,6.38888937091042,2.56409998983145,8.4010822188644,15.2737738645012,"increase"
"64","'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk",0.7,0.8,4859,"AETERNA ZENTARIS INC",8,"the european commission approval for macimorelin for diagnosing adult growth hormone deficiency is a significant positive development for aeterna zentaris, likely leading to increased investor confidence and a rise in stock price.",170,69,2,"2019-01-11",88240,6.34005814790726,5.6910578161478,-4.06504320810757,4.33603892951842,2.35987976193428,3.58209339227933,-0.573065503690395,"increase"
