headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.0,0.65,38736,WYNN RESORTS LTD,"' Wynn Resorts terminates ""all discussions with Crown Resorts concerning any transaction""' -CNBC",8,"terminating discussions with crown removes a potential growth catalyst but also eliminates a possible regulatory and execution risk, making the overall impact on investor sentiment unclear without further context.",147,1613,1.0,2019-04-09,89533.0,-3.85917238891124,1.24946543946862,3.9207287432608497,3.6909375076832096,2.7742328122258098,3.70874786502617,5.24595009279951
increase,0.55,0.72,30480,QUALCOMM INC,"'""We expect Apple will likely adopt 5G baseband chips made by Qualcomm (focus on mmWave markets) and Samsung (focus on Sub-6GHz markets) for lowering supply risk, reducing costs and having better bargaining power.""' -Tweet From CNBC Technology Reporter",8,"if apple adopts qualcomm for mmwave basebands (and samsung for sub-6), qualcomm could gain a major, stable customer and higher volumes, which would likely boost sentiment and potential margins.",176,1234,2.0,2019-04-22,77178.0,2.60358229279518,5.79480305314064,6.441379480808671,7.66133798887791,1.02427611127495,13.39957856255818,39.716683334839395
uncertain,0.25,0.58,7828,ALIBABA GROUP HOLDING LTD,'#Alibaba on Wednesday launched online market place #Taobao Taiwan by licensing the Taobao brand to a UK company's #Taiwan subsidiary' -Tweet From National Business Daily,8,"the move signals potential expansion and licensing revenue, but limited control and regulatory/geopolitical risks in taiwan create mixed and uncertain investor sentiment.",164,1288,1.0,2019-10-24,14888.0,1.54779003933072,1.01999100297689,2.38771089499891,8.17734027266339,0.01765776687534,-2.07469235573105,0.46709224362535
decrease,0.6,0.65,33651,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,8,"cal fire blaming pg&e equipment would raise liability risk and regulatory costs for the company, likely dampening investor sentiment, though credibility of a tweet versus official confirmation could temper the impact.",161,1234,0.0,2019-05-15,13688.0,-1.63399316370487,0.6090842187404599,5.20487567184684,-1.55038101815943,0.71311611682176,-1.29032130572283,-5.1162778300079
uncertain,0.0,0.54,32273,LIBERTY ALL STAR EQUITY FD,"'#BREAKING: US Navy warship has seized a ""significant cache"" of suspected Iranian guided missile parts headed to rebels in Yemen' -Kann's Amichai Stein",8,the impact on liberty all star equity fd is uncertain without knowing the fund's holdings and how the market associates geopolitical risk with its portfolio; such news can affect equities and related sectors in different ways.,168,1367,1.0,2019-12-04,70797.0,0.76923370361328,0.30534320976585,0.3053431902011,1.8320592111195,-0.61162021011114,-1.21580434162406,-1.36570791248776
uncertain,0.25,0.42,43271,ISHARES INC,"'#Turkish Defence Minister Hulusi Akar: ""Despite the agreements with the #US and #Russia, the PKK/YPG has not withdrawn from the area and violated the agreements.""' -Tweet",8,"geopolitical tensions in turkey and the region could indirectly affect risk sentiment and em etfs including ishares funds, but there is no direct, company-specific signal about ishares inc in the cited news.",165,1559,1.0,2019-11-07,92600.0,2.13017351925373,-0.42486945167183,0.1545033702379,4.36462373035031,1.03627033531665,0.87545256099708,1.88907251560106
increase,0.6,0.74,4859,AETERNA ZENTARIS INC,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,8,"eu regulatory approval of a diagnostic product signals expanded market opportunity and reduced regulatory risk for aeterna zentaris, supporting a positive but not transformative impact on investor sentiment.",163,1485,2.0,2019-01-11,88240.0,6.34005814790725,5.6910578161478,-4.06504320810756,4.33603892951841,2.35987976193428,3.58209339227932,-0.57306550369039
decrease,0.7,0.75,5053,ATHERSYS INC,"'$ATHX is using the story of a stroke survivor to promote the development of an experimental stem cell therapy. But by doing so, the company has obscured the treatment's clinical trial failure' -STAT's Adam Feuerstein",8,"the article accuses the company of masking a failed trial to promote its stem cell therapy, which could erode investor confidence and lower sentiment.",170,1097,0.0,2019-06-26,92456.0,-4.62427996098995,-4.848480224609371,-0.6060597138278,-3.03029988591471,-1.14285601302981,-1.70454379546987,-3.88888530558908
uncertain,0.0,0.55,6566,BIOGEN INC,"'$BIIB Scorecard for its ""high RISK high reward"" R&D strategy. Pretty much everything except Spinraza on this pipeline chart from 2015 failed' -Tweet From Notable Biotech Source",8,"it highlights historical r&d underperformance and overreliance on spinraza, which could damp sentiment, but since it reflects 2015 data, its current impact is uncertain.",166,1682,1.0,2019-03-21,76841.0,-29.230478405952447,-4.482544958591459,2.6181250601672703,3.5966096139046,-0.9791244752705,-1.55230173667745,-2.81322918222706
uncertain,0.25,0.6,27595,MCDONALDS CORP,'$BYND quick roll as $MCD #McDonalds says they are not planning to add #plantbased burger to menu' -HammerstoneMarkets Tweets,8,"the news signals mcdonald's isn’t planning to add a plant-based burger, which could be read as either a neutral stance or a constraint on growth from the plant-based trend, leading to mixed investor sentiment.",162,1942,1.0,2019-05-23,43449.0,-0.49510174430906,-0.60310447588562,0.23119208735953,3.87605023677128,0.06005323375575,0.4874622950679,0.37145142066044
decrease,0.4,0.65,8222,CHEGG INC,"'$CHGG is the poster child for institutionalized academic cheating. tgt- $25 Cannot be disputed, cheating now matters   $CHGG activities illegal in 17 states...' -Tweet From Citron Research",8,"the negative framing from a well-known short-seller alleging chegg as an 'institutionalized cheating' platform and referencing legal risk is likely to raise reputational and regulatory concerns, weighing on investor sentiment in the near term.",164,1178,0.0,2019-03-22,14273.0,-7.31215700507164,1.44179165363311,3.699675289978361,0.70729639663775,-3.10285966843366,-4.43373530745954,-3.7845738048146305
uncertain,0.0,0.58,14228,ENPHASE ENERGY INC,'$ENPH $SEDG duopoly has come to an abrupt end...' -Tweet From Citron,8,"a single citron tweet suggesting the enph-sedg duopoly ending could signal potential competitive pressure, but credibility and market impact are unclear, making sentiment uncertain.",147,1550,1.0,2019-09-12,13323.0,-10.19416898488998,-0.54054432548582,22.16216223797866,4.43693138236973,6.18556104600429,3.8655468519316103,-2.6771662841322397
decrease,0.5,0.65,12018,CISCO SYSTEMS INC,"'$FNJN $CSCO Markman opinion issued in the Finjan vs Cisco Systems patent infringement lawsuit.  The court adopted all of Finjans proposed claim constructions, nice win for $FNJN.' -TradeHawk Tweets",8,"adopting finjan's claim constructions indicates a more plaintiff-favorable ruling path, which could raise infringement risk and investor concerns for cisco.",172,969,0.0,2019-02-06,76076.0,0.4655125550925699,-1.6427943482994998,0.04212407199271,4.06487026416482,-0.19007424125447,-0.16899414599081,-0.06344384441334
decrease,0.35,0.62,18386,GILEAD SCIENCES INC,'$GILD's comment on M&A: late stage opportunities are few and far between.' -Tweet From Notable Biotech Investor Brad Loncar,8,"the comment suggests a tighter m&a environment with fewer late-stage opportunities, reducing near-term growth catalysts and potentially weighing on sentiment for gilead.",158,1290,0.0,2019-02-04,77274.0,0.0,-3.3833015710115397,-3.4689511711345005,-4.69664648706843,0.05713599966838,0.31505257561008,0.66102419236038
decrease,0.5,0.6,18618,GENWORTH FINANCIAL INC,'$GNW down hard. Not much news we see other than Oceanwide's $1b LA development owing contractors $50m and still stalled due to financial troubles. Oceanwide also attempting to sell off their NYC development.' -Hindenberg Research Tweets,8,"the tweet frames gnw as 'down hard' and ties it to oceanwide troubles, implying negative sentiment and potential selling pressure, even though gnw-specific fundamentals are not discussed.",182,1937,0.0,2019-02-25,90162.0,-6.51163235306739,-4.22885753214359,-3.2338276383945903,-10.44776298389225,-5.2863385528326,-4.2316166530884605,-5.28633859093582
decrease,0.45,0.65,19576,INTERCEPT PHARMACEUTICALS INC,'$ICPT — Anyone else disappointed w/ this morning's NASH study update? Not much new to chew over. The per protocol efficacy results seem like marketing material. Safety data essentially same as previously disclosed. Am I missing something?' -STAT's Adam F,8,"the highlighted skepticism and lack of new, compelling data from the nash study update suggest investors may temper enthusiasm for intercept and price in a more cautious outlook.",187,1421,0.0,2019-04-11,13643.0,-13.20019960403442,-9.10739973187446,-16.58234182062656,-14.37708626789794,1.93428583443164,0.4160426639326199,3.11885985887867
decrease,0.4,0.65,22130,JACK IN THE BOX INC,'$JACK Trades Lower on Cautious Chatter: SI The fall appears tied to a rumor the company's auction is struggling' -Walter Bloomberg Tweets,8,"the piece attributes jack's stock decline to rumors that its auction is struggling, signaling negative investor sentiment and increased uncertainty.",157,1348,0.0,2019-02-14,77453.0,-5.28257265686988,0.8290366269648001,2.03492368813185,-0.03768417983569,0.98522128537297,-0.93115658122582,1.338317677947
decrease,0.6,0.65,22196,GRAND CANYON EDUCATION INC,'$LOPE.  DEAD or fraud' -Tweet From Citron,8,"a negative assertion from a prominent short-seller about lope is likely to weigh on near-term investor sentiment, though the actual impact depends on the credibility of the claim and any corroborating evidence.",145,2004,0.0,2019-09-09,92852.0,2.9406514018774,-4.23691645264625,-4.577616564809659,-1.68603148618655,-4.02209870517253,-4.71293922304024,-9.51257406120917
decrease,0.4,0.65,23052,MCKESSON H B O C INC,'$MCK as a public nuisance.  The whole story has changed.  Citron is proud to present to changing status of the opioid lawsuit and why $MCK will trade down to $80...' -Tweet From Citron,8,"the tweet frames mck as a public nuisance and cites a controversial opioid lawsuit status and a price target from a known short-seller, which is likely to dampen investor sentiment, though the overall impact is uncertain and depends on credibility and broader news.",181,1311,0.0,2019-09-27,81061.0,-2.61550582945346,0.83376737311482,-3.5785479894893397,-0.58289176262329,-2.19958182424306,-0.8124862617693099,-2.63065475978685
decrease,0.5,0.6,25307,NETFLIX INC,'$NFLX investors at this level as blind as Bird Box.  Market cap up $45 bill in 12 days or 12 $DWA / 12 $LGF / 10 $ROKU / 5 Hulu.  $NFLX to trade back to $300' -Tweet From Citron Research,8,"the bearish citron research tweet with a $300 price target and negative framing toward investors is likely to dampen sentiment, despite the recent $45b market-cap rise.",189,2127,0.0,2019-01-11,89393.0,3.98262552917003,-1.37740867212414,0.44729079005749,-0.5716973851510501,1.46893747150897,1.37072307862242,2.9555424199924003
uncertain,0.45,0.62,30579,QUALCOMM INC,"'$QCOM down again; yesterday, hedge fund says it will lose FTC case; counter point: I spoke to a former FTC chair who said the agency had set an ambitious goal here...' -CNBC's Josh Lipton Tweets (1/2)",8,"the piece shows negative price action and a hedge fund's adverse view, but includes a contrasting counterpoint from a former ftc chair, making the overall sentiment ambiguous.",173,1544,1.0,2019-01-24,77178.0,-1.85435395687818,0.96437288448214,-2.53887208547926,-0.51171451865363,-4.64173965156078,-6.332549374115071,-5.47745120147599
increase,0.45,0.58,31299,R H,'$RH by far the most compelling story in retail.  Citron explains why we believe $RH days as a standalone public company is limited as suitors will line up to buy this rare trophy asset with 0 competition...' -Tweet From Citron,8,"citron's view that rh could be a buyout target suggests a potential premium for shareholders, which could lift sentiment, though credibility and the risk of remaining standalone temper the move.",171,2256,2.0,2019-01-24,13687.0,-0.45168916694819,4.16058115661144,4.49126846051042,3.4453553375915997,0.35340460017323,-3.4732572896156797,0.7637048491628601
decrease,0.6,0.6,12843,AMDOCS LTD,"'$T AT&T revenues disappoint, company says ""priority is to pay down debt"" - which generally translates into cut costs and squeeze suppliers. $DOX 30% of sales tied to AT&T' -Tweet From Spruce Point Capital",8,"at&t accounts for about 30% of amdocs's sales, and at&t's revenue softness with a debt-paydown focus could lead to cost-cutting and reduced vendor spending, weighing on amdocs and implying negative sentiment.",173,1373,0.0,2019-01-30,86144.0,-0.34203173127025,0.93930717557668,-0.34321249637162,1.42702480238097,0.34320561680942,0.19841381266021,0.47024475422334
uncertain,0.35,0.63,34620,UNITEDHEALTH GROUP INC,"'$TWLO chart bad, fundies good... Where does it end? Watch $UNH for a tell..  I know, different group, but it's a real warning' -Jim Cramer Tweets",8,"the tweet uses unh as a potential warning indicator rather than issuing a direct_buy/sell signal, which creates uncertainty about unh's near-term sentiment.",168,1548,1.0,2019-09-26,92655.0,-3.0112087726593,-0.10209821630269,-0.05568736495844,3.82866156790657,-1.25777861103415,-2.88499623071217,-4.60303202087684
uncertain,0.0,0.55,34988,VIA RENEWABLES INC,"'$VIAB's Bakish downplaying speculation Viacom-$CBS plans to immediate snap up @Lionsgate  @Discovery, which has depressed shares following CBS merge' -FBN's Charlie Gasparino",8,"the article is about media mergers involving viacomcbs and offers no direct implications for via renewables inc, so viab sentiment is not clearly up or down.",173,2128,1.0,2019-09-04,14830.0,0.72992383502423,0.10352204553782,3.5196704358562503,4.9689494606914995,1.37420836836099,0.7352908439171,0.95643142287145
decrease,0.55,0.6,27429,VANDA PHARMACEUTICALS INC,"'$VNDA amended Qui Tam complaint now unsealed.  Three new whistleblowers allege illegal activity at the company including a former sales manager, sales rep, and unidentified current employee.  Documents now live:...' -Tweets Aurelius Value",8,"an unsealed qui tam with multiple whistleblowers raises legal/regulatory risk and could weigh on investor sentiment, though the ultimate materiality and outcome remain uncertain.",184,1293,0.0,2019-06-10,91186.0,-2.9181484133005102,-1.97947546839714,9.23753083616525,1.31964324980531,1.59074664115905,-5.0033795002446,-7.929227266744331
decrease,0.55,0.62,37899,X P O INC,"'$XPO - stock promo or a company dedicated to superior client service?  ""The Better Business Bureau has received hundreds of complaints of missing packages, missed deliveries and poor customer service""' -Spruce Point Capital Tweets",8,"the bbb allegations and a short-seller's tweet imply potential reputational and service issues for xpo, which could dampen investor sentiment, though the impact hinges on the credibility and verification of these claims.",168,2006,0.0,2019-01-29,90175.0,-1.46175334230065,2.22515631467103,-0.4944770591292499,-3.3789339554255102,-0.90133808553218,1.13337491806322,0.71977530586462
uncertain,0.0,0.54,11285,ISHARES TRUST,"''Let's do this deal,' Trump tells May' -BBC",8,the news is political and not directly about ishares trust; any market impact would be indirect and uncertain.,137,2302,1.0,2019-06-04,14907.0,1.16499001160264,-0.09337874944321,2.61437950260843,2.0235753279970603,0.22088889963924,-0.53241488557462,-0.18855896268061
decrease,0.5,0.65,22244,TESLA INC,"''There's absolutely no reason to own' Tesla in the near term, says wealth manager' -CNBC",8,"a negative near-term outlook from a cnbc wealth manager is likely to dampen near-term investor interest in tesla, signaling decreased sentiment though the effect may be tempered by longer-term views and other factors.",144,1300,0.0,2019-10-04,93436.0,-0.68660951219499,2.71788816899061,7.112304790361999,11.027101009811592,-4.15415875613689,-4.76521467832281,-3.25486649112345
uncertain,0.25,0.6,32035,STARBUCKS CORP,"'... Besides, America already has that! I only hope that Starbucks is still paying me their rent in Trump Tower!' -Trump Tweets (2/2)",8,"the tweet mentions starbucks only incidentally in a political context, offering no clear positive or negative signal about starbucks' fundamentals, leading to ambiguous short-term sentiment.",160,1612,1.0,2019-01-28,77702.0,-0.28319396078586,0.20926664583384,1.01644279239172,5.16585505779634,3.62990200519561,0.99352100959246,2.59978122690858
uncertain,0.0,0.55,9652,CHURCH & DWIGHT INC,'...$CHD thinks its stock is cheap in the $70s though early this yr paid $66.04 average. What's going on here?' -Spruce Point Capital,8,"the piece highlights a potential mismatch between chd's stated valuation (cheap in the $70s) and recent price activity (average near $66 earlier this year) with scrutiny from spruce point, creating mixed/uncertain sentiment about chd.",167,2400,1.0,2019-09-12,23393.0,1.08529115095734,-0.92222737148404,0.16516875096768,2.73915735185363,0.40514236316084,-2.40358044935878,-5.30961611425262
increase,0.3,0.65,11309,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",8,"the piece suggests a potential uk trade deal, a positive catalyst for markets that could lift investor sentiment toward ishares trust, though it acknowledges political rhetoric which adds some uncertainty.",168,1359,2.0,2019-06-03,14907.0,0.22088889963924,1.16499001160264,3.2745560366608903,1.98496434216097,-0.7516434881836099,-0.40854543081321,-1.21571464737746
decrease,0.4,0.65,26054,SABRE CORP,"'...Airline and airport sources are telling ABC News that Sabre, a company that airlines use for reservations, printing bag tags, and in some cases check-in, is having computer issues affecting the check-in process at multiple airports...' -Jeffrey Cook",8,"the reported sabre outages indicate operational risk and potential near-term disruption to customers, which weighs on investor sentiment in the short term, assuming the issue is temporary and not indicative of deeper, persistent problems.",176,1237,0.0,2019-03-26,14608.0,1.67464297264814,-1.5529408119618802,1.83529125477064,1.5058809374343098,-0.61816959641873,-3.37494028886607,-1.18203318149991
increase,0.6,0.66,14947,ISHARES INC,'...It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over! (2/2' -Tweet From Pres Trump,8,positive macro news about a trade deal replacement improving economic outlook can boost risk appetite and benefit etf providers like ishares; step-by-step reasoning not provided.,166,2122,2.0,2019-01-11,83223.0,-0.42745205573737,0.47447560355067,1.83009806126361,0.7907869911226001,0.2254843013361,1.34518953590292,3.01274424064434
uncertain,0.25,0.65,22908,ISHARES INC,"'...There is good will on both [Turkey, Kurds] & a really good chance for success. The U.S. has secured the Oil, & the ISIS Fighters are double secured by Kurds & Turkey...' -Trump Tweet",8,"sentiment is uncertain because the tweet combines potential geopolitical stabilization (oil control and cross-border security) with political rhetoric, so investors would weigh oil prices, risk appetite, and broader market factors rather than taking a clear directional signal for ishares.",172,1565,1.0,2019-10-18,92600.0,2.13478542864322,-1.80328097194433,2.78688647768625,1.96721114240918,3.59930582344532,2.26883023081239,4.0958543407414
decrease,0.5,0.6,21551,ALPHABET INC,"'...Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government."" @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!'",8,"political scrutiny and potential regulatory action implied by thiel's treason accusation against google could raise regulatory and reputational risk for alphabet, leading to negative investor sentiment.",175,1485,0.0,2019-07-16,14542.0,0.2816550200805,-0.62674288637936,-0.63888022868798,6.20330258708956,0.47514555044472,0.53574127378834,0.86454700774876
uncertain,0.0,0.6,21635,LIGAND PHARMACEUTICALS INC,'...on @CitronResearch $LGND report. What I found most disappointing (and fundamentally dishonest) about Andrew's work is the accusation that $LGND is lying to investors about its royalty-based business model (1/4)' -Tweet From STAT's Adam Feuerstein,8,"the citron research report and feuerstein's rebuttal introduce conflicting views about lgnd's business model, creating ambiguity and potential near-term volatility without a clear directional trend.",193,1551,1.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
increase,0.35,0.58,30571,QUALCOMM INC,'...that antitrust law is generally sympathetic to dominant companies setting prices for the products they create' -CNBC's Josh Lipton Tweets (2/2),8,"an investor may view reduced antitrust scrutiny as supporting qualcomm's pricing/licensing power, potentially boosting sentiment, though outcomes vary by jurisdiction and policy risk remains.",155,1030,2.0,2019-01-24,77178.0,-1.85435395687818,0.96437288448214,-2.53887208547926,-0.51171451865363,-4.64173965156078,-6.332549374115071,-5.47745120147599
uncertain,0.35,0.6,24157,RED ROBIN GOURMET BURGERS INC,'.@redrobinburgers has installed a poison pill and hired a top #activist defense adviser who has had some success in the past defending companies against Vintage Capital's Brian Kahn. Sources tell @rorol Vintage is likely pushing for some M&A...',8,"defensive moves (poison pill and activist-defense adviser) suggest governance resistance to a potential activist-led m&a push, which can be viewed positively by some shareholders and negatively by those seeking a sale, making sentiment uncertain.",190,2137,1.0,2019-06-12,89453.0,-3.924531862139699,31.500396132469177,22.11312406368455,19.5601012326704,0.7987792603671501,1.22230586463418,1.49367814557113
uncertain,0.08,0.62,16154,ISHARES INC,'10:00AM THE PRESIDENT delivers remarks on the national security and humanitarian crisis on our southern border' -Bloomberg's Jennifer Epstein,8,"the president's remarks on border security do not directly affect ishares' fundamentals, so sentiment toward ishares inc is uncertain and likely minimally affected unless broader market moves occur.",152,1419,1.0,2019-02-15,83223.0,0.99169807508587,0.38821229245513,2.23795279813503,-1.66704612498795,1.7124079167842798,-1.40972934607606,-1.29751814152762
uncertain,0.45,0.58,42487,TESLA INC,'2020 Tesla Model S And Model X Standard Range Show Up On EPA Site' -InsideEVs,8,"the epa listing of standard-range model s/x could widen tesla's addressable market by adding a cheaper option, potentially boosting demand, but may raise questions about margins and the appeal of lower-range variants, making sentiment mixed/uncertain.",144,1688,1.0,2019-11-20,93436.0,-2.0304817706346503,0.74100997298955,-5.94230669063883,-6.2035108944663,2.72293463349342,2.0870531575541,2.9111156329376797
uncertain,0.25,0.52,22944,SOUTHWEST AIRLINES CO,'737 Max grounding tests Southwest's relationship with Boeing' -Article From The Air Current ~1 Hour Ago,8,"the article suggests potential strain between southwest and boeing due to grounding tests, which could create risk or ambiguity around future costs and deliveries, leaving investor sentiment uncertain until more details emerge.",148,1744,1.0,2019-04-23,58683.0,2.08857450634241,0.26520057581365,2.72778657355223,-1.09869651151354,-0.90073058381676,-1.99014270840131,-2.0272825743996603
uncertain,0.0,0.45,39540,VIA RENEWABLES INC,'@CBS -@Viacom execs bracing for possible Aug 8 announcement of CBS/Viacom merger' -Tweet From Charlie Gasparino,8,"the cbs/viacom merger news is unrelated to via renewables inc's core business, so its impact on via renewables' sentiment is uncertain and likely limited to broader market mood.",162,1496,1.0,2019-08-01,14830.0,-0.8226618170738199,1.56682096421718,-0.36866320536048,-3.3179778681337297,-0.54545835591852,-0.45496079545406,-0.45496079545406
uncertain,0.0,0.58,27293,VIA RENEWABLES INC,"'@CBS board members scheduled to meet Friday to discuss M&A matters including possible @Viacom merger--sources. Meeting will not be with full board, just members who deal w M&A more now' -FBN's Charlie Gasparino Tweets",8,"the news is about cbs/viacom m&a and has no direct relevance to via renewables inc, thus offering no clear directional signal for its stock sentiment.",181,1033,1.0,2019-06-12,14830.0,6.06936514377594,0.99908858537673,1.45322292296439,-2.45232027226057,-2.53520663827657,0.28985262690426,2.26601498340148
uncertain,0.0,0.58,9164,CATERPILLAR INC,"'@CaterpillarInc and continue our Administration's fight for a free and fair trade deal. While the Democrats are focused on Presidential harassment, we will continue to fight for what matters most to the American people.' -VP Pence",8,"the statement hints at pro-trade policy support that could help caterpillar's international sales, but lack of policy specifics and ongoing political contention create unclear impact on investor sentiment.",175,1354,1.0,2019-09-30,18542.0,-0.22118554916232,-3.1193055212497702,-4.79771799800271,1.63883082780764,0.15823795692995,-0.01579990828569,0.47622708787935
uncertain,0.0,0.65,26133,T MOBILE U S INC,'@TMobile - @sprint execs believe @JusticeATR announcement on controversial $26b merger is imminent could be as early as today so stay tuned interesting to note @JohnLegere and @marceloclaure spent the weekend and into Monday in DC story developing',8,"the piece signals an imminent regulatory announcement on a controversial merger but does not specify the outcome, making the impact on investor sentiment unclear.",183,1223,1.0,2019-06-25,91937.0,-1.27084869891405,-2.06489786505699,1.20675995942547,5.43040432331671,-0.21135539282113,-3.06685408453438,-3.50025281488041
uncertain,0.45,0.58,41591,T MOBILE U S INC,'@TMobile @sprint deal participants say formal @JusticeATR announcement now likely Friday' -FBN's Charlie Gasparino Tweets,8,"the report signals an upcoming doj announcement but does not reveal the decision, leaving investor sentiment directionally indeterminate.",155,1155,1.0,2019-07-25,91937.0,-0.8683748543262401,5.43110519647598,-0.75085211424776,-2.51533208863763,3.16099449992179,3.79860506053097,4.10693552155829
uncertain,0.0,0.6,36940,T MOBILE U S INC,'@TMobile @sprint discussed possible repricing of merger amid divestitures; cos now leaning against repricing but no final decision made-sources' -Tweet From Charlie Gasparino,8,"the tweet signals potential repricing but notes management is leaning against it with no final decision, creating mixed signals rather than a clear positive or negative impact.",166,1675,1.0,2019-08-01,91937.0,-0.52678510546684,-1.99217535555362,-1.77782883982139,-2.57218627869368,-1.9311187788844104,-3.21679283242988,-5.36498104348771
