ID,BillID,PromptingStrategyID,PromptingStrategyName,ResponseFormat,TrimText,AddIntrDate,Model,Temperature,MaxTokens,DescriptionTrim,DescriptionLLM,InputTokens,OutputTokens,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
12,113-HR-5761,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include al,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have overstayed their visas, and to increase penalties for employers who hire unauthorized aliens.",86,46,2014,9,Immigration,Republican,0,0,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have not been admitted to and are not lawfully present in the United States, and for other purposes.",0.381,House,PA,2014-11-20
13,113-HR-5761,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include al,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have been ordered removed, aliens who have overstayed their visas, and aliens who have been convicted of certain crimes. The bill also aims to increase penalties for employers who knowingly hire unauthorized aliens and establish a mandatory employment verification system. Additionally, it seeks to enhance border security measures and increase resources for immigration enforcement.",98,90,2014,9,Immigration,Republican,0,0,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have not been admitted to and are not lawfully present in the United States, and for other purposes.",0.381,House,PA,2014-11-20
14,113-HR-5761,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include al,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have overstayed their visas, those who have violated the terms of their visas, and those who have entered the United States without inspection or proper documentation. The bill aims to enhance enforcement measures and provide clearer guidelines for identifying and processing unauthorized aliens.",87,77,2014,9,Immigration,Republican,0,0,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have not been admitted to and are not lawfully present in the United States, and for other purposes.",0.381,House,PA,2014-11-20
15,113-HR-5761,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include al,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who are present in the United States without lawful status, and for other purposes.",99,44,2014,9,Immigration,Republican,0,0,"To amend the Immigration and Nationality Act to expand the definition of an unauthorized alien to include aliens who have not been admitted to and are not lawfully present in the United States, and for other purposes.",0.381,House,PA,2014-11-20
16,95-S-3622,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,A bill to provide for the establishment of the National Muse,"A bill to provide for the establishment of the National Museum of the American Latino in Washington, D.C. The museum will serve as a tribute to the contributions of American Latinos throughout the history of the United States and will provide a space for education and cultural enrichment for all visitors.",77,64,1978,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the establishment of the National Museum of Afro-American History and Culture in Wilberforce, Ohio.",-0.225,Senate,OH,1978-10-14
17,95-S-3622,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,A bill to provide for the establishment of the National Muse,"A bill to provide for the establishment of the National Museum of the American Indian within the Smithsonian Institution, to provide for the transfer of certain Indian artifacts to the Museum, and for other purposes.",89,47,1978,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the establishment of the National Museum of Afro-American History and Culture in Wilberforce, Ohio.",-0.225,Senate,OH,1978-10-14
18,95-S-3622,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,A bill to provide for the establishment of the National Muse,"A bill to provide for the establishment of the National Museum of the American Latino in the Smithsonian Institution, and for other purposes. This bill aims to create a museum dedicated to the history, culture, and contributions of American Latinos. It outlines the structure, funding, and governance of the museum, including the establishment of a board of trustees and the appointment of a director. The bill also includes provisions for educational programs, exhibitions, and partnerships with other institutions to promote the understanding and appreciation of Latino heritage in the United States.",77,113,1978,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the establishment of the National Museum of Afro-American History and Culture in Wilberforce, Ohio.",-0.225,Senate,OH,1978-10-14
19,95-S-3622,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,A bill to provide for the establishment of the National Muse,"A bill to provide for the establishment of the National Museum of the American Indian within the Smithsonian Institution, and for other purposes. The bill outlines the creation of a museum dedicated to the preservation, study, and exhibition of the life, languages, literature, history, and arts of Native Americans. It includes provisions for the acquisition of artifacts, the construction of museum facilities, and the establishment of educational programs to promote understanding and appreciation of Native American cultures.",89,98,1978,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the establishment of the National Museum of Afro-American History and Culture in Wilberforce, Ohio.",-0.225,Senate,OH,1978-10-14
20,97-S-2053,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,A bill to amend the Internal Revenue Code of 1954 to increase and make perma,"A bill to amend the Internal Revenue Code of 1954 to increase and make permanent certain tax credits and deductions for individuals and businesses, with the goal of stimulating economic growth and providing relief to taxpayers.",84,49,1982,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the exclusion from gross income of interest on All-Savers Certificates.,-0.183,Senate,AZ,1982-02-02
21,97-S-2053,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,A bill to amend the Internal Revenue Code of 1954 to increase and make perma,"A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the research and development tax credit, providing incentives for businesses to invest in innovation and technological advancement.",96,45,1982,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the exclusion from gross income of interest on All-Savers Certificates.,-0.183,Senate,AZ,1982-02-02
22,97-S-2053,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,A bill to amend the Internal Revenue Code of 1954 to increase and make perma,"A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the tax credit for research and development expenses, to provide additional incentives for small businesses, and for other purposes.",84,48,1982,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the exclusion from gross income of interest on All-Savers Certificates.,-0.183,Senate,AZ,1982-02-02
23,97-S-2053,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,A bill to amend the Internal Revenue Code of 1954 to increase and make perma,"A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the tax credit for research and development expenses, to provide additional incentives for small businesses, and for other purposes.",96,48,1982,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to increase and make permanent the exclusion from gross income of interest on All-Savers Certificates.,-0.183,Senate,AZ,1982-02-02
24,98-S-478,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,A bill to amend the Social Security Act to provide for remova,"A bill to amend the Social Security Act to provide for removal of certain restrictions on benefits for individuals with disabilities, and to improve access to support services and employment opportunities for disabled individuals.",78,45,1983,12,Social Welfare,Democrat,0,0,A bill to amend the Social Security Act to provide for removal of the social security trust funds from the unified budget.,-0.448,Senate,MI,1983-02-15
25,98-S-478,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,A bill to amend the Social Security Act to provide for remova,"A bill to amend the Social Security Act to provide for removal of the limitation on the amount of outside income that may be earned by individuals receiving Social Security benefits, and to adjust the amount of benefits payable to such individuals based on their earnings. The bill aims to address concerns regarding the current restrictions on outside income for Social Security beneficiaries and seeks to provide a fairer system for individuals who wish to work while receiving benefits.",90,92,1983,12,Social Welfare,Democrat,0,0,A bill to amend the Social Security Act to provide for removal of the social security trust funds from the unified budget.,-0.448,Senate,MI,1983-02-15
26,98-S-478,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,A bill to amend the Social Security Act to provide for remova,"A bill to amend the Social Security Act to provide for removal of certain restrictions and to enhance the benefits and protections for beneficiaries. This may include changes to eligibility criteria, adjustments to benefit calculations, or the introduction of new provisions aimed at improving the overall effectiveness and fairness of the Social Security program.",78,67,1983,12,Social Welfare,Democrat,0,0,A bill to amend the Social Security Act to provide for removal of the social security trust funds from the unified budget.,-0.448,Senate,MI,1983-02-15
27,98-S-478,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,A bill to amend the Social Security Act to provide for remova,"A bill to amend the Social Security Act to provide for removal of certain restrictions on the payment of benefits to individuals who are institutionalized, to improve the administration of the social security program, and for other purposes.",90,51,1983,12,Social Welfare,Democrat,0,0,A bill to amend the Social Security Act to provide for removal of the social security trust funds from the unified budget.,-0.448,Senate,MI,1983-02-15
28,102-HR-2152,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,To enhance the effectiveness of the United Nations ,"To enhance the effectiveness of the United Nations, bill 102-HR-2152 proposes measures to increase funding for UN programs, improve coordination among member states, and strengthen accountability mechanisms. The bill also aims to promote transparency and efficiency within the UN system, with a focus on addressing global challenges such as climate change, peacekeeping operations, and humanitarian crises.",75,80,1991,18,International Affairs and Foreign Aid,Democrat,1,1,To enhance the effectiveness of the United Nations international driftnet fishery conservation program.,-0.475,House,MA,1991-04-30
29,102-HR-2152,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,To enhance the effectiveness of the United Nations ,"To enhance the effectiveness of the United Nations in promoting international peace and security, and to support the participation of the United States in United Nations peacekeeping operations by providing for the payment of assessed contributions to the United Nations for peacekeeping activities, and for other purposes.",87,61,1991,18,International Affairs and Foreign Aid,Democrat,1,1,To enhance the effectiveness of the United Nations international driftnet fishery conservation program.,-0.475,House,MA,1991-04-30
30,102-HR-2152,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,To enhance the effectiveness of the United Nations ,"To enhance the effectiveness of the United Nations by promoting reforms aimed at increasing transparency, accountability, and efficiency within the organization. The bill proposes measures to improve the operational capabilities of the UN, ensure better allocation of resources, and strengthen mechanisms for conflict resolution and peacekeeping. It also emphasizes the importance of member state contributions and cooperation in achieving these goals, and outlines specific steps for the U.S. to support and advocate for these reforms within the UN framework.",76,99,1991,18,International Affairs and Foreign Aid,Democrat,1,1,To enhance the effectiveness of the United Nations international driftnet fishery conservation program.,-0.475,House,MA,1991-04-30
31,102-HR-2152,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,To enhance the effectiveness of the United Nations ,"To enhance the effectiveness of the United Nations in maintaining international peace and security, promoting human rights, and fostering economic and social development. This bill proposes measures to improve the operational capabilities of the United Nations, increase its financial stability, and ensure better coordination among member states. It includes provisions for the United States to support UN peacekeeping missions, contribute to UN development programs, and participate in efforts to reform the UN's administrative and budgetary processes. The bill also emphasizes the importance of multilateral diplomacy and international cooperation in addressing global challenges.",88,115,1991,18,International Affairs and Foreign Aid,Democrat,1,1,To enhance the effectiveness of the United Nations international driftnet fishery conservation program.,-0.475,House,MA,1991-04-30
32,113-HR-4983,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,To simplify and streamline the information regarding institutions of higher educat,"To simplify and streamline the information regarding institutions of higher education, bill 113-HR-4983 aims to create a centralized database for students and families to access key data such as graduation rates, average student loan debt, and post-graduation employment outcomes. This bill also includes provisions for increased transparency and accountability measures for colleges and universities receiving federal funding.",79,80,2014,6,Education,Republican,1,0,"To simplify and streamline the information regarding institutions of higher education made publicly available by the Secretary of Education, and for other purposes.",0.765,House,NC,2014-06-26
33,113-HR-4983,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,To simplify and streamline the information regarding institutions of higher educat,"To simplify and streamline the information regarding institutions of higher education, bill 113-HR-4983 aims to create a more user-friendly and transparent system for students and families to access important data about colleges and universities. By consolidating various reports and disclosures into a single, easily navigable format, this legislation seeks to empower individuals to make informed decisions about their education and financial future.",91,85,2014,6,Education,Republican,1,0,"To simplify and streamline the information regarding institutions of higher education made publicly available by the Secretary of Education, and for other purposes.",0.765,House,NC,2014-06-26
34,113-HR-4983,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,To simplify and streamline the information regarding institutions of higher educat,"To simplify and streamline the information regarding institutions of higher education for students and families, and for other purposes. The bill aims to improve the accessibility and transparency of information about higher education institutions, making it easier for prospective students and their families to make informed decisions. It includes provisions for standardizing the presentation of data on college costs, graduation rates, and other key metrics, as well as enhancing the usability of federal websites that provide this information.",80,96,2014,6,Education,Republican,1,0,"To simplify and streamline the information regarding institutions of higher education made publicly available by the Secretary of Education, and for other purposes.",0.765,House,NC,2014-06-26
35,113-HR-4983,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,To simplify and streamline the information regarding institutions of higher educat,"To simplify and streamline the information regarding institutions of higher education made publicly available by the Secretary of Education, and for other purposes. The bill aims to improve the accessibility and transparency of information about higher education institutions for students and families, ensuring they can make informed decisions about their education. It includes provisions for standardizing the data reported by colleges and universities, enhancing the usability of the information, and reducing the reporting burden on institutions.",92,93,2014,6,Education,Republican,1,0,"To simplify and streamline the information regarding institutions of higher education made publicly available by the Secretary of Education, and for other purposes.",0.765,House,NC,2014-06-26
36,103-HR-1265,3,Complete Bill Summary,JSON,True,False,gpt-3.5-turbo-0125,0,500.0,To provide for special immigrant status for cer,"To provide for special immigrant status for certain Afghan and Iraqi translators who worked with the United States Armed Forces, and for other purposes.",75,35,1993,9,Immigration,Republican,0,0,To provide for special immigrant status for certain aliens working as journalists in Hong Kong.,0.229,House,IL,1993-03-09
37,103-HR-1265,4,Complete Bill Summary,JSON,True,True,gpt-3.5-turbo-0125,0,500.0,To provide for special immigrant status for cer,"To provide for special immigrant status for certain aliens who are nationals of Vietnam, Laos, or Cambodia and who have experienced or are experiencing persecution on account of race, religion, nationality, membership in a particular social group, or political opinion.",87,56,1993,9,Immigration,Republican,0,0,To provide for special immigrant status for certain aliens working as journalists in Hong Kong.,0.229,House,IL,1993-03-09
38,103-HR-1265,3,Complete Bill Summary,JSON,True,False,gpt-4o-2024-05-13,0,500.0,To provide for special immigrant status for cer,"To provide for special immigrant status for certain aliens employed by the United States Government in Iraq and Afghanistan, and for other purposes.",76,34,1993,9,Immigration,Republican,0,0,To provide for special immigrant status for certain aliens working as journalists in Hong Kong.,0.229,House,IL,1993-03-09
39,103-HR-1265,4,Complete Bill Summary,JSON,True,True,gpt-4o-2024-05-13,0,500.0,To provide for special immigrant status for cer,"To provide for special immigrant status for certain aliens employed by the United States Government in Hong Kong, and for other purposes. This bill aims to address the immigration status of individuals who have been employed by the U.S. Government in Hong Kong and may face difficulties due to the political changes in the region. It outlines the criteria for eligibility, the application process, and the benefits associated with the special immigrant status.",88,90,1993,9,Immigration,Republican,0,0,To provide for special immigrant status for certain aliens working as journalists in Hong Kong.,0.229,House,IL,1993-03-09
