"return_type","question","mag_v_conf","model","prompt","W","V","coef","se","t","return"
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona2","1 day","Negative",1.10524547710488,0.478637193386499,2.30915083987716,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","1 day","Positive",-0.0207725542730502,0.256811736627093,-0.0808863120738647,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","1 day","Negative",1.6336912774438,0.484614645688985,3.371114125371,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","1 day","Positive",-0.739240286075314,0.456523274263343,-1.61928280057171,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","1 day","Negative",0.645703478650509,1.11146986591453,0.580945555477761,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","1 day","Positive",0.838165797730412,1.59554285504533,0.525317007362111,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","1 day","Negative",0.927289700093642,0.721062069049815,1.28600537997455,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","1 day","Positive",-0.427922150532963,0.828524515785416,-0.516487010800526,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","1 day","Negative",0.358444222790994,1.47735565399642,0.242625546408788,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","1 day","Positive",-0.360470369789144,0.740439067234084,-0.486833266558562,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","1 day","Negative",-1.5780109670091,1.47847245015714,-1.06732524291635,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","1 day","Positive",0.584813978912838,0.693573674006305,0.843189412791238,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","1 day","Negative",-1.75809679851197,1.34448549075234,-1.30763538216257,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","1 day","Positive",-0.352082734850771,0.751110807124287,-0.468749392914156,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","1 day","Negative",-0.124767139645241,1.22498455775382,-0.101852010178821,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","1 day","Positive",-1.67249812319109,0.662742867796365,-2.523600335002,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","1 day","Negative",1.00702470726469,1.333833972397,0.754985049192435,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","1 day","Positive",-1.92766531169587,0.560177223428545,-3.44117045655241,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","1 day","Negative",1.34537377075874,1.35993512760275,0.989292609221972,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","1 day","Positive",-1.28504757117514,0.609328839893652,-2.10895576746281,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","1 day","Negative",1.3679287532934,1.58464980330581,0.863237259386712,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","1 day","Positive",-2.31024473160069,1.04388949520476,-2.2131123478233,0.0445997162731278
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","1 day","Negative",0.758436388697847,2.13051984261056,0.355986540716055,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","1 day","Positive",0.482300327637142,0.0771686926548669,6.24994814664291,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","1 day","Negative",-0.588807019079906,0.0985773610585328,-5.97304505575359,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","1 day","Positive",0.433776648237455,0.0749272319754655,5.78930566098442,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","1 day","Negative",-0.800916077951401,0.115747154478273,-6.91953146979299,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","1 day","Positive",0.420678882607717,0.0752021298239198,5.59397564394393,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","1 day","Negative",-0.786425695539678,0.113722407907962,-6.91530992006562,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","1 day","Positive",0.431075109368686,0.0752564785331003,5.72807973175472,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","1 day","Negative",-0.805928863943437,0.115210677080041,-6.99526193551948,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","1 day","Positive",0.432838332910356,0.0755191869613265,5.73150149420985,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","1 day","Negative",-0.783312966112599,0.112952994318747,-6.93485791002701,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","1 day","Positive",0.420895479378332,0.0749353487192136,5.61678148660451,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","1 day","Negative",-0.794910425236162,0.11624244842405,-6.83838336178489,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","1 day","Positive",0.420348378462422,0.0736962048292293,5.70379952992781,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","1 day","Negative",-0.802827222229955,0.116966439034086,-6.86373996558105,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","1 day","Positive",0.413926517675451,0.0732600222881007,5.65010089742606,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","1 day","Negative",-0.775864274920927,0.114507747983719,-6.77564871008765,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","1 day","Positive",0.424922171697645,0.073902538748147,5.74976420154848,0.0445997162731278
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","1 day","Negative",-0.780309342823131,0.115621368814475,-6.74883328941736,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_blanks","5 days","Positive",0.387205487653236,0.700714716098238,0.552586493129896,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_blanks","5 days","Negative",-0.244243252717208,0.747698057653695,-0.326660274447753,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_json","5 days","Positive",0.854911418343741,0.643322633529712,1.32889995437143,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_json","5 days","Negative",0.529484851177526,0.892232142921489,0.59343844018419,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot1","5 days","Positive",-0.0829713854214947,0.454248003512572,-0.182656576979756,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot1","5 days","Negative",0.425475135931495,0.855186551148244,0.497523184105523,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot2","5 days","Positive",-0.171967731926524,0.487125715084428,-0.353025362039692,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot2","5 days","Negative",-0.284258739760529,1.26815266281271,-0.224151829741109,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot3","5 days","Positive",0.0808633536244266,0.581303574512206,0.139106926518183,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot3","5 days","Negative",1.00720672598496,0.8508627204982,1.18374762663855,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona1","5 days","Positive",0.391783996926725,0.66046925101662,0.593190366279241,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona1","5 days","Negative",1.21584813102226,0.77101680201524,1.57694116113209,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona2","5 days","Positive",-0.299884582110204,0.472724894296296,-0.634374423112656,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona2","5 days","Negative",1.05077637960515,0.756271943378313,1.38941605437757,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","5 days","Positive",0.26643131131791,0.472190495842922,0.564245391772012,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","5 days","Negative",1.17636918466534,0.932233170816872,1.26188299396657,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","5 days","Positive",-0.450995543326369,0.973533837284496,-0.463256156133559,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","5 days","Negative",1.2435153794247,1.54995420587167,0.802291690111816,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","5 days","Positive",-1.68257310484924,2.31275296805405,-0.727519595949306,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","5 days","Negative",0.895592062808089,1.5289126104916,0.585770603671144,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","5 days","Positive",-0.430475564705112,1.63127442044805,-0.263889115963013,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","5 days","Negative",-5.92641216683998,4.97805494023836,-1.19050758538961,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","5 days","Positive",-0.973778430134674,0.965869764464503,-1.0081881284218,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","5 days","Negative",-9.92327654756832,5.02041565381504,-1.97658465589947,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","5 days","Positive",-0.33119894248057,1.02557257733183,-0.322940521032875,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","5 days","Negative",-4.86475395143967,2.33763676455528,-2.0810564007215,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","5 days","Positive",-0.614359225060706,1.00684921721126,-0.61017996990884,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","5 days","Negative",-6.94981898213279,3.95742193731199,-1.75614809141462,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","5 days","Positive",-1.12632887583481,1.21766030149664,-0.924994330890501,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","5 days","Negative",-4.31973089125919,3.46431964210517,-1.2469204165682,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","5 days","Positive",-2.94933915819763,0.91917936109327,-3.20866555868889,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","5 days","Negative",-4.87413020505768,3.80229859489347,-1.28189043638069,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","5 days","Positive",-1.87496670568079,0.982644859413503,-1.90808173239707,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","5 days","Negative",0.0843541454697505,3.58674554332771,0.0235182965869077,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","5 days","Positive",-1.96387302117497,2.42837064419698,-0.808720458661445,0.316035394956831
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","5 days","Negative",1.14970598349326,3.5236058976173,0.326286768980238,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","5 days","Positive",0.712463119019953,0.149975008186279,4.75054562514193,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","5 days","Negative",-0.237608048826852,0.208224276630645,-1.14111597682882,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","5 days","Positive",0.657551951234585,0.148494780854029,4.42811489705461,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","5 days","Negative",-0.407420083394775,0.237054671097442,-1.71867561819655,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","5 days","Positive",0.633614875414064,0.14786445943694,4.28510595329558,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","5 days","Negative",-0.392298332664298,0.233529610740724,-1.67986548438111,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","5 days","Positive",0.65609747076402,0.148733168385206,4.41123844726271,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","5 days","Negative",-0.409363771109143,0.234656436521187,-1.74452393967119,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","5 days","Positive",0.675350485016026,0.148009296084582,4.56289235123507,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","5 days","Negative",-0.412560874578335,0.235349998176269,-1.75296740078724,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","5 days","Positive",0.638728526799864,0.146620874109931,4.35632736932784,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","5 days","Negative",-0.388749858401369,0.240354492990952,-1.61740208624269,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","5 days","Positive",0.642715175122739,0.148232450976483,4.33586013648729,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","5 days","Negative",-0.395699966733057,0.243411380388952,-1.62564283601186,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","5 days","Positive",0.632959074004695,0.149059284302395,4.24635793045013,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","5 days","Negative",-0.358511395393341,0.241070128350559,-1.48716640193596,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","5 days","Positive",0.639705119861945,0.150856860103312,4.24047749253069,0.316035394956831
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","5 days","Negative",-0.39717473179979,0.238131505342523,-1.66787981803795,0.316035394956831
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_blanks","10 days","Positive",-0.0359899616477323,0.950208995656415,-0.0378758376444016,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_blanks","10 days","Negative",-1.17806080480514,0.938098305484676,-1.25579675170236,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_json","10 days","Positive",1.84862415104597,0.797143189528358,2.31906158809402,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","base_json","10 days","Negative",0.77439357646797,0.976630960580966,0.792923435488169,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot1","10 days","Positive",0.591331686328961,0.622417935143552,0.95005566668412,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot1","10 days","Negative",0.452611731759057,0.999620964463642,0.452783352740017,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot2","10 days","Positive",-0.0749382691869699,0.661281634546482,-0.113322773946934,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot2","10 days","Negative",0.0493701255236393,1.30140688039767,0.0379359647372952,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot3","10 days","Positive",1.31419512685581,0.719238987005504,1.82720229381246,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","cot3","10 days","Negative",1.51310730498726,1.08496976790107,1.39460780360216,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona1","10 days","Positive",1.22673660595085,0.853209975302235,1.43778980727024,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona1","10 days","Negative",1.57652713089671,0.991002769962355,1.5908402869112,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona2","10 days","Positive",0.462299545278464,0.714861413154962,0.64669813864782,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona2","10 days","Negative",1.3999331628164,1.05663399418883,1.32489884909591,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","10 days","Positive",1.00934325386634,0.712088357114859,1.41744102930689,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona3","10 days","Negative",1.74618089728134,1.17299480280803,1.48865186197003,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","10 days","Positive",0.575256150075901,1.37906927321948,0.417133614131615,0.587619259800625
"Realized Returns","q1","magnitude","GPT-3.5-Turbo","persona4","10 days","Negative",1.054492949605,1.69168147208255,0.623340130519289,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","10 days","Positive",-1.4824912431685,2.93008284601529,-0.505955401631249,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_blanks","10 days","Negative",-0.931325709475427,1.83618173485729,-0.507207806174921,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","10 days","Positive",2.50985257726686,1.78761005457642,1.4040268854169,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","base_json","10 days","Negative",-9.73997289371635,5.72792173161805,-1.70043749724299,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","10 days","Positive",-0.0857548237847209,1.26301915480387,-0.0678966929824888,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot1","10 days","Negative",-13.8731756186998,5.29192381919792,-2.62157508170677,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","10 days","Positive",-0.1021815299419,1.30180344458982,-0.0784922872700617,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot2","10 days","Negative",-7.98938166602642,3.83515954497456,-2.08319408158531,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","10 days","Positive",0.730360999425728,1.23131744067137,0.593154109006612,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","cot3","10 days","Negative",-8.2363512465967,4.08224443883215,-2.01760364182233,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","10 days","Positive",0.568759340942666,1.41218526334265,0.402751222312297,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona1","10 days","Negative",-3.72728365909113,4.24660184952685,-0.87770970558646,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","10 days","Positive",-1.90190924361827,1.1692169391378,-1.62665214636795,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona2","10 days","Negative",-7.26130888146889,4.66997128470518,-1.5548936896573,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","10 days","Positive",-1.04235820120685,1.28323211078953,-0.812291239007043,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona3","10 days","Negative",-2.21377415852274,4.23535687782989,-0.522688930916498,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","10 days","Positive",-0.526629209529096,3.43910400121425,-0.153129771400678,0.587619259800625
"Realized Returns","q1","confidence","GPT-3.5-Turbo","persona4","10 days","Negative",0.683875681536231,3.35641762570062,0.203751665555468,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","10 days","Positive",1.00475324845277,0.212042770571118,4.73844614341983,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_blanks","10 days","Negative",0.00926178089023397,0.307186100951589,0.0301503904686546,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","10 days","Positive",0.97386706844665,0.208731858957158,4.66563692438793,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","base_json","10 days","Negative",-0.121072340070995,0.349258545102861,-0.346655341060697,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","10 days","Positive",0.933158320270245,0.20805925191253,4.4850604416407,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot1","10 days","Negative",-0.109449363767939,0.347835165561033,-0.314658707929674,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","10 days","Positive",0.955763108324642,0.209190154731979,4.56887232360049,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot2","10 days","Negative",-0.14171567077674,0.342482745296886,-0.413789227991301,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","10 days","Positive",0.988469141956722,0.208692073309958,4.73649586339874,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","cot3","10 days","Negative",-0.131151144097521,0.349246871767658,-0.375525608672513,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","10 days","Positive",0.96561372047437,0.207845237830386,4.64583038107598,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona1","10 days","Negative",-0.0894902903601993,0.358720489389093,-0.249470808072889,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","10 days","Positive",0.954648976069404,0.20991633745391,4.54775930091201,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona2","10 days","Negative",-0.118029680715974,0.365858331981483,-0.322610339572498,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","10 days","Positive",0.954836732198054,0.211815530502647,4.50786932352027,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona3","10 days","Negative",-0.07479021157911,0.361894113859268,-0.206663244067557,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","10 days","Positive",0.953710312624964,0.213650083895312,4.46388924935915,0.587619259800625
"Realized Returns","q1","no_interaction","GPT-3.5-Turbo","persona4","10 days","Negative",-0.101379998475105,0.361921179870799,-0.280116235560727,0.587619259800625
"Realized Returns","q1","magnitude","GPT-4o-Mini","base_blanks","1 day","Positive",0.0622693953000337,0.187451757379187,0.332188911806636,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","base_blanks","1 day","Negative",0.11560590905978,0.213566173144401,0.541311891099973,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","base_json","1 day","Positive",-1.67180949954792,0.38422972356641,-4.35106759578678,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","base_json","1 day","Negative",3.25993315281906,0.60333507752442,5.40318850048481,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot1","1 day","Positive",-1.73678085859823,0.387096568276713,-4.48668627141304,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot1","1 day","Negative",2.66543604450042,0.602395633519045,4.42472670150281,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot2","1 day","Positive",-1.42957029348266,0.390925340401823,-3.65688827440359,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot2","1 day","Negative",2.88466946653193,0.621214945268951,4.64359315322498,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot3","1 day","Positive",-1.66912512628755,0.331301270494688,-5.03808851621748,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","cot3","1 day","Negative",3.52699833813996,0.585917567594991,6.01961527219126,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona1","1 day","Positive",-2.09200128676936,0.398007272455938,-5.2561885964055,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona1","1 day","Negative",3.85248221509584,0.601354325348019,6.40634323677029,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona2","1 day","Positive",-3.23462144362432,0.736267435493557,-4.39326973826568,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona2","1 day","Negative",2.48160232325644,0.634277705904347,3.91248549358706,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona3","1 day","Positive",-3.48672611345908,0.663565500986449,-5.25453193132517,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona3","1 day","Negative",3.62992555527746,0.805860516327949,4.50440923922899,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona4","1 day","Positive",-2.57058411605463,0.924715359381662,-2.77986527418937,0.0445997162731278
"Realized Returns","q1","magnitude","GPT-4o-Mini","persona4","1 day","Negative",3.23828498462386,0.933983245568705,3.46717674004105,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","base_blanks","1 day","Positive",-1.93912430367383,0.45198059384023,-4.29028221587604,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","base_blanks","1 day","Negative",2.80802027527004,0.623308585711385,4.50502422017055,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","base_json","1 day","Positive",-2.93147714725927,0.604916573786275,-4.84608502113053,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","base_json","1 day","Negative",5.79074141007881,1.09377266222388,5.29428245016196,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","cot1","1 day","Positive",-3.07045507024012,0.604594583538607,-5.07853552420066,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","cot1","1 day","Negative",4.15464758475884,0.866082496981519,4.79705755426148,0.0445997162731278
"Realized Returns","q1","confidence","GPT-4o-Mini","cot2","1 day","Positive",-3.24767548613407,0.605273580264993,-5.36563232234953,0.0445997162731278
