"return_type","question","mag_v_conf","V","W","Mean","Median","SD","CI05","CI95","Sample Average"
"Realized Returns","q2","confidence","Increase","5 days",-4.88247332920596,-1.62353449755864,10.613057718962,-22.6721506259703,0.618286559380799,0.310931408898698
"Realized Returns","q2","confidence","Increase","10 days",-2.1697473083199,-1.03602698030337,6.81558475643193,-9.19812440355295,1.73738507434153,0.631256827155258
"Realized Returns","q2","confidence","Decrease","1 day",5.1929570978791,3.95551298286078,6.31682171115362,2.13753134686517,15.6010336163108,0.0139623840320629
"Realized Returns","q2","confidence","Decrease","5 days",4.16822206061233,3.5197093602716,7.05005461677186,1.81445340056305,13.9098871495778,0.310931408898698
"Realized Returns","q2","confidence","Decrease","10 days",-1.16973603029778,3.12488396867395,18.004370272021,-32.2657697262623,5.49893475275171,0.631256827155258
"Realized Returns","q2","magnitude","Increase","1 day",-0.123717969575043,0.0439948344564918,0.544465442708319,-1.17454013630968,0.604103668878171,0.0139623840320629
"Realized Returns","q2","magnitude","Increase","5 days",0.266741847171303,0.483227839771731,0.63844150622499,-0.788663682549423,1.01104409756987,0.310931408898698
"Realized Returns","q2","magnitude","Increase","10 days",0.941784176818815,0.980515870233394,0.60974959496127,-0.047189293886147,2.22893532925862,0.631256827155258
"Realized Returns","q2","magnitude","Decrease","1 day",0.62000109927175,0.812516090208895,0.706250002141576,-0.478199981911118,1.72338095074043,0.0139623840320629
"Realized Returns","q2","magnitude","Decrease","5 days",0.794831954445331,0.802071571638365,0.639298664533196,-0.0389744228571678,1.62217015121837,0.310931408898698
"Realized Returns","q2","magnitude","Decrease","10 days",0.968448921616104,1.02705697978565,0.73850829232194,-0.094490751857795,1.93116701567551,0.631256827155258
"Realized Returns","q2","no_interaction","Increase","1 day",0.35853304688297,0.347383510156956,0.0327374216623523,0.328398690772171,0.41058614913019,0.0139623840320629
"Realized Returns","q2","no_interaction","Increase","5 days",0.610380152256551,0.590302509688985,0.0441811371677054,0.562545609936512,0.679652366107714,0.310931408898698
"Realized Returns","q2","no_interaction","Increase","10 days",0.943037986419576,0.922494461721366,0.0513682978436187,0.88983441497435,1.0395288271081,0.631256827155258
"Realized Returns","q2","no_interaction","Decrease","1 day",-0.653831958470854,-0.64329197307262,0.0740738201384722,-0.761821570678964,-0.568191169053711,0.0139623840320629
"Realized Returns","q2","no_interaction","Decrease","5 days",-0.191716916582916,-0.182452320302831,0.0631912531700345,-0.302538357181683,-0.126269494871973,0.310931408898698
"Realized Returns","q2","no_interaction","Decrease","10 days",0.136859149041263,0.164930584679348,0.0886613817669624,-0.0220761786010164,0.241922264014758,0.631256827155258
"Realized Returns","q4","confidence","Increase","1 day",-3.53488877408651,-2.57155059399791,3.94267711419794,-7.25967971874172,-1.52399045204072,0.0149422111161752
"Realized Returns","q4","confidence","Increase","5 days",-2.79494150138747,-1.79239035107616,3.52572114916359,-6.8303441780192,-0.716780568126118,0.298362783681612
"Realized Returns","q4","confidence","Increase","10 days",-1.60735285883324,-1.19412714759339,2.66507217840889,-3.70545080338047,0.327469686614362,0.615537910095589
"Realized Returns","q4","confidence","Decrease","1 day",3.06453678625512,3.79541036822028,4.41782694843109,-2.63677635934748,7.24717701225452,0.0149422111161752
"Realized Returns","q4","confidence","Decrease","5 days",1.12484237646784,2.05694392687454,6.80531384278926,-8.05825576953581,6.72004716344226,0.298362783681612
"Realized Returns","q4","confidence","Decrease","10 days",1.12426531001882,3.33443761976408,10.2573191664104,-16.965338715434,7.07133567910362,0.615537910095589
"Realized Returns","q4","magnitude","Increase","1 day",-0.434070498438723,-0.146793702391013,0.689606859822574,-1.50073634561293,0.386140647599951,0.0149422111161752
"Realized Returns","q4","magnitude","Increase","5 days",0.0482776698000601,0.284878942174389,0.783524120422665,-1.09971567493638,1.54222209619305,0.298362783681612
"Realized Returns","q4","magnitude","Increase","10 days",0.660638720851376,0.621617873905867,0.728470885799638,-0.0697445069576711,1.54285870864047,0.615537910095589
"Realized Returns","q4","magnitude","Decrease","1 day",1.15391165912569,0.979881723407712,0.814667963249617,0.117645983576838,2.62578189701336,0.0149422111161752
"Realized Returns","q4","magnitude","Decrease","5 days",1.66064226310444,1.19354530418051,1.56669364856586,0.25430778317321,5.49650637148178,0.298362783681612
"Realized Returns","q4","magnitude","Decrease","10 days",1.97293509503556,1.5489750170318,1.27772569940384,0.623004413200919,4.85826958442975,0.615537910095589
"Realized Returns","q4","no_interaction","Increase","1 day",0.364602346995161,0.369846202951775,0.0191276874681379,0.329423925298475,0.393876128865781,0.0149422111161752
"Realized Returns","q4","no_interaction","Increase","5 days",0.618520439948646,0.6074478534175,0.0385700282314451,0.566780054672461,0.682135876756998,0.298362783681612
"Realized Returns","q4","no_interaction","Increase","10 days",0.963662360786349,0.95317334720227,0.0424175015436032,0.903684837045993,1.0273306481419,0.615537910095589
"Realized Returns","q4","no_interaction","Decrease","1 day",-0.647362497113706,-0.661729577580337,0.0548611737399481,-0.719114574294644,-0.578134149252269,0.0149422111161752
"Realized Returns","q4","no_interaction","Decrease","5 days",-0.25123715686724,-0.226446263676262,0.0636317089659377,-0.381133977601603,-0.181353920756038,0.298362783681612
"Realized Returns","q4","no_interaction","Decrease","10 days",0.0747159271964115,0.116988782213116,0.103157520777736,-0.138330944658731,0.174703940759651,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Positive","1 day",-1.54527797160664,-1.39211180149718,1.11529414230661,-3.26757885704099,-0.0145813333622832,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Positive","5 days",-1.48412127268628,-1.49961524596444,1.22023039192277,-3.26680717189721,0.776077524789267,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Positive","10 days",-0.414361111924834,-0.323825116037746,1.52431032163836,-2.83963808214266,2.18985755385485,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Negative","1 day",1.93417188235073,2.37468974768223,1.85704667096278,-1.6417223522729,4.62412683242954,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Negative","5 days",-0.110849091932582,1.03680015978344,3.33441282704306,-7.77491180175333,3.39010336271169,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","confidence","Negative","10 days",-0.645170558697053,-0.314677058925326,3.58402505038451,-7.80202149907837,3.53346924300885,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Positive","1 day",-0.547622288484208,-0.34210679581221,0.600468991144456,-1.7375028725371,0.0824632939489315,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Positive","5 days",-0.163100237366912,-0.0653800152929763,0.522102744104407,-0.979772023736553,0.445176505797807,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Positive","10 days",0.171910519478872,0.284752661421589,0.659006331902813,-1.10571985453886,0.956436352768396,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Negative","1 day",0.66496949442146,0.423993282433964,0.870568655820541,-0.152858755334644,2.60262347153329,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Negative","5 days",0.269946916183647,0.29482036435643,0.570003455718075,-0.573013980365429,1.18731099345295,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","magnitude","Negative","10 days",0.0181640841577576,-0.0719265167040212,0.662882330998268,-0.828345629590189,0.908723899772595,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Positive","1 day",0.303708161552905,0.312038536354429,0.0847729861308912,0.157719125214469,0.453459436210418,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Positive","5 days",0.2781571146441,0.283481244222227,0.0603338810265114,0.198440082823912,0.359920663008774,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Positive","10 days",0.250294871779433,0.262765350713348,0.0704350717420695,0.147657292073479,0.339231909551837,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Negative","1 day",-0.712447911685662,-0.687222323419466,0.107510704244743,-0.871149817882316,-0.564694600489413,0.0445997162731272
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Negative","5 days",-0.298827621054964,-0.292370605961186,0.0982414464999846,-0.470160053788692,-0.173439240052993,0.316035394956831
"Realized Returns (Company and Date Fixed Effects)","q1","no_interaction","Negative","10 days",-0.152625018524559,-0.134229260176478,0.0981011681490587,-0.32065677171284,-0.0251356724605926,0.587619259800625
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Increase","1 day",-5.49164877886018,-2.14079326706814,10.0108707610296,-25.1341350704299,-0.556227557475965,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Increase","5 days",-4.6112474275354,-1.61432145369614,9.97164724490554,-20.7188980918922,-0.116913870984525,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Increase","10 days",-2.0599990568125,-0.966167438534983,7.49337658899805,-8.4556260790697,0.738342292126391,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Decrease","1 day",3.7087336732021,2.67357540835718,6.50015386770628,-1.14025084273951,12.7871664506929,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Decrease","5 days",1.83058366899258,0.99762296724619,7.43371865361057,-1.97740805106146,14.3877954597105,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","confidence","Decrease","10 days",-3.0975555866767,-0.0981541681438822,13.8026502515772,-30.0922933373482,3.34809996772417,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Increase","1 day",-0.578815928026511,-0.47240412249951,0.560103203359777,-1.41817904794073,0.176250514565273,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Increase","5 days",-0.350148127143821,-0.41260185864418,0.650512457494859,-1.47210810034952,0.504014473235988,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Increase","10 days",-0.128162044223298,-0.120173016386205,0.761210670768601,-1.34635447539623,1.17050764106781,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Decrease","1 day",-0.0727446158351585,0.103026598380583,0.878072372757404,-2.00046801087195,1.0112391116649,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Decrease","5 days",-0.208071046168501,0.0288494938308439,0.897391669304983,-1.58262374421389,0.912202587772676,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","magnitude","Decrease","10 days",-0.589697338523638,-0.449335416387609,1.02108627640268,-2.24665611369461,0.765535395557288,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Increase","1 day",0.328136284098685,0.328121971449722,0.051642736118269,0.258174730880212,0.413137397938533,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Increase","5 days",0.3039582498742,0.285178976767476,0.0876582666739888,0.199441197767944,0.475185588822467,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Increase","10 days",0.269576087661408,0.252409740891273,0.0915713256630968,0.134446233039838,0.417528389209115,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Decrease","1 day",-0.545239619350897,-0.555166373651007,0.0742170586185265,-0.639476421465685,-0.419052653967147,0.0139623840320629
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Decrease","5 days",-0.14533841064705,-0.142935808937499,0.0977574003402595,-0.270164515756615,0.0556471718336525,0.310931408898698
"Realized Returns (Company and Date Fixed Effects)","q2","no_interaction","Decrease","10 days",0.0193408077638859,0.00109986674608827,0.105171944205167,-0.123815015016713,0.212365432860037,0.631256827155258
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Increase","1 day",-3.38068239754945,-2.2628393506474,4.53218030005061,-6.89966391833366,-1.22821924345803,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Increase","5 days",-1.42090378863453,-1.68375363740594,2.79177185096187,-3.54177019248974,3.79829099647855,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Increase","10 days",-0.0796566720730947,-0.683129803277495,3.58737721882993,-3.00732063717508,5.89282113234338,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Decrease","1 day",1.46896554214632,2.27063435971024,4.37970254304376,-7.26714523955414,6.04241594454748,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Decrease","5 days",-2.47361055189536,-0.2745787776838,8.20325363679557,-18.6591879332502,2.33304104798923,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","confidence","Decrease","10 days",-2.90195420561407,-0.451523414928386,10.1196403083791,-14.5577372264471,2.14389854882026,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Increase","1 day",-0.599514952446339,-0.370310139054485,0.598051651893188,-1.62269856794974,0.106882661655107,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Increase","5 days",-0.254834636062012,-0.208487113201857,0.940577610350586,-1.37664982343894,1.26620042282195,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Increase","10 days",0.246821270054278,-0.0117726654930247,1.22283406699217,-0.978756639687707,1.60314408257763,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Decrease","1 day",0.555171925414993,0.519484280962096,0.654154983877435,-0.525624230344097,1.64021671771926,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Decrease","5 days",0.413798335216423,-0.0822672583056969,1.93089041278245,-1.53874054081485,4.73166527309627,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","magnitude","Decrease","10 days",0.258058780624772,-0.297034565234754,1.92025356698221,-1.79426866709656,4.31862872379478,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Increase","1 day",0.397867365419823,0.417890663455714,0.0818701070116821,0.233088843235108,0.484121806674312,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Increase","5 days",0.456619464442912,0.4545137645604,0.0877391190339528,0.323367676776283,0.57647429115528,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Increase","10 days",0.42791804815871,0.416564233432687,0.0919459131804277,0.327340966991327,0.528079028341872,0.615537910095589
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Decrease","1 day",-0.447314647762506,-0.43689353195721,0.0974122526708661,-0.612673986955857,-0.327753960391569,0.0149422111161752
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Decrease","5 days",-0.0919145751155652,-0.0819546771989534,0.0998562218618644,-0.246147667200794,0.068230045971867,0.298362783681612
"Realized Returns (Company and Date Fixed Effects)","q4","no_interaction","Decrease","10 days",0.0874074957023482,0.0813484284863848,0.104937929386348,-0.0523223090131937,0.235626217883188,0.615537910095589
"Abnormal Returns (CAPM)","q1","confidence","Positive","1 day",-11.4038044770777,-11.6630193324358,4.54362859877905,-22.0554137426317,-5.74779043396195,0.36834367097657
"Abnormal Returns (CAPM)","q1","confidence","Positive","5 days",-11.9310901380837,-12.1314525377503,4.58775854675196,-22.2885557724346,-6.08593702167145,0.348076812304676
"Abnormal Returns (CAPM)","q1","confidence","Positive","10 days",-11.4667246009977,-11.6470381670143,4.73797742480709,-21.9370695043059,-4.96004118616406,0.261958943562718
"Abnormal Returns (CAPM)","q1","confidence","Negative","1 day",15.8406224071252,14.8240743087736,6.5395644564438,8.2943682582257,29.903417148408,0.36834367097657
"Abnormal Returns (CAPM)","q1","confidence","Negative","5 days",14.6426409767672,13.8016153062533,6.53338972319469,4.42487899176722,28.0513519495995,0.348076812304676
"Abnormal Returns (CAPM)","q1","confidence","Negative","10 days",13.5920765329214,12.8707883649592,6.74910917929337,2.93315321018101,26.0874005281523,0.261958943562718
"Abnormal Returns (CAPM)","q1","magnitude","Positive","1 day",-6.60587479920068,-5.77912871211466,5.26950580666418,-16.6699219646873,-1.93464367387902,0.36834367097657
"Abnormal Returns (CAPM)","q1","magnitude","Positive","5 days",-6.9606721577289,-6.11880238277955,5.56371518026868,-17.5247859028948,-2.03556551428036,0.348076812304676
"Abnormal Returns (CAPM)","q1","magnitude","Positive","10 days",-6.71718097068056,-6.13689884730007,5.57265135405824,-17.4392797065179,-1.8497272104779,0.261958943562718
"Abnormal Returns (CAPM)","q1","magnitude","Negative","1 day",5.17076485927204,3.35892218827512,5.25734089963526,-0.254111446041734,16.0914195362603,0.36834367097657
"Abnormal Returns (CAPM)","q1","magnitude","Negative","5 days",4.77993442024712,2.84224815222917,4.82080303537722,-0.18398018265081,14.6325634318102,0.348076812304676
"Abnormal Returns (CAPM)","q1","magnitude","Negative","10 days",4.35118841163917,2.53567428305547,4.50218620372419,-0.486266680408639,13.1689748083324,0.261958943562718
"Abnormal Returns (CAPM)","q1","no_interaction","Positive","1 day",2.57890553317975,2.57894574427187,0.0957339728367943,2.39437528663801,2.70015175349465,0.36834367097657
"Abnormal Returns (CAPM)","q1","no_interaction","Positive","5 days",2.52704959963986,2.52341595417498,0.100650236313818,2.33473826042195,2.65598177654824,0.348076812304676
"Abnormal Returns (CAPM)","q1","no_interaction","Positive","10 days",2.43175038040635,2.43814645384616,0.0967845375038106,2.2461081657589,2.55168491131236,0.261958943562718
"Abnormal Returns (CAPM)","q1","no_interaction","Negative","1 day",-3.69676005130921,-3.73029466725108,0.247796096433868,-4.0112336388408,-3.39225193011293,0.36834367097657
"Abnormal Returns (CAPM)","q1","no_interaction","Negative","5 days",-3.58366216403539,-3.5885432717678,0.248379308615409,-3.91661227589236,-3.27018989457566,0.348076812304676
"Abnormal Returns (CAPM)","q1","no_interaction","Negative","10 days",-3.58920110243698,-3.61430756081523,0.244083914321538,-3.9267864346612,-3.25627581230881,0.261958943562718
"Abnormal Returns (CAPM)","q2","confidence","Increase","1 day",-41.5290236378727,-24.9133770239193,55.113741373998,-181.211118450245,-13.6655044655474,0.35254170116673
"Abnormal Returns (CAPM)","q2","confidence","Increase","5 days",-44.0841002198234,-26.288294012923,61.4090586216939,-211.501975006936,-12.9252653703763,0.326796497123501
"Abnormal Returns (CAPM)","q2","confidence","Increase","10 days",-41.8306566721885,-26.0798964494259,54.864685382453,-190.526673112459,-11.918884519695,0.269636434754556
"Abnormal Returns (CAPM)","q2","confidence","Decrease","1 day",36.1814249343949,24.4663485918804,38.9563664557954,14.2546336675041,117.294807801227,0.35254170116673
"Abnormal Returns (CAPM)","q2","confidence","Decrease","5 days",34.2024188227065,22.194313823516,37.1170073430199,14.2259496510901,96.075626658867,0.326796497123501
"Abnormal Returns (CAPM)","q2","confidence","Decrease","10 days",28.6786221873995,21.5947282515799,29.0184829692406,11.822534714614,85.7434032500093,0.269636434754556
"Abnormal Returns (CAPM)","q2","magnitude","Increase","1 day",-7.32417499295837,-5.72312384691884,5.79040728439461,-18.0215787525504,-0.218231213246878,0.35254170116673
"Abnormal Returns (CAPM)","q2","magnitude","Increase","5 days",-7.58664046064573,-6.25294743920688,6.00015947444875,-18.9434307082333,-0.346413238262243,0.326796497123501
"Abnormal Returns (CAPM)","q2","magnitude","Increase","10 days",-7.25031574076664,-5.70899729910654,5.7329074118783,-18.0220952490323,-0.365353466318937,0.269636434754556
"Abnormal Returns (CAPM)","q2","magnitude","Decrease","1 day",3.02760923836645,2.67724969169427,3.97518799321374,-2.03939338841767,10.3294411033105,0.35254170116673
"Abnormal Returns (CAPM)","q2","magnitude","Decrease","5 days",2.73587235252822,2.16972001250512,3.54109323837074,-1.80791735938903,9.22996137278599,0.326796497123501
"Abnormal Returns (CAPM)","q2","magnitude","Decrease","10 days",2.46121235512484,1.97987454943501,3.43992524201864,-1.88959523972462,8.56939372984462,0.269636434754556
"Abnormal Returns (CAPM)","q2","no_interaction","Increase","1 day",2.73094186209025,2.65780979565358,0.195759662344145,2.54294427163479,3.11742980243035,0.35254170116673
"Abnormal Returns (CAPM)","q2","no_interaction","Increase","5 days",2.67129229070447,2.58470517060222,0.201696540886806,2.46724003650114,3.04920202502748,0.326796497123501
"Abnormal Returns (CAPM)","q2","no_interaction","Increase","10 days",2.59327965696114,2.50236947942218,0.194922103003694,2.40523950974785,2.98273389111285,0.269636434754556
"Abnormal Returns (CAPM)","q2","no_interaction","Decrease","1 day",-4.02095812270998,-3.83042669718516,0.46475079878616,-4.72890301608359,-3.63554670214772,0.35254170116673
"Abnormal Returns (CAPM)","q2","no_interaction","Decrease","5 days",-3.91685645580288,-3.73366079056731,0.436034447945201,-4.62128552441569,-3.53822350873008,0.326796497123501
"Abnormal Returns (CAPM)","q2","no_interaction","Decrease","10 days",-3.90265944584639,-3.70102376314013,0.44928099349842,-4.6432427505669,-3.50146656542588,0.269636434754556
"Abnormal Returns (CAPM)","q4","confidence","Increase","1 day",-23.0108719935185,-16.226573911487,25.832935016423,-88.5392190379405,-7.25264364945912,0.321789425485284
"Abnormal Returns (CAPM)","q4","confidence","Increase","5 days",-23.6467016347884,-16.9932112722389,26.7629308142043,-90.5000596840548,-6.78976512655663,0.282102102901272
"Abnormal Returns (CAPM)","q4","confidence","Increase","10 days",-22.8704545790725,-16.004507325275,24.7877499843235,-90.7394771994802,-6.47304802291234,0.215314425485285
"Abnormal Returns (CAPM)","q4","confidence","Decrease","1 day",25.6092819008978,19.1206420835237,18.4185063219259,13.7123084083038,61.5881058552261,0.321789425485284
"Abnormal Returns (CAPM)","q4","confidence","Decrease","5 days",22.6855571405132,17.2803324037151,15.070240154092,12.7750218350137,53.2260782280461,0.282102102901272
"Abnormal Returns (CAPM)","q4","confidence","Decrease","10 days",22.4217026430685,17.1353781412042,16.3415694973518,12.2632125682002,54.9523809627734,0.215314425485285
"Abnormal Returns (CAPM)","q4","magnitude","Increase","1 day",-8.59454917661727,-7.80592205670832,6.04465322852699,-19.6031012653184,-1.70425023257742,0.321789425485284
"Abnormal Returns (CAPM)","q4","magnitude","Increase","5 days",-8.78708018051171,-7.71112523524137,6.2020035192094,-19.9908651225636,-1.71622429706219,0.282102102901272
"Abnormal Returns (CAPM)","q4","magnitude","Increase","10 days",-8.44198871717487,-7.41482970981527,5.91629240612413,-19.9213219803746,-1.70139046861296,0.215314425485285
"Abnormal Returns (CAPM)","q4","magnitude","Decrease","1 day",5.70652833479335,4.05692414287848,4.50213675779819,0.610963579912229,14.1814416697428,0.321789425485284
"Abnormal Returns (CAPM)","q4","magnitude","Decrease","5 days",5.77985873272922,5.00371039694025,4.09462343194587,0.467676447193403,12.89215169985,0.282102102901272
"Abnormal Returns (CAPM)","q4","magnitude","Decrease","10 days",5.64077912750973,4.88608476144642,4.13626261846454,0.142835441615895,12.723314218744,0.215314425485285
"Abnormal Returns (CAPM)","q4","no_interaction","Increase","1 day",2.57049256196676,2.60535346411976,0.0982600447847816,2.39834223977783,2.69773167840813,0.321789425485284
"Abnormal Returns (CAPM)","q4","no_interaction","Increase","5 days",2.5437582640986,2.56336607580992,0.0978615763729525,2.39392935834604,2.66341913957097,0.282102102901272
"Abnormal Returns (CAPM)","q4","no_interaction","Increase","10 days",2.46789573121583,2.48528828266143,0.0971334106376962,2.32522298090287,2.58770784542697,0.215314425485285
"Abnormal Returns (CAPM)","q4","no_interaction","Decrease","1 day",-3.88582640982518,-3.80173917703349,0.351200050354612,-4.4339183225842,-3.5809168420578,0.321789425485284
"Abnormal Returns (CAPM)","q4","no_interaction","Decrease","5 days",-3.87498464777781,-3.79100125750214,0.346620139216513,-4.44573633189358,-3.53269905074164,0.282102102901272
"Abnormal Returns (CAPM)","q4","no_interaction","Decrease","10 days",-3.87065915503878,-3.76028558635799,0.368084479926099,-4.52215659052137,-3.51225539828783,0.215314425485285
