"","question","model","prompt","mag_v_conf","ret","up.coef","down.coef","up.se","down.se","group_id","id","return_type"
"36","q1","gpt-3.5-turbo","persona4","confidence","5",-1.96387302044428,1.14970598469,2.07725436008734,3.29659883324826,"q1_confidence_5_persona4",27,"realized"
"37","q1","gpt-3.5-turbo","base_blanks","magnitude","10",-0.0359899616677871,-1.17806080478892,0.960111328056859,0.683237118708727,"q1_magnitude_10_base_blanks",28,"realized"
"38","q1","gpt-3.5-turbo","base_json","magnitude","10",1.84862415111701,0.774393576478442,0.695370061708427,0.760188581849467,"q1_magnitude_10_base_json",29,"realized"
"39","q1","gpt-3.5-turbo","cot1","magnitude","10",0.591331686337108,0.452611731761495,0.594364950345991,0.807030935485386,"q1_magnitude_10_cot1",30,"realized"
"40","q1","gpt-3.5-turbo","cot2","magnitude","10",-0.0749382691883053,0.0493701255255908,0.595750987988708,0.901419082893152,"q1_magnitude_10_cot2",31,"realized"
"41","q1","gpt-3.5-turbo","cot3","magnitude","10",1.31419512687765,1.5131073050026,0.691531821172628,0.860312292682377,"q1_magnitude_10_cot3",32,"realized"
"42","q1","gpt-3.5-turbo","persona1","magnitude","10",1.22673660597969,1.57652713092302,0.612437450711878,0.763870657143954,"q1_magnitude_10_persona1",33,"realized"
"43","q1","gpt-3.5-turbo","persona2","magnitude","10",0.46229954528268,1.39993316284035,0.57995887404689,0.762195220067256,"q1_magnitude_10_persona2",34,"realized"
"44","q1","gpt-3.5-turbo","persona3","magnitude","10",1.00934325387895,1.74618089729979,0.551800084588998,0.769287334498177,"q1_magnitude_10_persona3",35,"realized"
"45","q1","gpt-3.5-turbo","persona4","magnitude","10",0.575256150110987,1.05449294968216,1.0082361197818,1.6850156956673,"q1_magnitude_10_persona4",36,"realized"
"46","q1","gpt-3.5-turbo","base_blanks","confidence","10",-1.48249124279476,-0.931325709579752,2.86095376402679,1.46084369252567,"q1_confidence_10_base_blanks",1,"realized"
"47","q1","gpt-3.5-turbo","base_json","confidence","10",2.50985257709207,-9.73997289483885,1.62606695814627,4.02146219821002,"q1_confidence_10_base_json",2,"realized"
"48","q1","gpt-3.5-turbo","cot1","confidence","10",-0.0857548237704267,-13.8731756210765,1.14528107542453,3.80283408490146,"q1_confidence_10_cot1",3,"realized"
"49","q1","gpt-3.5-turbo","cot2","confidence","10",-0.102181529932737,-7.98938166716549,1.11513559687588,2.85494769607848,"q1_confidence_10_cot2",4,"realized"
"50","q1","gpt-3.5-turbo","cot3","confidence","10",0.73036099944432,-8.23635124773947,1.16505873842603,3.1498951058072,"q1_confidence_10_cot3",5,"realized"
"51","q1","gpt-3.5-turbo","persona1","confidence","10",0.568759340946704,-3.72728365956032,1.27871814226737,3.16907461239314,"q1_confidence_10_persona1",6,"realized"
"52","q1","gpt-3.5-turbo","persona2","confidence","10",-1.90190924359499,-7.26130888235198,1.13454390651398,3.37839394044738,"q1_confidence_10_persona2",7,"realized"
"53","q1","gpt-3.5-turbo","persona3","confidence","10",-1.04235820121755,-2.21377415889411,1.07903646273639,3.87386342533774,"q1_confidence_10_persona3",8,"realized"
"54","q1","gpt-3.5-turbo","persona4","confidence","10",-0.526629209285044,0.683875682270904,2.47516922447767,3.87500227986534,"q1_confidence_10_persona4",9,"realized"
"55","q1","gpt-4o-mini","base_blanks","magnitude","1",0.062269395304446,0.115605909055685,0.18318638917028,0.202053478618654,"q1_magnitude_1_base_blanks",37,"realized"
"56","q1","gpt-4o-mini","base_json","magnitude","1",-1.67180949951038,3.25993315273141,0.349672601571188,0.466653070634547,"q1_magnitude_1_base_json",38,"realized"
"57","q1","gpt-4o-mini","cot1","magnitude","1",-1.7367808585607,2.66543604442915,0.351242942300623,0.466297445245987,"q1_magnitude_1_cot1",39,"realized"
"58","q1","gpt-4o-mini","cot2","magnitude","1",-1.42957029346478,2.88466946646278,0.343875819999637,0.47244736695588,"q1_magnitude_1_cot2",40,"realized"
"59","q1","gpt-4o-mini","cot3","magnitude","1",-1.66912512625733,3.52699833805833,0.321516641270902,0.478483185399319,"q1_magnitude_1_cot3",41,"realized"
"60","q1","gpt-4o-mini","persona1","magnitude","1",-2.09200128667055,3.85248221497944,0.356412903888569,0.486956565113197,"q1_magnitude_1_persona1",42,"realized"
"61","q1","gpt-4o-mini","persona2","magnitude","1",-3.23462144315156,2.48160232313733,0.635647945821196,0.610981227736695,"q1_magnitude_1_persona2",43,"realized"
"62","q1","gpt-4o-mini","persona3","magnitude","1",-3.48672611284877,3.62992555510307,0.583482769379729,0.676436011226887,"q1_magnitude_1_persona3",44,"realized"
"63","q1","gpt-4o-mini","persona4","magnitude","1",-2.57058411529819,3.23828498443208,0.961534273303478,0.772816826882716,"q1_magnitude_1_persona4",45,"realized"
"64","q1","gpt-4o-mini","base_blanks","confidence","1",-1.93912430364596,2.80802027535746,0.420979259677235,0.526053380332667,"q1_confidence_1_base_blanks",10,"realized"
"65","q1","gpt-4o-mini","base_json","confidence","1",-2.93147714721334,5.79074141051271,0.521732369016078,0.848363922809981,"q1_confidence_1_base_json",11,"realized"
"66","q1","gpt-4o-mini","cot1","confidence","1",-3.0704550702174,4.15464758498101,0.527471387585663,0.696430543003888,"q1_confidence_1_cot1",12,"realized"
"67","q1","gpt-4o-mini","cot2","confidence","1",-3.24767548610747,4.64375177297547,0.559433908395448,0.762142487580532,"q1_confidence_1_cot2",13,"realized"
"68","q1","gpt-4o-mini","cot3","confidence","1",-2.95003313675908,5.66358144689162,0.536189902055097,0.783084170885631,"q1_confidence_1_cot3",14,"realized"
"69","q1","gpt-4o-mini","persona1","confidence","1",-3.52793197455929,5.59841585952627,0.514456823078431,0.798920137533562,"q1_confidence_1_persona1",15,"realized"
"70","q1","gpt-4o-mini","persona2","confidence","1",-5.67133729609,4.14451162413425,0.827516604608654,1.06315908517328,"q1_confidence_1_persona2",16,"realized"
"71","q1","gpt-4o-mini","persona3","confidence","1",-5.83255196682027,6.34687076299989,0.786483801518057,1.11430343280179,"q1_confidence_1_persona3",17,"realized"
"72","q1","gpt-4o-mini","persona4","confidence","1",-4.77246909877609,2.93548038821699,0.97368303135705,1.06729397069135,"q1_confidence_1_persona4",18,"realized"
"73","q1","gpt-4o-mini","base_blanks","magnitude","5",0.19481547619838,-0.208963553233004,0.253454357246371,0.361238036172432,"q1_magnitude_5_base_blanks",46,"realized"
"74","q1","gpt-4o-mini","base_json","magnitude","5",-1.51428729206403,2.33016621996604,0.563129002679122,0.947339343677767,"q1_magnitude_5_base_json",47,"realized"
"75","q1","gpt-4o-mini","cot1","magnitude","5",-1.4216160756022,1.27965994714268,0.583253508114563,0.939480011142167,"q1_magnitude_5_cot1",48,"realized"
"76","q1","gpt-4o-mini","cot2","magnitude","5",-1.00432681695854,1.37160744604183,0.573715824603742,0.941514404045239,"q1_magnitude_5_cot2",49,"realized"
"77","q1","gpt-4o-mini","cot3","magnitude","5",-1.60593069174033,3.09027953424353,0.490380864157595,0.977746639132965,"q1_magnitude_5_cot3",50,"realized"
"78","q1","gpt-4o-mini","persona1","magnitude","5",-1.45229374616964,2.6446273532045,0.572905280576766,1.02885998864364,"q1_magnitude_5_persona1",51,"realized"
"79","q1","gpt-4o-mini","persona2","magnitude","5",-2.46418121087544,1.44480317541515,0.897283953078815,0.981256568536421,"q1_magnitude_5_persona2",52,"realized"
"80","q1","gpt-4o-mini","persona3","magnitude","5",-2.94024240086712,2.3060764792877,0.928739549353572,1.07237179285281,"q1_magnitude_5_persona3",53,"realized"
"81","q1","gpt-4o-mini","persona4","magnitude","5",-1.83241046764256,1.83367491823677,1.35552307737812,1.22442499664377,"q1_magnitude_5_persona4",54,"realized"
"82","q1","gpt-4o-mini","base_blanks","confidence","5",-1.33382525779362,1.02792141555794,0.676308294570243,1.03684745885032,"q1_confidence_5_base_blanks",19,"realized"
"83","q1","gpt-4o-mini","base_json","confidence","5",-2.67879895103083,4.22618848294187,0.924344263832876,1.67644474629177,"q1_confidence_5_base_json",20,"realized"
"84","q1","gpt-4o-mini","cot1","confidence","5",-1.97420613446665,2.967313773306,0.967733092572127,1.58057163715219,"q1_confidence_5_cot1",21,"realized"
"85","q1","gpt-4o-mini","cot2","confidence","5",-1.79328343182921,3.78081068800578,1.06201049913188,1.77979822132624,"q1_confidence_5_cot2",22,"realized"
"86","q1","gpt-4o-mini","cot3","confidence","5",-2.87547366047252,6.11573407300552,0.874510909314816,1.88518257331171,"q1_confidence_5_cot3",23,"realized"
"87","q1","gpt-4o-mini","persona1","confidence","5",-2.10965438226626,3.45836741050249,0.968975162815143,1.6448969584031,"q1_confidence_5_persona1",24,"realized"
"88","q1","gpt-4o-mini","persona2","confidence","5",-3.70803818089157,1.55177974196642,1.36658752085529,1.76167868440821,"q1_confidence_5_persona2",25,"realized"
"89","q1","gpt-4o-mini","persona3","confidence","5",-4.06318727455617,3.5811691074568,1.46226890943183,1.90761051287397,"q1_confidence_5_persona3",26,"realized"
"90","q1","gpt-4o-mini","persona4","confidence","5",-3.68478206587774,0.516280871448708,1.58374331757479,1.82551574820683,"q1_confidence_5_persona4",27,"realized"
"91","q1","gpt-4o-mini","base_blanks","magnitude","10",0.764240458312384,-0.263063895262876,0.349733781932966,0.398980319433529,"q1_magnitude_10_base_blanks",28,"realized"
"92","q1","gpt-4o-mini","base_json","magnitude","10",-1.2299079268121,2.07165699717558,0.67626693661085,1.0298433117395,"q1_magnitude_10_base_json",29,"realized"
"93","q1","gpt-4o-mini","cot1","magnitude","10",-0.837894145522478,0.752998287559062,0.701301091246138,0.999677759790073,"q1_magnitude_10_cot1",30,"realized"
"94","q1","gpt-4o-mini","cot2","magnitude","10",-0.272412404147233,1.16805454626309,0.73299383369522,1.01168551625773,"q1_magnitude_10_cot2",31,"realized"
"95","q1","gpt-4o-mini","cot3","magnitude","10",-1.35542289370891,3.34538524376279,0.605945367301234,1.04919487492457,"q1_magnitude_10_cot3",32,"realized"
"96","q1","gpt-4o-mini","persona1","magnitude","10",-0.475099933486917,2.56834295012916,0.71946775277138,1.1076006983079,"q1_magnitude_10_persona1",33,"realized"
"97","q1","gpt-4o-mini","persona2","magnitude","10",-1.64159448934999,0.816738359723817,1.07151529260882,1.26454866455603,"q1_magnitude_10_persona2",34,"realized"
"98","q1","gpt-4o-mini","persona3","magnitude","10",-2.96995656692407,1.4172492077101,1.14527583649886,1.32852306823099,"q1_magnitude_10_persona3",35,"realized"
"99","q1","gpt-4o-mini","persona4","magnitude","10",-1.84890218522471,0.539825394912927,1.59661950118149,1.66844419758311,"q1_magnitude_10_persona4",36,"realized"
"100","q1","gpt-4o-mini","base_blanks","confidence","10",-0.633891259245686,0.539584135024369,0.848586543771171,1.13697535990358,"q1_confidence_10_base_blanks",1,"realized"
"101","q1","gpt-4o-mini","base_json","confidence","10",-1.93272953991653,4.92233896982838,1.10262050388384,1.91219402123837,"q1_confidence_10_base_json",2,"realized"
"102","q1","gpt-4o-mini","cot1","confidence","10",-1.33778614846146,2.07535073790952,1.14061967627547,1.60607746240161,"q1_confidence_10_cot1",3,"realized"
"103","q1","gpt-4o-mini","cot2","confidence","10",-0.701447397956231,3.53800677117326,1.38636589384846,1.73510379349766,"q1_confidence_10_cot2",4,"realized"
"104","q1","gpt-4o-mini","cot3","confidence","10",-2.93647504786603,6.51204366820906,1.03614210803166,1.87093402178281,"q1_confidence_10_cot3",5,"realized"
"105","q1","gpt-4o-mini","persona1","confidence","10",-0.837840681324012,3.85382568419978,1.21961831587873,1.76642490369072,"q1_confidence_10_persona1",6,"realized"
"106","q1","gpt-4o-mini","persona2","confidence","10",-2.26014934860116,0.401375666538907,1.56190379677925,2.13232377251359,"q1_confidence_10_persona2",7,"realized"
"107","q1","gpt-4o-mini","persona3","confidence","10",-3.83999887449187,2.73769615366207,1.63692777283396,2.29200062005899,"q1_confidence_10_persona3",8,"realized"
"108","q1","gpt-4o-mini","persona4","confidence","10",-3.34279833490733,0.141890593247764,1.76051665654813,2.23652201579137,"q1_confidence_10_persona4",9,"realized"
"109","q1","gpt-4o","base_blanks","magnitude","1",-0.291138160471831,0.486918531182761,0.233888730463542,0.285926822101026,"q1_magnitude_1_base_blanks",37,"realized"
"110","q1","gpt-4o","base_json","magnitude","1",-1.55648320865709,1.64227886840767,0.526891112983703,0.393502254316301,"q1_magnitude_1_base_json",38,"realized"
"111","q1","gpt-4o","cot1","magnitude","1",-0.926021867500216,1.22063624008826,0.472003347234069,0.368973618527079,"q1_magnitude_1_cot1",39,"realized"
"112","q1","gpt-4o","cot2","magnitude","1",-1.6243958342267,1.67099433600742,0.510321832452803,0.386194165914269,"q1_magnitude_1_cot2",40,"realized"
"113","q1","gpt-4o","cot3","magnitude","1",-0.540401152221283,0.858679719478425,0.253955043429297,0.233797725010865,"q1_magnitude_1_cot3",41,"realized"
"114","q1","gpt-4o","persona1","magnitude","1",-1.50357520696101,1.65225275610664,0.416523865906756,0.321083478054551,"q1_magnitude_1_persona1",42,"realized"
"115","q1","gpt-4o","persona2","magnitude","1",-1.2033658606785,1.24099900915255,0.390105094497515,0.310819381175761,"q1_magnitude_1_persona2",43,"realized"
"116","q1","gpt-4o","persona3","magnitude","1",-1.10472254846832,1.27624215851817,0.408854850332226,0.358993536696929,"q1_magnitude_1_persona3",44,"realized"
"117","q1","gpt-4o","persona4","magnitude","1",-1.38619270804729,2.0294623481251,0.48173424444292,0.376876001197364,"q1_magnitude_1_persona4",45,"realized"
"118","q1","gpt-4o","base_blanks","confidence","1",-3.16265522256508,3.10304130416911,0.603030288345921,0.799544871703134,"q1_confidence_1_base_blanks",10,"realized"
"119","q1","gpt-4o","base_json","confidence","1",-2.34966464589131,3.30989154332525,0.675390867145258,0.810415110362126,"q1_confidence_1_base_json",11,"realized"
"120","q1","gpt-4o","cot1","confidence","1",-2.10582906933193,2.24816874520678,0.649334535951651,0.735959555295538,"q1_confidence_1_cot1",12,"realized"
"121","q1","gpt-4o","cot2","confidence","1",-3.02601288795523,3.40000376284143,0.684380787202525,0.79188443920755,"q1_confidence_1_cot2",13,"realized"
"122","q1","gpt-4o","cot3","confidence","1",-0.871652020946547,1.36968057197532,0.393359145506212,0.452707451258816,"q1_confidence_1_cot3",14,"realized"
"123","q1","gpt-4o","persona1","confidence","1",-2.75584433937037,2.97918253503791,0.550093314361951,0.62291606845817,"q1_confidence_1_persona1",15,"realized"
"124","q1","gpt-4o","persona2","confidence","1",-2.53868713644263,2.9526321767755,0.554583670914371,0.608467716882064,"q1_confidence_1_persona2",16,"realized"
"125","q1","gpt-4o","persona3","confidence","1",-2.17322833997837,2.80261514100078,0.587988445929198,0.735539569213259,"q1_confidence_1_persona3",17,"realized"
"126","q1","gpt-4o","persona4","confidence","1",-3.60171136256225,4.74837540431855,0.762715892636197,0.826988768999846,"q1_confidence_1_persona4",18,"realized"
"127","q1","gpt-4o","base_blanks","magnitude","5",0.288311195187756,-0.168119404928338,0.373700389245657,0.610402756746243,"q1_magnitude_5_base_blanks",46,"realized"
"128","q1","gpt-4o","base_json","magnitude","5",-0.730959451463085,1.02453392167839,0.827485557995736,0.810642105729089,"q1_magnitude_5_base_json",47,"realized"
"129","q1","gpt-4o","cot1","magnitude","5",-0.871460189778206,1.42916802594054,0.703537331527811,1.13787262236501,"q1_magnitude_5_cot1",48,"realized"
"130","q1","gpt-4o","cot2","magnitude","5",-0.812162595397409,1.45477171464831,0.820512271000678,0.798881905931707,"q1_magnitude_5_cot2",49,"realized"
"131","q1","gpt-4o","cot3","magnitude","5",-0.405402110653483,0.799568792996985,0.34524325212985,0.521655428494092,"q1_magnitude_5_cot3",50,"realized"
"132","q1","gpt-4o","persona1","magnitude","5",-0.245720994819327,1.79225975805412,0.64022374373467,0.924639577917991,"q1_magnitude_5_persona1",51,"realized"
"133","q1","gpt-4o","persona2","magnitude","5",-0.713194855334366,0.792208689119043,0.613822614211921,0.583333710957079,"q1_magnitude_5_persona2",52,"realized"
"134","q1","gpt-4o","persona3","magnitude","5",-1.13928447491542,1.33944819926794,0.593733042525324,0.934832483971848,"q1_magnitude_5_persona3",53,"realized"
"135","q1","gpt-4o","persona4","magnitude","5",-0.666795807749334,1.24043820611256,0.704459274000085,0.749885460433852,"q1_magnitude_5_persona4",54,"realized"
"136","q1","gpt-4o","base_blanks","confidence","5",-1.86506010987101,1.47201872339934,1.01580875573457,1.98836465104175,"q1_confidence_5_base_blanks",19,"realized"
"137","q1","gpt-4o","base_json","confidence","5",-1.33045495199587,1.88666581167318,1.22302127730062,2.09484171115101,"q1_confidence_5_base_json",20,"realized"
"138","q1","gpt-4o","cot1","confidence","5",-2.58713622929534,1.12327618898154,1.09008101633181,1.9551467528664,"q1_confidence_5_cot1",21,"realized"
"139","q1","gpt-4o","cot2","confidence","5",-1.79253191802168,3.06664003238883,1.25281248211696,2.20789333861504,"q1_confidence_5_cot2",22,"realized"
"140","q1","gpt-4o","cot3","confidence","5",-1.23061529381624,0.913706099833565,0.590653188094225,0.89065792306609,"q1_confidence_5_cot3",23,"realized"
"141","q1","gpt-4o","persona1","confidence","5",-0.812132323668893,2.26553448094783,0.98106349971745,1.51352932144947,"q1_confidence_5_persona1",24,"realized"
"142","q1","gpt-4o","persona2","confidence","5",-1.84198046565466,2.68408576661602,0.989883325748995,1.39066506637647,"q1_confidence_5_persona2",25,"realized"
"143","q1","gpt-4o","persona3","confidence","5",-2.20689839421224,1.89291940484365,0.972020212953275,1.63359599586985,"q1_confidence_5_persona3",26,"realized"
"144","q1","gpt-4o","persona4","confidence","5",-2.46215778651908,3.62973732372595,1.22100570626474,2.03915040495353,"q1_confidence_5_persona4",27,"realized"
"145","q1","gpt-4o","base_blanks","magnitude","10",0.621329341056533,-0.170182145075671,0.475545719081302,0.61124804543263,"q1_magnitude_10_base_blanks",28,"realized"
"146","q1","gpt-4o","base_json","magnitude","10",0.840139560814591,1.46775866831363,1.07165159471791,0.887003406945553,"q1_magnitude_10_base_json",29,"realized"
"147","q1","gpt-4o","cot1","magnitude","10",0.706832251628109,2.24958899572519,0.948994292106702,0.927997638413945,"q1_magnitude_10_cot1",30,"realized"
"148","q1","gpt-4o","cot2","magnitude","10",0.975147174796383,2.6593335405947,1.06248895377887,0.873024038742184,"q1_magnitude_10_cot2",31,"realized"
"149","q1","gpt-4o","cot3","magnitude","10",-0.210311035394832,1.1560700627169,0.439356127056344,0.533386695883864,"q1_magnitude_10_cot3",32,"realized"
"150","q1","gpt-4o","persona1","magnitude","10",0.682374177625208,2.02417046586025,0.804177622511061,0.789320722107539,"q1_magnitude_10_persona1",33,"realized"
"151","q1","gpt-4o","persona2","magnitude","10",0.0913083919608308,0.826294847150123,0.793253653875189,0.674447862428766,"q1_magnitude_10_persona2",34,"realized"
"152","q1","gpt-4o","persona3","magnitude","10",-0.561666081024073,1.46499146502038,0.77872946082131,0.822117101931257,"q1_magnitude_10_persona3",35,"realized"
"153","q1","gpt-4o","persona4","magnitude","10",0.0336174324061667,1.20726803246152,0.898690341460451,0.856482290003472,"q1_magnitude_10_persona4",36,"realized"
"154","q1","gpt-4o","base_blanks","confidence","10",-1.05729102072639,1.28298059284094,1.23402983578193,1.92304947938016,"q1_confidence_10_base_blanks",1,"realized"
"155","q1","gpt-4o","base_json","confidence","10",1.14936609834588,1.61068883868962,1.62697020783157,1.90406353011284,"q1_confidence_10_base_json",2,"realized"
"156","q1","gpt-4o","cot1","confidence","10",0.109235973169368,2.10515003884805,1.58768852994138,1.80324237129293,"q1_confidence_10_cot1",3,"realized"
"157","q1","gpt-4o","cot2","confidence","10",0.955061666094577,4.33802391136777,1.71258304345316,1.9741340780593,"q1_confidence_10_cot2",4,"realized"
"158","q1","gpt-4o","cot3","confidence","10",-1.21429077576044,1.08134534734377,0.722103324816244,0.971660323343133,"q1_confidence_10_cot3",5,"realized"
"159","q1","gpt-4o","persona1","confidence","10",0.511968628485537,2.22000916010342,1.23352566991367,1.47474778870563,"q1_confidence_10_persona1",6,"realized"
"160","q1","gpt-4o","persona2","confidence","10",-0.486222503847767,2.4408874167915,1.30950093286603,1.41193006030998,"q1_confidence_10_persona2",7,"realized"
"161","q1","gpt-4o","persona3","confidence","10",-1.45532426280432,2.31893959164185,1.21871361149206,1.61369163314968,"q1_confidence_10_persona3",8,"realized"
"162","q1","gpt-4o","persona4","confidence","10",-1.15999977583548,2.76841107432703,1.59273022813034,2.00520897245533,"q1_confidence_10_persona4",9,"realized"
"163","q1","gpt-5-mini","base_blanks","magnitude","1",0.0437851593532702,0.741872018547131,0.107012411048593,0.151410330680344,"q1_magnitude_1_base_blanks",37,"realized"
"164","q1","gpt-5-mini","base_json","magnitude","1",-0.0560573044606797,0.86190161982153,0.128005243587358,0.173319437437308,"q1_magnitude_1_base_json",38,"realized"
"165","q1","gpt-5-mini","cot1","magnitude","1",-0.0822393361970719,0.872014130989354,0.137261636394969,0.182480744154524,"q1_magnitude_1_cot1",39,"realized"
"166","q1","gpt-5-mini","cot2","magnitude","1",-0.0429096222940561,0.919532854985659,0.139266440674743,0.178378970184811,"q1_magnitude_1_cot2",40,"realized"
"167","q1","gpt-5-mini","cot3","magnitude","1",-0.109461442389333,0.687563254355562,0.130989906536177,0.177392469608391,"q1_magnitude_1_cot3",41,"realized"
"168","q1","gpt-5-mini","persona1","magnitude","1",-0.00478358652875031,0.758135126597037,0.117572141578391,0.162848678039935,"q1_magnitude_1_persona1",42,"realized"
"169","q1","gpt-5-mini","persona2","magnitude","1",-0.0510648554552996,0.692708377381162,0.113710459780217,0.158726530130537,"q1_magnitude_1_persona2",43,"realized"
"170","q1","gpt-5-mini","persona3","magnitude","1",-0.0748394951845402,0.601327057543319,0.116838351997915,0.154896762784491,"q1_magnitude_1_persona3",44,"realized"
"171","q1","gpt-5-mini","persona4","magnitude","1",-0.0958971186845597,0.65264119031518,0.108173657193682,0.145692207789991,"q1_magnitude_1_persona4",45,"realized"
