headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,sum_exret_1,sum_exret_5,sum_exret_10
neutral,0.3,0.7,27226,P G & E CORP,$0 Or $40? PG&E Price Targets Reflect Uncertain Outlook On Wall Street,4,,131,28,1.0,2019-10-10,13688.0,2.9525095596909523,0.5134784597915054,-7.573814472553786,0.7339442614465952,-4.521743112134846,1.0119564779659471,-29.0528,-29.862,0.9567,0.59,-0.4,0.26,0.007,-28.2487,-31.531,-40.1148
positive,0.7,0.8,12389,ELECTRONIC ARTS INC,"$3M 'Apex Legends Global Series' To Start Next Month, Feature 12 Live Events",4,,130,28,2.0,2019-12-17,75828.0,1.2576849199831486,2.6477570230618364,1.5035426715907407,1.1190799996256828,0.5994908479608929,2.441864698720164,0.0284,0.2791,1.0276,0.1,0.41,0.67,0.007,1.6202999999999999,1.2597,-0.5920000000000001
negative,0.9,0.8,20625,P G & E CORP,' Does nothing about existing liabilities.' -Jim Chanos (2/2),4,,129,28,0.0,2019-06-20,13688.0,-2.588038332760334,1.6122231526296993,-7.551967768729773,7.262285053730011,8.739415393037442,11.093080263993803,14.8076,14.1047,0.9822,0.89,-0.36,-0.23,0.009,11.688699999999999,16.7425,5.1388
negative,0.8,0.9,35899,P G & E CORP,"' PG&E Knew for Years Its Lines Could Spark Wildfires, And Didn't Fix Them' -Dow Jones",4,,138,28,0.0,2019-07-10,13688.0,-4.439247027039528,-13.785041700758406,-11.728973483529415,0.7363085635006428,0.4589190928019127,-2.1457372841654054,-2.2385,-2.4286,0.9674,0.4,-0.15,-0.36,0.009,-6.975099999999999,-15.6733,-15.551799999999998
positive,0.6,0.8,37861,WYNN RESORTS LTD,"' Wynn Resorts terminates ""all discussions with Crown Resorts concerning any transaction""' -CNBC",4,,134,28,2.0,2019-04-09,89533.0,1.2494654394686222,3.920728743260859,3.690937507683212,2.774232812225818,3.708747865026174,5.245950092799512,-3.8592,-2.5191,1.5521,-0.65,-0.56,-0.14,0.01,-2.6136,-0.6622999999999999,-1.4944000000000002
negative,0.7,0.8,15621,SPDR DOW JONES IND AVG ETF TRUST,' believe the biggest banks are still too big to fail. See @MinneapolisFed plan to End TBTF. Fed liquidity rules forcing banks to have ample short-term liquidity makes banks safer- but not safe enough. They need a lot more capital. ' -Fed's Kashkari Tweet,4,,182,28,0.0,2019-04-11,85765.0,1.0214283131062984,1.6517114949880174,1.5674988850006066,0.0344141095411032,-0.6154529160330213,-0.9691087051106662,-0.0765,-0.207,1.0032,0.0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786000000000002
positive,0.8,0.9,30101,QUALCOMM INC,"'""We expect Apple will likely adopt 5G baseband chips made by Qualcomm (focus on mmWave markets) and Samsung (focus on Sub-6GHz markets) for lowering supply risk, reducing costs and having better bargaining power.""' -Tweet From CNBC Technology Reporter",4,,161,28,2.0,2019-04-22,77178.0,5.79480305314064,6.441379480808673,7.661337988877914,1.0242761112749577,13.39957856255818,39.716683334839395,2.6036,2.5718,0.9916,0.11,-0.46,-0.56,0.01,7.4899000000000004,7.6439,9.0784
positive,0.6,0.8,15394,ALIBABA GROUP HOLDING LTD,'#Alibaba on Wednesday launched online market place #Taobao Taiwan by licensing the Taobao brand to a UK company's #Taiwan subsidiary' -Tweet From National Business Daily,4,,151,28,2.0,2019-10-24,14888.0,1.0199910029768944,2.387710894998918,8.177340272663391,0.0176577668753452,-2.074692355731056,0.4670922436253555,1.5478,1.0389,1.2954,0.25,-0.26,-0.89,0.007,1.2827,1.7195,5.795
negative,0.8,0.9,6477,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,4,,145,28,0.0,2019-05-15,13688.0,0.6090842187404633,5.2048756718468425,-1.5503810181594302,0.7131161168217659,-1.2903213057228302,-5.11627783000791,-1.634,-1.5578,0.8202,0.58,0.05,-0.96,0.009,-1.4837,4.2138,0.5780999999999992
neutral,0.0,0.6,32269,LIBERTY ALL STAR EQUITY FD,"'#BREAKING: US Navy warship has seized a ""significant cache"" of suspected Iranian guided missile parts headed to rebels in Yemen' -Kann's Amichai Stein",4,,151,26,1.0,2019-12-04,70797.0,0.3053432097658515,0.3053431902011017,1.832059211119508,-0.6116202101111412,-1.2158043416240605,-1.365707912487768,0.7692,0.2445,0.8599,0.6,0.13,0.24,0.007,0.4518,-0.2950999999999999,-0.19139999999999996
negative,0.9,0.8,44853,ISHARES INC,"'#China is not the only victim of the #US' repeated trade bullying policies, China's Foreign Ministry spokesperson said, after the US announced plans to impose more tariffs on all goods coming from #Mexico.' -Tweet From China Global Times",4,,159,28,0.0,2019-05-31,83223.0,-0.5824790336191654,1.5144491295674856,3.308485647673809,1.4347553253173828,2.8637452198342572,1.689501529756865,-3.6372,-2.7743,0.6031,-1.37,-0.22,-0.1,0.009,-3.4517,-3.4957000000000003,-1.998
positive,0.7,0.8,30963,N I O INC,"'#NIO indeed faced pressure in Jul. and Aug. as the government cut subsidies for #NEV, but sales figures in the last two months (2019 and 2526, respectively) give him confidence, said Li Bin, Chairman and founder of #ElectricVehicle maker $NIO.' -NBD",4,,173,28,2.0,2019-11-20,18087.0,7.6086945831775665,33.69565104839225,23.3695616979928,1.66667178273201,1.66667178273201,4.571431009364835,0.5464,1.0827,1.4988,-0.33,0.0,-0.45,0.006,9.708400000000001,25.7312,19.684
neutral,0.2,0.6,43275,ISHARES INC,"'#Turkey President @RTErdogan has spoken by phone with @POTUS and reconfirmed he'll visit the @WhiteHouse on Nov. 13, according to Turkish officials.' - Tweet From Steve Herman",4,,155,28,1.0,2019-11-06,92600.0,2.1301735192537308,3.274161354553917,6.232741134033426,-0.1591683598235249,0.8440554836932623,1.414714573511433,1.0363,1.0178,0.6892,-0.05,-0.72,0.23,0.006,2.8118,3.9984,6.9123
neutral,0.2,0.6,43267,ISHARES INC,"'#Turkish Defence Minister Hulusi Akar: ""Despite the agreements with the #US and #Russia, the PKK/YPG has not withdrawn from the area and violated the agreements.""' -Tweet",4,,153,28,1.0,2019-11-07,92600.0,-0.4248694516718387,0.1545033702379017,4.364623730350314,1.036270335316658,0.8754525609970809,1.8890725156010648,2.1302,1.794,0.7008,0.38,-0.14,0.51,0.006,1.2032,2.0172,6.3208
positive,0.8,0.9,23081,AETERNA ZENTARIS INC,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,4,,150,28,2.0,2019-01-11,88240.0,5.691057816147804,-4.065043208107566,4.336038929518415,2.3598797619342804,3.5820933922793285,-0.5730655036903953,6.3401,6.2757,1.0341,-0.01,0.12,0.22,0.01,12.553899999999999,0.4134999999999991,9.983099999999999
negative,0.9,0.8,8505,ATHERSYS INC,"'$ATHX is using the story of a stroke survivor to promote the development of an experimental stem cell therapy. But by doing so, the company has obscured the treatment's clinical trial failure' -STAT's Adam Feuerstein",4,,155,28,0.0,2019-06-26,92456.0,-4.848480224609375,-0.6060597138278001,-3.0302998859147112,-1.1428560130298138,-1.7045437954698706,-3.888885305589085,-4.6243,-4.3164,0.9904,-0.06,-0.05,0.25,0.009,-12.085,-9.066500000000001,-9.3632
positive,0.8,0.9,31901,BIOGEN INC,"'$BIIB *ALEX DENNER TALKS BIOGEN AT 13D CONFERENCE *DENNER: BIOGEN CASH FLOWS ARE THERE, 'LOTS AND LOTS OF CASH''-Tweets Christian Fromhertz",4,,157,28,2.0,2019-04-16,76841.0,-0.6733160931617022,-1.8887754483356225,0.3410279180796172,-0.9083176031708716,-0.6243880551717429,-3.2919940782559443,-1.5708,-1.8408,0.9477,0.13,0.12,0.7,0.01,-2.1426,-4.1383,-1.4387000000000003
negative,0.9,0.8,6562,BIOGEN INC,"'$BIIB Scorecard for its ""high RISK high reward"" R&D strategy. Pretty much everything except Spinraza on this pipeline chart from 2015 failed' -Tweet From Notable Biotech Source",4,,150,28,0.0,2019-03-21,76841.0,-4.482544958591461,2.6181250601672756,3.5966096139046,-0.9791244752705096,-1.5523017366774527,-2.8132291822270616,-29.2305,-30.6286,0.9349,1.11,0.3,-1.23,0.009,-32.8727,-26.5497,-27.7086
neutral,0.2,0.6,17483,DILLARDS INC,"'$BYND is def not ""worth"" $200+ but it got here due to low float and expensive borrow.  (Long $DDS)' -Tweet From Mox Reports",4,,146,28,1.0,2019-07-25,49429.0,-0.2963862614706158,-11.89432448415263,-12.860819436664404,3.0417779460549355,1.283202855884058,-0.5292983617336544,-1.685,-0.4675,0.8555,-0.63,-0.66,-0.12,0.009,-1.6443,-11.5201,-10.0144
negative,0.7,0.8,39765,MCDONALDS CORP,'$BYND quick roll as $MCD #McDonalds says they are not planning to add #plantbased burger to menu' -HammerstoneMarkets Tweets,4,,150,28,0.0,2019-05-23,43449.0,-0.6031044758856297,0.231192087359533,3.876050236771289,0.0600532337557524,0.4874622950679086,0.3714514206604402,-0.4951,-0.0465,0.4565,-1.37,-0.69,-0.28,0.009,-0.6562,1.4226999999999999,2.7813999999999997
negative,0.8,0.9,8218,CHEGG INC,"'$CHGG is the poster child for institutionalized academic cheating. tgt- $25 Cannot be disputed, cheating now matters   $CHGG activities illegal in 17 states...' -Tweet From Citron Research",4,,148,28,0.0,2019-03-22,14273.0,1.4417916536331177,3.699675289978366,0.7072963966377577,-3.1028596684336662,-4.433735307459541,-3.7845738048146393,-7.3122,-3.0776,1.3218,-2.17,-1.52,-0.07,0.009,-2.4627999999999997,-2.3688,-8.2504
positive,0.8,0.9,31373,CORCEPT THERAPEUTICS INC,'$CORT Corcept Therapeutics gets European Commission approval of Relacorilant for the treatment of Cushing's Syndrome.' -Tweets TradeHawk,4,,150,28,2.0,2019-05-29,90125.0,-0.695131067186594,1.1916573512701367,3.376367268166214,-2.715816535055638,-4.2938915316468425,-1.6666674987320884,0.3988,1.4628,1.2353,-0.71,-0.29,0.41,0.009,0.7670000000000001,1.7753000000000003,2.4288000000000003
positive,0.6,0.8,17475,DILLARDS INC,"'$DDS earnings are in abt 10 trading days.  i expect very ""meh"" earnings.   but the disclosure of new tighter float bc of buyback will send stock much higher.' -Tweet From Mox Reports",4,,156,28,2.0,2019-07-25,49429.0,-0.2963862614706158,-11.89432448415263,-12.860819436664404,3.0417779460549355,1.283202855884058,-0.5292983617336544,-1.685,-0.4675,0.8555,-0.63,-0.66,-0.12,0.009,-1.6443,-11.5201,-10.0144
negative,0.9,0.8,14605,ENPHASE ENERGY INC,'$ENPH $SEDG duopoly has come to an abrupt end...' -Tweet From Citron,4,,132,28,0.0,2019-09-12,13323.0,-0.5405443254858255,22.162162237978663,4.436931382369735,6.185561046004295,3.865546851931611,-2.677166284132249,-10.1942,-10.0473,0.9627,0.22,-0.3,-0.13,0.009,-10.1187,11.8386,0.6699999999999999
negative,0.7,0.8,12014,CISCO SYSTEMS INC,"'$FNJN $CSCO Markman opinion issued in the Finjan vs Cisco Systems patent infringement lawsuit.  The court adopted all of Finjans proposed claim constructions, nice win for $FNJN.' -TradeHawk Tweets",4,,159,28,0.0,2019-02-06,76076.0,-1.642794348299503,0.0421240719927107,4.064870264164822,-0.1900742412544787,-0.1689941459908195,-0.0634438444133467,0.4655,0.7379,1.1907,-0.22,-0.02,0.07,0.01,0.2613,-0.07639999999999991,3.5895
neutral,0.2,0.7,18382,GILEAD SCIENCES INC,'$GILD's comment on M&A: late stage opportunities are few and far between.' -Tweet From Notable Biotech Investor Brad Loncar,4,,142,28,1.0,2019-02-04,77274.0,-3.3833015710115433,-3.4689511711345045,-4.696646487068435,0.0571359996683895,0.3150525756100863,0.6610241923603821,0.0,-0.7143,0.9497,0.72,0.49,-0.47,0.01,-4.4925,-3.7436999999999996,-7.5694
negative,0.9,0.8,18614,GENWORTH FINANCIAL INC,'$GNW down hard. Not much news we see other than Oceanwide's $1b LA development owing contractors $50m and still stalled due to financial troubles. Oceanwide also attempting to sell off their NYC development.' -Hindenberg Research Tweets,4,,166,28,0.0,2019-02-25,90162.0,-4.228857532143593,-3.233827638394593,-10.44776298389225,-5.2863385528326035,-4.231616653088466,-5.286338590935824,-6.5116,-6.1631,1.075,0.15,-0.26,-0.18,0.01,-9.105,-7.5326,-11.5168
neutral,0.2,0.6,20942,INTERCEPT PHARMACEUTICALS INC,"'$ICPT says eDISH plot for REGENERATE looks v similar to FLINT. 3 on pbo entered Hy's law quadrant, vs total of 3 btwn low/high dose OCA' -Tweet From Notable FDA Source",4,,169,28,1.0,2019-02-28,13643.0,6.968121975660324,2.6569097718096346,11.239221717224623,0.0,-1.570453867316246,-0.6320260748890694,7.5248,7.711,1.5559,-0.31,0.02,-0.24,0.01,12.690100000000001,15.126700000000001,20.374000000000002
neutral,0.2,0.6,15909,INTERCEPT PHARMACEUTICALS INC,'$ICPT — Anyone else disappointed w/ this morning's NASH study update? Not much new to chew over. The per protocol efficacy results seem like marketing material. Safety data essentially same as previously disclosed. Am I missing something?' -STAT's Adam F,4,,172,28,1.0,2019-04-11,13643.0,-9.107399731874466,-16.582341820626567,-14.377086267897942,1.9342858344316485,0.4160426639326253,3.1188598588786753,-13.2002,-12.3404,1.5256,0.0,-0.31,0.41,0.01,-20.928800000000003,-27.118000000000002,-28.305400000000002
negative,0.9,0.8,22126,JACK IN THE BOX INC,'$JACK Trades Lower on Cautious Chatter: SI The fall appears tied to a rumor the company's auction is struggling' -Walter Bloomberg Tweets,4,,143,28,0.0,2019-02-14,77453.0,0.8290366269648075,2.034923688131851,-0.0376841798356952,0.9852212853729724,-0.9311565812258228,1.3383176779470096,-5.2826,-5.4045,0.3566,-0.21,0.52,-0.58,0.01,-5.2650999999999994,-4.7056,-6.489699999999999
negative,0.9,0.8,28625,LIGAND PHARMACEUTICALS INC,'$LGND tgt $35.  Our most comprehensive piece of pharma research since Valeant.  Citron exposes the deception behind $LGND and details the truth of their pipeline with pictures and filings.' -Tweet From Citron Research,4,,170,28,0.0,2019-01-16,78081.0,0.6088125053793192,2.7260335161495286,7.314852500021596,2.648601122200489,-2.1679398390028415,-3.088914404587862,-16.4833,-16.2186,1.105,0.28,0.04,0.92,0.01,-16.767799999999998,-13.658499999999997,-13.557099999999997
negative,0.9,0.8,32037,GRAND CANYON EDUCATION INC,'$LOPE.  DEAD or fraud' -Tweet From Citron,4,,132,28,0.0,2019-09-09,92852.0,-4.2369164526462555,-4.577616564809661,-1.6860314861865566,-4.022098705172539,-4.712939223040246,-9.51257406120918,2.9407,3.8216,0.4992,0.07,0.75,3.06,0.009,-0.47520000000000007,-1.2447,1.8392000000000004
negative,0.9,0.8,11445,MCKESSON H B O C INC,'$MCK as a public nuisance.  The whole story has changed.  Citron is proud to present to changing status of the opioid lawsuit and why $MCK will trade down to $80...' -Tweet From Citron,4,,166,28,0.0,2019-09-27,81061.0,0.8337673731148243,-3.5785479894893446,-0.5828917626232943,-2.1995818242430687,-0.8124862617693185,-2.6306547597868546,-2.6155,-2.1887,0.7367,-0.62,-0.34,0.88,0.009,-1.6126,-5.1488,-2.4695
negative,0.9,0.8,23857,NETFLIX INC,'$NFLX investors at this level as blind as Bird Box.  Market cap up $45 bill in 12 days or 12 $DWA / 12 $LGF / 10 $ROKU / 5 Hulu.  $NFLX to trade back to $300' -Tweet From Citron Research,4,,175,28,0.0,2019-01-11,89393.0,-1.3774086721241474,0.4472907900574974,-0.5716973851510598,1.4689374715089798,1.3707230786224267,2.9555424199924074,3.9826,4.2621,1.6106,-0.01,0.12,0.22,0.01,5.0827,1.6396000000000006,3.0051000000000005
neutral,0.2,0.6,22521,QUALCOMM INC,"'$QCOM down again; yesterday, hedge fund says it will lose FTC case; counter point: I spoke to a former FTC chair who said the agency had set an ambitious goal here...' -CNBC's Josh Lipton Tweets (1/2)",4,,159,28,1.0,2019-01-24,77178.0,0.9643728844821452,-2.53887208547926,-0.5117145186536387,-4.641739651560783,-6.332549374115071,-5.477451201475992,-1.8544,-2.0889,1.0334,0.23,0.44,-0.01,0.01,-2.095,-7.299800000000001,-5.429600000000001
positive,0.8,0.9,22593,R H,'$RH by far the most compelling story in retail.  Citron explains why we believe $RH days as a standalone public company is limited as suitors will line up to buy this rare trophy asset with 0 competition...' -Tweet From Citron,4,,156,28,2.0,2019-01-24,13687.0,4.160581156611443,4.4912684605104225,3.4453553375916046,0.3534046001732349,-3.4732572896156833,0.7637048491628606,-0.4517,-1.1173,0.8813,0.23,0.44,-0.01,0.01,1.4822,-0.30709999999999993,-1.5632000000000001
negative,0.9,0.8,32825,AMDOCS LTD,"'$T AT&T revenues disappoint, company says ""priority is to pay down debt"" - which generally translates into cut costs and squeeze suppliers. $DOX 30% of sales tied to AT&T' -Tweet From Spruce Point Capital",4,,158,28,0.0,2019-01-30,86144.0,0.9393071755766867,-0.3432124963716254,1.4270248023809715,0.3432056168094277,0.1984138126602141,0.4702447542233479,-0.342,-1.1402,0.6407,1.51,-0.15,-0.94,0.01,-0.6154000000000001,-2.5317000000000003,-1.4297000000000002
neutral,0.2,0.6,13709,UNITEDHEALTH GROUP INC,"'$TWLO chart bad, fundies good... Where does it end? Watch $UNH for a tell..  I know, different group, but it's a real warning' -Jim Cramer Tweets",4,,154,28,1.0,2019-09-26,92655.0,-0.1020982163026928,-0.0556873649584455,3.828661567906577,-1.257778611034155,-2.884996230712178,-4.6030320208768405,-3.0112,-2.7909,0.79,-0.41,-0.96,0.11,0.009,-2.2115,-1.4049000000000003,1.6793999999999996
neutral,0.2,0.7,17565,VIA RENEWABLES INC,"'$VIAB's Bakish downplaying speculation Viacom-$CBS plans to immediate snap up @Lionsgate  @Discovery, which has depressed shares following CBS merge' -FBN's Charlie Gasparino",4,,158,28,1.0,2019-09-04,14830.0,0.1035220455378294,3.519670435856259,4.9689494606915074,1.3742083683609962,0.7352908439171024,0.956431422871451,0.7299,0.1271,0.4965,1.08,-0.22,0.43,0.009,-0.8162,0.35220000000000007,2.0403000000000002
negative,0.9,0.8,27065,VANDA PHARMACEUTICALS INC,"'$VNDA amended Qui Tam complaint now unsealed.  Three new whistleblowers allege illegal activity at the company including a former sales manager, sales rep, and unidentified current employee.  Documents now live:...' -Tweets Aurelius Value",4,,170,28,0.0,2019-06-10,91186.0,-1.9794754683971405,9.237530836165252,1.3196432498053134,1.5907466411590576,-5.003379500244609,-7.929227266744332,-2.9181,-3.4898,1.215,0.53,-0.04,0.08,0.009,-4.7661999999999995,4.1843,-3.1017
negative,0.9,0.8,6561,X P O INC,"'$XPO - stock promo or a company dedicated to superior client service?  ""The Better Business Bureau has received hundreds of complaints of missing packages, missed deliveries and poor customer service""' -Spruce Point Capital Tweets",4,,153,28,0.0,2019-01-29,90175.0,2.2251563146710396,-0.4944770591292502,-3.3789339554255116,-0.9013380855321884,1.1333749180632235,0.7197753058646228,-1.4618,-1.2244,1.3992,-0.19,-0.01,0.17,0.01,-0.8122999999999999,-6.7444,-10.866499999999998
negative,0.8,0.9,39422,WELLS FARGO & CO NEW,''Are all of your online systems down?' Wells Fargo customers fume over website problems' -The Charlotte Observer,4,,141,28,0.0,2019-02-01,38703.0,0.3066888777539134,-2.576156869064705,0.6338200538409389,-1.4573773369193077,-0.982946129663642,-0.923323674804688,0.0,-0.6959,1.0946,0.14,-0.14,0.43,0.01,-0.6,-1.9062999999999999,-1.4388999999999998
neutral,0.2,0.6,14337,ISHARES TRUST,"''Let's do this deal,' Trump tells May' -BBC",4,,127,28,1.0,2019-06-04,14907.0,-0.0933787494432181,2.6143795026084327,2.0235753279970625,0.2208888996392488,-0.532414885574628,-0.1885589626806183,1.165,-0.4378,0.6766,2.33,0.42,-0.03,0.009,-0.7578,0.7076,-0.41649999999999987
negative,0.9,0.8,4474,TESLA INC,"''There's absolutely no reason to own' Tesla in the near term, says wealth manager' -CNBC",4,,132,28,0.0,2019-10-04,93436.0,2.717888168990612,7.112304790362001,11.027101009811592,-4.154158756136894,-4.765214678322815,-3.2548664911234537,-0.6866,-2.0574,1.1653,1.39,-0.47,-0.07,0.007,1.0184000000000002,4.331,6.9875
neutral,0.2,0.6,12945,STARBUCKS CORP,"'... Besides, America already has that! I only hope that Starbucks is still paying me their rent in Trump Tower!' -Trump Tweets (2/2)",4,,145,28,1.0,2019-01-28,77702.0,0.2092666458338499,1.0164427923917252,5.1658550577963425,3.6299020051956177,0.9935210095924684,2.599781226908582,-0.2832,0.1804,0.7017,-0.8,-0.16,0.63,0.01,0.4963,-0.8856999999999999,3.6773
neutral,0.2,0.6,14357,CHURCH & DWIGHT INC,'...$CHD thinks its stock is cheap in the $70s though early this yr paid $66.04 average. What's going on here?' -Spruce Point Capital,4,,153,28,1.0,2019-09-12,23393.0,-0.9222273714840412,0.1651687509676813,2.7391573518536383,0.4051423631608486,-2.4035804493587887,-5.309616114252624,1.0853,0.8703,0.3673,0.22,-0.3,-0.13,0.009,0.12939999999999996,0.7326999999999999,3.6275999999999997
neutral,0.2,0.6,16073,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",4,,157,28,1.0,2019-06-03,14907.0,1.1649900116026402,3.2745560366608917,1.9849643421609775,-0.7516434881836176,-0.4085454308132119,-1.2157146473774638,0.2209,0.084,0.6811,-0.4,0.35,1.66,0.009,-0.3538,0.3234999999999999,-0.7353000000000001
negative,0.9,0.8,26050,SABRE CORP,"'...Airline and airport sources are telling ABC News that Sabre, a company that airlines use for reservations, printing bag tags, and in some cases check-in, is having computer issues affecting the check-in process at multiple airports...' -Jeffrey Cook",4,,162,28,0.0,2019-03-26,14608.0,-1.5529408119618893,1.8352912547706437,1.5058809374343118,-0.6181695964187384,-3.3749402888660796,-1.1820331814999196,1.6746,0.9738,0.9761,0.76,0.17,0.46,0.009,-0.05109999999999992,1.1682000000000001,0.4398000000000002
neutral,0.2,0.7,7230,ACTIVISION BLIZZARD INC,'...Earnings is at 5pm ET - news should be around then.' -Jason Schreier Tweets 2/2,4,,144,28,1.0,2019-02-12,79678.0,6.959447264671326,2.6637887086623513,0.2879837705741739,-7.601933181285858,-8.757958356762675,-6.720928640424628,3.8893,2.3202,1.0148,1.36,0.02,-0.16,0.01,9.059899999999999,4.506799999999999,-0.8480000000000008
negative,0.8,0.9,8210,CHEGG INC,"'...If Chegg turns over the customer list, the stock could be a 0.' -Tweet From Citron",4,,131,28,0.0,2019-03-22,14273.0,1.4417916536331177,3.699675289978366,0.7072963966377577,-3.1028596684336662,-4.433735307459541,-3.7845738048146393,-7.3122,-3.0776,1.3218,-2.17,-1.52,-0.07,0.009,-2.4627999999999997,-2.3688,-8.2504
neutral,0.2,0.6,23537,ISHARES INC,'...It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over! (2/2' -Tweet From Pres Trump,4,,152,28,1.0,2019-01-11,83223.0,0.4744756035506725,1.8300980612636184,0.7907869911226051,0.2254843013361096,1.3451895359029242,3.0127442406443494,-0.4275,-0.4461,0.6834,-0.01,0.12,0.22,0.01,0.3111,-0.6760999999999999,-1.0715
