ID,BillID,PromptingStrategyID,Description,PromptingStrategyName,ResponseFormat,AddExplanation,AddExamples,Model,Temperature,Major,MajorText,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
11,88-S-1173,11,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,1534,15
12,88-S-1173,12,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.90,,1653,15
13,88-S-1173,13,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Base Prompt,Fill-in-the-Blanks,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.85,,242,6
14,88-S-1173,14,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Base Prompt,JSON,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,244,18
15,88-S-1173,15,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Persona,JSON,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,251,18
16,88-S-1173,16,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Persona,JSON,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,263,18
17,88-S-1173,17,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Persona,JSON,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,258,18
18,88-S-1173,18,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Persona,JSON,False,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,260,18
19,88-S-1173,19,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,"The bill pertains to the renaming of a lock, dam, and reservoir, which falls under the management and regulation of public lands and water resources.",262,53
20,88-S-1173,20,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,"The bill involves the renaming of a lock, dam, and reservoir, which falls under the management and regulation of public lands and water resources.",270,52
21,88-S-1173,21,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,"The bill pertains to the renaming of a lock, dam, and reservoir, which falls under the management and regulation of public lands and water resources.",267,53
22,88-S-1173,22,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Few-Shot,JSON,False,True,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.95,,1626,18
23,88-S-1173,23,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Few-Shot,JSON,False,True,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.90,,1538,18
24,88-S-1173,24,A bill to change the name of Short Mountain lock and dam and reservoir in the State of Oklahoma to Robert S. Kerr lock and dam and reservoir.,Few-Shot,JSON,False,True,gpt-4o,0,20,Public Lands and Water Management,20,Public Lands and Water Management,0.94,,1657,18
25,92-S-3392,1,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Base Prompt,Fill-in-the-Blanks,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,234,6
26,92-S-3392,2,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Base Prompt,JSON,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.85,,237,19
27,92-S-3392,3,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",7,Environment,0.95,,244,19
28,92-S-3392,4,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",7,Environment,0.95,,256,19
29,92-S-3392,5,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",7,Environment,0.95,,251,19
30,92-S-3392,6,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",7,Environment,0.95,,253,19
31,92-S-3392,7,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",7,Environment,0.95,"The bill relates to a program on earthquakes, which falls under the category of Environment.",255,41
32,92-S-3392,8,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.90,"The bill relates to amending the National Science Foundation Act of 1950 to provide for a program relating to earthquakes, which falls under the category of Space, Science, Technology, and Communications.",264,63
33,92-S-3392,9,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,"The bill relates to amending the National Science Foundation Act of 1950 to provide for a program relating to earthquakes, which falls under the category of Space, Science, Technology, and Communications.",260,63
34,92-S-3392,10,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.98,,1616,15
35,92-S-3392,11,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.98,,1528,15
36,92-S-3392,12,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,1647,15
37,92-S-3392,13,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Base Prompt,Fill-in-the-Blanks,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,236,6
38,92-S-3392,14,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Base Prompt,JSON,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,238,18
39,92-S-3392,15,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,245,18
40,92-S-3392,16,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,257,18
41,92-S-3392,17,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,252,18
42,92-S-3392,18,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Persona,JSON,False,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,254,18
43,92-S-3392,19,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,"The bill pertains to amending the National Science Foundation Act to include a program related to earthquakes, which falls under the domain of science and technology.",256,52
44,92-S-3392,20,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,"The bill aims to amend the National Science Foundation Act of 1950 to include a program related to earthquakes, which falls under the domain of science and technology.",264,55
45,92-S-3392,21,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,"The bill pertains to amending the National Science Foundation Act to include a program related to earthquakes, which falls under the domain of science and technology.",261,52
46,92-S-3392,22,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.89,,1620,18
47,92-S-3392,23,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.95,,1532,18
48,92-S-3392,24,A bill to amend the National Science Foundation Act of 1950 so as to provide for a program relating to earthquakes,Few-Shot,JSON,False,True,gpt-4o,0,16,"Space, Science, Technology, and Communications",16,"Space, Science, Technology, and Communications",0.94,,1651,18
49,83-HR-3888,1,To protect the right to political participation,Base Prompt,Fill-in-the-Blanks,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",1.00,,218,5
50,83-HR-3888,2,To protect the right to political participation,Base Prompt,JSON,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,221,19
51,83-HR-3888,3,To protect the right to political participation,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,228,19
52,83-HR-3888,4,To protect the right to political participation,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,240,19
53,83-HR-3888,5,To protect the right to political participation,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,235,19
54,83-HR-3888,6,To protect the right to political participation,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,237,19
55,83-HR-3888,7,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"This bill focuses on protecting the right to political participation, which falls under Civil Rights, Minority Issues, and Civil Liberties.",239,48
56,83-HR-3888,8,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to protect the right to political participation, which falls under Civil Rights, Minority Issues, and Civil Liberties.",248,48
57,83-HR-3888,9,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on protecting the right to political participation, which falls under Civil Rights, Minority Issues, and Civil Liberties.",244,48
58,83-HR-3888,10,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1600,15
59,83-HR-3888,11,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1512,15
60,83-HR-3888,12,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1631,15
61,83-HR-3888,13,To protect the right to political participation,Base Prompt,Fill-in-the-Blanks,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,221,6
62,83-HR-3888,14,To protect the right to political participation,Base Prompt,JSON,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,223,18
63,83-HR-3888,15,To protect the right to political participation,Persona,JSON,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,230,18
64,83-HR-3888,16,To protect the right to political participation,Persona,JSON,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,242,18
65,83-HR-3888,17,To protect the right to political participation,Persona,JSON,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,237,18
66,83-HR-3888,18,To protect the right to political participation,Persona,JSON,False,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,239,18
67,83-HR-3888,19,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to protect the right to political participation, which is a fundamental aspect of civil rights and civil liberties.",241,46
68,83-HR-3888,20,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to protect the right to political participation, which is a fundamental aspect of civil rights and civil liberties.",249,46
69,83-HR-3888,21,To protect the right to political participation,Chain-of-Thoughts,JSON,True,False,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to protect the right to political participation, which is a fundamental aspect of civil rights and civil liberties.",246,46
70,83-HR-3888,22,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1605,18
71,83-HR-3888,23,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1517,18
72,83-HR-3888,24,To protect the right to political participation,Few-Shot,JSON,False,True,gpt-4o,0,2,"Civil Rights, Minority Issues, and Civil Liberties",2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1636,18
73,91-HR-6953,1,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Base Prompt,Fill-in-the-Blanks,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.90,,243,6
74,91-HR-6953,2,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Base Prompt,JSON,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,,246,19
75,91-HR-6953,3,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,,253,19
76,91-HR-6953,4,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,,265,19
77,91-HR-6953,5,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,,260,19
78,91-HR-6953,6,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,,262,19
79,91-HR-6953,7,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,The bill pertains to government operations by abolishing a specific commission established by a previous act.,264,43
80,91-HR-6953,8,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.80,The bill pertains to government operations by abolishing a specific commission established by a federal act.,273,43
81,91-HR-6953,9,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.85,The bill pertains to government operations by abolishing a specific commission established by a previous act.,269,43
82,91-HR-6953,10,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.90,,1625,15
83,91-HR-6953,11,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.95,,1537,15
84,91-HR-6953,12,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-3.5-turbo-0125,0,19,Government Operations,19,Government Operations,0.90,,1656,15
85,91-HR-6953,13,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Base Prompt,Fill-in-the-Blanks,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,247,6
86,91-HR-6953,14,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Base Prompt,JSON,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,249,18
87,91-HR-6953,15,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,256,18
88,91-HR-6953,16,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,268,18
89,91-HR-6953,17,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,263,18
90,91-HR-6953,18,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Persona,JSON,False,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,265,18
91,91-HR-6953,19,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,"The bill pertains to the abolition of a commission related to the salaries of government officials, which falls under the domain of government operations.",267,49
92,91-HR-6953,20,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,"The bill aims to abolish a commission related to the salaries of executive, legislative, and judicial branches, which falls under the category of government operations.",275,53
93,91-HR-6953,21,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Chain-of-Thoughts,JSON,True,False,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,"The bill pertains to the abolition of a government commission, which falls under the category of Government Operations.",272,43
94,91-HR-6953,22,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,1631,18
95,91-HR-6953,23,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,1543,18
96,91-HR-6953,24,"To abolish the Commission on Executive, Legislative, sand Judicial Salaries established by section 225 of the Federal Salary Act of 1967, and far other purposes",Few-Shot,JSON,False,True,gpt-4o,0,19,Government Operations,19,Government Operations,0.95,,1662,14
97,92-S-2956,1,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Base Prompt,Fill-in-the-Blanks,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.90,,238,6
98,92-S-2956,2,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Base Prompt,JSON,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.85,,241,19
99,92-S-2956,3,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.90,,248,19
100,92-S-2956,4,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.85,,260,19
101,92-S-2956,5,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.95,,255,19
102,92-S-2956,6,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Persona,JSON,False,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.85,,257,19
103,92-S-2956,7,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.90,"The bill pertains to rules governing the use of the Armed Forces of the United States, which falls under the category of Defense.",259,50
104,92-S-2956,8,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.90,"This bill pertains to rules governing the use of the Armed Forces of the United States, falling under the category of Defense.",268,49
105,92-S-2956,9,A bill to make rules governing the use of the Armed Forces of the United States in the absence of a declaration of war by the Congress,Chain-of-Thoughts,JSON,True,False,gpt-3.5-turbo-0125,0,15,Defense,15,Defense,0.85,"The bill pertains to rules governing the use of the Armed Forces of the United States, making it relevant to the Defense category.",264,50
