"combination_id","train_proportion","model","prompt","V","regression","coef_name","coef_mean","coef_sd","bias_mean","bias_norm","mse_mean","coverage_mean"
1,0.05,"gpt-3.5",1,"Senate","train_V_Yhuman","Y19",0.27980443140964,0.0782789605190818,0.0019851632991096,0.0253601131893631,0.00612540893761216,0.94
1,0.05,"gpt-3.5",1,"Senate","train_V_Yhuman","Y20",0.405081121291242,0.0902306743496952,-0.0010862795898156,-0.0120389168943329,0.00813461302235439,0.945
1,0.05,"gpt-3.5",1,"Senate","train_V_Yhuman","Y3",0.328280137153594,0.116346231658728,0.00149191835976538,0.0128230913755896,0.0135251349959574,0.914
1,0.05,"gpt-3.5",1,"Senate","train_V_Yhuman","YOther",0.313774497895645,0.0408457588503573,0.00111941104701014,0.0274058085470078,0.00166796072113765,0.948
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","Y14",0.291441005437397,0.0230399518295503,-0.0264397892645897,-1.14756269718754,0.0012293709972836,0.778
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","Y15",0.313459739288617,0.027252171824612,0.0320164403195447,1.17482160781879,0.00176699063902398,0.802
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","Y19",0.301397818937881,0.0240238803405351,0.0235785508273511,0.981463048147449,0.00113251773890771,0.837
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","Y20",0.395747055306333,0.0243100970581349,-0.0104203455747246,-0.428642697304151,0.000698973440053646,0.907
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","Y3",0.314959924830497,0.0301317817563299,-0.0118282939633315,-0.392552091973342,0.00104692488562227,0.938
2,0.1,"gpt-3.5",1,"Senate","5k_V_Yllm","YOther",0.312205650396396,0.008079610126086,-0.00044943645223854,-0.0556260073474931,6.54168128143627e-05,0.952
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y14",0.332990416276211,0.221644760222325,0.0151096215742239,0.068170443366529,0.0493055739983942,0.931
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y15",0.279117823147155,0.111270851483342,-0.0023254758219172,-0.0208992363311369,0.0123742290252364,0.941
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y19",0.272754181928416,0.122456927747004,-0.00506508618211434,-0.0413621856705306,0.015006358552114,0.936
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y20",0.414462464787954,0.0868661352813208,0.00829506390689685,0.0954924940545913,0.00760698781847352,0.937
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y3",0.323461184994567,0.11403910745422,-0.00332703379926158,-0.0291744987621654,0.0130029822648275,0.945
2,0.1,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","YOther",0.311511361688477,0.0442866224008005,-0.00114372516015784,-0.0258255224299329,0.00196065172598939,0.961
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","Y14",0.317377163543449,0.0858833913578255,-0.00050363115853759,-0.00586412751726647,0.00736883459855414,0.925
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","Y15",0.279712825868154,0.0657216865916349,-0.00173047310091869,-0.0263303209436951,0.00431801528551363,0.943
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","Y19",0.276520807400525,0.0561672164224478,-0.00129846071000566,-0.0231177685616394,0.00315328744466087,0.938
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","Y20",0.404312445635424,0.0680237542639892,-0.00185495524563395,-0.0272692277235268,0.00462604477198672,0.934
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","Y3",0.322260524105538,0.0776214614150516,-0.00452769468829052,-0.0583304488958328,0.0060395662001265,0.945
2,0.1,"gpt-3.5",1,"Senate","train_V_Yhuman","YOther",0.313720868578385,0.0288952118135417,0.00106578172975055,0.0368843715916654,0.000835234223179162,0.951
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","Y14",0.292536154448439,0.022301425198822,-0.0253446402535474,-1.13645832172583,0.00113920700191449,0.808
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","Y15",0.314475455560274,0.0269333326276835,0.0330321565912018,1.22644148972673,0.00181580237109269,0.786
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","Y19",0.300307853122109,0.0236366677646074,0.0224885850115792,0.951427893116675,0.00106386982677444,0.861
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","Y20",0.396130803287594,0.0235942947030359,-0.0100365975934634,-0.425382395184376,0.000656867343044289,0.933
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","Y3",0.315910963662777,0.0320013085984481,-0.0108772551310519,-0.339900323063019,0.00114137434744709,0.937
3,0.25,"gpt-3.5",1,"Senate","5k_V_Yllm","YOther",0.311864860027839,0.00824221485653789,-0.000790226820795403,-0.0958755425028236,6.84906300638971e-05,0.939
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y14",0.321049592410949,0.134684922810946,0.00316879770896222,0.0235274865428714,0.0181319296830783,0.958
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y15",0.277031426234215,0.0741182609674271,-0.00441187273485749,-0.059524774020216,0.00550748771325538,0.95
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y19",0.280057679449281,0.0801004289381511,0.00223841133875041,0.0279450605748789,0.00641467312268116,0.952
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y20",0.404733559084214,0.0597079438708008,-0.00143384179684364,-0.0240142551206631,0.0035635294250158,0.948
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y3",0.327376215691932,0.0804179158881166,0.000587996898103015,0.00731176494204451,0.00646091989494458,0.949
3,0.25,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","YOther",0.312937266491391,0.0314205147355558,0.000282179642755814,0.00898074538659598,0.000986341122851819,0.941
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","Y14",0.318671713796194,0.054533340312581,0.000790919094206831,0.0145034045168211,0.00297153687345571,0.944
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","Y15",0.280221952774843,0.041490342525342,-0.00122134619422968,-0.0294368790395908,0.00172121876087349,0.942
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","Y19",0.278072688996982,0.0358796467313492,0.000253420886451852,0.00706308198487444,0.00128612592266254,0.939
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","Y20",0.407764964783012,0.0400044142304462,0.0015975639019549,0.039934690525703,0.00160130501518404,0.953
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","Y3",0.325492407996456,0.0491377847634696,-0.00129581079737287,-0.0263709649022723,0.00241378649519219,0.946
3,0.25,"gpt-3.5",1,"Senate","train_V_Yhuman","YOther",0.312110464838321,0.0186111712760104,-0.000544622010314098,-0.0292631775957116,0.000346325933702847,0.941
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","Y14",0.29133021574847,0.023477673286988,-0.0265505789535164,-1.13088629477741,0.00125558318459449,0.772
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","Y15",0.313353473068463,0.0272287183852455,0.0319101740993906,1.1719308139263,0.00175892091285152,0.794
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","Y19",0.30001893505732,0.0234784713132254,0.0221996669467894,0.945532894822005,0.00104351258913911,0.851
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","Y20",0.396292175792886,0.0237478695118658,-0.00987522508817099,-0.415836253573684,0.000660917415588296,0.933
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","Y3",0.313881073488472,0.0315480177260021,-0.0129071453053571,-0.409126982793564,0.00116087654495131,0.924
4,0.5,"gpt-3.5",1,"Senate","5k_V_Yllm","YOther",0.312331677365565,0.0083432457598964,-0.000323409483069729,-0.0387630296861523,6.96447337539585e-05,0.941
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y14",0.321985147959561,0.127547967708979,0.00410435325757403,0.0321788996821867,0.0162690612982871,0.942
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y15",0.279033101238128,0.0675784136676154,-0.0024101977309443,-0.0356652013585117,0.00456808420493976,0.944
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y19",0.276206653080652,0.0747633023721404,-0.00161261502987785,-0.0215696067283241,0.0055865623574411,0.935
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y20",0.406941978646593,0.0545413529245103,0.000774577765535911,0.014201660281658,0.00297238439037201,0.954
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","Y3",0.326662116913533,0.0742439081700058,-0.000126101880296242,-0.00169848117380203,0.00550666164414011,0.946
4,0.5,"gpt-3.5",1,"Senate","test_Vtilde_Ytilde","YOther",0.313244451150121,0.029192122612779,0.000589364301486462,0.0201891554548508,0.000851675192896752,0.939
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","Y14",0.31638082556414,0.0390259105232758,-0.00149996913784684,-0.038435211830669,0.00152374857789306,0.936
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","Y15",0.280660647973281,0.0291716760324961,-0.000782650995791225,-0.0268291405306772,0.000850748238443575,0.952
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","Y19",0.278573010554162,0.024781938025322,0.00075374244363217,0.0304149918727907,0.000614098435509941,0.95
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","Y20",0.405491011106954,0.0290762859127071,-0.000676389774103278,-0.0232625919326126,0.000845042475201522,0.953
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","Y3",0.326344658545724,0.0358379452534806,-0.000443560248104571,-0.0123768325713789,0.00128327070736518,0.946
4,0.5,"gpt-3.5",1,"Senate","train_V_Yhuman","YOther",0.312778611204539,0.0124271531483653,0.000123524355904023,0.00993987556355748,0.000154294959504055,0.954
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","Y14",0.294150859029366,0.0206680102272784,-0.0237299356726204,-1.14814805158654,0.000989849327134831,0.801
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","Y15",0.296703720918015,0.0230919501349956,0.0152604219489431,0.660854620754445,0.000765585400935867,0.92
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","Y19",0.291012984148762,0.021740538923128,0.0131937160382313,0.60687161826497,0.000646252524532855,0.915
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","Y20",0.396509275873517,0.0221459045358676,-0.00965812500754043,-0.436113367683766,0.000583230025285329,0.928
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","Y3",0.338311404504226,0.0263313509498404,0.0115231857103975,0.437622275148302,0.000825430511717126,0.945
5,0.05,"gpt-3.5",2,"Senate","5k_V_Yllm","YOther",0.311586420928778,0.00885122021627,-0.0010686659198563,-0.120736564422148,7.94078020658521e-05,0.937
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y14",0.317893848232744,0.409278227384583,1.30535307570665e-05,3.18940268102769e-05,0.16734115891405,0.942
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y15",0.286228440742609,0.14539056466898,0.0047851417735372,0.0329123267691533,0.0211401754602631,0.929
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y19",0.277898354062423,0.149408836586545,7.90859518925589e-05,0.000529325799593844,0.0223006837042826,0.943
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y20",0.406551476514445,0.0993642428730974,0.000384075633387853,0.00386533044767797,0.00986352702307431,0.945
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y3",0.32620723048265,0.140673457784747,-0.000580988311179252,-0.00413004926677964,0.0197695702508097,0.923
5,0.05,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","YOther",0.311312946061108,0.0586245556584215,-0.00134214078752659,-0.022893833009953,0.00343520302951476,0.963
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","Y14",0.318832659080548,0.120140887246377,0.000951864378561715,0.00792290119024752,0.0144203050013536,0.936
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","Y15",0.280420263790121,0.0963436370941435,-0.00102303517895114,-0.0106186065816829,0.00927386091309688,0.913
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","Y19",0.278014507205416,0.0797231828882843,0.000195239094886161,0.00244896262056858,0.00634946822225314,0.932
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","Y20",0.402189178036641,0.0905227754106512,-0.00397822284441612,-0.0439472036332199,0.00820200475217896,0.938
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","Y3",0.326921887890816,0.113246017197451,0.000133669096986587,0.00118034258770908,0.0128118536181018,0.909
5,0.05,"gpt-3.5",2,"Senate","train_V_Yhuman","YOther",0.314832516716151,0.0406060627461619,0.00217742986751628,0.0536232700305842,0.00165194468024144,0.954
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","Y14",0.294807654224135,0.0215151676762656,-0.0230731404778514,-1.07241276596252,0.000994809349208351,0.801
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","Y15",0.296505713307745,0.0238955106427815,0.0150624143386724,0.630344944866142,0.000797300759160246,0.914
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","Y19",0.292462196909191,0.0215185872326634,0.014642928798661,0.680478167099852,0.000677001910695909,0.914
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","Y20",0.396294935379465,0.0223009280322755,-0.00987246550159213,-0.442693034446997,0.000594299634789757,0.932
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","Y3",0.338450991565533,0.0259759840444245,0.0116627727717041,0.448982904815398,0.000810097264053523,0.925
6,0.1,"gpt-3.5",2,"Senate","5k_V_Yllm","YOther",0.31109739880909,0.00804943116445097,-0.0015576880395448,-0.193515294151974,6.71549407577042e-05,0.959
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y14",0.320946224705156,0.218463117200838,0.00306543000316923,0.0140317964993199,0.0476878043046342,0.948
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y15",0.280713770663227,0.0995243395990859,-0.000729528305845218,-0.0073301496777972,0.00989572129001058,0.949
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y19",0.275834653040763,0.100401788852766,-0.00198461506976761,-0.0197667301792595,0.0100743773826058,0.955
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y20",0.405640823781843,0.0717734997575896,-0.00052657709921411,-0.00733665072753301,0.00514656111562669,0.937
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y3",0.32187987872074,0.094823510882372,-0.00490834007308949,-0.0517629017046021,0.00900659852011636,0.941
6,0.1,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","YOther",0.313283602510013,0.039583940004639,0.000628515661377871,0.0158780470388802,0.00156571644992116,0.953
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","Y14",0.31499424133683,0.0878832116289284,-0.00288655336515629,-0.0328453331603795,0.0077240676176587,0.92
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","Y15",0.27966887596318,0.0677405423923934,-0.00177442300589213,-0.0261944020999067,0.00458734087953586,0.927
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","Y19",0.2791826778069,0.0552377191511486,0.00136340969637005,0.0246825849676977,0.00305001329740432,0.937
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","Y20",0.407971595937524,0.0647788377141264,0.00180419505646682,0.027851612040785,0.0041953566375793,0.947
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","Y3",0.328748092117447,0.0787708511569548,0.00195987332361763,0.0248806924748405,0.00620248324844377,0.936
6,0.1,"gpt-3.5",2,"Senate","train_V_Yhuman","YOther",0.312516543560688,0.0293456214101012,-0.000138543287946941,-0.00472108891513379,0.000860323524691679,0.942
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","Y14",0.294381315866287,0.0207040168301599,-0.0234994788356998,-1.13502027304517,0.000980453162140144,0.789
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","Y15",0.296390304564585,0.0260536205385256,0.0149470055955123,0.573701669348034,0.000901525328294592,0.888
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","Y19",0.291858330822274,0.0220732191349817,0.014039062711744,0.636022440854352,0.000683835057802222,0.917
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","Y20",0.396550932448956,0.0226562353446479,-0.00961646843210154,-0.424451295010636,0.000605268160097686,0.931
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","Y3",0.338439077030159,0.0270584619747013,0.0116508582363299,0.430580949028921,0.000867170701714976,0.922
7,0.25,"gpt-3.5",2,"Senate","5k_V_Yllm","YOther",0.311187524502907,0.00852851157249737,-0.00146756234572791,-0.17207719462567,7.48165133711778e-05,0.954
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y14",0.319654248993842,0.146563871266039,0.00177345429185562,0.012100214579052,0.0214626325322529,0.951
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y15",0.278375981269757,0.0712715148392778,-0.00306731769931527,-0.0430370773826301,0.00508395763652644,0.937
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y19",0.278374086722566,0.0678085240351106,0.000554818612035325,0.00818213668458622,0.00459370575958062,0.949
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y20",0.404245741869975,0.0521148725712223,-0.00192165901108208,-0.036873524126071,0.0027169367565265,0.951
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y3",0.328388163722989,0.0679266360220154,0.0015999449291596,0.0235540139017197,0.00461197367716243,0.95
7,0.25,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","YOther",0.312529326362375,0.0286563313619061,-0.000125760486259729,-0.0043885759370757,0.000820379957496144,0.948
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","Y14",0.31762628635923,0.0546936171234994,-0.000254508342756955,-0.00465334633440443,0.00298846513679443,0.945
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","Y15",0.279265585699977,0.0423227250798701,-0.00217771326909548,-0.0514549397512984,0.00179416428021048,0.93
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","Y19",0.277408330609328,0.0353087162299399,-0.00041093750120182,-0.0116384152435813,0.00124562760599451,0.949
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","Y20",0.407142923248589,0.0426925923542294,0.0009755223675311,0.0228499211159862,0.00182178642837204,0.944
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","Y3",0.32760371178716,0.0511273445123299,0.000815492993330782,0.0159502317421183,0.00261205638034776,0.933
7,0.25,"gpt-3.5",2,"Senate","train_V_Yhuman","YOther",0.31230099480106,0.018319792500841,-0.000354092047575258,-0.0193283874562991,0.000335404563654753,0.946
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","Y14",0.295432398404454,0.0213283946774854,-0.0224483962975332,-1.05251223249493,0.00095837601543017,0.801
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","Y15",0.29648150183442,0.024612799550496,0.0150382028653481,0.610991156633582,0.000831331657230546,0.901
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","Y19",0.292312167428723,0.0221884773475877,0.0144928993181927,0.653172324137347,0.000701880329124677,0.892
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","Y20",0.396348729748339,0.0221637664043002,-0.00981867113271825,-0.443005532255259,0.000587147611495638,0.932
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","Y3",0.338836222495068,0.0265527450093786,0.0120480037012385,0.453738538029989,0.000849497612450603,0.935
8,0.5,"gpt-3.5",2,"Senate","5k_V_Yllm","YOther",0.310819101718451,0.0084843204455791,-0.00183598513018364,-0.216397428876029,7.52825511281038e-05,0.944
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y14",0.32404491618491,0.126509020125328,0.00616412148292328,0.0487247587311695,0.0160265240345538,0.949
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y15",0.280496790647105,0.0610532323167779,-0.000946508321967012,-0.0155030010050247,0.00372466555715368,0.953
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y19",0.276753658521401,0.0631147751249597,-0.00106560958912906,-0.0168836787744118,0.0039806268880316,0.946
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y20",0.40621672046975,0.0487012427467505,4.93195886925497e-05,0.00101269671800809,0.00236944166645467,0.951
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","Y3",0.329397200545399,0.0619913079819911,0.00260898175157038,0.04208625106488,0.00384588612883278,0.95
8,0.5,"gpt-3.5",2,"Senate","test_Vtilde_Ytilde","YOther",0.31160259457311,0.0257971501835213,-0.00105249227552515,-0.0407987807970146,0.000665935204623604,0.951
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","Y14",0.317383019428636,0.0385996537290837,-0.000497775273350933,-0.01289584815565,0.00148869111495992,0.951
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","Y15",0.282116554795612,0.0295176755648817,0.00067325582654014,0.0228085651615853,0.000870875150990831,0.939
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","Y19",0.277676361415116,0.0248199325228583,-0.000142906695414484,-0.00575773907857614,0.000615433443712394,0.939
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","Y20",0.405534656069733,0.0302033499176199,-0.000632744811324214,-0.0209494911342628,0.000911730469896201,0.936
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","Y3",0.326720958651452,0.0353097409357983,-6.72601423767856e-05,-0.0019048608286048,0.00124553555107499,0.952
8,0.5,"gpt-3.5",2,"Senate","train_V_Yhuman","YOther",0.312057234745259,0.012877183876612,-0.000597852103375952,-0.0464272397679893,0.000166013469864995,0.948
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","Y14",0.298850794604837,0.0205378636247469,-0.0190300000971496,-0.926581286391425,0.000783522942123946,0.85
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","Y15",0.292438496417782,0.0239875897018812,0.0109951974487098,0.458370248339188,0.000695723422182206,0.924
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","Y19",0.29479736384294,0.0201869168900602,0.0169780957324097,0.841044515359821,0.000695359836611539,0.879
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","Y20",0.39985508684255,0.0217386803600407,-0.00631231403850729,-0.290372457479543,0.000511942962092959,0.942
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","Y3",0.353745913375044,0.0275106052803833,0.0269576945812151,0.97990190715424,0.00148279386662423,0.85
9,0.05,"gpt-3.5",3,"Senate","5k_V_Yllm","YOther",0.30981944301017,0.00855762358015768,-0.00283564383846503,-0.331358795102878,8.12005643969558e-05,0.938
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","Y14",0.153413060055387,6.11152881690717,-0.1644677346466,-0.0269110626119621,37.3404833311467,0.945
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","Y15",0.283318083494006,0.159272405988277,0.0018747845249332,0.0117709311496882,0.0253458464270001,0.931
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","Y19",0.265107114244946,0.215435701969442,-0.0127121538655838,-0.0590067187071296,0.0465277279972853,0.932
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","Y20",0.408742223131714,0.105483171261365,0.00257482225065642,0.0244097918167113,0.0111222024295575,0.933
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","Y3",0.322900204134658,0.175627710588146,-0.00388801465917054,-0.0221378200863079,0.0308293642916971,0.945
9,0.05,"gpt-3.5",3,"Senate","test_Vtilde_Ytilde","YOther",0.323292862805816,0.351940513026244,0.0106377759571809,0.0302260625402557,0.123851424861782,0.948
9,0.05,"gpt-3.5",3,"Senate","train_V_Yhuman","Y14",0.310872840935924,0.120982656088261,-0.00700795376606279,-0.0579252761730595,0.0146712776870835,0.924
9,0.05,"gpt-3.5",3,"Senate","train_V_Yhuman","Y15",0.277759603707956,0.0931633995440341,-0.00368369526111594,-0.0395401550302469,0.00868430920636352,0.927
9,0.05,"gpt-3.5",3,"Senate","train_V_Yhuman","Y19",0.283328774025349,0.076805103117044,0.00550950591481898,0.0717335917956258,0.00592347949638039,0.941
9,0.05,"gpt-3.5",3,"Senate","train_V_Yhuman","Y20",0.396981591920219,0.0912238619636205,-0.0091858089608382,-0.100695243142649,0.00839785028483115,0.938
9,0.05,"gpt-3.5",3,"Senate","train_V_Yhuman","Y3",0.317788789715401,0.110848992088998,-0.00899942907842788,-0.0811863861712195,0.0123562012718374,0.926
