"prompt","model","W","V","coef","t","lci","uci"
5,"gpt-3.5-turbo-0125","DW1","Health",-0.01194034651,-1.84333237487,-0.02463618447,0.00075549144
6,"gpt-3.5-turbo-0125","DW1","Health",-0.0077086946,-1.11094499477,-0.02130861527,0.00589122606
7,"gpt-3.5-turbo-0125","DW1","Health",-0.00842548925,-1.12641669547,-0.02308583257,0.00623485407
8,"gpt-3.5-turbo-0125","DW1","Health",-0.0094149856,-1.2799654364,-0.0238318067,0.00500183549
9,"gpt-3.5-turbo-0125","DW1","Health",-0.00664243747,-0.89792363804,-0.0211413744,0.00785649947
10,"gpt-3.5-turbo-0125","DW1","Health",-0.01850954607,-2.53507248519,-0.03282000223,-0.00419908991
11,"gpt-3.5-turbo-0125","DW1","Health",-0.01800140433,-2.42439035885,-0.03255438423,-0.00344842443
12,"gpt-3.5-turbo-0125","DW1","Health",-0.02517488191,-3.17537618543,-0.0407137847,-0.00963597912
1,"gpt-4o-2024-05-13","DW1","Health",-0.02228603239,-2.88704629728,-0.03741562033,-0.00715644445
2,"gpt-4o-2024-05-13","DW1","Health",-0.01598020896,-2.08024562276,-0.03103642814,-0.00092398979
3,"gpt-4o-2024-05-13","DW1","Health",-0.01844881054,-2.41439143993,-0.03342525703,-0.00347236405
4,"gpt-4o-2024-05-13","DW1","Health",-0.01828284259,-2.39014498281,-0.03327511848,-0.00329056669
5,"gpt-4o-2024-05-13","DW1","Health",-0.01929154005,-2.53043326682,-0.03423393121,-0.00434914888
6,"gpt-4o-2024-05-13","DW1","Health",-0.01819510541,-2.39288757408,-0.03309833432,-0.00329187649
7,"gpt-4o-2024-05-13","DW1","Health",-0.01824981157,-2.38731533872,-0.0332327394,-0.00326688375
8,"gpt-4o-2024-05-13","DW1","Health",-0.01716608416,-2.25012373469,-0.03211855375,-0.00221361457
9,"gpt-4o-2024-05-13","DW1","Health",-0.01843850927,-2.40605700881,-0.03345844187,-0.00341857667
10,"gpt-4o-2024-05-13","DW1","Health",-0.01739701197,-2.2737994142,-0.03239284523,-0.0024011787
11,"gpt-4o-2024-05-13","DW1","Health",-0.02210866012,-2.81260970392,-0.03751505566,-0.00670226459
12,"gpt-4o-2024-05-13","DW1","Health",-0.02127755761,-2.80443498364,-0.03614802058,-0.00640709463
1,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00905303394,-1.60727620659,-0.02009259292,0.00198652504
2,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00967102852,-1.57108597616,-0.02173584731,0.00239379026
3,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00780046083,-1.26096831001,-0.01992497036,0.0043240487
4,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.0049507011,-0.80008585786,-0.01707839433,0.00717699214
5,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00403008411,-0.66379387245,-0.01592959094,0.00786942271
6,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00319400369,-0.51759967071,-0.01528854808,0.0089005407
7,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00953119674,-1.61716281521,-0.02108278707,0.00202039359
8,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00644722916,-1.11177877759,-0.01781310267,0.00491864435
9,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00874394426,-1.49621267185,-0.02019807518,0.00271018666
10,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.00466766531,-0.74773213981,-0.01690260267,0.00756727205
11,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.01143082099,-1.66707060826,-0.02486996228,0.0020083203
12,"gpt-3.5-turbo-0125","Senate","Banking, Finance & Domestic Commerce",-0.01036709238,-1.55979352825,-0.02339389839,0.00265971362
1,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00652201861,-1.09324753366,-0.01821463276,0.00517059554
2,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00220834437,-0.37099541615,-0.0138749991,0.00945831036
3,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00313552102,-0.54000892943,-0.01451590371,0.00824486167
4,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00538340817,-0.89650918383,-0.01715270883,0.00638589249
5,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00190581436,-0.3236937508,-0.0134455104,0.00963388169
6,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00472305292,-0.80962430314,-0.01615676802,0.00671066218
7,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00306391902,-0.51310224016,-0.0147675727,0.00863973467
8,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00107301376,-0.18316304341,-0.01255496063,0.0104089331
9,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00271584089,-0.4582158346,-0.01433252877,0.00890084699
10,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00240356377,-0.41450145651,-0.01376877935,0.00896165182
11,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",-0.00467750481,-0.79901367386,-0.01615132717,0.00679631756
12,"gpt-4o-2024-05-13","Senate","Banking, Finance & Domestic Commerce",0.0026647494,0.5047725784,-0.00768211386,0.01301161265
1,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.00213224965,-0.38895129953,-0.01287686606,0.00861236677
2,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.01419325707,-2.34958522796,-0.0260329096,-0.00235360454
3,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.01453274467,-2.40170797159,-0.02639249468,-0.00267299466
4,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.01242558031,-2.06706585354,-0.02420734809,-0.00064381252
5,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.00792527928,-1.35066146896,-0.01942576428,0.00357520572
6,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.01106762994,-1.85401261845,-0.02276774237,0.00063248249
7,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.00953909961,-1.65207205438,-0.02085597384,0.00177777463
8,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.00529132383,-0.94053453146,-0.01631782398,0.00573517631
9,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.00499364506,-0.87735691115,-0.01614915583,0.00616186571
10,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.01379189243,-2.27350734598,-0.02568172094,-0.00190206393
11,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.017128236,-2.55320145989,-0.03027671888,-0.00397975312
12,"gpt-3.5-turbo-0125","Democrat","Banking, Finance & Domestic Commerce",-0.0191634892,-2.94002957623,-0.03193878539,-0.00638819301
1,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00939026022,-1.61737550248,-0.02076954215,0.00198902171
2,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00559401967,-0.9774989608,-0.01681047873,0.00562243939
3,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00736504114,-1.31332204122,-0.01835641639,0.00362633411
4,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00764766874,-1.31424329838,-0.01905282889,0.00375749141
5,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00656231186,-1.15844120205,-0.01766507209,0.00454044837
6,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00713760118,-1.26330990208,-0.0182112429,0.00393604055
7,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00828483511,-1.43674015068,-0.01958679421,0.003017124
8,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00771289049,-1.36874666738,-0.01875729188,0.00333151089
9,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00825974982,-1.44373787453,-0.01947287406,0.00295337443
10,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00693859121,-1.24133801503,-0.01789401891,0.00401683649
11,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",-0.00321760653,-0.57013037586,-0.01427892369,0.00784371064
12,"gpt-4o-2024-05-13","Democrat","Banking, Finance & Domestic Commerce",0.00395511405,0.79798668639,-0.00575918473,0.01366941284
1,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.00689233088,0.9207872598,-0.00777850666,0.02156316841
2,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.02381110683,2.9206844242,0.00783234807,0.03978986558
3,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.02493335744,3.04850764317,0.00890306055,0.04096365434
4,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.02235663885,2.76034688852,0.00648247204,0.03823080566
5,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01733484562,2.19411677923,0.00184994827,0.03281974297
6,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.02138822926,2.6627477496,0.00564503351,0.037131425
7,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01933545593,2.46811899347,0.00398092993,0.03468998192
8,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01232434195,1.63536974341,-0.00244618102,0.02709486492
9,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01282519998,1.67456749638,-0.00218579845,0.0278361984
10,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.0156107849,1.94566580304,-0.00011471951,0.03133628932
11,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01643845958,1.87417305946,-0.00075247622,0.03362939538
12,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",0.01859007684,2.16589606085,0.00176753317,0.03541262051
1,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00902922009,1.16387939617,-0.00617591735,0.02423435753
2,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00684825392,0.90790364852,-0.00793561776,0.02163212559
3,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00878265741,1.17208593866,-0.00590371638,0.0234690312
4,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.01240267489,1.60186368106,-0.00277264645,0.02757799623
5,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.01047577872,1.390064651,-0.00429486449,0.02524642192
6,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00966855277,1.27783484677,-0.00516123158,0.02449833711
7,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00957487002,1.25266394184,-0.00540632307,0.02455606311
8,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.01089640757,1.45890599629,-0.00374234671,0.02553516186
9,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00927357154,1.23118463226,-0.00548933708,0.02403648015
10,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.00885862749,1.18595849974,-0.00578150607,0.02349876106
11,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",0.0029890022,0.39692168972,-0.01177042468,0.01774842907
12,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.01229242161,-1.85264382331,-0.02529692001,0.00071207679
1,"gpt-3.5-turbo-0125","Senate","Defense",-0.00088772626,-0.17530943929,-0.01081252836,0.00903707585
2,"gpt-3.5-turbo-0125","Senate","Defense",-0.006522111,-1.1899864726,-0.01726433619,0.00422011419
3,"gpt-3.5-turbo-0125","Senate","Defense",-0.00831132958,-1.49548429034,-0.0192040596,0.00258140045
4,"gpt-3.5-turbo-0125","Senate","Defense",-0.00280374967,-0.50600567364,-0.01366380256,0.00805630322
5,"gpt-3.5-turbo-0125","Senate","Defense",-0.00565022957,-0.99420302998,-0.01678904743,0.00548858829
6,"gpt-3.5-turbo-0125","Senate","Defense",-0.00970045464,-1.79970822461,-0.02026469025,0.00086378098
7,"gpt-3.5-turbo-0125","Senate","Defense",-0.0057153643,-1.0816635755,-0.01607154938,0.00464082078
8,"gpt-3.5-turbo-0125","Senate","Defense",-0.00389690439,-0.78345497425,-0.01364576361,0.00585195483
9,"gpt-3.5-turbo-0125","Senate","Defense",-0.00478172037,-0.91530296655,-0.01502095268,0.00545751194
10,"gpt-3.5-turbo-0125","Senate","Defense",-0.01935864099,-2.66665142596,-0.03358706199,-0.00513022
11,"gpt-3.5-turbo-0125","Senate","Defense",-0.01798582271,-2.49115664724,-0.0321365044,-0.00383514102
12,"gpt-3.5-turbo-0125","Senate","Defense",-0.02485000651,-3.50986930231,-0.03872662514,-0.01097338787
1,"gpt-4o-2024-05-13","Senate","Defense",-0.00475894631,-0.90887331121,-0.01502150245,0.00550360982
2,"gpt-4o-2024-05-13","Senate","Defense",-0.00719886542,-1.47342511268,-0.01677486411,0.00237713327
3,"gpt-4o-2024-05-13","Senate","Defense",-0.0066913689,-1.36035775717,-0.01633209905,0.00294936125
4,"gpt-4o-2024-05-13","Senate","Defense",-0.00561133352,-1.15664647081,-0.01511986691,0.00389719988
5,"gpt-4o-2024-05-13","Senate","Defense",-0.00717609136,-1.4648759625,-0.01677750539,0.00242532267
6,"gpt-4o-2024-05-13","Senate","Defense",-0.00545191512,-1.10317023609,-0.01513814208,0.00423431184
7,"gpt-4o-2024-05-13","Senate","Defense",-0.00618387237,-1.24887002811,-0.0158887791,0.00352103435
8,"gpt-4o-2024-05-13","Senate","Defense",-0.0071533173,-1.45638475858,-0.01678006203,0.00247342742
9,"gpt-4o-2024-05-13","Senate","Defense",-0.00579024613,-1.17683223479,-0.01543365456,0.00385316229
10,"gpt-4o-2024-05-13","Senate","Defense",-0.00752079726,-1.33139000565,-0.01859230277,0.00355070824
11,"gpt-4o-2024-05-13","Senate","Defense",-0.00507122344,-0.9420724338,-0.01562180844,0.00547936157
12,"gpt-4o-2024-05-13","Senate","Defense",-0.01717279351,-2.79256646338,-0.02922552609,-0.00512006093
1,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00676132183,-1.38477148002,-0.01633109378,0.00280845012
2,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00823299217,-1.53807214665,-0.01872428686,0.00225830252
3,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00861428858,-1.58135765496,-0.0192909975,0.00206242033
4,"gpt-3.5-turbo-0125","Democrat","Defense",-0.0069001271,-1.28884103979,-0.01739327574,0.00359302154
5,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00723626998,-1.31043820967,-0.01805923626,0.00358669629
6,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00829486922,-1.56220532604,-0.01870172462,0.00211198618
7,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00579804669,-1.12706253142,-0.01588086143,0.00428476804
8,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00398354405,-0.82658537461,-0.01342915379,0.00546206569
9,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00643521306,-1.26634460601,-0.01639520796,0.00352478185
10,"gpt-3.5-turbo-0125","Democrat","Defense",-0.0140226771,-1.96832180007,-0.02798581163,-5.954258e-05
11,"gpt-3.5-turbo-0125","Democrat","Defense",-0.01682888488,-2.37381289419,-0.03072383352,-0.00293393623
12,"gpt-3.5-turbo-0125","Democrat","Defense",-0.00665763596,-0.95430789597,-0.02033113354,0.00701586162
1,"gpt-4o-2024-05-13","Democrat","Defense",-0.00719278882,-1.41092512004,-0.01718453595,0.00279895832
2,"gpt-4o-2024-05-13","Democrat","Defense",-0.00254699311,-0.53360039839,-0.01190233613,0.00680834991
3,"gpt-4o-2024-05-13","Democrat","Defense",-0.00029935113,-0.06264649641,-0.00966487772,0.00906617546
4,"gpt-4o-2024-05-13","Democrat","Defense",-0.00402869757,-0.85162808881,-0.01330047037,0.00524307522
5,"gpt-4o-2024-05-13","Democrat","Defense",-0.0028864807,-0.60291624829,-0.01226987057,0.00649690917
6,"gpt-4o-2024-05-13","Democrat","Defense",-0.00389658171,-0.80994350885,-0.01332583169,0.00553266827
7,"gpt-4o-2024-05-13","Democrat","Defense",-0.00348685531,-0.72238971824,-0.01294727626,0.00597356564
8,"gpt-4o-2024-05-13","Democrat","Defense",-0.00364405646,-0.75837323751,-0.0130618722,0.00577375929
9,"gpt-4o-2024-05-13","Democrat","Defense",-0.0028864807,-0.60291624829,-0.01226987057,0.00649690917
10,"gpt-4o-2024-05-13","Democrat","Defense",-0.0018797244,-0.34319429004,-0.01261472852,0.00885527972
11,"gpt-4o-2024-05-13","Democrat","Defense",-0.00558733026,-1.06908140985,-0.01583067185,0.00465601134
12,"gpt-4o-2024-05-13","Democrat","Defense",-0.00403538698,-0.66636086136,-0.01590465123,0.00783387727
1,"gpt-3.5-turbo-0125","DW1","Defense",0.02368054755,3.80498647188,0.01148260134,0.03587849377
2,"gpt-3.5-turbo-0125","DW1","Defense",0.02444909492,3.61642569672,0.01119862346,0.03769956639
3,"gpt-3.5-turbo-0125","DW1","Defense",0.02587583857,3.78212984682,0.01246653912,0.03928513801
4,"gpt-3.5-turbo-0125","DW1","Defense",0.02413478646,3.58704852476,0.01094753463,0.0373220383
5,"gpt-3.5-turbo-0125","DW1","Defense",0.02836350872,4.06789323429,0.01469760051,0.04202941694
6,"gpt-3.5-turbo-0125","DW1","Defense",0.02374149578,3.54858315965,0.01062852236,0.03685446921
7,"gpt-3.5-turbo-0125","DW1","Defense",0.02210262799,3.40412386022,0.00937678234,0.03482847364
8,"gpt-3.5-turbo-0125","DW1","Defense",0.01877902099,3.12933145698,0.00701733792,0.03054070406
9,"gpt-3.5-turbo-0125","DW1","Defense",0.02272251057,3.55261532917,0.01018659035,0.0352584308
10,"gpt-3.5-turbo-0125","DW1","Defense",0.04394349807,4.92375692857,0.02645123052,0.06143576563
11,"gpt-3.5-turbo-0125","DW1","Defense",0.04945003782,5.51275130641,0.03186892672,0.06703114891
12,"gpt-3.5-turbo-0125","DW1","Defense",0.03513628121,4.04731701843,0.01812109673,0.0521514657
1,"gpt-4o-2024-05-13","DW1","Defense",0.02498588923,4.01493521151,0.01278857086,0.03718320761
2,"gpt-4o-2024-05-13","DW1","Defense",0.0189108212,3.26061576098,0.00754348104,0.03027816135
3,"gpt-4o-2024-05-13","DW1","Defense",0.0163183313,2.81014512278,0.00493694698,0.02769971563
4,"gpt-4o-2024-05-13","DW1","Defense",0.01956716976,3.45083184173,0.00845363257,0.03068070696
5,"gpt-4o-2024-05-13","DW1","Defense",0.01912949517,3.28111849006,0.00770256204,0.0305564283
6,"gpt-4o-2024-05-13","DW1","Defense",0.02067831815,3.51759532901,0.0091565952,0.0322000411
7,"gpt-4o-2024-05-13","DW1","Defense",0.01949006841,3.35263685747,0.00809610188,0.03088403493
8,"gpt-4o-2024-05-13","DW1","Defense",0.02066917141,3.55860096409,0.0092852506,0.03205309221
9,"gpt-4o-2024-05-13","DW1","Defense",0.01876211102,3.26262382871,0.00749110222,0.03003311982
10,"gpt-4o-2024-05-13","DW1","Defense",0.02460744557,3.63912512276,0.01135434065,0.03786055049
11,"gpt-4o-2024-05-13","DW1","Defense",0.02494887761,3.84479742239,0.01223067787,0.03766707734
12,"gpt-4o-2024-05-13","DW1","Defense",0.02791814356,3.81409750746,0.01357174686,0.04226454026
1,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.00533795245,-0.96233104823,-0.01620967333,0.00553376843
2,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.00986952775,-1.67948686048,-0.0213872832,0.0016482277
3,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01074778407,-1.69862079742,-0.02314918038,0.00165361224
4,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01275508849,-2.20259826187,-0.02410509929,-0.00140507769
5,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01187664739,-1.90506778061,-0.02409553083,0.00034223604
6,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.00774188577,-1.23448068749,-0.0200335461,0.00454977455
7,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.00815509862,-1.36554915251,-0.01986005964,0.00354986239
8,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01070551579,-1.72024949827,-0.02290283101,0.00149179943
9,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.00641789544,-1.05643945949,-0.01832472436,0.00548893349
10,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.0077908985,-1.51638556028,-0.01786081796,0.00227902096
11,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01337973513,-2.40260339079,-0.02429447831,-0.00246499195
12,"gpt-3.5-turbo-0125","Senate","Government Operations",-0.01144722015,-1.82077047439,-0.02376955267,0.00087511236
1,"gpt-4o-2024-05-13","Senate","Government Operations",-0.02217925178,-3.28028585772,-0.03543130864,-0.00892719492
2,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01960915561,-2.73142820822,-0.0336799039,-0.00553840733
3,"gpt-4o-2024-05-13","Senate","Government Operations",-0.02059162749,-2.89923573145,-0.03451214034,-0.00667111464
4,"gpt-4o-2024-05-13","Senate","Government Operations",-0.02035095237,-2.95845444266,-0.03383337519,-0.00686852955
5,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01768985237,-2.53770256401,-0.0313523966,-0.00402730813
