"combination_id","train_proportion","model","prompt","V","Y","regression","coef_name","coef_mean","coef_sd","bias_mean","bias_norm","mse_mean","coverage_mean"
3,0.25,"gpt-3.5-turbo-0125",1,"Senate",3,"5k_Yllm_V","V",-0.000208687548736155,0.00617643662093877,-0.00346556241508878,-0.561094143399797,5.01394180006832e-05,0.899
3,0.25,"gpt-3.5-turbo-0125",1,"Senate",3,"Ytilde_V","(Intercept)",0.0702145044981683,0.00804453886462954,-5.33918566845784e-05,-0.00663703135543707,6.46850989321232e-05,0.959
3,0.25,"gpt-3.5-turbo-0125",1,"Senate",3,"Ytilde_V","V",0.00303845094912396,0.0141157751197393,-0.000218423917228665,-0.0154737458889682,0.000199203188685053,0.952
3,0.25,"gpt-3.5-turbo-0125",1,"Senate",3,"train_Yhuman_V","(Intercept)",0.070263619650346,0.00875056478121806,-4.27670450690142e-06,-0.000488734683283621,7.65341160885002e-05,0.943
3,0.25,"gpt-3.5-turbo-0125",1,"Senate",3,"train_Yhuman_V","V",0.00292662679220349,0.0151937005536846,-0.000330248074149131,-0.0217358551316877,0.000230842176037256,0.954
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"5k_Yllm_V","(Intercept)",0.0434787397475715,0.00356710221598107,-0.0267891566072814,-7.51006138463389,0.000730376767839598,0
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"5k_Yllm_V","V",-0.000638512978000391,0.00614107045277366,-0.00389538784435301,-0.634317400249598,5.28679363907098e-05,0.897
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"Ytilde_V","(Intercept)",0.0703325066853117,0.00721566603862866,6.46103304588595e-05,0.00895417416950448,5.20439779576304e-05,0.943
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"Ytilde_V","V",0.00312820415768405,0.0126573955544947,-0.000128670708668568,-0.01016565438874,0.000160146113543101,0.944
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"train_Yhuman_V","(Intercept)",0.070352221933322,0.00635686287875485,8.43255784690778e-05,0.0132652819602104,4.03966116096459e-05,0.941
4,0.5,"gpt-3.5-turbo-0125",1,"Senate",3,"train_Yhuman_V","V",0.00308908478597618,0.0113012854613567,-0.000167790080376441,-0.0148469907206731,0.000127683347063606,0.947
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","(Intercept)",0.0623944289416697,0.00422996051906116,-0.00787346741318314,-1.86135718707149,7.98751088162766e-05,0.516
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","V",0.00637631416481987,0.00752349302120965,0.00311943929846725,0.414626462691355,6.63055473033923e-05,0.932
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","(Intercept)",0.0701480212794391,0.0164545088022295,-0.000119875075413788,-0.00728524180542815,0.000270629854526392,0.916
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","V",0.00335017791098841,0.0290562403823137,9.33030446357829e-05,0.00321111896818474,0.000843851678060357,0.914
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","(Intercept)",0.0705638935109942,0.0192023215749985,0.000295997156141365,0.01541465468044,0.000368632403609163,0.942
5,0.05,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","V",0.00351506943188173,0.0361767293756118,0.000258194565529111,0.00713703449663336,0.00130816803487576,0.932
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","(Intercept)",0.0626894196288737,0.00419627663072755,-0.00757847672597917,-1.8060002694973,7.50332426790174e-05,0.553
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","V",0.00649628366660575,0.00746444122851299,0.00323940880025313,0.433978740147233,6.61837932876548e-05,0.936
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","(Intercept)",0.0705022774221001,0.0116749518276045,0.000234381067247213,0.0200755489794003,0.000136291282411481,0.94
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","V",0.00220181804233788,0.0211302733252938,-0.00105505682401474,-0.0499310542638267,0.000447378351478123,0.943
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","(Intercept)",0.0704623730254686,0.014554526616005,0.00019447667061577,0.0133619371997927,0.000211766149068904,0.927
6,0.1,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","V",0.00344494244449567,0.0244686338042165,0.000188067578143044,0.0076860677898018,0.000598450052638673,0.953
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","(Intercept)",0.062495065340735,0.00410560854021544,-0.00777283101411786,-1.89322263386319,7.72644954487796e-05,0.519
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","V",0.00651753184654946,0.00778836127133021,0.00326065698019683,0.418657643964163,7.12601259496162e-05,0.93
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","(Intercept)",0.0700416649782826,0.00816074421286219,-0.000226231376570275,-0.0277219050946004,6.66156278704546e-05,0.957
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","V",0.00376568682658371,0.014876385325403,0.000508811960231092,0.0342026607338709,0.000221455076540564,0.948
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","(Intercept)",0.070160638967137,0.00888112774938765,-0.000107257387715933,-0.0120770008880154,7.88464970331125e-05,0.954
7,0.25,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","V",0.00353441351092514,0.0161129558926032,0.000277538644572521,0.0172245642836971,0.00025957456162241,0.939
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","(Intercept)",0.0625821776013455,0.00418676286338965,-0.00768571875350741,-1.83571866959882,7.65904915406371e-05,0.555
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"5k_Yllm_V","V",0.00665153468785444,0.00763372430838933,0.00339465982150182,0.444692483558929,6.97683252468047e-05,0.936
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","(Intercept)",0.0700947633488518,0.00759948324790935,-0.000173133006001068,-0.0227822077308609,5.77532446002041e-05,0.945
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"Ytilde_V","V",0.00377725832427538,0.013424969728729,0.000520383457922758,0.0387623561496123,0.000180410496254461,0.954
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","(Intercept)",0.0702758709941679,0.00622523758637923,7.97463931503266e-06,0.00128101766468819,3.87342698102372e-05,0.949
8,0.5,"gpt-3.5-turbo-0125",2,"Senate",3,"train_Yhuman_V","V",0.00335904383411007,0.0112826948249499,0.000102168967757446,0.00905536924844544,0.000127245991409667,0.951
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","(Intercept)",0.0565162344200804,0.0037969941534207,-0.0137516619347725,-3.62172323135754,0.000203518161987082,0.072
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","V",0.010101716943982,0.00727367137819004,0.00684484207762939,0.941043624565376,9.97317052379279e-05,0.875
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","(Intercept)",0.0703371609173514,0.0161640479824673,6.92645624985349e-05,0.00428510003024393,0.000261150606535533,0.927
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","V",0.00243695000979685,0.0288085103966139,-0.000819924856555769,-0.0284612027927741,0.000830187582906574,0.933
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","(Intercept)",0.0707713321098641,0.0188200858314176,0.000503435755011229,0.0267499181205014,0.000354271980445996,0.948
9,0.05,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","V",0.00132922089020278,0.0344520642204856,-0.00192765397614984,-0.0559517700830138,0.0011900671065397,0.945
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","(Intercept)",0.0562703591517109,0.00390905856904766,-0.0139975372031419,-3.58079495507587,0.00021120414628014,0.075
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","V",0.0107248888386329,0.00723452498923883,0.00746801397228025,1.03227426588321,0.000108083415334184,0.844
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","(Intercept)",0.0699172882052123,0.0117936694058382,-0.000350608149640586,-0.0297285041301076,0.000139144018809773,0.94
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","V",0.00422342085235695,0.0228169070192871,0.000966545986004329,0.0423609556364196,0.000521285151446888,0.92
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","(Intercept)",0.0699176629656792,0.0137718140677913,-0.000350233389173639,-0.0254311732245024,0.000189690694713346,0.941
10,0.1,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","V",0.0044742791077198,0.0253260169234883,0.00121740424136718,0.0480693132696326,0.000642568502729109,0.943
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","(Intercept)",0.0567300927232562,0.00372076665313304,-0.0135378036315966,-3.63844467918924,0.000197109309602495,0.067
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","V",0.0102978596756366,0.00727084727305044,0.00704098480928397,0.968385738947033,0.000102414254542559,0.857
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","(Intercept)",0.0701849722779769,0.00841103688818696,-8.29240768760048e-05,-0.0098589600757154,7.07170451662e-05,0.947
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","V",0.00442671346944436,0.0148396802440807,0.00116983860309174,0.0788317931283168,0.00022147452404897,0.949
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","(Intercept)",0.0705885751997815,0.00892017938439952,0.00032067884492862,0.0359498201896538,7.9632650371326e-05,0.946
11,0.25,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","V",0.00327766213096203,0.016132197882452,2.07872646094078e-05,0.00128855750226194,0.0002601181167247,0.938
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","(Intercept)",0.0563214412514198,0.00395627681002326,-0.0139464551034331,-3.52514643770618,0.000210147910086503,0.071
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"5k_Yllm_V","V",0.0104140352728841,0.0075297711037223,0.00715716040653144,0.950515003436604,0.000107894049232835,0.832
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","(Intercept)",0.0698538144796103,0.00773652243178651,-0.000414081875242579,-0.0535229980774398,5.99953162472715e-05,0.937
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"Ytilde_V","V",0.00345459479446835,0.0140829822481839,0.000197719928115724,0.0140396348324036,0.000198270316978135,0.94
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","(Intercept)",0.0702211135589604,0.00638060905421422,-4.67827958924932e-05,-0.00733202669133826,4.06940044467605e-05,0.95
12,0.5,"gpt-3.5-turbo-0125",3,"Senate",3,"train_Yhuman_V","V",0.00317694698489826,0.0113952211788033,-7.9927881454357e-05,-0.00701415797027566,0.000129792528647224,0.944
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","(Intercept)",0.0558402387494047,0.00389826447275563,-0.0144276576054482,-3.70104637750487,0.000223346171646645,0.057
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","V",0.012760227084661,0.0074764173190832,0.00950335221830835,1.27111045474301,0.000146182570906349,0.768
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","(Intercept)",0.0701768533737094,0.0169545967968725,-9.10429811435133e-05,-0.0053698110450086,0.000287322912192662,0.908
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","V",0.00345427120884443,0.032727262928958,0.000197396342491803,0.00603155671527732,0.00107057716726777,0.91
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","(Intercept)",0.0702113227800933,0.0198509084173929,-5.65735747595884e-05,-0.00284992371986462,0.000393864736282584,0.927
13,0.05,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","V",0.00288903763004489,0.0336031075605086,-0.000367837236307732,-0.0109465243845491,0.00112873955753666,0.948
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","(Intercept)",0.0556467746986856,0.00382325526982429,-0.0146211216561673,-3.82425985823313,0.000228387170702255,0.041
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","V",0.0132625833774199,0.00728930796953921,0.0100057085110672,1.3726554774307,0.000153221646477894,0.753
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","(Intercept)",0.0706564734568518,0.012233061697513,0.000388577101998888,0.0317645011205892,0.000149723966760109,0.936
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","V",0.00333186361411453,0.0232158765135027,7.49887477619034e-05,0.00323006317328957,0.000538713057141354,0.927
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","(Intercept)",0.0706398429658871,0.0139652127264059,0.000371946611034238,0.0266337948673671,0.000195067997191982,0.944
14,0.1,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","V",0.00328054690511331,0.0245913770698891,2.3672038760686e-05,0.000962615419763183,0.000604434018645788,0.949
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","(Intercept)",0.0559236112936791,0.00386855033651109,-0.0143442850611738,-3.7079225584306,0.00022071671278148,0.057
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","V",0.012953631903665,0.00734661295840937,0.00969675703731241,1.31989490833499,0.000147972832640356,0.763
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","(Intercept)",0.0700399690340844,0.00864424638494835,-0.000227927320768498,-0.0263675178400019,7.47375849294632e-05,0.935
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","V",0.00335013230401956,0.016169778492689,9.32574376669395e-05,0.00576739116798074,0.000261339702584057,0.94
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","(Intercept)",0.0702716391370809,0.00874865181954087,3.7427822279957e-06,0.00042781245673029,7.65006532136447e-05,0.946
15,0.25,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","V",0.00291613811878701,0.0155825694723664,-0.000340736747565607,-0.0218665315864536,0.000242811164656586,0.951
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","(Intercept)",0.0559794275935406,0.0039955827952023,-0.0142884687613123,-3.57606624457118,0.000220117039075377,0.055
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"5k_Yllm_V","V",0.0129051352978346,0.00738480820200897,0.00964826043148199,1.30650115311827,0.00014759705383807,0.757
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","(Intercept)",0.0701465831763401,0.00740135994598254,-0.000121313178512795,-0.0163906605540302,5.47674558727504e-05,0.945
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"Ytilde_V","V",0.00299731288562269,0.0139457922482836,-0.000259561980729929,-0.0186122076185292,0.000194455251293411,0.953
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","(Intercept)",0.0705482793586655,0.00623810128719811,0.000280383003812632,0.0449468501558377,3.89730653443349e-05,0.951
16,0.5,"gpt-3.5-turbo-0125",4,"Senate",3,"train_Yhuman_V","V",0.00261641785638195,0.0107427766125849,-0.000640457009970668,-0.0596174558093657,0.000115759730904848,0.953
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","(Intercept)",0.0494516026706739,0.00369062991243891,-0.020816293684179,-5.64030915536117,0.000446932021522003,0
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","V",0.0120196822732332,0.007209267093447,0.00876280740688053,1.21549212885255,0.000128734338908726,0.774
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","(Intercept)",0.0699953042853115,0.0170352860390487,-0.000272592069541416,-0.0160016138805403,0.000290130176383367,0.932
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","V",0.0030485173808312,0.0303023996873286,-0.00020835748552142,-0.00687594011270821,0.000917819721938979,0.921
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","(Intercept)",0.0707667807555886,0.0207011983421536,0.000498884400735769,0.0240993005569102,0.000428574228640081,0.928
17,0.05,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","V",0.00298317990248907,0.0342986215864798,-0.000273694963863555,-0.00797976569330831,0.00117588215394441,0.951
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","(Intercept)",0.0494236234053646,0.00386309855743739,-0.0208442729494883,-5.39573936299348,0.00044939978349201,0
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","V",0.0121105657432025,0.0072458949730938,0.00885369087684987,1.2218905890475,0.00013086458460694,0.778
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","(Intercept)",0.0701754789085687,0.012118805961777,-9.24174462841879e-05,-0.00762595313231971,0.000146800566194609,0.945
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","V",0.00339879996816217,0.0219979306778148,0.000141925101809552,0.00645174784338627,0.000483687142363416,0.938
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","(Intercept)",0.0705151658592576,0.0140052910386196,0.000247269504404754,0.0176554349154836,0.000196111245195709,0.934
18,0.1,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","V",0.00309681832527336,0.0250291399788459,-0.000160056541079267,-0.00639480786053947,0.000626170237252963,0.945
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","(Intercept)",0.0493988145560737,0.00361734042385967,-0.0208690817987792,-5.76917827836399,0.000448597184290357,0
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","V",0.0122529851589907,0.00700310050801335,0.0089961102926381,1.28458963031364,0.000129948895414283,0.771
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","(Intercept)",0.0706610569363594,0.00855840853455437,0.000393160581506525,0.0459385153114798,7.33643087088616e-05,0.945
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","V",0.00311253151591497,0.0158246038322908,-0.000144343350437651,-0.00912145112556385,0.000250313712408546,0.94
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","(Intercept)",0.0702650748890213,0.00887361681725514,-2.82146583162836e-06,-0.000317961197754437,7.87017128424328e-05,0.935
19,0.25,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","V",0.00375901456748321,0.015797910189275,0.000502139701130587,0.0317851978593652,0.000249701323644675,0.948
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","(Intercept)",0.0492798784118438,0.00375341664592774,-0.0209880179430091,-5.59171014648213,0.000454577989625739,0
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"5k_Yllm_V","V",0.0122910750228544,0.00700443544328597,0.00903420015650175,1.289782771167,0.000130654357288957,0.77
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","(Intercept)",0.0703536190152102,0.0072259276785968,8.57226603573605e-05,0.0118632048603629,5.21952721754018e-05,0.947
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"Ytilde_V","V",0.00286842810378633,0.0135365512040008,-0.00038844676256629,-0.0286961395640776,0.000183297490276635,0.946
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","(Intercept)",0.070299923471587,0.00622584080433312,3.20271167340841e-05,0.00514422352588802,3.8742738910245e-05,0.95
20,0.5,"gpt-3.5-turbo-0125",5,"Senate",3,"train_Yhuman_V","V",0.0030335703080055,0.0113511781746431,-0.000223304558347122,-0.0196723683578461,0.000128834686255296,0.939
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","(Intercept)",0.0572077794511732,0.00404521431955875,-0.0130601169036796,-3.22853522013247,0.000186922230549496,0.113
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","V",0.0128003732142793,0.00751833569471778,0.00954349834792672,1.26936315900762,0.000147575469649538,0.751
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","(Intercept)",0.0690684094871316,0.0162336351513494,-0.00119948686772127,-0.0738889876813305,0.000264837913517848,0.923
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","V",0.00574620058983849,0.0306761503518144,0.00248932572348587,0.0811485696522095,0.00094675242986453,0.922
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","(Intercept)",0.0697378092049597,0.019749466229349,-0.000530087149893159,-0.0268405810940558,0.000390127388022507,0.931
21,0.05,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","V",0.00339085154991353,0.0356383147627782,0.000133976683560905,0.00375934396597324,0.00126947238414303,0.934
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","(Intercept)",0.0572730293612278,0.00397586084396265,-0.0129948669936251,-3.26844110083929,0.000184666133897837,0.111
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","V",0.0127888532717491,0.00776424925392834,0.00953197840539644,1.22767547687546,0.000151112037014832,0.756
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","(Intercept)",0.0694904532102431,0.0117262689540824,-0.000777443144609799,-0.0662992762364655,0.000138041048734786,0.952
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","V",0.00491613653195631,0.0217233666787227,0.00165926166560369,0.0763814232914864,0.000474421856803252,0.945
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","(Intercept)",0.0699632546517798,0.0136706094817849,-0.000304641703073109,-0.0222844272948489,0.000186884927388918,0.939
22,0.1,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","V",0.00356158444558421,0.0251336326144729,0.000304709579231593,0.0121235789472044,0.000631476486582771,0.946
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","(Intercept)",0.0574088946874591,0.00387981593002321,-0.0128590016673938,-3.3143329217984,0.000180399369047073,0.124
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","V",0.0124874306071413,0.00727238748935607,0.0092305557407887,1.26926071449007,0.000138064335269252,0.781
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","(Intercept)",0.0699865043073631,0.00858436981361936,-0.000281392047489769,-0.0327795812155404,7.37337408788212e-05,0.949
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","V",0.00368065424478145,0.0159592242589054,0.000423779378428829,0.0265538832936917,0.000254749079488144,0.936
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","(Intercept)",0.0703143499013456,0.008594681318875,4.64535464927474e-05,0.00540491785201268,7.38337706315143e-05,0.961
23,0.25,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","V",0.00320682752664627,0.0156573892965659,-5.00473397063527e-05,-0.00319640386774629,0.000245033767400636,0.946
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","(Intercept)",0.0573155872960776,0.00410533972297855,-0.0129523090587753,-3.15499080046363,0.000184607697287977,0.11
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"5k_Yllm_V","V",0.012817089717897,0.00759770448325359,0.00956021485154439,1.25830306675081,0.000149093958865835,0.764
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","(Intercept)",0.0705188325525119,0.00774262861573839,0.000250936197659,0.0324096905731632,5.9981292707606e-05,0.943
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"Ytilde_V","V",0.0030076895413617,0.0144548381957404,-0.000249185324990924,-0.017238887188952,0.000208899969417595,0.938
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","(Intercept)",0.0701498695147555,0.00612466762251052,-0.000118026840097423,-0.019270733919279,3.7506728044469e-05,0.953
24,0.5,"gpt-3.5-turbo-0125",6,"Senate",3,"train_Yhuman_V","V",0.00373363600402143,0.0112367995636405,0.000476761137668804,0.0424285522731477,0.000126429832783605,0.945
